%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Mean wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Mean wave direction (deg N),MASE-01 Mean wave direction (deg N) quality
2021-09-22 00:06,115.38,not evaluated
2021-09-22 00:36,117.53,not evaluated
2021-09-22 01:06,118.10,not evaluated
2021-09-22 01:36,119.97,not evaluated
2021-09-22 02:06,116.76,not evaluated
2021-09-22 02:36,115.17,not evaluated
2021-09-22 03:06,113.91,not evaluated
2021-09-22 03:36,112.16,not evaluated
2021-09-22 04:06,113.07,not evaluated
2021-09-22 04:36,111.36,not evaluated
2021-09-22 05:06,113.18,not evaluated
2021-09-22 05:36,115.49,not evaluated
2021-09-22 06:06,113.57,not evaluated
2021-09-22 06:36,105.00,not evaluated
2021-09-22 07:06,120.15,not evaluated
2021-09-22 07:36,114.47,not evaluated
2021-09-22 08:06,113.87,not evaluated
2021-09-22 08:36,118.38,not evaluated
2021-09-22 09:06,114.64,not evaluated
2021-09-22 09:36,118.04,not evaluated
2021-09-22 10:06,121.25,not evaluated
2021-09-22 10:36,123.67,not evaluated
2021-09-22 11:06,120.17,not evaluated
2021-09-22 11:36,120.47,not evaluated
2021-09-22 12:06,121.70,not evaluated
2021-09-22 12:36,124.59,not evaluated
2021-09-22 13:06,125.22,not evaluated
2021-09-22 13:36,124.95,not evaluated
2021-09-22 14:06,126.35,not evaluated
2021-09-22 14:36,125.60,not evaluated
2021-09-22 15:06,129.26,not evaluated
2021-09-22 15:36,124.87,not evaluated
2021-09-22 16:06,127.90,not evaluated
2021-09-22 16:36,127.89,not evaluated
2021-09-22 17:06,126.43,not evaluated
2021-09-22 17:36,125.52,not evaluated
2021-09-22 18:06,122.34,not evaluated
2021-09-22 18:36,121.80,not evaluated
2021-09-22 19:06,119.12,not evaluated
2021-09-22 19:36,119.59,not evaluated
2021-09-22 20:06,117.81,not evaluated
2021-09-22 20:36,116.60,not evaluated
2021-09-22 21:06,120.91,not evaluated
2021-09-22 21:36,119.41,not evaluated
2021-09-22 22:06,121.08,not evaluated
2021-09-22 22:36,123.78,not evaluated
2021-09-22 23:06,125.94,not evaluated
2021-09-22 23:36,127.23,not evaluated
2021-09-23 00:06,125.98,not evaluated
2021-09-23 00:36,127.15,not evaluated
2021-09-23 01:06,129.88,not evaluated
2021-09-23 01:36,128.18,not evaluated
2021-09-23 02:06,126.22,not evaluated
2021-09-23 02:36,124.95,not evaluated
2021-09-23 03:06,126.64,not evaluated
2021-09-23 03:36,124.40,not evaluated
2021-09-23 04:06,124.16,not evaluated
2021-09-23 04:36,121.69,not evaluated
2021-09-23 05:06,124.01,not evaluated
2021-09-23 05:36,126.09,not evaluated
2021-09-23 06:06,124.39,not evaluated
2021-09-23 06:36,125.17,not evaluated
2021-09-23 07:06,125.41,not evaluated
2021-09-23 07:36,123.79,not evaluated
2021-09-23 08:06,122.75,not evaluated
2021-09-23 08:36,125.79,not evaluated
2021-09-23 09:06,127.11,not evaluated
2021-09-23 09:36,127.28,not evaluated
2021-09-23 10:06,126.27,not evaluated
2021-09-23 10:36,126.97,not evaluated
2021-09-23 11:06,128.47,not evaluated
2021-09-23 11:36,125.46,not evaluated
2021-09-23 12:06,123.81,not evaluated
2021-09-23 12:36,124.68,not evaluated
2021-09-23 13:06,120.20,not evaluated
2021-09-23 13:36,119.20,not evaluated
2021-09-23 14:06,116.84,not evaluated
2021-09-23 14:36,117.75,not evaluated
2021-09-23 15:06,117.14,not evaluated
2021-09-23 15:36,116.69,not evaluated
2021-09-23 16:06,116.08,not evaluated
2021-09-23 16:36,116.09,not evaluated
2021-09-23 17:06,117.13,not evaluated
2021-09-23 17:36,116.47,not evaluated
2021-09-23 18:06,116.66,not evaluated
2021-09-23 18:36,115.98,not evaluated
2021-09-23 19:06,115.86,not evaluated
2021-09-23 19:36,112.62,not evaluated
2021-09-23 20:06,117.54,not evaluated
2021-09-23 20:36,116.56,not evaluated
2021-09-23 21:06,114.37,not evaluated
2021-09-23 21:36,113.31,not evaluated
2021-09-23 22:06,113.44,not evaluated
2021-09-23 22:36,116.00,not evaluated
2021-09-23 23:06,113.78,not evaluated
2021-09-23 23:36,115.25,not evaluated
2021-09-24 00:06,112.00,not evaluated
2021-09-24 00:36,112.06,not evaluated
2021-09-24 01:06,110.78,not evaluated
2021-09-24 01:36,113.82,not evaluated
2021-09-24 02:06,112.37,not evaluated
2021-09-24 02:36,107.20,not evaluated
2021-09-24 03:06,107.83,not evaluated
2021-09-24 03:36,106.34,not evaluated
2021-09-24 04:06,101.55,not evaluated
2021-09-24 04:36,102.57,not evaluated
2021-09-24 05:06,101.23,not evaluated
2021-09-24 05:36,99.68,not evaluated
2021-09-24 06:06,96.73,not evaluated
2021-09-24 06:36,99.49,not evaluated
2021-09-24 07:06,98.49,not evaluated
2021-09-24 07:36,98.90,not evaluated
2021-09-24 08:06,100.27,not evaluated
2021-09-24 08:36,97.74,not evaluated
2021-09-24 09:06,101.51,not evaluated
2021-09-24 09:36,99.69,not evaluated
2021-09-24 10:06,103.37,not evaluated
2021-09-24 10:36,100.94,not evaluated
2021-09-24 11:06,99.55,not evaluated
2021-09-24 11:36,99.46,not evaluated
2021-09-24 12:06,101.87,not evaluated
2021-09-24 12:36,101.11,not evaluated
2021-09-24 13:06,102.34,not evaluated
2021-09-24 13:36,103.58,not evaluated
2021-09-24 14:06,104.18,not evaluated
2021-09-24 14:36,108.02,not evaluated
2021-09-24 15:06,104.69,not evaluated
2021-09-24 15:36,106.85,not evaluated
2021-09-24 16:06,108.13,not evaluated
2021-09-24 16:36,106.96,not evaluated
2021-09-24 17:06,110.11,not evaluated
2021-09-24 17:36,108.44,not evaluated
2021-09-24 18:06,103.52,not evaluated
2021-09-24 18:36,105.64,not evaluated
2021-09-24 19:06,106.05,not evaluated
2021-09-24 19:36,105.43,not evaluated
2021-09-24 20:06,103.41,not evaluated
2021-09-24 20:36,106.95,not evaluated
2021-09-24 21:06,104.47,not evaluated
2021-09-24 21:36,102.70,not evaluated
2021-09-24 22:06,105.47,not evaluated
2021-09-24 22:36,104.05,not evaluated
2021-09-24 23:06,99.63,not evaluated
2021-09-24 23:36,101.52,not evaluated
2021-09-25 00:06,101.70,not evaluated
2021-09-25 00:36,102.55,not evaluated
2021-09-25 01:06,99.74,not evaluated
2021-09-25 01:36,98.84,not evaluated
2021-09-25 02:06,101.18,not evaluated
2021-09-25 02:36,99.88,not evaluated
2021-09-25 03:06,101.28,not evaluated
2021-09-25 03:36,98.41,not evaluated
2021-09-25 04:06,96.95,not evaluated
2021-09-25 04:36,98.31,not evaluated
2021-09-25 05:06,99.62,not evaluated
2021-09-25 05:36,99.73,not evaluated
2021-09-25 06:06,98.31,not evaluated
2021-09-25 06:36,102.93,not evaluated
2021-09-25 07:06,101.62,not evaluated
2021-09-25 07:36,100.56,not evaluated
2021-09-25 08:06,102.82,not evaluated
2021-09-25 08:36,101.81,not evaluated
2021-09-25 09:06,98.60,not evaluated
2021-09-25 09:36,100.73,not evaluated
2021-09-25 10:06,101.17,not evaluated
2021-09-25 10:36,100.46,not evaluated
2021-09-25 11:06,100.72,not evaluated
2021-09-25 11:36,100.72,not evaluated
2021-09-25 12:06,102.73,not evaluated
2021-09-25 12:36,100.66,not evaluated
2021-09-25 13:06,101.49,not evaluated
2021-09-25 13:36,100.29,not evaluated
2021-09-25 14:06,102.83,not evaluated
2021-09-25 14:36,106.42,not evaluated
2021-09-25 15:06,105.71,not evaluated
2021-09-25 15:36,105.36,not evaluated
2021-09-25 16:06,106.83,not evaluated
2021-09-25 16:36,106.82,not evaluated
2021-09-25 17:06,108.37,not evaluated
2021-09-25 17:36,108.26,not evaluated
2021-09-25 18:06,109.57,not evaluated
2021-09-25 18:36,110.65,not evaluated
2021-09-25 19:06,108.39,not evaluated
2021-09-25 19:36,112.06,not evaluated
2021-09-25 20:06,109.47,not evaluated
2021-09-25 20:36,112.98,not evaluated
2021-09-25 21:06,111.03,not evaluated
2021-09-25 21:36,110.88,not evaluated
2021-09-25 22:06,110.88,not evaluated
2021-09-25 22:36,111.41,not evaluated
2021-09-25 23:06,110.25,not evaluated
2021-09-25 23:36,109.18,not evaluated
2021-09-26 00:06,109.84,not evaluated
2021-09-26 00:36,111.69,not evaluated
2021-09-26 01:06,110.16,not evaluated
2021-09-26 01:36,111.86,not evaluated
2021-09-26 02:06,111.35,not evaluated
2021-09-26 02:36,110.25,not evaluated
2021-09-26 03:06,107.82,not evaluated
2021-09-26 03:36,111.94,not evaluated
2021-09-26 04:06,109.52,not evaluated
2021-09-26 04:36,109.69,not evaluated
2021-09-26 05:06,111.41,not evaluated
2021-09-26 05:36,109.08,not evaluated
2021-09-26 06:06,111.53,not evaluated
2021-09-26 06:36,109.87,not evaluated
2021-09-26 07:06,107.87,not evaluated
2021-09-26 07:36,109.85,not evaluated
2021-09-26 08:06,105.90,not evaluated
2021-09-26 08:36,105.95,not evaluated
2021-09-26 09:06,104.44,not evaluated
2021-09-26 09:36,103.67,not evaluated
2021-09-26 10:06,101.93,not evaluated
2021-09-26 10:36,97.96,not evaluated
2021-09-26 11:06,102.38,not evaluated
2021-09-26 11:36,100.25,not evaluated
2021-09-26 12:06,98.22,not evaluated
2021-09-26 12:36,97.68,not evaluated
2021-09-26 13:06,100.76,not evaluated
2021-09-26 13:36,100.22,not evaluated
2021-09-26 14:06,99.96,not evaluated
2021-09-26 14:36,101.70,not evaluated
2021-09-26 15:06,102.00,not evaluated
2021-09-26 15:36,101.41,not evaluated
2021-09-26 16:06,103.66,not evaluated
2021-09-26 16:36,106.47,not evaluated
2021-09-26 17:06,107.61,not evaluated
2021-09-26 17:36,106.87,not evaluated
2021-09-26 18:06,107.56,not evaluated
2021-09-26 18:36,105.98,not evaluated
2021-09-26 19:06,106.70,not evaluated
2021-09-26 19:36,107.66,not evaluated
2021-09-26 20:06,106.57,not evaluated
2021-09-26 20:36,105.89,not evaluated
2021-09-26 21:06,108.95,not evaluated
2021-09-26 21:36,107.70,not evaluated
2021-09-26 22:06,106.42,not evaluated
2021-09-26 22:36,106.85,not evaluated
2021-09-26 23:06,108.03,not evaluated
2021-09-26 23:36,109.42,not evaluated
2021-09-27 00:06,107.41,not evaluated
2021-09-27 00:36,109.23,not evaluated
2021-09-27 01:06,108.84,not evaluated
2021-09-27 01:36,108.60,not evaluated
2021-09-27 02:06,108.20,not evaluated
2021-09-27 02:36,110.16,not evaluated
2021-09-27 03:06,106.36,not evaluated
2021-09-27 03:36,108.05,not evaluated
2021-09-27 04:06,106.66,not evaluated
2021-09-27 04:36,108.39,not evaluated
2021-09-27 05:06,105.94,not evaluated
2021-09-27 05:36,105.23,not evaluated
2021-09-27 06:06,108.44,not evaluated
2021-09-27 06:36,106.70,not evaluated
2021-09-27 07:06,105.54,not evaluated
2021-09-27 07:36,106.34,not evaluated
2021-09-27 08:06,107.85,not evaluated
2021-09-27 08:36,104.42,not evaluated
2021-09-27 09:06,108.12,not evaluated
2021-09-27 09:36,106.36,not evaluated
2021-09-27 10:06,105.15,not evaluated
2021-09-27 10:36,103.88,not evaluated
2021-09-27 11:06,106.05,not evaluated
2021-09-27 11:36,104.58,not evaluated
2021-09-27 12:06,103.53,not evaluated
2021-09-27 12:36,105.50,not evaluated
2021-09-27 13:06,104.47,not evaluated
2021-09-27 13:36,101.56,not evaluated
2021-09-27 14:06,107.24,not evaluated
2021-09-27 14:36,104.43,not evaluated
2021-09-27 15:06,106.07,not evaluated
2021-09-27 15:36,106.56,not evaluated
2021-09-27 16:06,113.82,not evaluated
2021-09-27 16:36,116.61,not evaluated
2021-09-27 17:06,119.93,not evaluated
2021-09-27 17:36,120.36,not evaluated
2021-09-27 18:06,121.21,not evaluated
2021-09-27 18:36,121.45,not evaluated
2021-09-27 19:06,120.39,not evaluated
2021-09-27 19:36,117.78,not evaluated
2021-09-27 20:06,113.86,not evaluated
2021-09-27 20:36,118.37,not evaluated
2021-09-27 21:06,111.52,not evaluated
2021-09-27 21:36,116.60,not evaluated
2021-09-27 22:06,115.76,not evaluated
2021-09-27 22:36,116.45,not evaluated
2021-09-27 23:06,120.92,not evaluated
2021-09-27 23:36,115.75,not evaluated
2021-09-28 00:06,120.29,not evaluated
2021-09-28 00:36,117.79,not evaluated
2021-09-28 01:06,122.05,not evaluated
2021-09-28 01:36,121.49,not evaluated
2021-09-28 02:06,123.58,not evaluated
2021-09-28 02:36,119.68,not evaluated
2021-09-28 03:06,121.28,not evaluated
2021-09-28 03:36,119.30,not evaluated
2021-09-28 04:06,121.27,not evaluated
2021-09-28 04:36,118.10,not evaluated
2021-09-28 05:06,118.96,not evaluated
2021-09-28 05:36,119.39,not evaluated
2021-09-28 06:06,117.85,not evaluated
2021-09-28 06:36,118.76,not evaluated
2021-09-28 07:06,116.83,not evaluated
2021-09-28 07:36,120.60,not evaluated
2021-09-28 08:06,119.36,not evaluated
2021-09-28 08:36,121.75,not evaluated
2021-09-28 09:06,121.68,not evaluated
2021-09-28 09:36,123.09,not evaluated
2021-09-28 10:06,118.93,not evaluated
2021-09-28 10:36,120.99,not evaluated
2021-09-28 11:06,119.91,not evaluated
2021-09-28 11:36,115.61,not evaluated
2021-09-28 12:06,121.16,not evaluated
2021-09-28 12:36,117.58,not evaluated
2021-09-28 13:06,119.56,not evaluated
2021-09-28 13:36,120.38,not evaluated
2021-09-28 14:06,121.14,not evaluated
2021-09-28 14:36,122.86,not evaluated
2021-09-28 15:06,138.94,not evaluated
2021-09-28 15:36,147.75,not evaluated
2021-09-28 16:06,147.25,not evaluated
2021-09-28 16:36,146.96,not evaluated
2021-09-28 17:06,144.75,not evaluated
2021-09-28 17:36,144.41,not evaluated
2021-09-28 18:06,138.34,not evaluated
2021-09-28 18:36,139.86,not evaluated
2021-09-28 19:06,142.03,not evaluated
2021-09-28 19:36,140.39,not evaluated
2021-09-28 20:06,138.04,not evaluated
2021-09-28 20:36,139.61,not evaluated
2021-09-28 21:06,137.32,not evaluated
2021-09-28 21:36,132.14,not evaluated
2021-09-28 22:06,135.76,not evaluated
2021-09-28 22:36,132.23,not evaluated
2021-09-28 23:06,133.44,not evaluated
2021-09-28 23:36,137.92,not evaluated
2021-09-29 00:06,136.65,not evaluated
2021-09-29 00:36,133.51,not evaluated
2021-09-29 01:06,134.33,not evaluated
2021-09-29 01:36,136.41,not evaluated
2021-09-29 02:06,135.00,not evaluated
2021-09-29 02:36,135.62,not evaluated
2021-09-29 03:06,135.85,not evaluated
2021-09-29 03:36,134.29,not evaluated
2021-09-29 04:06,139.37,not evaluated
2021-09-29 04:36,134.18,not evaluated
2021-09-29 05:06,134.50,not evaluated
2021-09-29 05:36,133.46,not evaluated
2021-09-29 06:06,129.69,not evaluated
2021-09-29 06:36,129.85,not evaluated
2021-09-29 07:06,130.32,not evaluated
2021-09-29 07:36,131.49,not evaluated
2021-09-29 08:06,131.91,not evaluated
2021-09-29 08:36,127.14,not evaluated
2021-09-29 09:06,131.84,not evaluated
2021-09-29 09:36,129.85,not evaluated
2021-09-29 10:06,130.36,not evaluated
2021-09-29 10:36,130.17,not evaluated
2021-09-29 11:06,125.46,not evaluated
2021-09-29 11:36,122.53,not evaluated
2021-09-29 12:06,123.95,not evaluated
2021-09-29 12:36,125.57,not evaluated
2021-09-29 13:06,124.75,not evaluated
2021-09-29 13:36,127.39,not evaluated
2021-09-29 14:06,125.83,not evaluated
2021-09-29 14:36,128.52,not evaluated
2021-09-29 15:06,126.00,not evaluated
2021-09-29 15:36,130.79,not evaluated
2021-09-29 16:06,129.27,not evaluated
2021-09-29 16:36,132.91,not evaluated
2021-09-29 17:06,130.48,not evaluated
2021-09-29 17:36,132.41,not evaluated
2021-09-29 18:06,133.20,not evaluated
2021-09-29 18:36,132.92,not evaluated
2021-09-29 19:06,126.41,not evaluated
2021-09-29 19:36,131.46,not evaluated
2021-09-29 20:06,128.32,not evaluated
2021-09-29 20:36,126.14,not evaluated
2021-09-29 21:06,123.05,not evaluated
2021-09-29 21:36,119.45,not evaluated
2021-09-29 22:06,112.72,not evaluated
2021-09-29 22:36,104.78,not evaluated
2021-09-29 23:06,103.46,not evaluated
2021-09-29 23:36,99.91,not evaluated
2021-09-30 00:06,95.38,not evaluated
2021-09-30 00:36,94.53,not evaluated
2021-09-30 01:06,95.14,not evaluated
2021-09-30 01:36,98.49,not evaluated
2021-09-30 02:06,98.06,not evaluated
2021-09-30 02:36,97.43,not evaluated
2021-09-30 03:06,99.01,not evaluated
2021-09-30 03:36,99.52,not evaluated
2021-09-30 04:06,99.30,not evaluated
2021-09-30 04:36,103.39,not evaluated
2021-09-30 05:06,105.85,not evaluated
2021-09-30 05:36,104.02,not evaluated
2021-09-30 06:06,106.04,not evaluated
2021-09-30 06:36,105.79,not evaluated
2021-09-30 07:06,101.66,not evaluated
2021-09-30 07:36,101.02,not evaluated
2021-09-30 08:06,100.96,not evaluated
2021-09-30 08:36,97.52,not evaluated
2021-09-30 09:06,84.69,not evaluated
2021-09-30 09:36,95.49,not evaluated
2021-09-30 10:06,97.47,not evaluated
2021-09-30 10:36,98.14,not evaluated
2021-09-30 11:06,100.00,not evaluated
2021-09-30 11:36,100.96,not evaluated
2021-09-30 12:06,104.80,not evaluated
2021-09-30 12:36,104.70,not evaluated
2021-09-30 13:06,111.97,not evaluated
2021-09-30 13:36,104.81,not evaluated
2021-09-30 14:06,108.68,not evaluated
2021-09-30 14:36,107.59,not evaluated
2021-09-30 15:06,107.47,not evaluated
2021-09-30 15:36,104.72,not evaluated
2021-09-30 16:06,107.86,not evaluated
2021-09-30 16:36,108.63,not evaluated
2021-09-30 17:06,111.02,not evaluated
2021-09-30 17:36,107.94,not evaluated
2021-09-30 18:06,109.12,not evaluated
2021-09-30 18:36,110.77,not evaluated
2021-09-30 19:06,111.79,not evaluated
2021-09-30 19:36,109.79,not evaluated
2021-09-30 20:06,109.81,not evaluated
2021-09-30 20:36,110.25,not evaluated
2021-09-30 21:06,108.48,not evaluated
2021-09-30 21:36,112.05,not evaluated
2021-09-30 22:06,110.92,not evaluated
2021-09-30 22:36,113.27,not evaluated
2021-09-30 23:06,110.98,not evaluated
2021-09-30 23:36,112.44,not evaluated
2021-10-01 00:06,112.41,not evaluated
2021-10-01 00:36,111.34,not evaluated
2021-10-01 01:06,109.82,not evaluated
2021-10-01 01:36,111.49,not evaluated
2021-10-01 02:06,109.01,not evaluated
2021-10-01 02:36,110.08,not evaluated
2021-10-01 03:06,110.65,not evaluated
2021-10-01 03:36,111.60,not evaluated
2021-10-01 04:06,112.58,not evaluated
2021-10-01 04:36,108.99,not evaluated
2021-10-01 05:06,110.89,not evaluated
2021-10-01 05:36,108.58,not evaluated
2021-10-01 06:06,109.30,not evaluated
2021-10-01 06:36,113.36,not evaluated
2021-10-01 07:06,112.43,not evaluated
2021-10-01 07:36,112.36,not evaluated
2021-10-01 08:06,113.60,not evaluated
2021-10-01 08:36,111.17,not evaluated
2021-10-01 09:06,112.25,not evaluated
2021-10-01 09:36,111.33,not evaluated
2021-10-01 10:06,110.68,not evaluated
2021-10-01 10:36,108.80,not evaluated
2021-10-01 11:06,111.09,not evaluated
2021-10-01 11:36,113.36,not evaluated
2021-10-01 12:06,110.25,not evaluated
2021-10-01 12:36,112.63,not evaluated
2021-10-01 13:06,111.50,not evaluated
2021-10-01 13:36,111.69,not evaluated
2021-10-01 14:06,110.83,not evaluated
2021-10-01 14:36,110.66,not evaluated
2021-10-01 15:06,111.61,not evaluated
2021-10-01 15:36,109.49,not evaluated
2021-10-01 16:06,111.62,not evaluated
2021-10-01 16:36,108.60,not evaluated
2021-10-01 17:06,111.48,not evaluated
2021-10-01 17:36,109.51,not evaluated
2021-10-01 18:06,112.38,not evaluated
2021-10-01 18:36,112.11,not evaluated
2021-10-01 19:06,109.83,not evaluated
2021-10-01 19:36,111.67,not evaluated
2021-10-01 20:06,112.03,not evaluated
2021-10-01 20:36,109.67,not evaluated
2021-10-01 21:06,113.38,not evaluated
2021-10-01 21:36,116.35,not evaluated
2021-10-01 22:06,115.27,not evaluated
2021-10-01 22:36,112.30,not evaluated
2021-10-01 23:06,111.68,not evaluated
2021-10-01 23:36,115.67,not evaluated
2021-10-02 00:06,116.96,not evaluated
2021-10-02 00:36,113.50,not evaluated
2021-10-02 01:06,116.31,not evaluated
2021-10-02 01:36,114.15,not evaluated
2021-10-02 02:06,115.58,not evaluated
2021-10-02 02:36,115.23,not evaluated
2021-10-02 03:06,115.84,not evaluated
2021-10-02 03:36,117.75,not evaluated
2021-10-02 04:06,115.98,not evaluated
2021-10-02 04:36,118.03,not evaluated
2021-10-02 05:06,116.10,not evaluated
2021-10-02 05:36,117.19,not evaluated
2021-10-02 06:06,117.01,not evaluated
2021-10-02 06:36,117.87,not evaluated
2021-10-02 07:06,120.12,not evaluated
2021-10-02 07:36,119.27,not evaluated
2021-10-02 08:06,118.31,not evaluated
2021-10-02 08:36,117.39,not evaluated
2021-10-02 09:06,120.13,not evaluated
2021-10-02 09:36,119.44,not evaluated
2021-10-02 10:06,120.47,not evaluated
2021-10-02 10:36,117.38,not evaluated
2021-10-02 11:06,122.22,not evaluated
2021-10-02 11:36,120.32,not evaluated
2021-10-02 12:06,119.50,not evaluated
2021-10-02 12:36,120.94,not evaluated
2021-10-02 13:06,117.98,not evaluated
2021-10-02 13:36,118.53,not evaluated
2021-10-02 14:06,119.34,not evaluated
2021-10-02 14:36,118.69,not evaluated
2021-10-02 15:06,118.32,not evaluated
2021-10-02 15:36,119.62,not evaluated
2021-10-02 16:06,117.44,not evaluated
2021-10-02 16:36,118.85,not evaluated
2021-10-02 17:06,121.47,not evaluated
2021-10-02 17:36,121.67,not evaluated
2021-10-02 18:06,120.49,not evaluated
2021-10-02 18:36,121.02,not evaluated
2021-10-02 19:06,120.17,not evaluated
2021-10-02 19:36,121.29,not evaluated
2021-10-02 20:06,120.33,not evaluated
2021-10-02 20:36,122.48,not evaluated
2021-10-02 21:06,121.38,not evaluated
2021-10-02 21:36,121.96,not evaluated
2021-10-02 22:06,122.72,not evaluated
2021-10-02 22:36,119.70,not evaluated
2021-10-02 23:06,121.48,not evaluated
2021-10-02 23:36,122.13,not evaluated
2021-10-03 00:06,118.25,not evaluated
2021-10-03 00:36,117.87,not evaluated
2021-10-03 01:06,120.12,not evaluated
2021-10-03 01:36,120.55,not evaluated
2021-10-03 02:06,119.34,not evaluated
2021-10-03 02:36,122.78,not evaluated
2021-10-03 03:06,121.12,not evaluated
2021-10-03 03:36,121.35,not evaluated
2021-10-03 04:06,121.47,not evaluated
2021-10-03 04:36,119.57,not evaluated
2021-10-03 05:06,118.31,not evaluated
2021-10-03 05:36,117.87,not evaluated
2021-10-03 06:06,122.42,not evaluated
2021-10-03 06:36,118.82,not evaluated
2021-10-03 07:06,119.92,not evaluated
2021-10-03 07:36,120.08,not evaluated
2021-10-03 08:06,119.43,not evaluated
2021-10-03 08:36,120.59,not evaluated
2021-10-03 09:06,120.01,not evaluated
2021-10-03 09:36,120.25,not evaluated
2021-10-03 10:06,118.43,not evaluated
2021-10-03 10:36,118.72,not evaluated
2021-10-03 11:06,118.63,not evaluated
2021-10-03 11:36,119.99,not evaluated
2021-10-03 12:06,117.64,not evaluated
2021-10-03 12:36,119.27,not evaluated
2021-10-03 13:06,117.11,not evaluated
2021-10-03 13:36,118.53,not evaluated
2021-10-03 14:06,119.16,not evaluated
2021-10-03 14:36,118.67,not evaluated
2021-10-03 15:06,118.47,not evaluated
2021-10-03 15:36,119.22,not evaluated
2021-10-03 16:06,119.67,not evaluated
2021-10-03 16:36,117.69,not evaluated
2021-10-03 17:06,119.49,not evaluated
2021-10-03 17:36,120.16,not evaluated
2021-10-03 18:06,118.14,not evaluated
2021-10-03 18:36,120.47,not evaluated
2021-10-03 19:06,117.71,not evaluated
2021-10-03 19:36,119.77,not evaluated
2021-10-03 20:06,120.79,not evaluated
2021-10-03 20:36,120.14,not evaluated
2021-10-03 21:06,118.80,not evaluated
2021-10-03 21:36,122.59,not evaluated
2021-10-03 22:06,123.40,not evaluated
2021-10-03 22:36,121.20,not evaluated
2021-10-03 23:06,120.36,not evaluated
2021-10-03 23:36,122.00,not evaluated
2021-10-04 00:06,122.55,not evaluated
2021-10-04 00:36,122.95,not evaluated
2021-10-04 01:06,125.16,not evaluated
2021-10-04 01:36,123.97,not evaluated
2021-10-04 02:06,124.50,not evaluated
2021-10-04 02:36,126.14,not evaluated
2021-10-04 03:06,126.97,not evaluated
2021-10-04 03:36,125.05,not evaluated
2021-10-04 04:06,129.54,not evaluated
2021-10-04 04:36,130.22,not evaluated
2021-10-04 05:06,131.84,not evaluated
2021-10-04 05:36,133.98,not evaluated
2021-10-04 06:06,134.09,not evaluated
2021-10-04 06:36,137.20,not evaluated
2021-10-04 07:06,133.53,not evaluated
2021-10-04 07:36,137.36,not evaluated
2021-10-04 08:06,132.78,not evaluated
2021-10-04 08:36,136.51,not evaluated
2021-10-04 08:52,235.65,not evaluated
2021-10-04 09:06,133.44,not evaluated
2021-10-04 09:22,51.60,not evaluated
2021-10-04 09:36,133.74,not evaluated
2021-10-04 09:52,133.59,not evaluated
2021-10-04 10:06,134.15,not evaluated
2021-10-04 10:22,139.15,not evaluated
2021-10-04 10:52,141.12,not evaluated
2021-10-04 11:22,140.72,not evaluated
2021-10-04 11:52,137.43,not evaluated
2021-10-04 12:22,133.66,not evaluated
2021-10-04 12:52,130.00,not evaluated
2021-10-04 13:22,130.93,not evaluated
2021-10-04 13:52,124.34,not evaluated
2021-10-04 14:22,129.00,not evaluated
2021-10-04 14:52,131.16,not evaluated
2021-10-04 15:22,131.41,not evaluated
2021-10-04 15:52,130.03,not evaluated
2021-10-04 16:22,135.18,not evaluated
2021-10-04 16:52,133.78,not evaluated
2021-10-04 17:22,131.19,not evaluated
2021-10-04 17:52,131.08,not evaluated
2021-10-04 18:22,132.10,not evaluated
2021-10-04 18:52,129.67,not evaluated
2021-10-04 19:22,131.60,not evaluated
2021-10-04 19:52,131.13,not evaluated
2021-10-04 20:22,130.07,not evaluated
2021-10-04 20:52,132.08,not evaluated
2021-10-04 21:22,127.67,not evaluated
2021-10-04 21:52,126.90,not evaluated
2021-10-04 22:22,127.95,not evaluated
2021-10-04 22:52,125.29,not evaluated
2021-10-04 23:22,128.86,not evaluated
2021-10-04 23:52,127.28,not evaluated
2021-10-05 00:22,129.69,not evaluated
2021-10-05 00:52,129.01,not evaluated
2021-10-05 01:22,125.00,not evaluated
2021-10-05 01:52,124.56,not evaluated
2021-10-05 02:22,123.47,not evaluated
2021-10-05 02:52,124.53,not evaluated
2021-10-05 03:22,121.77,not evaluated
2021-10-05 03:52,122.83,not evaluated
2021-10-05 04:22,121.68,not evaluated
2021-10-05 04:52,123.20,not evaluated
2021-10-05 05:22,123.59,not evaluated
2021-10-05 05:52,118.88,not evaluated
2021-10-05 06:22,122.77,not evaluated
2021-10-05 06:52,122.83,not evaluated
2021-10-05 07:22,122.28,not evaluated
2021-10-05 07:52,120.99,not evaluated
2021-10-05 08:22,121.85,not evaluated
2021-10-05 08:52,119.68,not evaluated
2021-10-05 09:22,119.50,not evaluated
2021-10-05 09:52,116.94,not evaluated
2021-10-05 10:22,118.54,not evaluated
2021-10-05 10:52,118.30,not evaluated
