%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Mean wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Mean wave direction (deg N),MASE-01 Mean wave direction (deg N) quality
2022-02-17 01:52,118.98,not evaluated
2022-02-17 02:22,118.29,not evaluated
2022-02-17 02:52,116.94,not evaluated
2022-02-17 03:22,117.06,not evaluated
2022-02-17 03:52,121.03,not evaluated
2022-02-17 04:22,123.14,not evaluated
2022-02-17 04:52,126.66,not evaluated
2022-02-17 05:22,126.94,not evaluated
2022-02-17 05:52,126.01,not evaluated
2022-02-17 06:22,126.52,not evaluated
2022-02-17 06:52,126.52,not evaluated
2022-02-17 07:22,126.38,not evaluated
2022-02-17 07:52,127.49,not evaluated
2022-02-17 08:22,127.88,not evaluated
2022-02-17 08:52,126.35,not evaluated
2022-02-17 09:22,126.55,not evaluated
2022-02-17 09:52,126.02,not evaluated
2022-02-17 10:22,127.89,not evaluated
2022-02-17 10:52,126.48,not evaluated
2022-02-17 11:22,124.94,not evaluated
2022-02-17 11:52,123.16,not evaluated
2022-02-17 12:22,120.69,not evaluated
2022-02-17 12:52,120.89,not evaluated
2022-02-17 13:22,121.20,not evaluated
2022-02-17 13:52,118.03,not evaluated
2022-02-17 14:22,115.86,not evaluated
2022-02-17 14:52,119.88,not evaluated
2022-02-17 15:22,115.54,not evaluated
2022-02-17 15:52,115.32,not evaluated
2022-02-17 16:22,117.60,not evaluated
2022-02-17 16:52,115.72,not evaluated
2022-02-17 17:22,116.89,not evaluated
2022-02-17 17:52,117.81,not evaluated
2022-02-17 18:22,118.15,not evaluated
2022-02-17 18:52,116.50,not evaluated
2022-02-17 19:22,119.61,not evaluated
2022-02-17 19:52,119.62,not evaluated
2022-02-17 20:22,118.64,not evaluated
2022-02-17 20:52,123.69,not evaluated
2022-02-17 21:22,124.04,not evaluated
2022-02-17 21:52,125.57,not evaluated
2022-02-17 22:22,127.30,not evaluated
2022-02-17 22:52,126.52,not evaluated
2022-02-17 23:22,127.84,not evaluated
2022-02-17 23:52,127.31,not evaluated
2022-02-18 00:22,127.10,not evaluated
2022-02-18 00:52,125.55,not evaluated
2022-02-18 01:22,128.83,not evaluated
2022-02-18 01:52,129.66,not evaluated
2022-02-18 02:22,127.87,not evaluated
2022-02-18 02:52,128.40,not evaluated
2022-02-18 03:22,126.01,not evaluated
2022-02-18 03:52,126.22,not evaluated
2022-02-18 04:22,130.76,not evaluated
2022-02-18 04:52,129.05,not evaluated
2022-02-18 05:22,132.35,not evaluated
2022-02-18 05:52,133.32,not evaluated
2022-02-18 06:22,132.19,not evaluated
2022-02-18 06:52,130.71,not evaluated
2022-02-18 07:22,132.07,not evaluated
2022-02-18 07:52,136.66,not evaluated
2022-02-18 08:22,136.69,not evaluated
2022-02-18 08:52,135.81,not evaluated
2022-02-18 09:22,135.43,not evaluated
2022-02-18 09:52,134.72,not evaluated
2022-02-18 10:22,137.85,not evaluated
2022-02-18 10:52,138.79,not evaluated
2022-02-18 11:22,141.26,not evaluated
2022-02-18 11:52,140.78,not evaluated
2022-02-18 12:22,138.42,not evaluated
2022-02-18 12:52,137.41,not evaluated
2022-02-18 13:22,135.87,not evaluated
2022-02-18 13:52,135.15,not evaluated
2022-02-18 14:22,132.41,not evaluated
2022-02-18 14:52,131.72,not evaluated
2022-02-18 15:22,129.70,not evaluated
2022-02-18 15:52,130.49,not evaluated
2022-02-18 16:22,131.66,not evaluated
2022-02-18 16:52,132.38,not evaluated
2022-02-18 17:22,135.00,not evaluated
2022-02-18 17:52,133.50,not evaluated
2022-02-18 18:22,134.75,not evaluated
2022-02-18 18:52,133.49,not evaluated
2022-02-18 19:22,135.36,not evaluated
2022-02-18 19:52,136.20,not evaluated
2022-02-18 20:22,135.45,not evaluated
2022-02-18 20:52,138.68,not evaluated
2022-02-18 21:22,136.45,not evaluated
2022-02-18 21:52,135.92,not evaluated
2022-02-18 22:22,136.13,not evaluated
2022-02-18 22:52,133.07,not evaluated
2022-02-18 23:22,131.73,not evaluated
2022-02-18 23:52,124.55,not evaluated
2022-02-19 00:22,117.60,not evaluated
2022-02-19 00:52,106.93,not evaluated
2022-02-19 01:22,106.42,not evaluated
2022-02-19 01:52,105.24,not evaluated
2022-02-19 02:22,107.14,not evaluated
2022-02-19 02:52,106.50,not evaluated
2022-02-19 03:22,106.32,not evaluated
2022-02-19 03:52,110.70,not evaluated
2022-02-19 04:22,108.65,not evaluated
2022-02-19 04:52,112.12,not evaluated
2022-02-19 05:22,113.62,not evaluated
2022-02-19 05:52,114.19,not evaluated
2022-02-19 06:22,112.73,not evaluated
2022-02-19 06:52,103.62,not evaluated
2022-02-19 07:22,113.51,not evaluated
2022-02-19 07:52,111.19,not evaluated
2022-02-19 08:22,113.32,not evaluated
2022-02-19 08:52,112.14,not evaluated
2022-02-19 09:22,114.20,not evaluated
2022-02-19 09:52,114.68,not evaluated
2022-02-19 10:22,115.77,not evaluated
2022-02-19 10:52,112.72,not evaluated
2022-02-19 11:22,111.99,not evaluated
2022-02-19 11:52,114.81,not evaluated
2022-02-19 12:22,113.43,not evaluated
2022-02-19 12:52,110.70,not evaluated
2022-02-19 13:22,110.36,not evaluated
2022-02-19 13:52,109.87,not evaluated
2022-02-19 14:22,109.60,not evaluated
2022-02-19 14:52,114.99,not evaluated
2022-02-19 15:22,113.95,not evaluated
2022-02-19 15:52,112.26,not evaluated
2022-02-19 16:22,113.53,not evaluated
2022-02-19 16:52,111.37,not evaluated
2022-02-19 17:22,114.47,not evaluated
2022-02-19 17:52,113.88,not evaluated
2022-02-19 18:22,115.41,not evaluated
2022-02-19 18:52,117.02,not evaluated
2022-02-19 19:22,117.88,not evaluated
2022-02-19 19:52,115.87,not evaluated
2022-02-19 20:22,116.48,not evaluated
2022-02-19 20:52,117.64,not evaluated
2022-02-19 21:22,115.05,not evaluated
2022-02-19 21:52,118.25,not evaluated
2022-02-19 22:22,118.37,not evaluated
2022-02-19 22:52,118.71,not evaluated
2022-02-19 23:22,112.16,not evaluated
2022-02-19 23:52,110.25,not evaluated
2022-02-20 00:22,105.92,not evaluated
2022-02-20 00:52,103.37,not evaluated
2022-02-20 01:22,103.63,not evaluated
2022-02-20 01:52,97.37,not evaluated
2022-02-20 02:22,93.71,not evaluated
2022-02-20 02:52,92.58,not evaluated
2022-02-20 03:22,93.12,not evaluated
2022-02-20 03:52,89.60,not evaluated
2022-02-20 04:22,90.00,not evaluated
2022-02-20 04:52,88.45,not evaluated
2022-02-20 05:22,90.75,not evaluated
2022-02-20 05:52,83.91,not evaluated
2022-02-20 06:22,85.96,not evaluated
2022-02-20 06:52,84.81,not evaluated
2022-02-20 07:22,86.01,not evaluated
2022-02-20 07:52,90.00,not evaluated
2022-02-20 08:22,68.92,not evaluated
2022-02-20 08:52,90.85,not evaluated
2022-02-20 09:22,93.00,not evaluated
2022-02-20 09:52,91.68,not evaluated
2022-02-20 10:22,93.75,not evaluated
2022-02-20 10:52,93.34,not evaluated
2022-02-20 11:22,95.60,not evaluated
2022-02-20 11:52,92.82,not evaluated
2022-02-20 12:22,96.13,not evaluated
2022-02-20 12:52,90.79,not evaluated
2022-02-20 13:22,98.97,not evaluated
2022-02-20 13:52,97.34,not evaluated
2022-02-20 14:22,99.14,not evaluated
2022-02-20 14:52,98.12,not evaluated
2022-02-20 15:22,95.22,not evaluated
2022-02-20 15:52,98.05,not evaluated
2022-02-20 16:22,98.74,not evaluated
2022-02-20 16:52,98.44,not evaluated
2022-02-20 17:22,98.43,not evaluated
2022-02-20 17:52,99.62,not evaluated
2022-02-20 18:22,98.06,not evaluated
2022-02-20 18:52,101.83,not evaluated
2022-02-20 19:22,101.13,not evaluated
2022-02-20 19:52,98.96,not evaluated
2022-02-20 20:22,100.14,not evaluated
2022-02-20 20:52,100.44,not evaluated
2022-02-20 21:22,101.50,not evaluated
2022-02-20 21:52,101.86,not evaluated
2022-02-20 22:22,102.52,not evaluated
2022-02-20 22:52,103.24,not evaluated
2022-02-20 23:22,106.08,not evaluated
2022-02-20 23:52,103.41,not evaluated
2022-02-21 00:22,107.09,not evaluated
2022-02-21 00:52,106.42,not evaluated
2022-02-21 01:22,106.93,not evaluated
2022-02-21 01:52,105.86,not evaluated
2022-02-21 02:22,106.04,not evaluated
2022-02-21 02:52,109.61,not evaluated
2022-02-21 03:22,110.16,not evaluated
2022-02-21 03:52,110.67,not evaluated
2022-02-21 04:22,112.56,not evaluated
2022-02-21 04:52,113.68,not evaluated
2022-02-21 05:22,116.36,not evaluated
2022-02-21 05:52,115.33,not evaluated
2022-02-21 06:22,117.45,not evaluated
2022-02-21 06:52,120.28,not evaluated
2022-02-21 07:22,119.70,not evaluated
2022-02-21 07:52,120.98,not evaluated
2022-02-21 08:22,120.72,not evaluated
2022-02-21 08:52,122.07,not evaluated
2022-02-21 09:22,119.72,not evaluated
2022-02-21 09:52,123.55,not evaluated
2022-02-21 10:22,124.02,not evaluated
2022-02-21 10:52,125.91,not evaluated
2022-02-21 11:22,125.93,not evaluated
2022-02-21 11:52,126.63,not evaluated
2022-02-21 12:22,125.70,not evaluated
2022-02-21 12:52,126.93,not evaluated
2022-02-21 13:22,127.19,not evaluated
2022-02-21 13:52,124.62,not evaluated
2022-02-21 14:22,128.57,not evaluated
2022-02-21 14:52,126.80,not evaluated
2022-02-21 15:22,124.45,not evaluated
2022-02-21 15:52,124.59,not evaluated
2022-02-21 16:22,124.83,not evaluated
2022-02-21 16:52,121.41,not evaluated
2022-02-21 17:22,120.32,not evaluated
2022-02-21 17:52,121.40,not evaluated
2022-02-21 18:22,117.87,not evaluated
2022-02-21 18:52,117.05,not evaluated
2022-02-21 19:22,116.85,not evaluated
2022-02-21 19:52,115.12,not evaluated
2022-02-21 20:22,114.99,not evaluated
2022-02-21 20:52,118.58,not evaluated
2022-02-21 21:22,117.16,not evaluated
2022-02-21 21:52,119.65,not evaluated
2022-02-21 22:22,119.30,not evaluated
2022-02-21 22:52,122.93,not evaluated
2022-02-21 23:22,121.03,not evaluated
2022-02-21 23:52,124.18,not evaluated
2022-02-22 00:22,122.43,not evaluated
2022-02-22 00:52,125.85,not evaluated
2022-02-22 01:22,125.19,not evaluated
2022-02-22 01:52,125.66,not evaluated
2022-02-22 02:22,126.49,not evaluated
2022-02-22 02:52,126.80,not evaluated
2022-02-22 03:22,126.97,not evaluated
2022-02-22 03:52,127.04,not evaluated
2022-02-22 04:22,128.68,not evaluated
2022-02-22 04:52,126.14,not evaluated
2022-02-22 05:22,126.31,not evaluated
2022-02-22 05:52,125.08,not evaluated
2022-02-22 06:22,120.14,not evaluated
2022-02-22 06:52,121.83,not evaluated
2022-02-22 07:22,123.10,not evaluated
2022-02-22 07:52,126.22,not evaluated
2022-02-22 08:22,126.11,not evaluated
2022-02-22 08:52,126.55,not evaluated
2022-02-22 09:22,128.11,not evaluated
2022-02-22 09:52,126.09,not evaluated
2022-02-22 10:22,122.45,not evaluated
2022-02-22 10:52,120.78,not evaluated
2022-02-22 11:22,121.59,not evaluated
2022-02-22 11:52,120.05,not evaluated
2022-02-22 12:22,119.33,not evaluated
2022-02-22 12:52,119.37,not evaluated
2022-02-22 13:22,119.49,not evaluated
2022-02-22 13:52,119.22,not evaluated
2022-02-22 14:22,119.70,not evaluated
2022-02-22 14:52,119.49,not evaluated
2022-02-22 15:22,117.39,not evaluated
2022-02-22 15:52,118.38,not evaluated
2022-02-22 16:22,119.43,not evaluated
2022-02-22 16:52,116.88,not evaluated
2022-02-22 17:22,116.60,not evaluated
2022-02-22 17:52,117.81,not evaluated
2022-02-22 18:22,116.10,not evaluated
2022-02-22 18:52,116.16,not evaluated
2022-02-22 19:22,115.39,not evaluated
2022-02-22 19:52,117.72,not evaluated
2022-02-22 20:22,115.34,not evaluated
2022-02-22 20:52,116.66,not evaluated
2022-02-22 21:22,118.09,not evaluated
2022-02-22 21:52,118.76,not evaluated
2022-02-22 22:22,119.14,not evaluated
2022-02-22 22:52,119.52,not evaluated
2022-02-22 23:22,118.88,not evaluated
2022-02-22 23:52,120.04,not evaluated
2022-02-23 00:22,119.07,not evaluated
2022-02-23 00:52,118.89,not evaluated
2022-02-23 01:22,121.03,not evaluated
2022-02-23 01:52,122.56,not evaluated
2022-02-23 02:22,122.59,not evaluated
2022-02-23 02:52,124.62,not evaluated
2022-02-23 03:22,125.50,not evaluated
2022-02-23 03:52,124.64,not evaluated
2022-02-23 04:22,125.85,not evaluated
2022-02-23 04:52,122.01,not evaluated
2022-02-23 05:22,123.99,not evaluated
2022-02-23 05:52,122.60,not evaluated
2022-02-23 06:22,121.57,not evaluated
2022-02-23 06:52,122.84,not evaluated
2022-02-23 07:22,121.82,not evaluated
2022-02-23 07:52,123.52,not evaluated
2022-02-23 08:22,123.18,not evaluated
2022-02-23 08:52,123.00,not evaluated
2022-02-23 09:22,123.73,not evaluated
2022-02-23 09:52,127.48,not evaluated
2022-02-23 10:22,127.60,not evaluated
2022-02-23 10:52,130.11,not evaluated
2022-02-23 11:22,130.21,not evaluated
2022-02-23 11:52,130.24,not evaluated
2022-02-23 12:22,129.78,not evaluated
2022-02-23 12:52,129.38,not evaluated
2022-02-23 13:22,128.55,not evaluated
2022-02-23 13:52,126.94,not evaluated
2022-02-23 14:22,129.25,not evaluated
2022-02-23 14:52,126.60,not evaluated
2022-02-23 15:22,126.94,not evaluated
2022-02-23 15:52,128.78,not evaluated
2022-02-23 16:22,128.61,not evaluated
2022-02-23 16:52,131.25,not evaluated
2022-02-23 17:22,129.01,not evaluated
2022-02-23 17:52,127.54,not evaluated
2022-02-23 18:22,125.76,not evaluated
2022-02-23 18:52,127.56,not evaluated
2022-02-23 19:22,125.53,not evaluated
2022-02-23 19:52,125.48,not evaluated
2022-02-23 20:22,125.51,not evaluated
2022-02-23 20:52,124.37,not evaluated
2022-02-23 21:22,123.84,not evaluated
2022-02-23 21:52,124.20,not evaluated
2022-02-23 22:22,124.50,not evaluated
2022-02-23 22:52,125.16,not evaluated
2022-02-23 23:22,124.60,not evaluated
2022-02-23 23:52,123.04,not evaluated
2022-02-24 00:22,126.40,not evaluated
2022-02-24 00:52,126.52,not evaluated
2022-02-24 01:22,124.63,not evaluated
2022-02-24 01:52,127.12,not evaluated
2022-02-24 02:22,127.20,not evaluated
2022-02-24 02:52,127.95,not evaluated
2022-02-24 03:22,127.31,not evaluated
2022-02-24 03:52,128.12,not evaluated
2022-02-24 04:22,129.47,not evaluated
2022-02-24 04:52,128.01,not evaluated
2022-02-24 05:22,128.42,not evaluated
2022-02-24 05:52,127.13,not evaluated
2022-02-24 06:22,128.31,not evaluated
2022-02-24 06:52,127.63,not evaluated
2022-02-24 07:22,126.44,not evaluated
2022-02-24 07:52,126.96,not evaluated
2022-02-24 08:22,128.21,not evaluated
2022-02-24 08:52,127.36,not evaluated
2022-02-24 09:22,126.22,not evaluated
2022-02-24 09:52,127.54,not evaluated
2022-02-24 10:22,126.96,not evaluated
2022-02-24 10:52,129.24,not evaluated
2022-02-24 11:22,129.73,not evaluated
2022-02-24 11:52,128.98,not evaluated
2022-02-24 12:22,129.06,not evaluated
2022-02-24 12:52,132.07,not evaluated
2022-02-24 13:22,132.62,not evaluated
2022-02-24 13:52,128.07,not evaluated
2022-02-24 14:22,127.25,not evaluated
2022-02-24 14:52,128.28,not evaluated
2022-02-24 15:22,126.02,not evaluated
2022-02-24 15:52,127.31,not evaluated
2022-02-24 16:22,125.14,not evaluated
2022-02-24 16:52,123.88,not evaluated
2022-02-24 17:22,120.62,not evaluated
2022-02-24 17:52,119.55,not evaluated
2022-02-24 18:22,117.96,not evaluated
2022-02-24 18:52,116.23,not evaluated
2022-02-24 19:22,114.05,not evaluated
2022-02-24 19:52,113.46,not evaluated
2022-02-24 20:22,111.41,not evaluated
2022-02-24 20:52,107.47,not evaluated
2022-02-24 21:22,105.96,not evaluated
2022-02-24 21:52,108.38,not evaluated
2022-02-24 22:22,109.39,not evaluated
2022-02-24 22:52,110.33,not evaluated
2022-02-24 23:22,110.45,not evaluated
2022-02-24 23:52,113.57,not evaluated
2022-02-25 00:22,112.49,not evaluated
2022-02-25 00:52,114.17,not evaluated
2022-02-25 01:22,112.46,not evaluated
2022-02-25 01:52,111.77,not evaluated
2022-02-25 02:22,112.96,not evaluated
2022-02-25 02:52,110.47,not evaluated
2022-02-25 03:22,107.88,not evaluated
2022-02-25 03:52,106.82,not evaluated
2022-02-25 04:22,110.00,not evaluated
2022-02-25 04:52,109.77,not evaluated
2022-02-25 05:22,110.36,not evaluated
2022-02-25 05:52,110.19,not evaluated
2022-02-25 06:22,113.07,not evaluated
2022-02-25 06:52,111.75,not evaluated
2022-02-25 07:22,109.44,not evaluated
2022-02-25 07:52,112.21,not evaluated
2022-02-25 08:22,113.99,not evaluated
2022-02-25 08:52,114.86,not evaluated
2022-02-25 09:22,114.09,not evaluated
2022-02-25 09:52,123.00,not evaluated
2022-02-25 10:22,125.64,not evaluated
2022-02-25 10:52,128.32,not evaluated
2022-02-25 11:22,132.75,not evaluated
2022-02-25 11:52,133.16,not evaluated
2022-02-25 12:22,130.71,not evaluated
2022-02-25 12:52,134.71,not evaluated
2022-02-25 13:22,130.37,not evaluated
2022-02-25 13:52,132.97,not evaluated
2022-02-25 14:22,135.96,not evaluated
2022-02-25 14:52,133.58,not evaluated
2022-02-25 15:22,140.33,not evaluated
2022-02-25 15:52,140.50,not evaluated
2022-02-25 16:22,139.65,not evaluated
2022-02-25 16:52,136.36,not evaluated
2022-02-25 17:22,134.60,not evaluated
2022-02-25 17:52,134.23,not evaluated
2022-02-25 18:22,133.71,not evaluated
2022-02-25 18:52,133.64,not evaluated
2022-02-25 19:22,134.52,not evaluated
2022-02-25 19:52,133.25,not evaluated
2022-02-25 20:22,134.08,not evaluated
2022-02-25 20:52,132.18,not evaluated
2022-02-25 21:22,131.86,not evaluated
2022-02-25 21:52,131.84,not evaluated
2022-02-25 22:22,128.16,not evaluated
2022-02-25 22:52,130.33,not evaluated
2022-02-25 23:22,132.46,not evaluated
2022-02-25 23:52,132.96,not evaluated
2022-02-26 00:22,134.44,not evaluated
2022-02-26 00:52,136.66,not evaluated
2022-02-26 01:22,135.73,not evaluated
2022-02-26 01:52,133.42,not evaluated
2022-02-26 02:22,134.74,not evaluated
2022-02-26 02:52,134.90,not evaluated
2022-02-26 03:22,130.40,not evaluated
2022-02-26 03:52,132.37,not evaluated
2022-02-26 04:22,129.32,not evaluated
2022-02-26 04:52,126.79,not evaluated
2022-02-26 05:22,123.30,not evaluated
2022-02-26 05:52,123.59,not evaluated
2022-02-26 06:22,72.93,not evaluated
2022-02-26 06:52,110.91,not evaluated
2022-02-26 07:22,106.59,not evaluated
2022-02-26 07:52,108.62,not evaluated
2022-02-26 08:22,105.50,not evaluated
2022-02-26 08:52,106.24,not evaluated
2022-02-26 09:22,104.20,not evaluated
2022-02-26 09:52,100.23,not evaluated
2022-02-26 10:22,100.95,not evaluated
2022-02-26 10:52,99.83,not evaluated
2022-02-26 11:22,98.33,not evaluated
2022-02-26 11:52,100.34,not evaluated
2022-02-26 12:22,100.83,not evaluated
2022-02-26 12:52,101.44,not evaluated
2022-02-26 13:22,101.06,not evaluated
2022-02-26 13:52,98.76,not evaluated
2022-02-26 14:22,101.51,not evaluated
2022-02-26 14:52,102.46,not evaluated
2022-02-26 15:22,101.45,not evaluated
2022-02-26 15:52,98.49,not evaluated
2022-02-26 16:22,99.36,not evaluated
2022-02-26 16:52,95.82,not evaluated
2022-02-26 17:22,99.35,not evaluated
2022-02-26 17:52,101.34,not evaluated
2022-02-26 18:22,99.73,not evaluated
2022-02-26 18:52,102.56,not evaluated
2022-02-26 19:22,102.53,not evaluated
2022-02-26 19:52,103.67,not evaluated
2022-02-26 20:22,98.99,not evaluated
2022-02-26 20:52,101.57,not evaluated
2022-02-26 21:22,101.70,not evaluated
2022-02-26 21:52,100.90,not evaluated
2022-02-26 22:22,98.46,not evaluated
2022-02-26 22:52,97.88,not evaluated
2022-02-26 23:22,96.59,not evaluated
2022-02-26 23:52,98.45,not evaluated
2022-02-27 00:22,99.40,not evaluated
2022-02-27 00:52,98.38,not evaluated
2022-02-27 01:22,97.40,not evaluated
2022-02-27 01:52,99.87,not evaluated
2022-02-27 02:22,101.02,not evaluated
2022-02-27 02:52,101.03,not evaluated
2022-02-27 03:22,102.19,not evaluated
2022-02-27 03:52,101.27,not evaluated
2022-02-27 04:22,101.24,not evaluated
2022-02-27 04:52,104.14,not evaluated
2022-02-27 05:22,100.73,not evaluated
2022-02-27 05:52,105.89,not evaluated
2022-02-27 06:22,105.17,not evaluated
2022-02-27 06:52,103.83,not evaluated
2022-02-27 07:22,105.81,not evaluated
2022-02-27 07:52,105.44,not evaluated
2022-02-27 08:22,104.64,not evaluated
2022-02-27 08:52,109.30,not evaluated
2022-02-27 09:22,106.42,not evaluated
2022-02-27 09:52,107.21,not evaluated
2022-02-27 10:22,105.57,not evaluated
2022-02-27 10:52,108.85,not evaluated
2022-02-27 11:22,108.14,not evaluated
2022-02-27 11:52,108.12,not evaluated
2022-02-27 12:22,105.57,not evaluated
2022-02-27 12:52,105.30,not evaluated
2022-02-27 13:22,106.63,not evaluated
2022-02-27 13:52,107.54,not evaluated
2022-02-27 14:22,105.63,not evaluated
2022-02-27 14:52,108.17,not evaluated
2022-02-27 15:22,107.17,not evaluated
2022-02-27 15:52,105.27,not evaluated
2022-02-27 16:22,109.20,not evaluated
2022-02-27 16:52,108.14,not evaluated
2022-02-27 17:22,106.24,not evaluated
2022-02-27 17:52,107.36,not evaluated
2022-02-27 18:22,110.31,not evaluated
2022-02-27 18:52,108.48,not evaluated
2022-02-27 19:22,109.21,not evaluated
2022-02-27 19:52,107.76,not evaluated
2022-02-27 20:22,107.52,not evaluated
2022-02-27 20:52,108.50,not evaluated
2022-02-27 21:22,112.65,not evaluated
2022-02-27 21:52,109.35,not evaluated
2022-02-27 22:22,109.89,not evaluated
2022-02-27 22:52,104.78,not evaluated
2022-02-27 23:22,108.96,not evaluated
2022-02-27 23:52,108.59,not evaluated
2022-02-28 00:22,108.20,not evaluated
2022-02-28 00:52,109.27,not evaluated
2022-02-28 01:22,111.00,not evaluated
2022-02-28 01:52,111.79,not evaluated
2022-02-28 02:22,110.52,not evaluated
2022-02-28 02:52,111.30,not evaluated
2022-02-28 03:22,109.20,not evaluated
2022-02-28 03:52,111.81,not evaluated
2022-02-28 04:22,113.15,not evaluated
2022-02-28 04:52,109.73,not evaluated
2022-02-28 05:22,111.10,not evaluated
2022-02-28 05:52,107.48,not evaluated
2022-02-28 06:22,99.97,not evaluated
2022-02-28 06:52,102.48,not evaluated
2022-02-28 07:22,98.51,not evaluated
2022-02-28 07:52,97.30,not evaluated
2022-02-28 08:22,91.58,not evaluated
2022-02-28 08:52,89.81,not evaluated
2022-02-28 09:22,86.14,not evaluated
2022-02-28 09:52,89.36,not evaluated
2022-02-28 10:22,88.04,not evaluated
2022-02-28 10:52,88.36,not evaluated
2022-02-28 11:22,85.51,not evaluated
2022-02-28 11:52,86.81,not evaluated
2022-02-28 12:22,87.89,not evaluated
2022-02-28 12:52,85.69,not evaluated
2022-02-28 13:22,90.57,not evaluated
2022-02-28 13:52,88.76,not evaluated
2022-02-28 14:22,92.36,not evaluated
2022-02-28 14:52,92.46,not evaluated
2022-02-28 15:22,91.97,not evaluated
2022-02-28 15:52,90.58,not evaluated
2022-02-28 16:22,91.78,not evaluated
2022-02-28 16:52,93.49,not evaluated
2022-02-28 17:22,91.30,not evaluated
2022-02-28 17:52,96.15,not evaluated
2022-02-28 18:22,94.24,not evaluated
2022-02-28 18:52,95.59,not evaluated
2022-02-28 19:22,93.00,not evaluated
2022-02-28 19:52,93.82,not evaluated
2022-02-28 20:22,94.20,not evaluated
2022-02-28 20:52,90.88,not evaluated
2022-02-28 21:22,93.88,not evaluated
2022-02-28 21:52,95.25,not evaluated
2022-02-28 22:22,94.49,not evaluated
2022-02-28 22:52,93.61,not evaluated
2022-02-28 23:22,95.52,not evaluated
2022-02-28 23:52,97.33,not evaluated
2022-03-01 00:22,63.85,not evaluated
2022-03-01 00:52,98.38,not evaluated
2022-03-01 01:22,97.05,not evaluated
2022-03-01 01:52,97.87,not evaluated
2022-03-01 02:22,96.99,not evaluated
2022-03-01 02:52,96.77,not evaluated
2022-03-01 03:22,98.14,not evaluated
2022-03-01 03:52,98.83,not evaluated
2022-03-01 04:22,99.68,not evaluated
2022-03-01 04:52,83.62,not evaluated
2022-03-01 05:22,96.83,not evaluated
2022-03-01 05:52,101.92,not evaluated
2022-03-01 06:22,104.35,not evaluated
2022-03-01 06:52,101.98,not evaluated
2022-03-01 07:22,104.81,not evaluated
2022-03-01 07:52,105.25,not evaluated
2022-03-01 08:22,106.78,not evaluated
2022-03-01 08:52,110.08,not evaluated
2022-03-01 09:22,111.04,not evaluated
2022-03-01 09:52,112.20,not evaluated
2022-03-01 10:22,110.04,not evaluated
2022-03-01 10:52,110.97,not evaluated
2022-03-01 11:22,112.19,not evaluated
2022-03-01 11:52,113.69,not evaluated
2022-03-01 12:22,113.28,not evaluated
2022-03-01 12:52,113.06,not evaluated
2022-03-01 13:22,112.53,not evaluated
2022-03-01 13:52,111.20,not evaluated
2022-03-01 14:22,111.14,not evaluated
2022-03-01 14:52,109.00,not evaluated
2022-03-01 15:22,110.70,not evaluated
2022-03-01 15:52,108.65,not evaluated
2022-03-01 16:22,109.41,not evaluated
2022-03-01 16:52,108.03,not evaluated
2022-03-01 17:22,109.03,not evaluated
2022-03-01 17:52,109.70,not evaluated
2022-03-01 18:22,108.93,not evaluated
2022-03-01 18:52,110.30,not evaluated
2022-03-01 19:22,109.44,not evaluated
2022-03-01 19:52,111.04,not evaluated
2022-03-01 20:22,110.72,not evaluated
2022-03-01 20:52,111.54,not evaluated
2022-03-01 21:22,112.43,not evaluated
2022-03-01 21:52,112.21,not evaluated
2022-03-01 22:22,111.04,not evaluated
2022-03-01 22:52,113.49,not evaluated
2022-03-01 23:22,111.81,not evaluated
2022-03-01 23:52,113.69,not evaluated
2022-03-02 00:22,113.29,not evaluated
2022-03-02 00:52,112.27,not evaluated
2022-03-02 01:22,113.02,not evaluated
2022-03-02 01:52,114.22,not evaluated
2022-03-02 02:22,112.35,not evaluated
2022-03-02 02:52,113.73,not evaluated
2022-03-02 03:22,113.98,not evaluated
2022-03-02 03:52,114.60,not evaluated
2022-03-02 04:22,113.19,not evaluated
2022-03-02 04:52,112.18,not evaluated
2022-03-02 05:22,114.03,not evaluated
2022-03-02 05:52,113.54,not evaluated
2022-03-02 06:22,115.54,not evaluated
2022-03-02 06:52,114.42,not evaluated
2022-03-02 07:22,116.97,not evaluated
2022-03-02 07:52,116.26,not evaluated
2022-03-02 08:22,114.70,not evaluated
2022-03-02 08:52,116.33,not evaluated
2022-03-02 09:22,117.91,not evaluated
2022-03-02 10:03,101.16,not evaluated
2022-03-02 10:33,120.61,not evaluated
2022-03-02 11:03,118.92,not evaluated
2022-03-02 11:33,120.93,not evaluated
2022-03-02 12:03,117.99,not evaluated
2022-03-02 12:33,117.23,not evaluated
2022-03-02 13:03,119.13,not evaluated
2022-03-02 13:33,120.65,not evaluated
2022-03-02 14:03,123.63,not evaluated
2022-03-02 14:33,122.64,not evaluated
