%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Significant wave height (m) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Significant wave height (m),MASE-01 Significant wave height (m) quality
2022-07-15 08:46,0.67,not evaluated
2022-07-15 09:16,0.77,not evaluated
2022-07-15 09:46,0.74,not evaluated
2022-07-15 10:16,0.64,not evaluated
2022-07-15 10:46,0.54,not evaluated
2022-07-15 11:16,0.55,not evaluated
2022-07-15 11:46,0.51,not evaluated
2022-07-15 12:16,0.50,not evaluated
2022-07-15 12:46,0.48,not evaluated
2022-07-15 13:16,0.47,not evaluated
2022-07-15 13:46,0.44,not evaluated
2022-07-15 14:16,0.46,not evaluated
2022-07-15 14:46,0.45,not evaluated
2022-07-15 15:16,0.47,not evaluated
2022-07-15 15:46,0.49,not evaluated
2022-07-15 16:16,0.48,not evaluated
2022-07-15 16:46,0.52,not evaluated
2022-07-15 17:16,0.53,not evaluated
2022-07-15 17:46,0.59,not evaluated
2022-07-15 18:16,0.58,not evaluated
2022-07-15 18:46,1.14,not evaluated
2022-07-15 19:16,0.58,not evaluated
2022-07-15 19:46,0.56,not evaluated
2022-07-15 20:16,0.60,not evaluated
2022-07-15 20:46,0.65,not evaluated
2022-07-15 21:16,0.62,not evaluated
2022-07-15 21:46,0.67,not evaluated
2022-07-15 22:16,0.70,not evaluated
2022-07-15 22:46,0.70,not evaluated
2022-07-15 23:16,0.57,not evaluated
2022-07-15 23:46,0.64,not evaluated
2022-07-16 00:16,0.62,not evaluated
2022-07-16 00:46,0.59,not evaluated
2022-07-16 01:16,0.56,not evaluated
2022-07-16 01:46,0.54,not evaluated
2022-07-16 02:16,0.52,not evaluated
2022-07-16 02:46,0.54,not evaluated
2022-07-16 03:16,0.54,not evaluated
2022-07-16 03:46,0.50,not evaluated
2022-07-16 04:16,0.51,not evaluated
2022-07-16 04:46,0.52,not evaluated
2022-07-16 05:16,0.52,not evaluated
2022-07-16 05:46,0.53,not evaluated
2022-07-16 06:16,0.52,not evaluated
2022-07-16 06:46,0.60,not evaluated
2022-07-16 07:16,0.81,not evaluated
2022-07-16 07:46,0.72,not evaluated
2022-07-16 08:16,0.60,not evaluated
2022-07-16 08:46,0.53,not evaluated
2022-07-16 09:16,0.56,not evaluated
2022-07-16 09:46,0.58,not evaluated
2022-07-16 10:16,0.57,not evaluated
2022-07-16 10:46,0.65,not evaluated
2022-07-16 11:16,0.63,not evaluated
2022-07-16 11:46,0.57,not evaluated
2022-07-16 12:16,0.58,not evaluated
2022-07-16 12:46,0.53,not evaluated
2022-07-16 13:16,0.52,not evaluated
2022-07-16 13:46,0.51,not evaluated
2022-07-16 14:16,0.47,not evaluated
2022-07-16 14:46,0.50,not evaluated
2022-07-16 15:16,0.49,not evaluated
2022-07-16 15:46,0.54,not evaluated
2022-07-16 16:16,0.52,not evaluated
2022-07-16 16:46,0.51,not evaluated
2022-07-16 17:16,0.54,not evaluated
2022-07-16 17:46,0.55,not evaluated
2022-07-16 18:16,0.57,not evaluated
2022-07-16 18:46,0.58,not evaluated
2022-07-16 19:16,0.55,not evaluated
2022-07-16 19:46,0.59,not evaluated
2022-07-16 20:16,0.60,not evaluated
2022-07-16 20:46,0.62,not evaluated
2022-07-16 21:16,0.62,not evaluated
2022-07-16 21:46,0.62,not evaluated
2022-07-16 22:16,0.60,not evaluated
2022-07-16 22:46,0.65,not evaluated
2022-07-16 23:16,0.67,not evaluated
2022-07-16 23:46,0.72,not evaluated
2022-07-17 00:16,0.74,not evaluated
2022-07-17 00:46,0.70,not evaluated
2022-07-17 01:16,0.66,not evaluated
2022-07-17 01:46,0.63,not evaluated
2022-07-17 02:16,0.60,not evaluated
2022-07-17 02:46,0.55,not evaluated
2022-07-17 03:16,0.55,not evaluated
2022-07-17 03:46,0.54,not evaluated
2022-07-17 04:16,0.53,not evaluated
2022-07-17 04:46,0.54,not evaluated
2022-07-17 05:16,0.54,not evaluated
2022-07-17 05:46,0.54,not evaluated
2022-07-17 06:16,0.55,not evaluated
2022-07-17 06:46,0.58,not evaluated
2022-07-17 07:16,0.57,not evaluated
2022-07-17 07:46,0.58,not evaluated
2022-07-17 08:16,0.59,not evaluated
2022-07-17 08:46,0.61,not evaluated
2022-07-17 09:16,0.64,not evaluated
2022-07-17 09:46,0.66,not evaluated
2022-07-17 10:16,0.70,not evaluated
2022-07-17 10:46,0.72,not evaluated
2022-07-17 11:16,0.73,not evaluated
2022-07-17 11:46,0.71,not evaluated
2022-07-17 12:16,0.70,not evaluated
2022-07-17 12:46,0.75,not evaluated
2022-07-17 13:16,0.73,not evaluated
2022-07-17 13:46,0.73,not evaluated
2022-07-17 14:16,0.71,not evaluated
2022-07-17 14:46,0.73,not evaluated
2022-07-17 15:16,0.73,not evaluated
2022-07-17 15:46,0.73,not evaluated
2022-07-17 16:16,0.72,not evaluated
2022-07-17 16:46,0.72,not evaluated
2022-07-17 17:16,0.74,not evaluated
2022-07-17 17:46,0.72,not evaluated
2022-07-17 18:16,0.75,not evaluated
2022-07-17 18:46,0.75,not evaluated
2022-07-17 19:16,0.82,not evaluated
2022-07-17 19:46,0.79,not evaluated
2022-07-17 20:16,0.84,not evaluated
2022-07-17 20:46,0.85,not evaluated
2022-07-17 21:16,0.89,not evaluated
2022-07-17 21:46,0.87,not evaluated
2022-07-17 22:16,0.79,not evaluated
2022-07-17 22:46,0.81,not evaluated
2022-07-17 23:16,0.83,not evaluated
2022-07-17 23:46,0.85,not evaluated
2022-07-18 00:16,0.85,not evaluated
2022-07-18 00:46,0.84,not evaluated
2022-07-18 01:16,0.86,not evaluated
2022-07-18 01:46,0.83,not evaluated
2022-07-18 02:16,0.77,not evaluated
2022-07-18 02:46,0.77,not evaluated
2022-07-18 03:16,0.80,not evaluated
2022-07-18 03:46,0.80,not evaluated
2022-07-18 04:16,0.82,not evaluated
2022-07-18 04:46,0.81,not evaluated
2022-07-18 05:16,0.86,not evaluated
2022-07-18 05:46,0.88,not evaluated
2022-07-18 06:16,0.90,not evaluated
2022-07-18 06:46,0.88,not evaluated
2022-07-18 07:16,0.88,not evaluated
2022-07-18 07:46,0.93,not evaluated
2022-07-18 08:16,0.89,not evaluated
2022-07-18 08:46,0.93,not evaluated
2022-07-18 09:16,0.89,not evaluated
2022-07-18 09:46,0.90,not evaluated
2022-07-18 10:16,0.89,not evaluated
2022-07-18 10:46,0.95,not evaluated
2022-07-18 11:16,0.91,not evaluated
2022-07-18 11:46,0.92,not evaluated
2022-07-18 12:16,0.88,not evaluated
2022-07-18 12:46,0.87,not evaluated
2022-07-18 13:16,0.98,not evaluated
2022-07-18 13:46,0.87,not evaluated
2022-07-18 14:16,0.87,not evaluated
2022-07-18 14:46,0.91,not evaluated
2022-07-18 15:16,0.89,not evaluated
2022-07-18 15:46,0.90,not evaluated
2022-07-18 16:16,0.86,not evaluated
2022-07-18 16:46,0.87,not evaluated
2022-07-18 17:16,0.87,not evaluated
2022-07-18 17:46,0.87,not evaluated
2022-07-18 18:16,0.91,not evaluated
2022-07-18 18:46,0.90,not evaluated
2022-07-18 19:16,0.90,not evaluated
2022-07-18 19:46,0.99,not evaluated
2022-07-18 20:16,1.00,not evaluated
2022-07-18 20:46,1.04,not evaluated
2022-07-18 21:16,1.08,not evaluated
2022-07-18 21:46,1.06,not evaluated
2022-07-18 22:16,1.05,not evaluated
2022-07-18 22:46,1.02,not evaluated
2022-07-18 23:16,1.04,not evaluated
2022-07-18 23:46,1.05,not evaluated
2022-07-19 00:16,1.06,not evaluated
2022-07-19 00:46,0.99,not evaluated
2022-07-19 01:16,0.99,not evaluated
2022-07-19 01:46,0.94,not evaluated
2022-07-19 02:16,0.88,not evaluated
2022-07-19 02:46,0.88,not evaluated
2022-07-19 03:16,0.86,not evaluated
2022-07-19 03:46,0.86,not evaluated
2022-07-19 04:16,0.84,not evaluated
2022-07-19 04:46,0.83,not evaluated
2022-07-19 05:16,0.79,not evaluated
2022-07-19 05:46,0.80,not evaluated
2022-07-19 06:16,0.76,not evaluated
2022-07-19 06:46,0.78,not evaluated
2022-07-19 07:16,0.73,not evaluated
2022-07-19 07:46,0.75,not evaluated
2022-07-19 08:16,0.76,not evaluated
2022-07-19 08:46,0.75,not evaluated
2022-07-19 09:16,0.74,not evaluated
2022-07-19 09:46,0.74,not evaluated
2022-07-19 10:16,0.82,not evaluated
2022-07-19 10:46,0.80,not evaluated
2022-07-19 11:16,0.81,not evaluated
2022-07-19 11:46,0.80,not evaluated
2022-07-19 12:16,0.85,not evaluated
2022-07-19 12:46,0.88,not evaluated
2022-07-19 13:16,0.89,not evaluated
2022-07-19 13:46,0.84,not evaluated
2022-07-19 14:16,0.87,not evaluated
2022-07-19 14:46,0.81,not evaluated
2022-07-19 15:16,0.88,not evaluated
2022-07-19 15:46,0.87,not evaluated
2022-07-19 16:16,0.91,not evaluated
2022-07-19 16:46,0.90,not evaluated
2022-07-19 17:16,0.89,not evaluated
2022-07-19 17:46,0.87,not evaluated
2022-07-19 18:16,0.86,not evaluated
2022-07-19 18:46,0.89,not evaluated
2022-07-19 19:16,0.88,not evaluated
2022-07-19 19:46,0.90,not evaluated
2022-07-19 20:16,0.88,not evaluated
2022-07-19 20:46,0.82,not evaluated
2022-07-19 21:16,0.81,not evaluated
2022-07-19 21:46,0.79,not evaluated
2022-07-19 22:16,0.81,not evaluated
2022-07-19 22:46,0.82,not evaluated
2022-07-19 23:16,0.80,not evaluated
2022-07-19 23:46,0.83,not evaluated
2022-07-20 00:16,0.82,not evaluated
2022-07-20 00:46,0.83,not evaluated
2022-07-20 01:16,0.82,not evaluated
2022-07-20 01:46,0.81,not evaluated
2022-07-20 02:16,0.76,not evaluated
2022-07-20 02:46,0.75,not evaluated
2022-07-20 03:16,0.76,not evaluated
2022-07-20 03:46,0.73,not evaluated
2022-07-20 04:16,0.69,not evaluated
2022-07-20 04:46,0.66,not evaluated
2022-07-20 05:16,0.63,not evaluated
2022-07-20 05:46,0.63,not evaluated
2022-07-20 06:16,0.59,not evaluated
2022-07-20 06:46,0.58,not evaluated
2022-07-20 07:16,0.56,not evaluated
2022-07-20 07:46,0.54,not evaluated
2022-07-20 08:16,0.54,not evaluated
2022-07-20 08:46,0.56,not evaluated
2022-07-20 09:16,0.55,not evaluated
2022-07-20 09:46,0.59,not evaluated
2022-07-20 10:16,0.56,not evaluated
2022-07-20 10:46,0.61,not evaluated
2022-07-20 11:16,0.61,not evaluated
2022-07-20 11:46,0.61,not evaluated
2022-07-20 12:16,0.67,not evaluated
2022-07-20 12:46,0.75,not evaluated
2022-07-20 13:16,0.78,not evaluated
2022-07-20 13:46,0.83,not evaluated
2022-07-20 14:16,0.81,not evaluated
2022-07-20 14:46,0.81,not evaluated
2022-07-20 15:16,0.84,not evaluated
2022-07-20 15:46,0.82,not evaluated
2022-07-20 16:16,0.85,not evaluated
2022-07-20 16:46,0.91,not evaluated
2022-07-20 17:16,0.92,not evaluated
2022-07-20 17:46,0.96,not evaluated
2022-07-20 18:16,0.96,not evaluated
2022-07-20 18:46,0.83,not evaluated
2022-07-20 19:16,0.80,not evaluated
2022-07-20 19:46,0.86,not evaluated
2022-07-20 20:16,0.91,not evaluated
2022-07-20 20:46,0.89,not evaluated
2022-07-20 21:16,0.88,not evaluated
2022-07-20 21:46,0.87,not evaluated
2022-07-20 22:16,0.85,not evaluated
2022-07-20 22:46,0.85,not evaluated
2022-07-20 23:16,0.79,not evaluated
2022-07-20 23:46,0.77,not evaluated
2022-07-21 00:16,0.77,not evaluated
2022-07-21 00:46,0.77,not evaluated
2022-07-21 01:16,0.76,not evaluated
2022-07-21 01:46,0.76,not evaluated
2022-07-21 02:16,0.74,not evaluated
2022-07-21 02:46,0.71,not evaluated
2022-07-21 03:16,0.72,not evaluated
2022-07-21 03:46,0.70,not evaluated
2022-07-21 04:16,0.75,not evaluated
2022-07-21 04:46,0.73,not evaluated
2022-07-21 05:16,0.76,not evaluated
2022-07-21 05:46,0.78,not evaluated
2022-07-21 06:16,0.77,not evaluated
2022-07-21 06:46,0.79,not evaluated
2022-07-21 07:16,0.76,not evaluated
2022-07-21 07:46,0.76,not evaluated
2022-07-21 08:16,0.74,not evaluated
2022-07-21 08:46,0.79,not evaluated
2022-07-21 09:16,0.77,not evaluated
2022-07-21 09:46,0.79,not evaluated
2022-07-21 10:16,0.76,not evaluated
2022-07-21 10:46,0.78,not evaluated
2022-07-21 11:16,0.80,not evaluated
2022-07-21 11:46,0.85,not evaluated
2022-07-21 12:16,0.86,not evaluated
2022-07-21 12:46,0.92,not evaluated
2022-07-21 13:16,0.97,not evaluated
2022-07-21 13:46,1.01,not evaluated
2022-07-21 14:16,1.00,not evaluated
2022-07-21 14:46,1.02,not evaluated
2022-07-21 15:16,0.98,not evaluated
2022-07-21 15:46,1.02,not evaluated
2022-07-21 16:16,1.05,not evaluated
2022-07-21 16:46,1.02,not evaluated
2022-07-21 17:16,1.00,not evaluated
2022-07-21 17:46,0.98,not evaluated
2022-07-21 18:16,0.99,not evaluated
2022-07-21 18:46,1.00,not evaluated
2022-07-21 19:16,0.99,not evaluated
2022-07-21 19:46,0.98,not evaluated
2022-07-21 20:16,0.93,not evaluated
2022-07-21 20:46,0.89,not evaluated
2022-07-21 21:16,0.84,not evaluated
2022-07-21 21:46,0.83,not evaluated
2022-07-21 22:16,0.84,not evaluated
2022-07-21 22:46,0.87,not evaluated
2022-07-21 23:16,0.87,not evaluated
2022-07-21 23:46,0.87,not evaluated
2022-07-22 00:16,0.79,not evaluated
2022-07-22 00:46,0.78,not evaluated
2022-07-22 01:16,0.80,not evaluated
2022-07-22 01:46,0.77,not evaluated
2022-07-22 02:16,0.77,not evaluated
2022-07-22 02:46,0.78,not evaluated
2022-07-22 03:16,0.78,not evaluated
2022-07-22 03:46,0.77,not evaluated
2022-07-22 04:16,0.76,not evaluated
2022-07-22 04:46,0.76,not evaluated
2022-07-22 05:16,0.78,not evaluated
2022-07-22 05:46,0.77,not evaluated
2022-07-22 06:16,0.74,not evaluated
2022-07-22 06:46,0.74,not evaluated
2022-07-22 07:16,0.66,not evaluated
2022-07-22 07:46,0.68,not evaluated
2022-07-22 08:16,0.68,not evaluated
2022-07-22 08:46,0.60,not evaluated
2022-07-22 09:16,0.56,not evaluated
2022-07-22 09:46,0.59,not evaluated
2022-07-22 10:16,0.57,not evaluated
2022-07-22 10:46,0.60,not evaluated
2022-07-22 11:16,0.64,not evaluated
2022-07-22 11:46,0.63,not evaluated
2022-07-22 12:16,0.65,not evaluated
2022-07-22 12:46,0.64,not evaluated
2022-07-22 13:16,0.65,not evaluated
2022-07-22 13:46,0.69,not evaluated
2022-07-22 14:16,0.68,not evaluated
2022-07-22 14:46,0.72,not evaluated
2022-07-22 15:16,0.67,not evaluated
2022-07-22 15:46,0.67,not evaluated
2022-07-22 16:16,0.68,not evaluated
2022-07-22 16:46,0.73,not evaluated
2022-07-22 17:16,0.75,not evaluated
2022-07-22 17:46,0.78,not evaluated
2022-07-22 18:16,0.76,not evaluated
2022-07-22 18:46,0.73,not evaluated
2022-07-22 19:16,0.71,not evaluated
2022-07-22 19:46,0.70,not evaluated
2022-07-22 20:16,0.68,not evaluated
2022-07-22 20:46,0.62,not evaluated
2022-07-22 21:16,0.62,not evaluated
2022-07-22 21:46,0.61,not evaluated
2022-07-22 22:16,0.54,not evaluated
2022-07-22 22:46,0.55,not evaluated
2022-07-22 23:16,0.58,not evaluated
2022-07-22 23:46,0.57,not evaluated
2022-07-23 00:16,0.58,not evaluated
2022-07-23 00:46,0.56,not evaluated
2022-07-23 01:16,0.58,not evaluated
2022-07-23 01:46,0.58,not evaluated
2022-07-23 02:16,0.65,not evaluated
2022-07-23 02:46,0.67,not evaluated
2022-07-23 03:16,0.66,not evaluated
2022-07-23 03:46,0.64,not evaluated
2022-07-23 04:16,0.66,not evaluated
2022-07-23 04:46,0.63,not evaluated
2022-07-23 05:16,0.63,not evaluated
2022-07-23 05:46,0.58,not evaluated
2022-07-23 06:16,0.58,not evaluated
2022-07-23 06:46,0.54,not evaluated
2022-07-23 07:16,0.58,not evaluated
2022-07-23 07:46,0.54,not evaluated
2022-07-23 08:16,0.50,not evaluated
2022-07-23 08:46,0.52,not evaluated
2022-07-23 09:16,0.50,not evaluated
2022-07-23 09:46,0.51,not evaluated
2022-07-23 10:16,0.52,not evaluated
2022-07-23 10:46,0.51,not evaluated
2022-07-23 11:16,0.50,not evaluated
2022-07-23 11:46,0.49,not evaluated
2022-07-23 12:16,0.44,not evaluated
2022-07-23 12:46,0.47,not evaluated
2022-07-23 13:16,0.45,not evaluated
2022-07-23 13:46,0.45,not evaluated
2022-07-23 14:16,0.43,not evaluated
2022-07-23 14:46,0.44,not evaluated
2022-07-23 15:16,0.48,not evaluated
2022-07-23 15:46,0.44,not evaluated
2022-07-23 16:16,0.46,not evaluated
2022-07-23 16:46,0.48,not evaluated
2022-07-23 17:16,0.49,not evaluated
2022-07-23 17:46,0.53,not evaluated
2022-07-23 18:16,0.53,not evaluated
2022-07-23 18:46,0.52,not evaluated
2022-07-23 19:16,0.50,not evaluated
2022-07-23 19:46,0.49,not evaluated
2022-07-23 20:16,0.49,not evaluated
2022-07-23 20:46,0.49,not evaluated
2022-07-23 21:16,0.47,not evaluated
2022-07-23 21:46,0.47,not evaluated
2022-07-23 22:16,0.45,not evaluated
2022-07-23 22:46,0.46,not evaluated
2022-07-23 23:16,0.48,not evaluated
2022-07-23 23:46,0.43,not evaluated
2022-07-24 00:16,0.46,not evaluated
2022-07-24 00:46,0.43,not evaluated
2022-07-24 01:16,0.45,not evaluated
2022-07-24 01:46,0.44,not evaluated
2022-07-24 02:16,0.47,not evaluated
2022-07-24 02:46,0.52,not evaluated
2022-07-24 03:16,0.52,not evaluated
2022-07-24 03:46,0.55,not evaluated
2022-07-24 04:16,0.53,not evaluated
2022-07-24 04:46,0.55,not evaluated
2022-07-24 05:16,0.56,not evaluated
2022-07-24 05:46,0.55,not evaluated
2022-07-24 06:16,0.59,not evaluated
2022-07-24 06:46,0.60,not evaluated
2022-07-24 07:16,0.57,not evaluated
2022-07-24 07:46,0.56,not evaluated
2022-07-24 08:16,0.56,not evaluated
2022-07-24 08:46,0.56,not evaluated
2022-07-24 09:16,0.54,not evaluated
2022-07-24 09:46,0.56,not evaluated
2022-07-24 10:16,0.65,not evaluated
2022-07-24 10:46,0.63,not evaluated
2022-07-24 11:16,0.60,not evaluated
2022-07-24 11:46,0.59,not evaluated
2022-07-24 12:16,0.58,not evaluated
2022-07-24 12:46,0.63,not evaluated
2022-07-24 13:16,0.69,not evaluated
2022-07-24 13:46,0.73,not evaluated
2022-07-24 14:16,0.74,not evaluated
2022-07-24 14:46,0.76,not evaluated
2022-07-24 15:16,0.81,not evaluated
2022-07-24 15:46,0.85,not evaluated
2022-07-24 16:16,0.84,not evaluated
2022-07-24 16:46,0.90,not evaluated
2022-07-24 17:16,0.83,not evaluated
2022-07-24 17:46,0.85,not evaluated
2022-07-24 18:16,0.83,not evaluated
2022-07-24 18:46,0.77,not evaluated
2022-07-24 19:16,0.76,not evaluated
2022-07-24 19:46,0.71,not evaluated
2022-07-24 20:16,0.73,not evaluated
2022-07-24 20:46,0.73,not evaluated
2022-07-24 21:16,0.67,not evaluated
2022-07-24 21:46,0.64,not evaluated
2022-07-24 22:16,0.66,not evaluated
2022-07-24 22:46,0.66,not evaluated
2022-07-24 23:16,0.68,not evaluated
2022-07-24 23:46,0.69,not evaluated
2022-07-25 00:16,0.67,not evaluated
2022-07-25 00:46,0.75,not evaluated
2022-07-25 01:16,0.72,not evaluated
2022-07-25 01:46,0.71,not evaluated
2022-07-25 02:16,0.72,not evaluated
2022-07-25 02:46,0.69,not evaluated
2022-07-25 03:16,0.69,not evaluated
2022-07-25 03:46,0.71,not evaluated
2022-07-25 04:16,0.68,not evaluated
2022-07-25 04:46,0.68,not evaluated
2022-07-25 05:16,0.67,not evaluated
2022-07-25 05:46,0.68,not evaluated
2022-07-25 06:16,0.64,not evaluated
2022-07-25 06:46,0.64,not evaluated
2022-07-25 07:16,0.65,not evaluated
2022-07-25 07:46,0.64,not evaluated
2022-07-25 08:16,0.59,not evaluated
2022-07-25 08:46,0.61,not evaluated
2022-07-25 09:16,0.62,not evaluated
2022-07-25 09:46,0.58,not evaluated
2022-07-25 10:16,0.60,not evaluated
2022-07-25 10:46,0.59,not evaluated
2022-07-25 11:16,0.61,not evaluated
2022-07-25 11:46,0.62,not evaluated
2022-07-25 12:16,0.60,not evaluated
2022-07-25 12:46,0.65,not evaluated
2022-07-25 13:16,0.68,not evaluated
2022-07-25 13:46,0.68,not evaluated
2022-07-25 14:16,0.70,not evaluated
2022-07-25 14:46,0.69,not evaluated
2022-07-25 15:16,0.71,not evaluated
2022-07-25 15:46,0.72,not evaluated
2022-07-25 16:16,0.86,not evaluated
2022-07-25 16:46,0.71,not evaluated
2022-07-25 17:16,0.72,not evaluated
2022-07-25 17:46,0.73,not evaluated
2022-07-25 18:16,0.80,not evaluated
2022-07-25 18:46,0.73,not evaluated
2022-07-25 19:16,0.74,not evaluated
2022-07-25 19:46,0.78,not evaluated
2022-07-25 20:16,0.74,not evaluated
2022-07-25 20:46,0.75,not evaluated
2022-07-25 21:16,0.68,not evaluated
2022-07-25 21:46,0.75,not evaluated
2022-07-25 22:16,0.77,not evaluated
2022-07-25 22:46,0.71,not evaluated
2022-07-25 23:16,0.70,not evaluated
2022-07-25 23:46,0.70,not evaluated
2022-07-26 00:16,0.74,not evaluated
2022-07-26 00:46,0.71,not evaluated
2022-07-26 01:16,0.68,not evaluated
2022-07-26 01:46,0.65,not evaluated
2022-07-26 02:16,0.65,not evaluated
2022-07-26 02:46,0.70,not evaluated
2022-07-26 03:16,0.68,not evaluated
2022-07-26 03:46,0.72,not evaluated
2022-07-26 04:16,0.70,not evaluated
2022-07-26 04:46,0.65,not evaluated
2022-07-26 05:16,0.65,not evaluated
2022-07-26 05:46,0.68,not evaluated
2022-07-26 06:16,0.67,not evaluated
2022-07-26 06:46,0.69,not evaluated
2022-07-26 07:16,0.69,not evaluated
2022-07-26 07:46,0.67,not evaluated
2022-07-26 08:16,0.68,not evaluated
2022-07-26 08:46,0.66,not evaluated
2022-07-26 09:16,0.70,not evaluated
2022-07-26 09:46,0.67,not evaluated
2022-07-26 10:16,0.68,not evaluated
2022-07-26 10:46,0.65,not evaluated
2022-07-26 11:16,0.65,not evaluated
2022-07-26 11:46,0.66,not evaluated
2022-07-26 12:16,0.67,not evaluated
2022-07-26 12:46,0.70,not evaluated
2022-07-26 13:16,0.70,not evaluated
2022-07-26 13:46,0.72,not evaluated
2022-07-26 14:16,0.76,not evaluated
2022-07-26 14:46,0.81,not evaluated
2022-07-26 15:16,0.84,not evaluated
2022-07-26 15:46,0.86,not evaluated
2022-07-26 16:16,0.86,not evaluated
2022-07-26 16:46,0.89,not evaluated
2022-07-26 17:16,0.87,not evaluated
2022-07-26 17:46,0.89,not evaluated
2022-07-26 18:16,0.86,not evaluated
2022-07-26 18:46,0.85,not evaluated
2022-07-26 19:16,0.79,not evaluated
2022-07-26 19:46,0.80,not evaluated
2022-07-26 20:16,0.77,not evaluated
2022-07-26 20:46,0.82,not evaluated
2022-07-26 21:16,0.79,not evaluated
2022-07-26 21:46,0.86,not evaluated
2022-07-26 22:16,0.85,not evaluated
2022-07-26 22:46,0.84,not evaluated
2022-07-26 23:16,0.80,not evaluated
2022-07-26 23:46,0.81,not evaluated
2022-07-27 00:16,0.77,not evaluated
2022-07-27 00:46,0.84,not evaluated
2022-07-27 01:16,0.79,not evaluated
2022-07-27 01:46,0.77,not evaluated
2022-07-27 02:16,0.79,not evaluated
2022-07-27 02:46,0.82,not evaluated
2022-07-27 03:16,0.75,not evaluated
2022-07-27 03:46,0.74,not evaluated
2022-07-27 04:16,0.74,not evaluated
2022-07-27 04:46,0.75,not evaluated
2022-07-27 05:16,0.75,not evaluated
2022-07-27 05:46,0.72,not evaluated
2022-07-27 06:16,0.72,not evaluated
2022-07-27 06:46,0.69,not evaluated
2022-07-27 07:16,0.69,not evaluated
2022-07-27 07:46,0.68,not evaluated
2022-07-27 08:16,0.67,not evaluated
2022-07-27 08:46,0.69,not evaluated
2022-07-27 09:16,0.65,not evaluated
2022-07-27 09:46,0.67,not evaluated
2022-07-27 10:16,0.64,not evaluated
2022-07-27 10:46,0.64,not evaluated
2022-07-27 11:16,0.63,not evaluated
2022-07-27 11:46,0.60,not evaluated
2022-07-27 12:16,0.62,not evaluated
2022-07-27 12:46,0.60,not evaluated
2022-07-27 13:16,0.62,not evaluated
2022-07-27 13:46,0.61,not evaluated
2022-07-27 14:16,0.66,not evaluated
2022-07-27 14:46,0.67,not evaluated
2022-07-27 15:16,0.68,not evaluated
2022-07-27 15:46,0.69,not evaluated
2022-07-27 16:16,0.69,not evaluated
2022-07-27 16:46,0.69,not evaluated
2022-07-27 17:16,0.67,not evaluated
2022-07-27 17:46,0.71,not evaluated
2022-07-27 18:16,0.69,not evaluated
2022-07-27 18:46,0.72,not evaluated
2022-07-27 19:16,0.73,not evaluated
2022-07-27 19:46,0.78,not evaluated
2022-07-27 20:16,0.77,not evaluated
2022-07-27 20:46,0.74,not evaluated
2022-07-27 21:16,0.75,not evaluated
2022-07-27 21:46,0.75,not evaluated
2022-07-27 22:16,0.75,not evaluated
2022-07-27 22:46,0.72,not evaluated
2022-07-27 23:16,0.74,not evaluated
2022-07-27 23:46,0.74,not evaluated
2022-07-28 00:16,0.76,not evaluated
2022-07-28 00:46,0.73,not evaluated
2022-07-28 01:16,0.71,not evaluated
2022-07-28 01:46,0.68,not evaluated
2022-07-28 02:16,0.74,not evaluated
2022-07-28 02:46,0.76,not evaluated
2022-07-28 03:16,0.73,not evaluated
2022-07-28 03:46,0.75,not evaluated
2022-07-28 04:16,0.76,not evaluated
2022-07-28 04:46,0.72,not evaluated
2022-07-28 05:16,0.71,not evaluated
2022-07-28 05:46,0.69,not evaluated
2022-07-28 06:16,0.69,not evaluated
2022-07-28 06:46,0.71,not evaluated
2022-07-28 07:16,0.73,not evaluated
2022-07-28 07:46,0.68,not evaluated
2022-07-28 08:16,0.68,not evaluated
2022-07-28 08:46,0.69,not evaluated
2022-07-28 09:16,0.71,not evaluated
2022-07-28 09:46,0.65,not evaluated
2022-07-28 10:16,0.64,not evaluated
2022-07-28 10:46,0.60,not evaluated
2022-07-28 11:16,0.63,not evaluated
2022-07-28 11:46,0.61,not evaluated
2022-07-28 12:16,0.57,not evaluated
2022-07-28 12:46,0.60,not evaluated
2022-07-28 13:16,0.62,not evaluated
2022-07-28 13:46,0.64,not evaluated
2022-07-28 14:16,0.66,not evaluated
2022-07-28 14:46,0.68,not evaluated
2022-07-28 15:16,0.74,not evaluated
2022-07-28 15:46,0.75,not evaluated
2022-07-28 16:16,0.71,not evaluated
2022-07-28 16:46,0.77,not evaluated
2022-07-28 17:16,0.78,not evaluated
2022-07-28 17:46,0.82,not evaluated
2022-07-28 18:16,0.82,not evaluated
2022-07-28 18:46,0.80,not evaluated
2022-07-28 19:16,0.84,not evaluated
2022-07-28 19:46,0.83,not evaluated
2022-07-28 20:16,0.82,not evaluated
2022-07-28 20:46,0.87,not evaluated
2022-07-28 21:16,0.86,not evaluated
