%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Significant wave height (m) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Significant wave height (m),MASE-01 Significant wave height (m) quality
2021-09-22 00:06,1.28,not evaluated
2021-09-22 00:36,1.19,not evaluated
2021-09-22 01:06,1.17,not evaluated
2021-09-22 01:36,1.16,not evaluated
2021-09-22 02:06,1.19,not evaluated
2021-09-22 02:36,1.19,not evaluated
2021-09-22 03:06,1.13,not evaluated
2021-09-22 03:36,1.08,not evaluated
2021-09-22 04:06,1.11,not evaluated
2021-09-22 04:36,1.68,not evaluated
2021-09-22 05:06,1.23,not evaluated
2021-09-22 05:36,1.36,not evaluated
2021-09-22 06:06,1.33,not evaluated
2021-09-22 06:36,2.04,not evaluated
2021-09-22 07:06,1.58,not evaluated
2021-09-22 07:36,1.39,not evaluated
2021-09-22 08:06,1.27,not evaluated
2021-09-22 08:36,1.34,not evaluated
2021-09-22 09:06,1.29,not evaluated
2021-09-22 09:36,1.36,not evaluated
2021-09-22 10:06,1.38,not evaluated
2021-09-22 10:36,1.33,not evaluated
2021-09-22 11:06,1.49,not evaluated
2021-09-22 11:36,1.39,not evaluated
2021-09-22 12:06,1.28,not evaluated
2021-09-22 12:36,1.38,not evaluated
2021-09-22 13:06,1.48,not evaluated
2021-09-22 13:36,1.44,not evaluated
2021-09-22 14:06,1.40,not evaluated
2021-09-22 14:36,1.42,not evaluated
2021-09-22 15:06,1.37,not evaluated
2021-09-22 15:36,1.45,not evaluated
2021-09-22 16:06,1.38,not evaluated
2021-09-22 16:36,1.40,not evaluated
2021-09-22 17:06,1.48,not evaluated
2021-09-22 17:36,1.45,not evaluated
2021-09-22 18:06,1.36,not evaluated
2021-09-22 18:36,1.36,not evaluated
2021-09-22 19:06,1.33,not evaluated
2021-09-22 19:36,1.26,not evaluated
2021-09-22 20:06,1.25,not evaluated
2021-09-22 20:36,1.27,not evaluated
2021-09-22 21:06,1.35,not evaluated
2021-09-22 21:36,1.35,not evaluated
2021-09-22 22:06,1.30,not evaluated
2021-09-22 22:36,1.29,not evaluated
2021-09-22 23:06,1.28,not evaluated
2021-09-22 23:36,1.20,not evaluated
2021-09-23 00:06,1.18,not evaluated
2021-09-23 00:36,1.17,not evaluated
2021-09-23 01:06,1.20,not evaluated
2021-09-23 01:36,1.11,not evaluated
2021-09-23 02:06,1.16,not evaluated
2021-09-23 02:36,1.07,not evaluated
2021-09-23 03:06,1.08,not evaluated
2021-09-23 03:36,1.04,not evaluated
2021-09-23 04:06,1.10,not evaluated
2021-09-23 04:36,1.10,not evaluated
2021-09-23 05:06,1.06,not evaluated
2021-09-23 05:36,1.15,not evaluated
2021-09-23 06:06,1.15,not evaluated
2021-09-23 06:36,1.15,not evaluated
2021-09-23 07:06,1.15,not evaluated
2021-09-23 07:36,1.30,not evaluated
2021-09-23 08:06,1.34,not evaluated
2021-09-23 08:36,1.27,not evaluated
2021-09-23 09:06,1.29,not evaluated
2021-09-23 09:36,1.22,not evaluated
2021-09-23 10:06,1.26,not evaluated
2021-09-23 10:36,1.17,not evaluated
2021-09-23 11:06,1.03,not evaluated
2021-09-23 11:36,1.02,not evaluated
2021-09-23 12:06,0.91,not evaluated
2021-09-23 12:36,0.89,not evaluated
2021-09-23 13:06,0.85,not evaluated
2021-09-23 13:36,0.79,not evaluated
2021-09-23 14:06,0.80,not evaluated
2021-09-23 14:36,0.72,not evaluated
2021-09-23 15:06,0.76,not evaluated
2021-09-23 15:36,0.71,not evaluated
2021-09-23 16:06,0.72,not evaluated
2021-09-23 16:36,0.73,not evaluated
2021-09-23 17:06,0.80,not evaluated
2021-09-23 17:36,0.76,not evaluated
2021-09-23 18:06,0.81,not evaluated
2021-09-23 18:36,0.80,not evaluated
2021-09-23 19:06,0.79,not evaluated
2021-09-23 19:36,0.76,not evaluated
2021-09-23 20:06,0.85,not evaluated
2021-09-23 20:36,0.79,not evaluated
2021-09-23 21:06,0.80,not evaluated
2021-09-23 21:36,0.76,not evaluated
2021-09-23 22:06,0.77,not evaluated
2021-09-23 22:36,0.75,not evaluated
2021-09-23 23:06,0.75,not evaluated
2021-09-23 23:36,0.73,not evaluated
2021-09-24 00:06,0.71,not evaluated
2021-09-24 00:36,0.72,not evaluated
2021-09-24 01:06,0.69,not evaluated
2021-09-24 01:36,0.71,not evaluated
2021-09-24 02:06,0.73,not evaluated
2021-09-24 02:36,0.74,not evaluated
2021-09-24 03:06,0.75,not evaluated
2021-09-24 03:36,0.78,not evaluated
2021-09-24 04:06,0.74,not evaluated
2021-09-24 04:36,0.75,not evaluated
2021-09-24 05:06,0.80,not evaluated
2021-09-24 05:36,0.83,not evaluated
2021-09-24 06:06,0.83,not evaluated
2021-09-24 06:36,0.87,not evaluated
2021-09-24 07:06,0.85,not evaluated
2021-09-24 07:36,0.88,not evaluated
2021-09-24 08:06,0.86,not evaluated
2021-09-24 08:36,0.81,not evaluated
2021-09-24 09:06,0.82,not evaluated
2021-09-24 09:36,0.81,not evaluated
2021-09-24 10:06,0.81,not evaluated
2021-09-24 10:36,0.74,not evaluated
2021-09-24 11:06,0.77,not evaluated
2021-09-24 11:36,0.68,not evaluated
2021-09-24 12:06,0.71,not evaluated
2021-09-24 12:36,0.71,not evaluated
2021-09-24 13:06,0.69,not evaluated
2021-09-24 13:36,0.67,not evaluated
2021-09-24 14:06,0.61,not evaluated
2021-09-24 14:36,0.64,not evaluated
2021-09-24 15:06,0.62,not evaluated
2021-09-24 15:36,0.62,not evaluated
2021-09-24 16:06,0.63,not evaluated
2021-09-24 16:36,0.59,not evaluated
2021-09-24 17:06,0.62,not evaluated
2021-09-24 17:36,0.66,not evaluated
2021-09-24 18:06,0.64,not evaluated
2021-09-24 18:36,0.68,not evaluated
2021-09-24 19:06,0.66,not evaluated
2021-09-24 19:36,0.67,not evaluated
2021-09-24 20:06,0.69,not evaluated
2021-09-24 20:36,0.69,not evaluated
2021-09-24 21:06,0.68,not evaluated
2021-09-24 21:36,0.66,not evaluated
2021-09-24 22:06,0.70,not evaluated
2021-09-24 22:36,0.70,not evaluated
2021-09-24 23:06,0.73,not evaluated
2021-09-24 23:36,0.73,not evaluated
2021-09-25 00:06,0.73,not evaluated
2021-09-25 00:36,0.73,not evaluated
2021-09-25 01:06,0.73,not evaluated
2021-09-25 01:36,0.73,not evaluated
2021-09-25 02:06,0.73,not evaluated
2021-09-25 02:36,0.73,not evaluated
2021-09-25 03:06,0.74,not evaluated
2021-09-25 03:36,0.75,not evaluated
2021-09-25 04:06,0.74,not evaluated
2021-09-25 04:36,0.75,not evaluated
2021-09-25 05:06,0.73,not evaluated
2021-09-25 05:36,0.80,not evaluated
2021-09-25 06:06,0.73,not evaluated
2021-09-25 06:36,0.75,not evaluated
2021-09-25 07:06,0.77,not evaluated
2021-09-25 07:36,0.76,not evaluated
2021-09-25 08:06,0.77,not evaluated
2021-09-25 08:36,0.78,not evaluated
2021-09-25 09:06,0.74,not evaluated
2021-09-25 09:36,0.76,not evaluated
2021-09-25 10:06,0.81,not evaluated
2021-09-25 10:36,0.76,not evaluated
2021-09-25 11:06,0.72,not evaluated
2021-09-25 11:36,0.73,not evaluated
2021-09-25 12:06,0.73,not evaluated
2021-09-25 12:36,0.73,not evaluated
2021-09-25 13:06,0.69,not evaluated
2021-09-25 13:36,0.66,not evaluated
2021-09-25 14:06,0.61,not evaluated
2021-09-25 14:36,0.63,not evaluated
2021-09-25 15:06,0.62,not evaluated
2021-09-25 15:36,0.55,not evaluated
2021-09-25 16:06,0.54,not evaluated
2021-09-25 16:36,0.53,not evaluated
2021-09-25 17:06,0.56,not evaluated
2021-09-25 17:36,0.52,not evaluated
2021-09-25 18:06,0.53,not evaluated
2021-09-25 18:36,0.58,not evaluated
2021-09-25 19:06,0.52,not evaluated
2021-09-25 19:36,0.52,not evaluated
2021-09-25 20:06,0.50,not evaluated
2021-09-25 20:36,0.52,not evaluated
2021-09-25 21:06,0.53,not evaluated
2021-09-25 21:36,0.54,not evaluated
2021-09-25 22:06,0.50,not evaluated
2021-09-25 22:36,0.47,not evaluated
2021-09-25 23:06,0.49,not evaluated
2021-09-25 23:36,0.49,not evaluated
2021-09-26 00:06,0.48,not evaluated
2021-09-26 00:36,0.47,not evaluated
2021-09-26 01:06,0.47,not evaluated
2021-09-26 01:36,0.44,not evaluated
2021-09-26 02:06,0.44,not evaluated
2021-09-26 02:36,0.44,not evaluated
2021-09-26 03:06,0.42,not evaluated
2021-09-26 03:36,0.43,not evaluated
2021-09-26 04:06,0.46,not evaluated
2021-09-26 04:36,0.41,not evaluated
2021-09-26 05:06,0.44,not evaluated
2021-09-26 05:36,0.44,not evaluated
2021-09-26 06:06,0.43,not evaluated
2021-09-26 06:36,0.40,not evaluated
2021-09-26 07:06,0.42,not evaluated
2021-09-26 07:36,0.41,not evaluated
2021-09-26 08:06,0.40,not evaluated
2021-09-26 08:36,0.44,not evaluated
2021-09-26 09:06,0.44,not evaluated
2021-09-26 09:36,0.47,not evaluated
2021-09-26 10:06,0.47,not evaluated
2021-09-26 10:36,0.46,not evaluated
2021-09-26 11:06,0.47,not evaluated
2021-09-26 11:36,0.52,not evaluated
2021-09-26 12:06,0.48,not evaluated
2021-09-26 12:36,0.52,not evaluated
2021-09-26 13:06,0.52,not evaluated
2021-09-26 13:36,0.45,not evaluated
2021-09-26 14:06,0.49,not evaluated
2021-09-26 14:36,0.47,not evaluated
2021-09-26 15:06,0.49,not evaluated
2021-09-26 15:36,0.46,not evaluated
2021-09-26 16:06,0.47,not evaluated
2021-09-26 16:36,0.44,not evaluated
2021-09-26 17:06,0.47,not evaluated
2021-09-26 17:36,0.46,not evaluated
2021-09-26 18:06,0.50,not evaluated
2021-09-26 18:36,0.45,not evaluated
2021-09-26 19:06,0.45,not evaluated
2021-09-26 19:36,0.45,not evaluated
2021-09-26 20:06,0.49,not evaluated
2021-09-26 20:36,0.48,not evaluated
2021-09-26 21:06,0.48,not evaluated
2021-09-26 21:36,0.47,not evaluated
2021-09-26 22:06,0.46,not evaluated
2021-09-26 22:36,0.43,not evaluated
2021-09-26 23:06,0.46,not evaluated
2021-09-26 23:36,0.47,not evaluated
2021-09-27 00:06,0.40,not evaluated
2021-09-27 00:36,0.44,not evaluated
2021-09-27 01:06,0.40,not evaluated
2021-09-27 01:36,0.40,not evaluated
2021-09-27 02:06,0.37,not evaluated
2021-09-27 02:36,0.39,not evaluated
2021-09-27 03:06,0.39,not evaluated
2021-09-27 03:36,0.37,not evaluated
2021-09-27 04:06,0.38,not evaluated
2021-09-27 04:36,0.34,not evaluated
2021-09-27 05:06,0.38,not evaluated
2021-09-27 05:36,0.37,not evaluated
2021-09-27 06:06,0.36,not evaluated
2021-09-27 06:36,0.39,not evaluated
2021-09-27 07:06,0.37,not evaluated
2021-09-27 07:36,0.39,not evaluated
2021-09-27 08:06,0.37,not evaluated
2021-09-27 08:36,0.38,not evaluated
2021-09-27 09:06,0.37,not evaluated
2021-09-27 09:36,0.40,not evaluated
2021-09-27 10:06,0.36,not evaluated
2021-09-27 10:36,0.39,not evaluated
2021-09-27 11:06,0.34,not evaluated
2021-09-27 11:36,0.39,not evaluated
2021-09-27 12:06,0.39,not evaluated
2021-09-27 12:36,0.35,not evaluated
2021-09-27 13:06,0.35,not evaluated
2021-09-27 13:36,0.37,not evaluated
2021-09-27 14:06,0.38,not evaluated
2021-09-27 14:36,0.41,not evaluated
2021-09-27 15:06,0.37,not evaluated
2021-09-27 15:36,0.40,not evaluated
2021-09-27 16:06,0.39,not evaluated
2021-09-27 16:36,0.44,not evaluated
2021-09-27 17:06,0.50,not evaluated
2021-09-27 17:36,0.50,not evaluated
2021-09-27 18:06,0.49,not evaluated
2021-09-27 18:36,0.48,not evaluated
2021-09-27 19:06,0.46,not evaluated
2021-09-27 19:36,0.43,not evaluated
2021-09-27 20:06,0.44,not evaluated
2021-09-27 20:36,0.43,not evaluated
2021-09-27 21:06,0.43,not evaluated
2021-09-27 21:36,0.45,not evaluated
2021-09-27 22:06,0.42,not evaluated
2021-09-27 22:36,0.44,not evaluated
2021-09-27 23:06,0.43,not evaluated
2021-09-27 23:36,0.44,not evaluated
2021-09-28 00:06,0.43,not evaluated
2021-09-28 00:36,0.46,not evaluated
2021-09-28 01:06,0.46,not evaluated
2021-09-28 01:36,0.44,not evaluated
2021-09-28 02:06,0.44,not evaluated
2021-09-28 02:36,0.42,not evaluated
2021-09-28 03:06,0.40,not evaluated
2021-09-28 03:36,0.42,not evaluated
2021-09-28 04:06,0.40,not evaluated
2021-09-28 04:36,0.40,not evaluated
2021-09-28 05:06,0.40,not evaluated
2021-09-28 05:36,0.40,not evaluated
2021-09-28 06:06,0.37,not evaluated
2021-09-28 06:36,0.37,not evaluated
2021-09-28 07:06,0.39,not evaluated
2021-09-28 07:36,0.38,not evaluated
2021-09-28 08:06,0.38,not evaluated
2021-09-28 08:36,0.36,not evaluated
2021-09-28 09:06,0.38,not evaluated
2021-09-28 09:36,0.36,not evaluated
2021-09-28 10:06,0.39,not evaluated
2021-09-28 10:36,0.40,not evaluated
2021-09-28 11:06,0.36,not evaluated
2021-09-28 11:36,0.40,not evaluated
2021-09-28 12:06,0.38,not evaluated
2021-09-28 12:36,0.40,not evaluated
2021-09-28 13:06,0.39,not evaluated
2021-09-28 13:36,0.42,not evaluated
2021-09-28 14:06,0.38,not evaluated
2021-09-28 14:36,0.46,not evaluated
2021-09-28 15:06,0.50,not evaluated
2021-09-28 15:36,0.56,not evaluated
2021-09-28 16:06,0.57,not evaluated
2021-09-28 16:36,0.54,not evaluated
2021-09-28 17:06,0.58,not evaluated
2021-09-28 17:36,0.55,not evaluated
2021-09-28 18:06,0.60,not evaluated
2021-09-28 18:36,0.61,not evaluated
2021-09-28 19:06,0.50,not evaluated
2021-09-28 19:36,0.50,not evaluated
2021-09-28 20:06,0.45,not evaluated
2021-09-28 20:36,0.42,not evaluated
2021-09-28 21:06,0.42,not evaluated
2021-09-28 21:36,0.41,not evaluated
2021-09-28 22:06,0.42,not evaluated
2021-09-28 22:36,0.43,not evaluated
2021-09-28 23:06,0.44,not evaluated
2021-09-28 23:36,0.39,not evaluated
2021-09-29 00:06,0.42,not evaluated
2021-09-29 00:36,0.46,not evaluated
2021-09-29 01:06,0.45,not evaluated
2021-09-29 01:36,0.42,not evaluated
2021-09-29 02:06,0.42,not evaluated
2021-09-29 02:36,0.40,not evaluated
2021-09-29 03:06,0.42,not evaluated
2021-09-29 03:36,0.44,not evaluated
2021-09-29 04:06,0.40,not evaluated
2021-09-29 04:36,0.39,not evaluated
2021-09-29 05:06,0.40,not evaluated
2021-09-29 05:36,0.39,not evaluated
2021-09-29 06:06,0.42,not evaluated
2021-09-29 06:36,0.37,not evaluated
2021-09-29 07:06,0.38,not evaluated
2021-09-29 07:36,0.37,not evaluated
2021-09-29 08:06,0.37,not evaluated
2021-09-29 08:36,0.36,not evaluated
2021-09-29 09:06,0.36,not evaluated
2021-09-29 09:36,0.39,not evaluated
2021-09-29 10:06,0.38,not evaluated
2021-09-29 10:36,0.36,not evaluated
2021-09-29 11:06,0.37,not evaluated
2021-09-29 11:36,0.41,not evaluated
2021-09-29 12:06,0.43,not evaluated
2021-09-29 12:36,0.39,not evaluated
2021-09-29 13:06,0.37,not evaluated
2021-09-29 13:36,0.37,not evaluated
2021-09-29 14:06,0.42,not evaluated
2021-09-29 14:36,0.41,not evaluated
2021-09-29 15:06,0.42,not evaluated
2021-09-29 15:36,0.44,not evaluated
2021-09-29 16:06,0.48,not evaluated
2021-09-29 16:36,0.49,not evaluated
2021-09-29 17:06,0.49,not evaluated
2021-09-29 17:36,0.57,not evaluated
2021-09-29 18:06,0.50,not evaluated
2021-09-29 18:36,0.50,not evaluated
2021-09-29 19:06,0.53,not evaluated
2021-09-29 19:36,0.49,not evaluated
2021-09-29 20:06,0.44,not evaluated
2021-09-29 20:36,0.43,not evaluated
2021-09-29 21:06,0.49,not evaluated
2021-09-29 21:36,0.55,not evaluated
2021-09-29 22:06,0.55,not evaluated
2021-09-29 22:36,0.62,not evaluated
2021-09-29 23:06,0.69,not evaluated
2021-09-29 23:36,0.79,not evaluated
2021-09-30 00:06,0.78,not evaluated
2021-09-30 00:36,0.89,not evaluated
2021-09-30 01:06,0.91,not evaluated
2021-09-30 01:36,0.94,not evaluated
2021-09-30 02:06,0.85,not evaluated
2021-09-30 02:36,0.88,not evaluated
2021-09-30 03:06,0.87,not evaluated
2021-09-30 03:36,0.90,not evaluated
2021-09-30 04:06,0.90,not evaluated
2021-09-30 04:36,0.85,not evaluated
2021-09-30 05:06,0.84,not evaluated
2021-09-30 05:36,0.84,not evaluated
2021-09-30 06:06,0.82,not evaluated
2021-09-30 06:36,0.81,not evaluated
2021-09-30 07:06,0.85,not evaluated
2021-09-30 07:36,0.82,not evaluated
2021-09-30 08:06,0.81,not evaluated
2021-09-30 08:36,0.89,not evaluated
2021-09-30 09:06,1.37,not evaluated
2021-09-30 09:36,0.91,not evaluated
2021-09-30 10:06,0.94,not evaluated
2021-09-30 10:36,0.89,not evaluated
2021-09-30 11:06,0.94,not evaluated
2021-09-30 11:36,0.91,not evaluated
2021-09-30 12:06,0.94,not evaluated
2021-09-30 12:36,0.85,not evaluated
2021-09-30 13:06,0.96,not evaluated
2021-09-30 13:36,0.83,not evaluated
2021-09-30 14:06,0.85,not evaluated
2021-09-30 14:36,0.78,not evaluated
2021-09-30 15:06,0.77,not evaluated
2021-09-30 15:36,0.74,not evaluated
2021-09-30 16:06,0.70,not evaluated
2021-09-30 16:36,0.74,not evaluated
2021-09-30 17:06,0.71,not evaluated
2021-09-30 17:36,0.71,not evaluated
2021-09-30 18:06,0.72,not evaluated
2021-09-30 18:36,0.73,not evaluated
2021-09-30 19:06,0.70,not evaluated
2021-09-30 19:36,0.70,not evaluated
2021-09-30 20:06,0.67,not evaluated
2021-09-30 20:36,0.67,not evaluated
2021-09-30 21:06,0.66,not evaluated
2021-09-30 21:36,0.68,not evaluated
2021-09-30 22:06,0.63,not evaluated
2021-09-30 22:36,0.66,not evaluated
2021-09-30 23:06,0.64,not evaluated
2021-09-30 23:36,0.64,not evaluated
2021-10-01 00:06,0.68,not evaluated
2021-10-01 00:36,0.65,not evaluated
2021-10-01 01:06,0.62,not evaluated
2021-10-01 01:36,0.67,not evaluated
2021-10-01 02:06,0.69,not evaluated
2021-10-01 02:36,0.70,not evaluated
2021-10-01 03:06,0.70,not evaluated
2021-10-01 03:36,0.69,not evaluated
2021-10-01 04:06,0.72,not evaluated
2021-10-01 04:36,0.70,not evaluated
2021-10-01 05:06,0.75,not evaluated
2021-10-01 05:36,0.70,not evaluated
2021-10-01 06:06,0.74,not evaluated
2021-10-01 06:36,0.72,not evaluated
2021-10-01 07:06,0.69,not evaluated
2021-10-01 07:36,0.72,not evaluated
2021-10-01 08:06,0.63,not evaluated
2021-10-01 08:36,0.67,not evaluated
2021-10-01 09:06,0.66,not evaluated
2021-10-01 09:36,0.72,not evaluated
2021-10-01 10:06,0.69,not evaluated
2021-10-01 10:36,0.70,not evaluated
2021-10-01 11:06,0.72,not evaluated
2021-10-01 11:36,0.76,not evaluated
2021-10-01 12:06,0.76,not evaluated
2021-10-01 12:36,0.77,not evaluated
2021-10-01 13:06,0.77,not evaluated
2021-10-01 13:36,0.76,not evaluated
2021-10-01 14:06,0.82,not evaluated
2021-10-01 14:36,0.79,not evaluated
2021-10-01 15:06,0.83,not evaluated
2021-10-01 15:36,0.81,not evaluated
2021-10-01 16:06,0.77,not evaluated
2021-10-01 16:36,0.81,not evaluated
2021-10-01 17:06,0.80,not evaluated
2021-10-01 17:36,0.75,not evaluated
2021-10-01 18:06,0.77,not evaluated
2021-10-01 18:36,0.76,not evaluated
2021-10-01 19:06,0.71,not evaluated
2021-10-01 19:36,0.66,not evaluated
2021-10-01 20:06,0.62,not evaluated
2021-10-01 20:36,0.67,not evaluated
2021-10-01 21:06,0.68,not evaluated
2021-10-01 21:36,0.68,not evaluated
2021-10-01 22:06,0.63,not evaluated
2021-10-01 22:36,0.64,not evaluated
2021-10-01 23:06,0.60,not evaluated
2021-10-01 23:36,0.69,not evaluated
2021-10-02 00:06,0.69,not evaluated
2021-10-02 00:36,0.67,not evaluated
2021-10-02 01:06,0.65,not evaluated
2021-10-02 01:36,0.69,not evaluated
2021-10-02 02:06,0.68,not evaluated
2021-10-02 02:36,0.73,not evaluated
2021-10-02 03:06,0.63,not evaluated
2021-10-02 03:36,0.71,not evaluated
2021-10-02 04:06,0.64,not evaluated
2021-10-02 04:36,0.66,not evaluated
2021-10-02 05:06,0.67,not evaluated
2021-10-02 05:36,0.71,not evaluated
2021-10-02 06:06,0.76,not evaluated
2021-10-02 06:36,0.74,not evaluated
2021-10-02 07:06,0.70,not evaluated
2021-10-02 07:36,0.72,not evaluated
2021-10-02 08:06,0.75,not evaluated
2021-10-02 08:36,0.81,not evaluated
2021-10-02 09:06,0.77,not evaluated
2021-10-02 09:36,0.80,not evaluated
2021-10-02 10:06,0.88,not evaluated
2021-10-02 10:36,0.81,not evaluated
2021-10-02 11:06,0.73,not evaluated
2021-10-02 11:36,0.77,not evaluated
2021-10-02 12:06,0.88,not evaluated
2021-10-02 12:36,0.85,not evaluated
2021-10-02 13:06,0.83,not evaluated
2021-10-02 13:36,0.82,not evaluated
2021-10-02 14:06,0.93,not evaluated
2021-10-02 14:36,0.86,not evaluated
2021-10-02 15:06,0.87,not evaluated
2021-10-02 15:36,0.88,not evaluated
2021-10-02 16:06,0.85,not evaluated
2021-10-02 16:36,0.94,not evaluated
2021-10-02 17:06,0.84,not evaluated
2021-10-02 17:36,0.79,not evaluated
2021-10-02 18:06,0.87,not evaluated
2021-10-02 18:36,0.83,not evaluated
2021-10-02 19:06,0.82,not evaluated
2021-10-02 19:36,0.73,not evaluated
2021-10-02 20:06,0.72,not evaluated
2021-10-02 20:36,0.74,not evaluated
2021-10-02 21:06,0.72,not evaluated
2021-10-02 21:36,0.71,not evaluated
2021-10-02 22:06,0.61,not evaluated
2021-10-02 22:36,0.64,not evaluated
2021-10-02 23:06,0.63,not evaluated
2021-10-02 23:36,0.70,not evaluated
2021-10-03 00:06,0.68,not evaluated
2021-10-03 00:36,0.71,not evaluated
2021-10-03 01:06,0.68,not evaluated
2021-10-03 01:36,0.69,not evaluated
2021-10-03 02:06,0.71,not evaluated
2021-10-03 02:36,0.65,not evaluated
2021-10-03 03:06,0.71,not evaluated
2021-10-03 03:36,0.69,not evaluated
2021-10-03 04:06,0.69,not evaluated
2021-10-03 04:36,0.68,not evaluated
2021-10-03 05:06,0.66,not evaluated
2021-10-03 05:36,0.67,not evaluated
2021-10-03 06:06,0.68,not evaluated
2021-10-03 06:36,0.62,not evaluated
2021-10-03 07:06,0.63,not evaluated
2021-10-03 07:36,0.66,not evaluated
2021-10-03 08:06,0.62,not evaluated
2021-10-03 08:36,0.55,not evaluated
2021-10-03 09:06,0.51,not evaluated
2021-10-03 09:36,0.53,not evaluated
2021-10-03 10:06,0.51,not evaluated
2021-10-03 10:36,0.53,not evaluated
2021-10-03 11:06,0.55,not evaluated
2021-10-03 11:36,0.55,not evaluated
2021-10-03 12:06,0.53,not evaluated
2021-10-03 12:36,0.55,not evaluated
2021-10-03 13:06,0.57,not evaluated
2021-10-03 13:36,0.52,not evaluated
2021-10-03 14:06,0.57,not evaluated
2021-10-03 14:36,0.58,not evaluated
2021-10-03 15:06,0.54,not evaluated
2021-10-03 15:36,0.55,not evaluated
2021-10-03 16:06,0.59,not evaluated
2021-10-03 16:36,0.60,not evaluated
2021-10-03 17:06,0.59,not evaluated
2021-10-03 17:36,0.60,not evaluated
2021-10-03 18:06,0.59,not evaluated
2021-10-03 18:36,0.56,not evaluated
2021-10-03 19:06,0.58,not evaluated
2021-10-03 19:36,0.56,not evaluated
2021-10-03 20:06,0.58,not evaluated
2021-10-03 20:36,0.58,not evaluated
2021-10-03 21:06,0.59,not evaluated
2021-10-03 21:36,0.56,not evaluated
2021-10-03 22:06,0.55,not evaluated
2021-10-03 22:36,0.53,not evaluated
2021-10-03 23:06,0.56,not evaluated
2021-10-03 23:36,0.51,not evaluated
2021-10-04 00:06,0.57,not evaluated
2021-10-04 00:36,0.55,not evaluated
2021-10-04 01:06,0.53,not evaluated
2021-10-04 01:36,0.53,not evaluated
2021-10-04 02:06,0.54,not evaluated
2021-10-04 02:36,0.56,not evaluated
2021-10-04 03:06,0.57,not evaluated
2021-10-04 03:36,0.59,not evaluated
2021-10-04 04:06,0.58,not evaluated
2021-10-04 04:36,0.60,not evaluated
2021-10-04 05:06,0.64,not evaluated
2021-10-04 05:36,0.63,not evaluated
2021-10-04 06:06,0.67,not evaluated
2021-10-04 06:36,0.63,not evaluated
2021-10-04 07:06,0.65,not evaluated
2021-10-04 07:36,0.64,not evaluated
2021-10-04 08:06,0.61,not evaluated
2021-10-04 08:36,0.59,not evaluated
2021-10-04 08:52,0.66,not evaluated
2021-10-04 09:06,0.61,not evaluated
2021-10-04 09:22,0.58,not evaluated
2021-10-04 09:36,0.63,not evaluated
2021-10-04 09:52,0.60,not evaluated
2021-10-04 10:06,0.62,not evaluated
2021-10-04 10:22,0.61,not evaluated
2021-10-04 10:52,0.68,not evaluated
2021-10-04 11:22,0.63,not evaluated
2021-10-04 11:52,0.62,not evaluated
2021-10-04 12:22,0.62,not evaluated
2021-10-04 12:52,0.59,not evaluated
2021-10-04 13:22,0.57,not evaluated
2021-10-04 13:52,0.61,not evaluated
2021-10-04 14:22,0.58,not evaluated
2021-10-04 14:52,0.60,not evaluated
2021-10-04 15:22,0.62,not evaluated
2021-10-04 15:52,0.66,not evaluated
2021-10-04 16:22,0.68,not evaluated
2021-10-04 16:52,0.65,not evaluated
2021-10-04 17:22,0.68,not evaluated
2021-10-04 17:52,0.63,not evaluated
2021-10-04 18:22,0.65,not evaluated
2021-10-04 18:52,0.67,not evaluated
2021-10-04 19:22,0.63,not evaluated
2021-10-04 19:52,0.61,not evaluated
2021-10-04 20:22,0.59,not evaluated
2021-10-04 20:52,0.57,not evaluated
2021-10-04 21:22,0.55,not evaluated
2021-10-04 21:52,0.55,not evaluated
2021-10-04 22:22,0.52,not evaluated
2021-10-04 22:52,0.56,not evaluated
2021-10-04 23:22,0.53,not evaluated
2021-10-04 23:52,0.54,not evaluated
2021-10-05 00:22,0.53,not evaluated
2021-10-05 00:52,0.51,not evaluated
2021-10-05 01:22,0.55,not evaluated
2021-10-05 01:52,0.52,not evaluated
2021-10-05 02:22,0.52,not evaluated
2021-10-05 02:52,0.50,not evaluated
2021-10-05 03:22,0.51,not evaluated
2021-10-05 03:52,0.50,not evaluated
2021-10-05 04:22,0.50,not evaluated
2021-10-05 04:52,0.51,not evaluated
2021-10-05 05:22,0.50,not evaluated
2021-10-05 05:52,0.54,not evaluated
2021-10-05 06:22,0.53,not evaluated
2021-10-05 06:52,0.56,not evaluated
2021-10-05 07:22,0.54,not evaluated
2021-10-05 07:52,0.53,not evaluated
2021-10-05 08:22,0.53,not evaluated
2021-10-05 08:52,0.59,not evaluated
2021-10-05 09:22,0.57,not evaluated
2021-10-05 09:52,0.59,not evaluated
2021-10-05 10:22,0.56,not evaluated
2021-10-05 10:52,0.56,not evaluated
