%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Peak wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Peak wave direction (deg N),MASE-01 Peak wave direction (deg N) quality
2022-05-04 05:03,131.52,not evaluated
2022-05-04 05:33,134.58,not evaluated
2022-05-04 06:03,130.76,not evaluated
2022-05-04 06:33,136.74,not evaluated
2022-05-04 07:03,133.51,not evaluated
2022-05-04 07:33,132.71,not evaluated
2022-05-04 08:03,130.81,not evaluated
2022-05-04 08:33,132.08,not evaluated
2022-05-04 09:03,137.16,not evaluated
2022-05-04 09:33,135.43,not evaluated
2022-05-04 10:03,132.97,not evaluated
2022-05-04 10:33,131.41,not evaluated
2022-05-04 11:03,124.30,not evaluated
2022-05-04 11:33,131.46,not evaluated
2022-05-04 12:03,132.80,not evaluated
2022-05-04 12:33,135.61,not evaluated
2022-05-04 13:03,137.78,not evaluated
2022-05-04 13:33,131.89,not evaluated
2022-05-04 14:03,134.04,not evaluated
2022-05-04 14:33,128.80,not evaluated
2022-05-04 15:03,132.41,not evaluated
2022-05-04 15:33,131.79,not evaluated
2022-05-04 16:03,131.70,not evaluated
2022-05-04 16:33,130.88,not evaluated
2022-05-04 17:03,133.70,not evaluated
2022-05-04 17:33,130.62,not evaluated
2022-05-04 18:03,131.01,not evaluated
2022-05-04 18:33,126.15,not evaluated
2022-05-04 19:03,126.97,not evaluated
2022-05-04 19:33,129.06,not evaluated
2022-05-04 20:03,127.65,not evaluated
2022-05-04 20:33,125.84,not evaluated
2022-05-04 21:03,128.22,not evaluated
2022-05-04 21:33,128.85,not evaluated
2022-05-04 22:03,125.18,not evaluated
2022-05-04 22:33,129.19,not evaluated
2022-05-04 23:03,132.91,not evaluated
2022-05-04 23:33,133.58,not evaluated
2022-05-05 00:03,126.43,not evaluated
2022-05-05 00:33,134.82,not evaluated
2022-05-05 01:03,130.84,not evaluated
2022-05-05 01:33,130.96,not evaluated
2022-05-05 02:03,136.07,not evaluated
2022-05-05 02:33,131.98,not evaluated
2022-05-05 03:03,132.12,not evaluated
2022-05-05 03:33,129.17,not evaluated
2022-05-05 04:03,130.25,not evaluated
2022-05-05 04:33,128.02,not evaluated
2022-05-05 05:03,134.70,not evaluated
2022-05-05 05:33,127.42,not evaluated
2022-05-05 06:03,133.16,not evaluated
2022-05-05 06:33,132.33,not evaluated
2022-05-05 07:03,130.06,not evaluated
2022-05-05 07:33,130.73,not evaluated
2022-05-05 08:03,123.89,not evaluated
2022-05-05 08:33,126.16,not evaluated
2022-05-05 09:03,127.45,not evaluated
2022-05-05 09:33,130.12,not evaluated
2022-05-05 10:03,127.47,not evaluated
2022-05-05 10:33,125.02,not evaluated
2022-05-05 11:03,137.11,not evaluated
2022-05-05 11:33,127.54,not evaluated
2022-05-05 12:03,134.30,not evaluated
2022-05-05 12:33,126.92,not evaluated
2022-05-05 13:03,125.04,not evaluated
2022-05-05 13:33,122.53,not evaluated
2022-05-05 14:03,129.76,not evaluated
2022-05-05 14:33,124.73,not evaluated
2022-05-05 15:03,125.05,not evaluated
2022-05-05 15:33,119.81,not evaluated
2022-05-05 16:03,121.99,not evaluated
2022-05-05 16:33,124.47,not evaluated
2022-05-05 17:03,124.57,not evaluated
2022-05-05 17:33,123.52,not evaluated
2022-05-05 18:03,127.69,not evaluated
2022-05-05 18:33,133.95,not evaluated
2022-05-05 19:03,130.53,not evaluated
2022-05-05 19:33,133.13,not evaluated
2022-05-05 20:03,133.40,not evaluated
2022-05-05 20:33,74.28,not evaluated
2022-05-05 21:03,93.20,not evaluated
2022-05-05 21:33,87.87,not evaluated
2022-05-05 22:03,111.17,not evaluated
2022-05-05 22:33,80.88,not evaluated
2022-05-05 23:03,102.53,not evaluated
2022-05-05 23:33,136.16,not evaluated
2022-05-06 00:03,96.96,not evaluated
2022-05-06 00:33,82.79,not evaluated
2022-05-06 01:03,105.27,not evaluated
2022-05-06 01:33,99.44,not evaluated
2022-05-06 02:03,97.65,not evaluated
2022-05-06 02:33,106.71,not evaluated
2022-05-06 03:03,102.80,not evaluated
2022-05-06 03:33,101.42,not evaluated
2022-05-06 04:03,102.54,not evaluated
2022-05-06 04:33,92.93,not evaluated
2022-05-06 05:03,100.44,not evaluated
2022-05-06 05:33,99.82,not evaluated
2022-05-06 06:03,101.91,not evaluated
2022-05-06 06:33,98.25,not evaluated
2022-05-06 07:03,133.50,not evaluated
2022-05-06 07:33,113.02,not evaluated
2022-05-06 08:03,132.76,not evaluated
2022-05-06 08:33,132.89,not evaluated
2022-05-06 09:03,132.29,not evaluated
2022-05-06 09:33,134.22,not evaluated
2022-05-06 10:03,125.98,not evaluated
2022-05-06 10:33,121.75,not evaluated
2022-05-06 11:03,122.35,not evaluated
2022-05-06 11:33,121.31,not evaluated
2022-05-06 12:03,107.99,not evaluated
2022-05-06 12:33,117.77,not evaluated
2022-05-06 13:03,118.09,not evaluated
2022-05-06 13:33,127.28,not evaluated
2022-05-06 14:03,133.73,not evaluated
2022-05-06 14:33,126.15,not evaluated
2022-05-06 15:03,122.27,not evaluated
2022-05-06 15:33,125.31,not evaluated
2022-05-06 16:03,131.95,not evaluated
2022-05-06 16:33,144.69,not evaluated
2022-05-06 17:03,140.27,not evaluated
2022-05-06 17:33,142.50,not evaluated
2022-05-06 18:03,155.52,not evaluated
2022-05-06 18:33,151.43,not evaluated
2022-05-06 19:03,144.81,not evaluated
2022-05-06 19:33,152.33,not evaluated
2022-05-06 20:03,153.62,not evaluated
2022-05-06 20:33,146.72,not evaluated
2022-05-06 21:03,149.81,not evaluated
2022-05-06 21:33,176.94,not evaluated
2022-05-06 22:03,141.96,not evaluated
2022-05-06 22:33,139.58,not evaluated
2022-05-06 23:03,143.54,not evaluated
2022-05-06 23:33,133.27,not evaluated
2022-05-07 00:03,142.86,not evaluated
2022-05-07 00:33,141.76,not evaluated
2022-05-07 01:03,145.16,not evaluated
2022-05-07 01:33,145.71,not evaluated
2022-05-07 02:03,140.36,not evaluated
2022-05-07 02:33,143.64,not evaluated
2022-05-07 03:03,140.59,not evaluated
2022-05-07 03:33,140.29,not evaluated
2022-05-07 04:03,141.47,not evaluated
2022-05-07 04:33,141.36,not evaluated
2022-05-07 05:03,141.47,not evaluated
2022-05-07 05:33,142.57,not evaluated
2022-05-07 06:03,141.76,not evaluated
2022-05-07 06:33,139.34,not evaluated
2022-05-07 07:03,144.73,not evaluated
2022-05-07 07:33,146.01,not evaluated
2022-05-07 08:03,144.06,not evaluated
2022-05-07 08:33,151.24,not evaluated
2022-05-07 09:03,147.63,not evaluated
2022-05-07 09:33,141.21,not evaluated
2022-05-07 10:03,145.60,not evaluated
2022-05-07 10:33,144.02,not evaluated
2022-05-07 11:03,149.81,not evaluated
2022-05-07 11:33,146.08,not evaluated
2022-05-07 12:03,141.03,not evaluated
2022-05-07 12:33,141.90,not evaluated
2022-05-07 13:03,141.64,not evaluated
2022-05-07 13:33,171.84,not evaluated
2022-05-07 14:03,172.86,not evaluated
2022-05-07 14:33,147.21,not evaluated
2022-05-07 15:03,147.04,not evaluated
2022-05-07 15:33,165.11,not evaluated
2022-05-07 16:03,164.15,not evaluated
2022-05-07 16:33,162.43,not evaluated
2022-05-07 17:03,165.70,not evaluated
2022-05-07 17:33,167.86,not evaluated
2022-05-07 18:03,146.91,not evaluated
2022-05-07 18:33,167.92,not evaluated
2022-05-07 19:03,141.55,not evaluated
2022-05-07 19:33,147.97,not evaluated
2022-05-07 20:03,147.92,not evaluated
2022-05-07 20:33,141.42,not evaluated
2022-05-07 21:03,143.69,not evaluated
2022-05-07 21:33,149.82,not evaluated
2022-05-07 22:03,143.95,not evaluated
2022-05-07 22:33,149.84,not evaluated
2022-05-07 23:03,144.31,not evaluated
2022-05-07 23:33,140.54,not evaluated
2022-05-08 00:03,142.51,not evaluated
2022-05-08 00:33,140.96,not evaluated
2022-05-08 01:03,143.48,not evaluated
2022-05-08 01:33,143.50,not evaluated
2022-05-08 02:03,143.56,not evaluated
2022-05-08 02:33,136.76,not evaluated
2022-05-08 03:03,132.07,not evaluated
2022-05-08 03:33,133.61,not evaluated
2022-05-08 04:03,127.70,not evaluated
2022-05-08 04:33,135.70,not evaluated
2022-05-08 05:03,131.91,not evaluated
2022-05-08 05:33,78.83,not evaluated
2022-05-08 06:03,79.79,not evaluated
2022-05-08 06:33,81.60,not evaluated
2022-05-08 07:03,81.23,not evaluated
2022-05-08 07:33,81.89,not evaluated
2022-05-08 08:03,81.47,not evaluated
2022-05-08 08:33,78.92,not evaluated
2022-05-08 09:03,126.96,not evaluated
2022-05-08 09:33,131.08,not evaluated
2022-05-08 10:03,130.42,not evaluated
2022-05-08 10:33,128.84,not evaluated
2022-05-08 11:03,79.40,not evaluated
2022-05-08 11:33,79.82,not evaluated
2022-05-08 12:03,81.48,not evaluated
2022-05-08 12:33,79.11,not evaluated
2022-05-08 13:03,79.69,not evaluated
2022-05-08 13:33,83.25,not evaluated
2022-05-08 14:03,82.18,not evaluated
2022-05-08 14:33,80.05,not evaluated
2022-05-08 15:03,79.68,not evaluated
2022-05-08 15:33,74.37,not evaluated
2022-05-08 16:03,79.14,not evaluated
2022-05-08 16:33,75.51,not evaluated
2022-05-08 17:03,77.03,not evaluated
2022-05-08 17:33,81.91,not evaluated
2022-05-08 18:03,75.35,not evaluated
2022-05-08 18:33,73.85,not evaluated
2022-05-08 19:03,124.72,not evaluated
2022-05-08 19:33,75.06,not evaluated
2022-05-08 20:03,76.84,not evaluated
2022-05-08 20:33,76.01,not evaluated
2022-05-08 21:03,98.73,not evaluated
2022-05-08 21:33,102.77,not evaluated
2022-05-08 22:03,98.63,not evaluated
2022-05-08 22:33,79.05,not evaluated
2022-05-08 23:03,102.00,not evaluated
2022-05-08 23:33,79.80,not evaluated
2022-05-09 00:03,99.39,not evaluated
2022-05-09 00:33,91.03,not evaluated
2022-05-09 01:03,96.40,not evaluated
2022-05-09 01:33,93.50,not evaluated
2022-05-09 02:03,93.94,not evaluated
2022-05-09 02:33,94.51,not evaluated
2022-05-09 03:03,93.39,not evaluated
2022-05-09 03:33,91.55,not evaluated
2022-05-09 04:03,92.77,not evaluated
2022-05-09 04:33,97.46,not evaluated
2022-05-09 05:03,96.98,not evaluated
2022-05-09 05:33,94.01,not evaluated
2022-05-09 06:03,101.25,not evaluated
2022-05-09 06:33,96.92,not evaluated
2022-05-09 07:03,97.85,not evaluated
2022-05-09 07:33,99.30,not evaluated
2022-05-09 08:03,98.16,not evaluated
2022-05-09 08:33,102.02,not evaluated
2022-05-09 09:03,98.98,not evaluated
2022-05-09 09:33,94.33,not evaluated
2022-05-09 10:03,99.37,not evaluated
2022-05-09 10:33,97.24,not evaluated
2022-05-09 11:03,101.95,not evaluated
2022-05-09 11:33,99.32,not evaluated
2022-05-09 12:03,97.44,not evaluated
2022-05-09 12:33,99.83,not evaluated
2022-05-09 13:03,102.41,not evaluated
2022-05-09 13:33,99.87,not evaluated
2022-05-09 14:03,94.86,not evaluated
2022-05-09 14:33,100.56,not evaluated
2022-05-09 15:03,100.53,not evaluated
2022-05-09 15:33,106.64,not evaluated
2022-05-09 16:03,101.47,not evaluated
2022-05-09 16:33,98.72,not evaluated
2022-05-09 17:03,96.86,not evaluated
2022-05-09 17:33,96.78,not evaluated
2022-05-09 18:03,100.90,not evaluated
2022-05-09 18:33,95.49,not evaluated
2022-05-09 19:03,101.66,not evaluated
2022-05-09 19:33,98.70,not evaluated
2022-05-09 20:03,101.14,not evaluated
2022-05-09 20:33,98.57,not evaluated
2022-05-09 21:03,95.10,not evaluated
2022-05-09 21:33,99.76,not evaluated
2022-05-09 22:03,95.95,not evaluated
2022-05-09 22:33,99.31,not evaluated
2022-05-09 23:03,87.13,not evaluated
2022-05-09 23:33,98.41,not evaluated
2022-05-10 00:03,98.97,not evaluated
2022-05-10 00:33,96.82,not evaluated
2022-05-10 01:03,95.82,not evaluated
2022-05-10 01:33,94.35,not evaluated
2022-05-10 02:03,94.84,not evaluated
2022-05-10 02:33,96.15,not evaluated
2022-05-10 03:03,98.48,not evaluated
2022-05-10 03:33,100.45,not evaluated
2022-05-10 04:03,97.72,not evaluated
2022-05-10 04:33,95.24,not evaluated
2022-05-10 05:03,90.99,not evaluated
2022-05-10 05:33,99.14,not evaluated
2022-05-10 06:03,93.92,not evaluated
2022-05-10 06:33,97.63,not evaluated
2022-05-10 07:03,94.32,not evaluated
2022-05-10 07:33,93.94,not evaluated
2022-05-10 08:03,95.00,not evaluated
2022-05-10 08:33,93.83,not evaluated
2022-05-10 09:03,93.24,not evaluated
2022-05-10 09:33,100.85,not evaluated
2022-05-10 10:03,93.80,not evaluated
2022-05-10 10:33,91.38,not evaluated
2022-05-10 11:03,92.70,not evaluated
2022-05-10 11:33,94.44,not evaluated
2022-05-10 12:03,93.68,not evaluated
2022-05-10 12:33,93.00,not evaluated
2022-05-10 13:03,95.16,not evaluated
2022-05-10 13:33,95.34,not evaluated
2022-05-10 14:03,96.35,not evaluated
2022-05-10 14:33,93.48,not evaluated
2022-05-10 15:03,95.41,not evaluated
2022-05-10 15:33,94.76,not evaluated
2022-05-10 16:03,98.01,not evaluated
2022-05-10 16:33,95.70,not evaluated
2022-05-10 17:03,93.11,not evaluated
2022-05-10 17:33,93.27,not evaluated
2022-05-10 18:03,88.83,not evaluated
2022-05-10 18:33,95.35,not evaluated
2022-05-10 19:03,99.81,not evaluated
2022-05-10 19:33,93.54,not evaluated
2022-05-10 20:03,97.07,not evaluated
2022-05-10 20:33,93.99,not evaluated
2022-05-10 21:03,96.72,not evaluated
2022-05-10 21:33,85.36,not evaluated
2022-05-10 22:03,93.60,not evaluated
2022-05-10 22:33,93.59,not evaluated
2022-05-10 23:03,92.22,not evaluated
2022-05-10 23:33,89.21,not evaluated
2022-05-11 00:03,94.94,not evaluated
2022-05-11 00:33,95.86,not evaluated
2022-05-11 01:03,91.39,not evaluated
2022-05-11 01:33,92.89,not evaluated
2022-05-11 02:03,96.04,not evaluated
2022-05-11 02:33,94.58,not evaluated
2022-05-11 03:03,96.71,not evaluated
2022-05-11 03:33,95.16,not evaluated
2022-05-11 04:03,93.72,not evaluated
2022-05-11 04:33,93.62,not evaluated
2022-05-11 05:03,93.47,not evaluated
2022-05-11 05:33,95.47,not evaluated
2022-05-11 06:03,96.38,not evaluated
2022-05-11 06:33,97.29,not evaluated
2022-05-11 07:03,97.04,not evaluated
2022-05-11 07:33,96.25,not evaluated
2022-05-11 08:03,96.17,not evaluated
2022-05-11 08:33,92.28,not evaluated
2022-05-11 09:03,92.12,not evaluated
2022-05-11 09:33,90.71,not evaluated
2022-05-11 10:03,93.24,not evaluated
2022-05-11 10:33,93.71,not evaluated
2022-05-11 11:03,95.23,not evaluated
2022-05-11 11:33,94.47,not evaluated
2022-05-11 12:03,96.38,not evaluated
2022-05-11 12:33,96.25,not evaluated
2022-05-11 13:03,92.91,not evaluated
2022-05-11 13:33,97.38,not evaluated
2022-05-11 14:03,97.40,not evaluated
2022-05-11 14:33,96.45,not evaluated
2022-05-11 15:03,98.61,not evaluated
2022-05-11 15:33,99.61,not evaluated
2022-05-11 16:03,95.12,not evaluated
2022-05-11 16:33,94.38,not evaluated
2022-05-11 17:03,94.77,not evaluated
2022-05-11 17:33,96.42,not evaluated
2022-05-11 18:03,95.38,not evaluated
2022-05-11 18:33,94.44,not evaluated
2022-05-11 19:03,96.40,not evaluated
2022-05-11 19:33,92.71,not evaluated
2022-05-11 20:03,95.20,not evaluated
2022-05-11 20:33,93.52,not evaluated
2022-05-11 21:03,86.77,not evaluated
2022-05-11 21:33,94.67,not evaluated
2022-05-11 22:03,88.52,not evaluated
2022-05-11 22:33,95.66,not evaluated
2022-05-11 23:03,92.16,not evaluated
2022-05-11 23:33,91.24,not evaluated
2022-05-12 00:03,93.67,not evaluated
2022-05-12 00:33,87.18,not evaluated
2022-05-12 01:03,87.38,not evaluated
2022-05-12 01:33,89.88,not evaluated
2022-05-12 02:03,90.77,not evaluated
2022-05-12 02:33,91.47,not evaluated
2022-05-12 03:03,92.17,not evaluated
2022-05-12 03:33,87.10,not evaluated
2022-05-12 04:03,91.26,not evaluated
2022-05-12 04:33,90.71,not evaluated
2022-05-12 05:03,87.69,not evaluated
2022-05-12 05:33,92.64,not evaluated
2022-05-12 06:03,89.58,not evaluated
2022-05-12 06:33,94.06,not evaluated
2022-05-12 07:03,94.83,not evaluated
2022-05-12 07:33,89.88,not evaluated
2022-05-12 08:03,93.96,not evaluated
2022-05-12 08:33,93.52,not evaluated
2022-05-12 09:03,91.46,not evaluated
2022-05-12 09:33,92.25,not evaluated
2022-05-12 10:03,90.82,not evaluated
2022-05-12 10:33,93.99,not evaluated
2022-05-12 11:03,88.94,not evaluated
2022-05-12 11:33,93.68,not evaluated
2022-05-12 12:03,95.42,not evaluated
2022-05-12 12:33,94.92,not evaluated
2022-05-12 13:03,99.91,not evaluated
2022-05-12 13:33,94.27,not evaluated
2022-05-12 14:03,93.03,not evaluated
2022-05-12 14:33,88.72,not evaluated
2022-05-12 15:03,94.31,not evaluated
2022-05-12 15:33,92.53,not evaluated
2022-05-12 16:03,96.52,not evaluated
2022-05-12 16:33,91.18,not evaluated
2022-05-12 17:03,89.57,not evaluated
2022-05-12 17:33,95.70,not evaluated
2022-05-12 18:03,99.69,not evaluated
2022-05-12 18:33,92.33,not evaluated
2022-05-12 19:03,94.12,not evaluated
2022-05-12 19:33,92.31,not evaluated
2022-05-12 20:03,99.98,not evaluated
2022-05-12 20:33,97.68,not evaluated
2022-05-12 21:03,99.58,not evaluated
2022-05-12 21:33,105.69,not evaluated
2022-05-12 22:03,101.26,not evaluated
2022-05-12 22:33,98.39,not evaluated
2022-05-12 23:03,102.74,not evaluated
2022-05-12 23:33,100.54,not evaluated
2022-05-13 00:03,102.26,not evaluated
2022-05-13 00:33,102.23,not evaluated
2022-05-13 01:03,107.00,not evaluated
2022-05-13 01:33,103.49,not evaluated
2022-05-13 02:03,102.66,not evaluated
2022-05-13 02:33,99.17,not evaluated
2022-05-13 03:03,101.66,not evaluated
2022-05-13 03:33,104.02,not evaluated
2022-05-13 04:03,104.43,not evaluated
2022-05-13 04:33,105.30,not evaluated
2022-05-13 05:03,101.97,not evaluated
2022-05-13 05:33,109.01,not evaluated
2022-05-13 06:03,97.20,not evaluated
2022-05-13 06:33,99.39,not evaluated
2022-05-13 07:03,102.29,not evaluated
2022-05-13 07:33,101.63,not evaluated
2022-05-13 08:03,102.79,not evaluated
2022-05-13 08:33,102.95,not evaluated
2022-05-13 09:03,105.19,not evaluated
2022-05-13 09:33,104.59,not evaluated
2022-05-13 10:03,98.39,not evaluated
2022-05-13 10:33,101.20,not evaluated
2022-05-13 11:03,101.07,not evaluated
2022-05-13 11:33,104.47,not evaluated
2022-05-13 12:03,100.88,not evaluated
2022-05-13 12:33,101.05,not evaluated
2022-05-13 13:03,101.41,not evaluated
2022-05-13 13:33,104.18,not evaluated
2022-05-13 14:03,104.75,not evaluated
2022-05-13 14:33,104.93,not evaluated
2022-05-13 15:03,104.43,not evaluated
2022-05-13 15:33,105.83,not evaluated
2022-05-13 16:03,108.45,not evaluated
2022-05-13 16:33,101.44,not evaluated
2022-05-13 17:03,108.24,not evaluated
2022-05-13 17:33,103.95,not evaluated
2022-05-13 18:03,118.60,not evaluated
2022-05-13 18:33,97.54,not evaluated
2022-05-13 19:03,110.74,not evaluated
2022-05-13 19:33,117.55,not evaluated
2022-05-13 20:03,119.01,not evaluated
2022-05-13 20:33,117.56,not evaluated
2022-05-13 21:03,114.75,not evaluated
2022-05-13 21:33,115.98,not evaluated
2022-05-13 22:03,116.43,not evaluated
2022-05-13 22:33,119.22,not evaluated
2022-05-13 23:03,109.27,not evaluated
2022-05-13 23:33,116.92,not evaluated
2022-05-14 00:03,113.98,not evaluated
2022-05-14 00:33,114.44,not evaluated
2022-05-14 01:03,118.27,not evaluated
2022-05-14 01:33,114.21,not evaluated
2022-05-14 02:03,115.62,not evaluated
2022-05-14 02:33,115.39,not evaluated
2022-05-14 03:03,113.51,not evaluated
2022-05-14 03:33,109.24,not evaluated
2022-05-14 04:03,115.84,not evaluated
2022-05-14 04:33,109.36,not evaluated
2022-05-14 05:03,123.76,not evaluated
2022-05-14 05:33,110.45,not evaluated
2022-05-14 06:03,110.58,not evaluated
2022-05-14 06:33,117.45,not evaluated
2022-05-14 07:03,111.08,not evaluated
2022-05-14 07:33,114.95,not evaluated
2022-05-14 08:03,116.73,not evaluated
2022-05-14 08:33,114.19,not evaluated
2022-05-14 09:03,119.50,not evaluated
2022-05-14 09:33,120.82,not evaluated
2022-05-14 10:03,118.13,not evaluated
2022-05-14 10:33,121.24,not evaluated
2022-05-14 11:03,117.97,not evaluated
2022-05-14 11:33,117.38,not evaluated
2022-05-14 12:03,118.53,not evaluated
2022-05-14 12:33,119.70,not evaluated
2022-05-14 13:03,118.60,not evaluated
2022-05-14 13:33,119.08,not evaluated
2022-05-14 14:03,118.14,not evaluated
2022-05-14 14:33,118.69,not evaluated
2022-05-14 15:03,115.83,not evaluated
2022-05-14 15:33,118.60,not evaluated
2022-05-14 16:03,121.86,not evaluated
2022-05-14 16:33,114.38,not evaluated
2022-05-14 17:03,115.73,not evaluated
2022-05-14 17:33,116.86,not evaluated
2022-05-14 18:03,118.70,not evaluated
2022-05-14 18:33,121.87,not evaluated
2022-05-14 19:03,119.83,not evaluated
2022-05-14 19:33,120.15,not evaluated
2022-05-14 20:03,129.56,not evaluated
2022-05-14 20:33,128.37,not evaluated
2022-05-14 21:03,126.73,not evaluated
2022-05-14 21:33,129.23,not evaluated
2022-05-14 22:03,130.79,not evaluated
2022-05-14 22:33,128.45,not evaluated
2022-05-14 23:03,122.93,not evaluated
2022-05-14 23:33,125.53,not evaluated
2022-05-15 00:03,125.21,not evaluated
2022-05-15 00:33,127.20,not evaluated
2022-05-15 01:03,126.55,not evaluated
2022-05-15 01:33,123.74,not evaluated
2022-05-15 02:03,123.86,not evaluated
2022-05-15 02:33,123.97,not evaluated
2022-05-15 03:03,121.11,not evaluated
2022-05-15 03:33,123.67,not evaluated
2022-05-15 04:03,125.65,not evaluated
2022-05-15 04:33,124.49,not evaluated
2022-05-15 05:03,128.06,not evaluated
2022-05-15 05:33,122.69,not evaluated
2022-05-15 06:03,125.24,not evaluated
2022-05-15 06:33,123.01,not evaluated
2022-05-15 07:03,122.63,not evaluated
2022-05-15 07:33,128.39,not evaluated
2022-05-15 08:03,126.24,not evaluated
2022-05-15 08:33,127.17,not evaluated
2022-05-15 09:03,129.03,not evaluated
2022-05-15 09:33,132.56,not evaluated
2022-05-15 10:03,124.85,not evaluated
2022-05-15 10:33,129.91,not evaluated
2022-05-15 11:03,128.97,not evaluated
2022-05-15 11:33,130.95,not evaluated
2022-05-15 12:03,126.29,not evaluated
2022-05-15 12:33,125.76,not evaluated
2022-05-15 13:03,123.54,not evaluated
2022-05-15 13:33,125.21,not evaluated
2022-05-15 14:03,124.56,not evaluated
2022-05-15 14:33,122.00,not evaluated
2022-05-15 15:03,126.22,not evaluated
2022-05-15 15:33,122.10,not evaluated
2022-05-15 16:03,128.03,not evaluated
2022-05-15 16:33,126.76,not evaluated
2022-05-15 17:03,124.69,not evaluated
2022-05-15 17:33,123.38,not evaluated
2022-05-15 18:03,124.78,not evaluated
2022-05-15 18:33,126.33,not evaluated
2022-05-15 19:03,125.48,not evaluated
2022-05-15 19:33,125.18,not evaluated
2022-05-15 20:03,127.29,not evaluated
2022-05-15 20:33,127.18,not evaluated
2022-05-15 21:03,127.52,not evaluated
2022-05-15 21:33,126.51,not evaluated
2022-05-15 22:03,129.69,not evaluated
2022-05-15 22:33,128.25,not evaluated
2022-05-15 23:03,128.30,not evaluated
2022-05-15 23:33,126.70,not evaluated
2022-05-16 00:03,129.60,not evaluated
2022-05-16 00:33,120.47,not evaluated
2022-05-16 01:03,125.97,not evaluated
2022-05-16 01:33,126.12,not evaluated
2022-05-16 02:03,124.69,not evaluated
2022-05-16 02:33,123.10,not evaluated
2022-05-16 03:03,126.26,not evaluated
2022-05-16 03:33,129.03,not evaluated
2022-05-16 04:03,125.12,not evaluated
2022-05-16 04:33,123.92,not evaluated
2022-05-16 05:03,124.23,not evaluated
2022-05-16 05:33,125.51,not evaluated
2022-05-16 06:03,128.98,not evaluated
2022-05-16 06:33,125.92,not evaluated
2022-05-16 07:03,129.79,not evaluated
2022-05-16 07:33,125.67,not evaluated
2022-05-16 08:03,127.49,not evaluated
2022-05-16 08:33,127.78,not evaluated
2022-05-16 09:03,124.66,not evaluated
2022-05-16 09:33,129.42,not evaluated
2022-05-16 10:03,129.11,not evaluated
2022-05-16 10:33,122.85,not evaluated
2022-05-16 11:03,129.86,not evaluated
2022-05-16 11:33,125.96,not evaluated
2022-05-16 12:03,126.10,not evaluated
2022-05-16 12:33,128.45,not evaluated
2022-05-16 13:03,123.24,not evaluated
2022-05-16 13:33,124.97,not evaluated
2022-05-16 14:03,127.28,not evaluated
2022-05-16 14:33,122.03,not evaluated
2022-05-16 15:03,120.28,not evaluated
2022-05-16 15:33,124.34,not evaluated
2022-05-16 16:03,117.82,not evaluated
2022-05-16 16:33,124.20,not evaluated
2022-05-16 17:03,117.79,not evaluated
2022-05-16 17:33,126.40,not evaluated
2022-05-16 18:03,163.18,not evaluated
2022-05-16 18:33,121.51,not evaluated
2022-05-16 19:03,120.40,not evaluated
2022-05-16 19:33,156.89,not evaluated
2022-05-16 20:03,122.04,not evaluated
2022-05-16 20:33,126.39,not evaluated
2022-05-16 21:03,160.38,not evaluated
2022-05-16 21:33,125.67,not evaluated
2022-05-16 22:03,127.51,not evaluated
2022-05-16 22:33,128.76,not evaluated
2022-05-16 23:03,125.75,not evaluated
2022-05-16 23:33,127.08,not evaluated
2022-05-17 00:03,126.09,not evaluated
2022-05-17 00:33,126.43,not evaluated
2022-05-17 01:03,127.35,not evaluated
2022-05-17 01:33,128.66,not evaluated
2022-05-17 02:03,127.52,not evaluated
2022-05-17 02:33,120.32,not evaluated
2022-05-17 03:03,125.15,not evaluated
2022-05-17 03:33,120.36,not evaluated
2022-05-17 04:03,121.82,not evaluated
2022-05-17 04:33,121.69,not evaluated
2022-05-17 05:03,122.51,not evaluated
2022-05-17 05:33,126.99,not evaluated
2022-05-17 06:03,123.24,not evaluated
2022-05-17 06:33,118.86,not evaluated
2022-05-17 07:03,124.70,not evaluated
2022-05-17 07:33,121.24,not evaluated
2022-05-17 08:03,121.65,not evaluated
2022-05-17 08:33,119.54,not evaluated
2022-05-17 09:03,121.14,not evaluated
2022-05-17 09:33,123.50,not evaluated
2022-05-17 10:03,334.09,not evaluated
2022-05-17 10:33,122.34,not evaluated
2022-05-17 11:03,122.52,not evaluated
2022-05-17 11:33,123.36,not evaluated
2022-05-17 12:03,119.34,not evaluated
2022-05-17 12:33,124.33,not evaluated
2022-05-18 10:16,127.69,not evaluated
2022-05-18 10:46,120.05,not evaluated
2022-05-18 11:16,123.29,not evaluated
2022-05-18 11:46,123.88,not evaluated
2022-05-18 12:16,123.30,not evaluated
2022-05-18 12:46,127.45,not evaluated
2022-05-18 13:16,126.42,not evaluated
2022-05-18 13:46,129.11,not evaluated
2022-05-18 14:16,124.70,not evaluated
2022-05-18 14:46,127.71,not evaluated
