%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Peak wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Peak wave direction (deg N),MASE-01 Peak wave direction (deg N) quality
2021-09-22 00:06,115.06,not evaluated
2021-09-22 00:36,112.79,not evaluated
2021-09-22 01:06,118.66,not evaluated
2021-09-22 01:36,117.74,not evaluated
2021-09-22 02:06,113.14,not evaluated
2021-09-22 02:36,113.46,not evaluated
2021-09-22 03:06,114.24,not evaluated
2021-09-22 03:36,113.09,not evaluated
2021-09-22 04:06,108.88,not evaluated
2021-09-22 04:36,82.60,not evaluated
2021-09-22 05:06,111.00,not evaluated
2021-09-22 05:36,116.70,not evaluated
2021-09-22 06:06,110.65,not evaluated
2021-09-22 06:36,54.88,not evaluated
2021-09-22 07:06,112.41,not evaluated
2021-09-22 07:36,111.17,not evaluated
2021-09-22 08:06,117.60,not evaluated
2021-09-22 08:36,119.53,not evaluated
2021-09-22 09:06,118.49,not evaluated
2021-09-22 09:36,117.30,not evaluated
2021-09-22 10:06,115.98,not evaluated
2021-09-22 10:36,126.77,not evaluated
2021-09-22 11:06,123.83,not evaluated
2021-09-22 11:36,119.01,not evaluated
2021-09-22 12:06,121.25,not evaluated
2021-09-22 12:36,124.19,not evaluated
2021-09-22 13:06,118.84,not evaluated
2021-09-22 13:36,120.58,not evaluated
2021-09-22 14:06,128.17,not evaluated
2021-09-22 14:36,122.94,not evaluated
2021-09-22 15:06,128.65,not evaluated
2021-09-22 15:36,121.88,not evaluated
2021-09-22 16:06,123.06,not evaluated
2021-09-22 16:36,123.92,not evaluated
2021-09-22 17:06,121.82,not evaluated
2021-09-22 17:36,121.68,not evaluated
2021-09-22 18:06,119.09,not evaluated
2021-09-22 18:36,122.65,not evaluated
2021-09-22 19:06,120.31,not evaluated
2021-09-22 19:36,122.50,not evaluated
2021-09-22 20:06,118.61,not evaluated
2021-09-22 20:36,111.79,not evaluated
2021-09-22 21:06,117.58,not evaluated
2021-09-22 21:36,116.95,not evaluated
2021-09-22 22:06,112.49,not evaluated
2021-09-22 22:36,121.47,not evaluated
2021-09-22 23:06,131.49,not evaluated
2021-09-22 23:36,114.67,not evaluated
2021-09-23 00:06,117.79,not evaluated
2021-09-23 00:36,119.24,not evaluated
2021-09-23 01:06,120.85,not evaluated
2021-09-23 01:36,121.95,not evaluated
2021-09-23 02:06,120.31,not evaluated
2021-09-23 02:36,118.56,not evaluated
2021-09-23 03:06,126.12,not evaluated
2021-09-23 03:36,114.72,not evaluated
2021-09-23 04:06,116.84,not evaluated
2021-09-23 04:36,109.99,not evaluated
2021-09-23 05:06,123.78,not evaluated
2021-09-23 05:36,120.22,not evaluated
2021-09-23 06:06,125.32,not evaluated
2021-09-23 06:36,120.11,not evaluated
2021-09-23 07:06,122.36,not evaluated
2021-09-23 07:36,129.05,not evaluated
2021-09-23 08:06,117.34,not evaluated
2021-09-23 08:36,136.26,not evaluated
2021-09-23 09:06,135.84,not evaluated
2021-09-23 09:36,127.75,not evaluated
2021-09-23 10:06,133.76,not evaluated
2021-09-23 10:36,118.82,not evaluated
2021-09-23 11:06,121.50,not evaluated
2021-09-23 11:36,116.73,not evaluated
2021-09-23 12:06,116.77,not evaluated
2021-09-23 12:36,120.56,not evaluated
2021-09-23 13:06,119.06,not evaluated
2021-09-23 13:36,108.85,not evaluated
2021-09-23 14:06,112.22,not evaluated
2021-09-23 14:36,119.47,not evaluated
2021-09-23 15:06,118.38,not evaluated
2021-09-23 15:36,118.86,not evaluated
2021-09-23 16:06,114.09,not evaluated
2021-09-23 16:36,119.20,not evaluated
2021-09-23 17:06,113.41,not evaluated
2021-09-23 17:36,120.11,not evaluated
2021-09-23 18:06,119.62,not evaluated
2021-09-23 18:36,119.73,not evaluated
2021-09-23 19:06,121.98,not evaluated
2021-09-23 19:36,117.37,not evaluated
2021-09-23 20:06,119.29,not evaluated
2021-09-23 20:36,117.38,not evaluated
2021-09-23 21:06,115.54,not evaluated
2021-09-23 21:36,116.86,not evaluated
2021-09-23 22:06,119.47,not evaluated
2021-09-23 22:36,121.55,not evaluated
2021-09-23 23:06,119.02,not evaluated
2021-09-23 23:36,119.87,not evaluated
2021-09-24 00:06,117.38,not evaluated
2021-09-24 00:36,117.02,not evaluated
2021-09-24 01:06,118.26,not evaluated
2021-09-24 01:36,120.72,not evaluated
2021-09-24 02:06,118.86,not evaluated
2021-09-24 02:36,115.98,not evaluated
2021-09-24 03:06,121.57,not evaluated
2021-09-24 03:36,122.62,not evaluated
2021-09-24 04:06,117.48,not evaluated
2021-09-24 04:36,123.93,not evaluated
2021-09-24 05:06,121.57,not evaluated
2021-09-24 05:36,115.56,not evaluated
2021-09-24 06:06,116.89,not evaluated
2021-09-24 06:36,121.29,not evaluated
2021-09-24 07:06,115.15,not evaluated
2021-09-24 07:36,113.54,not evaluated
2021-09-24 08:06,118.51,not evaluated
2021-09-24 08:36,114.86,not evaluated
2021-09-24 09:06,118.90,not evaluated
2021-09-24 09:36,116.40,not evaluated
2021-09-24 10:06,119.04,not evaluated
2021-09-24 10:36,120.73,not evaluated
2021-09-24 11:06,114.05,not evaluated
2021-09-24 11:36,109.70,not evaluated
2021-09-24 12:06,112.26,not evaluated
2021-09-24 12:36,111.71,not evaluated
2021-09-24 13:06,109.30,not evaluated
2021-09-24 13:36,114.80,not evaluated
2021-09-24 14:06,114.11,not evaluated
2021-09-24 14:36,115.17,not evaluated
2021-09-24 15:06,111.14,not evaluated
2021-09-24 15:36,119.02,not evaluated
2021-09-24 16:06,114.23,not evaluated
2021-09-24 16:36,116.27,not evaluated
2021-09-24 17:06,119.12,not evaluated
2021-09-24 17:36,118.63,not evaluated
2021-09-24 18:06,111.13,not evaluated
2021-09-24 18:36,115.16,not evaluated
2021-09-24 19:06,115.41,not evaluated
2021-09-24 19:36,112.46,not evaluated
2021-09-24 20:06,109.23,not evaluated
2021-09-24 20:36,111.83,not evaluated
2021-09-24 21:06,109.85,not evaluated
2021-09-24 21:36,114.53,not evaluated
2021-09-24 22:06,116.87,not evaluated
2021-09-24 22:36,113.30,not evaluated
2021-09-24 23:06,110.38,not evaluated
2021-09-24 23:36,110.67,not evaluated
2021-09-25 00:06,115.47,not evaluated
2021-09-25 00:36,114.88,not evaluated
2021-09-25 01:06,114.77,not evaluated
2021-09-25 01:36,106.66,not evaluated
2021-09-25 02:06,109.66,not evaluated
2021-09-25 02:36,113.49,not evaluated
2021-09-25 03:06,112.07,not evaluated
2021-09-25 03:36,112.62,not evaluated
2021-09-25 04:06,111.04,not evaluated
2021-09-25 04:36,113.09,not evaluated
2021-09-25 05:06,114.25,not evaluated
2021-09-25 05:36,112.55,not evaluated
2021-09-25 06:06,108.31,not evaluated
2021-09-25 06:36,119.20,not evaluated
2021-09-25 07:06,117.22,not evaluated
2021-09-25 07:36,109.44,not evaluated
2021-09-25 08:06,118.71,not evaluated
2021-09-25 08:36,116.95,not evaluated
2021-09-25 09:06,110.20,not evaluated
2021-09-25 09:36,114.09,not evaluated
2021-09-25 10:06,113.76,not evaluated
2021-09-25 10:36,118.61,not evaluated
2021-09-25 11:06,118.66,not evaluated
2021-09-25 11:36,117.34,not evaluated
2021-09-25 12:06,116.21,not evaluated
2021-09-25 12:36,110.09,not evaluated
2021-09-25 13:06,116.38,not evaluated
2021-09-25 13:36,111.40,not evaluated
2021-09-25 14:06,118.18,not evaluated
2021-09-25 14:36,116.67,not evaluated
2021-09-25 15:06,117.16,not evaluated
2021-09-25 15:36,114.20,not evaluated
2021-09-25 16:06,113.35,not evaluated
2021-09-25 16:36,114.61,not evaluated
2021-09-25 17:06,114.16,not evaluated
2021-09-25 17:36,109.23,not evaluated
2021-09-25 18:06,116.93,not evaluated
2021-09-25 18:36,115.36,not evaluated
2021-09-25 19:06,113.71,not evaluated
2021-09-25 19:36,118.23,not evaluated
2021-09-25 20:06,113.45,not evaluated
2021-09-25 20:36,120.36,not evaluated
2021-09-25 21:06,117.31,not evaluated
2021-09-25 21:36,117.61,not evaluated
2021-09-25 22:06,114.89,not evaluated
2021-09-25 22:36,118.48,not evaluated
2021-09-25 23:06,116.13,not evaluated
2021-09-25 23:36,111.86,not evaluated
2021-09-26 00:06,110.88,not evaluated
2021-09-26 00:36,118.22,not evaluated
2021-09-26 01:06,109.45,not evaluated
2021-09-26 01:36,118.50,not evaluated
2021-09-26 02:06,111.21,not evaluated
2021-09-26 02:36,112.03,not evaluated
2021-09-26 03:06,112.44,not evaluated
2021-09-26 03:36,111.51,not evaluated
2021-09-26 04:06,112.14,not evaluated
2021-09-26 04:36,108.06,not evaluated
2021-09-26 05:06,115.32,not evaluated
2021-09-26 05:36,114.33,not evaluated
2021-09-26 06:06,112.88,not evaluated
2021-09-26 06:36,109.10,not evaluated
2021-09-26 07:06,107.85,not evaluated
2021-09-26 07:36,110.69,not evaluated
2021-09-26 08:06,110.90,not evaluated
2021-09-26 08:36,106.48,not evaluated
2021-09-26 09:06,106.52,not evaluated
2021-09-26 09:36,103.79,not evaluated
2021-09-26 10:06,102.50,not evaluated
2021-09-26 10:36,97.48,not evaluated
2021-09-26 11:06,110.73,not evaluated
2021-09-26 11:36,102.10,not evaluated
2021-09-26 12:06,101.43,not evaluated
2021-09-26 12:36,95.13,not evaluated
2021-09-26 13:06,103.69,not evaluated
2021-09-26 13:36,101.03,not evaluated
2021-09-26 14:06,98.77,not evaluated
2021-09-26 14:36,104.27,not evaluated
2021-09-26 15:06,101.25,not evaluated
2021-09-26 15:36,102.52,not evaluated
2021-09-26 16:06,105.26,not evaluated
2021-09-26 16:36,108.26,not evaluated
2021-09-26 17:06,110.71,not evaluated
2021-09-26 17:36,107.63,not evaluated
2021-09-26 18:06,108.04,not evaluated
2021-09-26 18:36,105.58,not evaluated
2021-09-26 19:06,106.12,not evaluated
2021-09-26 19:36,110.11,not evaluated
2021-09-26 20:06,106.07,not evaluated
2021-09-26 20:36,104.42,not evaluated
2021-09-26 21:06,110.23,not evaluated
2021-09-26 21:36,108.55,not evaluated
2021-09-26 22:06,104.25,not evaluated
2021-09-26 22:36,106.04,not evaluated
2021-09-26 23:06,107.35,not evaluated
2021-09-26 23:36,108.89,not evaluated
2021-09-27 00:06,105.81,not evaluated
2021-09-27 00:36,112.72,not evaluated
2021-09-27 01:06,106.83,not evaluated
2021-09-27 01:36,107.44,not evaluated
2021-09-27 02:06,106.63,not evaluated
2021-09-27 02:36,110.54,not evaluated
2021-09-27 03:06,103.35,not evaluated
2021-09-27 03:36,105.73,not evaluated
2021-09-27 04:06,105.20,not evaluated
2021-09-27 04:36,107.68,not evaluated
2021-09-27 05:06,104.34,not evaluated
2021-09-27 05:36,102.10,not evaluated
2021-09-27 06:06,107.28,not evaluated
2021-09-27 06:36,106.52,not evaluated
2021-09-27 07:06,105.17,not evaluated
2021-09-27 07:36,104.81,not evaluated
2021-09-27 08:06,109.16,not evaluated
2021-09-27 08:36,102.24,not evaluated
2021-09-27 09:06,107.06,not evaluated
2021-09-27 09:36,106.56,not evaluated
2021-09-27 10:06,104.85,not evaluated
2021-09-27 10:36,102.36,not evaluated
2021-09-27 11:06,105.67,not evaluated
2021-09-27 11:36,103.77,not evaluated
2021-09-27 12:06,99.79,not evaluated
2021-09-27 12:36,102.49,not evaluated
2021-09-27 13:06,105.73,not evaluated
2021-09-27 13:36,100.96,not evaluated
2021-09-27 14:06,111.11,not evaluated
2021-09-27 14:36,104.84,not evaluated
2021-09-27 15:06,103.71,not evaluated
2021-09-27 15:36,102.93,not evaluated
2021-09-27 16:06,110.15,not evaluated
2021-09-27 16:36,104.65,not evaluated
2021-09-27 17:06,110.25,not evaluated
2021-09-27 17:36,105.88,not evaluated
2021-09-27 18:06,108.71,not evaluated
2021-09-27 18:36,108.22,not evaluated
2021-09-27 19:06,110.77,not evaluated
2021-09-27 19:36,116.29,not evaluated
2021-09-27 20:06,106.16,not evaluated
2021-09-27 20:36,115.87,not evaluated
2021-09-27 21:06,104.76,not evaluated
2021-09-27 21:36,118.65,not evaluated
2021-09-27 22:06,109.30,not evaluated
2021-09-27 22:36,110.66,not evaluated
2021-09-27 23:06,119.88,not evaluated
2021-09-27 23:36,110.44,not evaluated
2021-09-28 00:06,113.04,not evaluated
2021-09-28 00:36,112.56,not evaluated
2021-09-28 01:06,119.31,not evaluated
2021-09-28 01:36,116.17,not evaluated
2021-09-28 02:06,121.87,not evaluated
2021-09-28 02:36,113.68,not evaluated
2021-09-28 03:06,117.68,not evaluated
2021-09-28 03:36,112.32,not evaluated
2021-09-28 04:06,116.86,not evaluated
2021-09-28 04:36,112.67,not evaluated
2021-09-28 05:06,113.34,not evaluated
2021-09-28 05:36,115.09,not evaluated
2021-09-28 06:06,113.43,not evaluated
2021-09-28 06:36,115.05,not evaluated
2021-09-28 07:06,110.49,not evaluated
2021-09-28 07:36,114.79,not evaluated
2021-09-28 08:06,111.11,not evaluated
2021-09-28 08:36,114.67,not evaluated
2021-09-28 09:06,119.45,not evaluated
2021-09-28 09:36,117.54,not evaluated
2021-09-28 10:06,116.76,not evaluated
2021-09-28 10:36,117.46,not evaluated
2021-09-28 11:06,115.29,not evaluated
2021-09-28 11:36,113.32,not evaluated
2021-09-28 12:06,116.28,not evaluated
2021-09-28 12:36,114.69,not evaluated
2021-09-28 13:06,116.90,not evaluated
2021-09-28 13:36,117.67,not evaluated
2021-09-28 14:06,111.71,not evaluated
2021-09-28 14:36,114.80,not evaluated
2021-09-28 15:06,121.35,not evaluated
2021-09-28 15:36,115.69,not evaluated
2021-09-28 16:06,124.15,not evaluated
2021-09-28 16:36,116.75,not evaluated
2021-09-28 17:06,124.92,not evaluated
2021-09-28 17:36,122.44,not evaluated
2021-09-28 18:06,110.66,not evaluated
2021-09-28 18:36,124.73,not evaluated
2021-09-28 19:06,124.25,not evaluated
2021-09-28 19:36,120.56,not evaluated
2021-09-28 20:06,123.74,not evaluated
2021-09-28 20:36,122.02,not evaluated
2021-09-28 21:06,120.54,not evaluated
2021-09-28 21:36,115.03,not evaluated
2021-09-28 22:06,118.09,not evaluated
2021-09-28 22:36,118.92,not evaluated
2021-09-28 23:06,117.95,not evaluated
2021-09-28 23:36,120.12,not evaluated
2021-09-29 00:06,121.79,not evaluated
2021-09-29 00:36,119.50,not evaluated
2021-09-29 01:06,117.33,not evaluated
2021-09-29 01:36,120.88,not evaluated
2021-09-29 02:06,120.13,not evaluated
2021-09-29 02:36,120.06,not evaluated
2021-09-29 03:06,118.74,not evaluated
2021-09-29 03:36,126.56,not evaluated
2021-09-29 04:06,120.55,not evaluated
2021-09-29 04:36,120.10,not evaluated
2021-09-29 05:06,122.62,not evaluated
2021-09-29 05:36,118.31,not evaluated
2021-09-29 06:06,123.47,not evaluated
2021-09-29 06:36,116.79,not evaluated
2021-09-29 07:06,125.21,not evaluated
2021-09-29 07:36,122.13,not evaluated
2021-09-29 08:06,122.09,not evaluated
2021-09-29 08:36,118.19,not evaluated
2021-09-29 09:06,120.03,not evaluated
2021-09-29 09:36,120.84,not evaluated
2021-09-29 10:06,124.46,not evaluated
2021-09-29 10:36,120.97,not evaluated
2021-09-29 11:06,118.68,not evaluated
2021-09-29 11:36,117.69,not evaluated
2021-09-29 12:06,121.08,not evaluated
2021-09-29 12:36,118.19,not evaluated
2021-09-29 13:06,117.72,not evaluated
2021-09-29 13:36,120.53,not evaluated
2021-09-29 14:06,120.80,not evaluated
2021-09-29 14:36,122.38,not evaluated
2021-09-29 15:06,116.14,not evaluated
2021-09-29 15:36,118.26,not evaluated
2021-09-29 16:06,120.60,not evaluated
2021-09-29 16:36,117.79,not evaluated
2021-09-29 17:06,114.37,not evaluated
2021-09-29 17:36,124.06,not evaluated
2021-09-29 18:06,123.94,not evaluated
2021-09-29 18:36,123.69,not evaluated
2021-09-29 19:06,118.38,not evaluated
2021-09-29 19:36,125.15,not evaluated
2021-09-29 20:06,123.31,not evaluated
2021-09-29 20:36,121.23,not evaluated
2021-09-29 21:06,120.78,not evaluated
2021-09-29 21:36,118.31,not evaluated
2021-09-29 22:06,114.56,not evaluated
2021-09-29 22:36,114.51,not evaluated
2021-09-29 23:06,118.17,not evaluated
2021-09-29 23:36,122.51,not evaluated
2021-09-30 00:06,75.13,not evaluated
2021-09-30 00:36,74.82,not evaluated
2021-09-30 01:06,79.79,not evaluated
2021-09-30 01:36,78.22,not evaluated
2021-09-30 02:06,73.87,not evaluated
2021-09-30 02:36,71.31,not evaluated
2021-09-30 03:06,118.47,not evaluated
2021-09-30 03:36,78.85,not evaluated
2021-09-30 04:06,118.63,not evaluated
2021-09-30 04:36,121.83,not evaluated
2021-09-30 05:06,117.92,not evaluated
2021-09-30 05:36,118.53,not evaluated
2021-09-30 06:06,120.03,not evaluated
2021-09-30 06:36,124.67,not evaluated
2021-09-30 07:06,116.81,not evaluated
2021-09-30 07:36,113.23,not evaluated
2021-09-30 08:06,117.47,not evaluated
2021-09-30 08:36,116.12,not evaluated
2021-09-30 09:06,22.93,not evaluated
2021-09-30 09:36,84.08,not evaluated
2021-09-30 10:06,83.14,not evaluated
2021-09-30 10:36,84.99,not evaluated
2021-09-30 11:06,85.16,not evaluated
2021-09-30 11:36,120.49,not evaluated
2021-09-30 12:06,119.22,not evaluated
2021-09-30 12:36,120.19,not evaluated
2021-09-30 13:06,119.54,not evaluated
2021-09-30 13:36,120.69,not evaluated
2021-09-30 14:06,122.76,not evaluated
2021-09-30 14:36,123.61,not evaluated
2021-09-30 15:06,122.06,not evaluated
2021-09-30 15:36,114.47,not evaluated
2021-09-30 16:06,123.90,not evaluated
2021-09-30 16:36,122.03,not evaluated
2021-09-30 17:06,119.72,not evaluated
2021-09-30 17:36,118.04,not evaluated
2021-09-30 18:06,120.70,not evaluated
2021-09-30 18:36,118.48,not evaluated
2021-09-30 19:06,122.56,not evaluated
2021-09-30 19:36,120.78,not evaluated
2021-09-30 20:06,116.38,not evaluated
2021-09-30 20:36,118.32,not evaluated
2021-09-30 21:06,119.09,not evaluated
2021-09-30 21:36,120.29,not evaluated
2021-09-30 22:06,116.72,not evaluated
2021-09-30 22:36,121.52,not evaluated
2021-09-30 23:06,121.59,not evaluated
2021-09-30 23:36,121.46,not evaluated
2021-10-01 00:06,122.18,not evaluated
2021-10-01 00:36,118.00,not evaluated
2021-10-01 01:06,118.89,not evaluated
2021-10-01 01:36,116.89,not evaluated
2021-10-01 02:06,117.14,not evaluated
2021-10-01 02:36,118.43,not evaluated
2021-10-01 03:06,122.06,not evaluated
2021-10-01 03:36,120.49,not evaluated
2021-10-01 04:06,119.94,not evaluated
2021-10-01 04:36,119.38,not evaluated
2021-10-01 05:06,120.80,not evaluated
2021-10-01 05:36,116.04,not evaluated
2021-10-01 06:06,111.96,not evaluated
2021-10-01 06:36,118.33,not evaluated
2021-10-01 07:06,118.59,not evaluated
2021-10-01 07:36,116.22,not evaluated
2021-10-01 08:06,117.58,not evaluated
2021-10-01 08:36,116.81,not evaluated
2021-10-01 09:06,118.57,not evaluated
2021-10-01 09:36,118.35,not evaluated
2021-10-01 10:06,117.20,not evaluated
2021-10-01 10:36,115.16,not evaluated
2021-10-01 11:06,116.40,not evaluated
2021-10-01 11:36,117.98,not evaluated
2021-10-01 12:06,114.57,not evaluated
2021-10-01 12:36,118.01,not evaluated
2021-10-01 13:06,118.40,not evaluated
2021-10-01 13:36,117.44,not evaluated
2021-10-01 14:06,116.14,not evaluated
2021-10-01 14:36,118.37,not evaluated
2021-10-01 15:06,118.13,not evaluated
2021-10-01 15:36,115.79,not evaluated
2021-10-01 16:06,118.33,not evaluated
2021-10-01 16:36,113.17,not evaluated
2021-10-01 17:06,119.50,not evaluated
2021-10-01 17:36,114.38,not evaluated
2021-10-01 18:06,116.32,not evaluated
2021-10-01 18:36,117.62,not evaluated
2021-10-01 19:06,113.56,not evaluated
2021-10-01 19:36,115.81,not evaluated
2021-10-01 20:06,121.52,not evaluated
2021-10-01 20:36,111.71,not evaluated
2021-10-01 21:06,118.03,not evaluated
2021-10-01 21:36,119.36,not evaluated
2021-10-01 22:06,120.62,not evaluated
2021-10-01 22:36,114.55,not evaluated
2021-10-01 23:06,114.18,not evaluated
2021-10-01 23:36,119.59,not evaluated
2021-10-02 00:06,120.78,not evaluated
2021-10-02 00:36,113.82,not evaluated
2021-10-02 01:06,120.33,not evaluated
2021-10-02 01:36,116.27,not evaluated
2021-10-02 02:06,118.37,not evaluated
2021-10-02 02:36,117.07,not evaluated
2021-10-02 03:06,120.91,not evaluated
2021-10-02 03:36,121.17,not evaluated
2021-10-02 04:06,122.01,not evaluated
2021-10-02 04:36,120.28,not evaluated
2021-10-02 05:06,119.86,not evaluated
2021-10-02 05:36,118.93,not evaluated
2021-10-02 06:06,118.44,not evaluated
2021-10-02 06:36,119.90,not evaluated
2021-10-02 07:06,122.79,not evaluated
2021-10-02 07:36,122.45,not evaluated
2021-10-02 08:06,118.99,not evaluated
2021-10-02 08:36,117.16,not evaluated
2021-10-02 09:06,121.77,not evaluated
2021-10-02 09:36,120.06,not evaluated
2021-10-02 10:06,122.29,not evaluated
2021-10-02 10:36,118.62,not evaluated
2021-10-02 11:06,126.58,not evaluated
2021-10-02 11:36,122.61,not evaluated
2021-10-02 12:06,120.87,not evaluated
2021-10-02 12:36,123.11,not evaluated
2021-10-02 13:06,117.76,not evaluated
2021-10-02 13:36,120.92,not evaluated
2021-10-02 14:06,121.49,not evaluated
2021-10-02 14:36,119.60,not evaluated
2021-10-02 15:06,119.39,not evaluated
2021-10-02 15:36,120.10,not evaluated
2021-10-02 16:06,118.08,not evaluated
2021-10-02 16:36,119.63,not evaluated
2021-10-02 17:06,123.30,not evaluated
2021-10-02 17:36,124.08,not evaluated
2021-10-02 18:06,122.03,not evaluated
2021-10-02 18:36,122.08,not evaluated
2021-10-02 19:06,120.98,not evaluated
2021-10-02 19:36,124.35,not evaluated
2021-10-02 20:06,123.59,not evaluated
2021-10-02 20:36,125.20,not evaluated
2021-10-02 21:06,122.51,not evaluated
2021-10-02 21:36,124.07,not evaluated
2021-10-02 22:06,124.18,not evaluated
2021-10-02 22:36,118.39,not evaluated
2021-10-02 23:06,123.91,not evaluated
2021-10-02 23:36,123.23,not evaluated
2021-10-03 00:06,119.60,not evaluated
2021-10-03 00:36,117.12,not evaluated
2021-10-03 01:06,121.45,not evaluated
2021-10-03 01:36,119.75,not evaluated
2021-10-03 02:06,119.92,not evaluated
2021-10-03 02:36,122.92,not evaluated
2021-10-03 03:06,123.34,not evaluated
2021-10-03 03:36,123.35,not evaluated
2021-10-03 04:06,119.51,not evaluated
2021-10-03 04:36,119.83,not evaluated
2021-10-03 05:06,118.74,not evaluated
2021-10-03 05:36,119.56,not evaluated
2021-10-03 06:06,124.16,not evaluated
2021-10-03 06:36,113.78,not evaluated
2021-10-03 07:06,119.08,not evaluated
2021-10-03 07:36,118.56,not evaluated
2021-10-03 08:06,117.20,not evaluated
2021-10-03 08:36,120.22,not evaluated
2021-10-03 09:06,120.23,not evaluated
2021-10-03 09:36,117.67,not evaluated
2021-10-03 10:06,115.85,not evaluated
2021-10-03 10:36,119.81,not evaluated
2021-10-03 11:06,119.25,not evaluated
2021-10-03 11:36,120.66,not evaluated
2021-10-03 12:06,116.85,not evaluated
2021-10-03 12:36,119.16,not evaluated
2021-10-03 13:06,117.85,not evaluated
2021-10-03 13:36,116.56,not evaluated
2021-10-03 14:06,117.50,not evaluated
2021-10-03 14:36,119.83,not evaluated
2021-10-03 15:06,115.77,not evaluated
2021-10-03 15:36,120.30,not evaluated
2021-10-03 16:06,120.39,not evaluated
2021-10-03 16:36,116.13,not evaluated
2021-10-03 17:06,120.81,not evaluated
2021-10-03 17:36,121.81,not evaluated
2021-10-03 18:06,118.12,not evaluated
2021-10-03 18:36,119.92,not evaluated
2021-10-03 19:06,115.31,not evaluated
2021-10-03 19:36,122.72,not evaluated
2021-10-03 20:06,120.64,not evaluated
2021-10-03 20:36,119.79,not evaluated
2021-10-03 21:06,115.40,not evaluated
2021-10-03 21:36,120.77,not evaluated
2021-10-03 22:06,119.87,not evaluated
2021-10-03 22:36,119.66,not evaluated
2021-10-03 23:06,117.89,not evaluated
2021-10-03 23:36,115.10,not evaluated
2021-10-04 00:06,117.72,not evaluated
2021-10-04 00:36,118.85,not evaluated
2021-10-04 01:06,122.51,not evaluated
2021-10-04 01:36,118.60,not evaluated
2021-10-04 02:06,121.97,not evaluated
2021-10-04 02:36,121.44,not evaluated
2021-10-04 03:06,120.22,not evaluated
2021-10-04 03:36,114.75,not evaluated
2021-10-04 04:06,122.39,not evaluated
2021-10-04 04:36,120.37,not evaluated
2021-10-04 05:06,121.36,not evaluated
2021-10-04 05:36,119.92,not evaluated
2021-10-04 06:06,114.64,not evaluated
2021-10-04 06:36,120.03,not evaluated
2021-10-04 07:06,113.08,not evaluated
2021-10-04 07:36,165.55,not evaluated
2021-10-04 08:06,114.70,not evaluated
2021-10-04 08:36,116.65,not evaluated
2021-10-04 08:52,200.87,not evaluated
2021-10-04 09:06,115.75,not evaluated
2021-10-04 09:22,48.09,not evaluated
2021-10-04 09:36,114.78,not evaluated
2021-10-04 09:52,107.15,not evaluated
2021-10-04 10:06,121.89,not evaluated
2021-10-04 10:22,115.39,not evaluated
2021-10-04 10:52,120.08,not evaluated
2021-10-04 11:22,116.97,not evaluated
2021-10-04 11:52,114.30,not evaluated
2021-10-04 12:22,111.31,not evaluated
2021-10-04 12:52,112.76,not evaluated
2021-10-04 13:22,112.65,not evaluated
2021-10-04 13:52,113.01,not evaluated
2021-10-04 14:22,116.27,not evaluated
2021-10-04 14:52,122.40,not evaluated
2021-10-04 15:22,112.32,not evaluated
2021-10-04 15:52,112.77,not evaluated
2021-10-04 16:22,117.10,not evaluated
2021-10-04 16:52,114.63,not evaluated
2021-10-04 17:22,116.18,not evaluated
2021-10-04 17:52,116.06,not evaluated
2021-10-04 18:22,117.22,not evaluated
2021-10-04 18:52,113.21,not evaluated
2021-10-04 19:22,112.39,not evaluated
2021-10-04 19:52,114.90,not evaluated
2021-10-04 20:22,111.67,not evaluated
2021-10-04 20:52,114.21,not evaluated
2021-10-04 21:22,116.24,not evaluated
2021-10-04 21:52,115.09,not evaluated
2021-10-04 22:22,107.97,not evaluated
2021-10-04 22:52,112.50,not evaluated
2021-10-04 23:22,112.05,not evaluated
2021-10-04 23:52,114.88,not evaluated
2021-10-05 00:22,114.22,not evaluated
2021-10-05 00:52,116.40,not evaluated
2021-10-05 01:22,112.45,not evaluated
2021-10-05 01:52,113.51,not evaluated
2021-10-05 02:22,108.36,not evaluated
2021-10-05 02:52,113.63,not evaluated
2021-10-05 03:22,113.86,not evaluated
2021-10-05 03:52,108.61,not evaluated
2021-10-05 04:22,110.49,not evaluated
2021-10-05 04:52,110.28,not evaluated
2021-10-05 05:22,112.95,not evaluated
2021-10-05 05:52,108.03,not evaluated
2021-10-05 06:22,114.98,not evaluated
2021-10-05 06:52,115.50,not evaluated
2021-10-05 07:22,115.13,not evaluated
2021-10-05 07:52,114.32,not evaluated
2021-10-05 08:22,115.03,not evaluated
2021-10-05 08:52,112.69,not evaluated
2021-10-05 09:22,110.40,not evaluated
2021-10-05 09:52,110.58,not evaluated
2021-10-05 10:22,118.19,not evaluated
2021-10-05 10:52,110.79,not evaluated
