Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
132,2334975.298,102026.923,-116.688,T05_16,-77.89460852,34.02519428,-116.688,0.033,0.033,0.062,0.046,6.345,ft,FIX,2022-09-19 11:12:32.4 UTC-04:00,2022-09-19 11:12:32.4 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3991.833,NAD83(2011) / North Carolina
133,2334991.916,102021.470,-116.191,T05_17,-77.89455389,34.02517879,-116.191,0.033,0.033,0.059,0.046,6.345,ft,FIX,2022-09-19 11:12:45.2 UTC-04:00,2022-09-19 11:12:45.2 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3991.176,NAD83(2011) / North Carolina
134,2335005.245,102016.644,-115.740,T05_18,-77.89451008,34.02516512,-115.740,0.033,0.033,0.052,0.046,6.345,ft,FIX,2022-09-19 11:12:59.0 UTC-04:00,2022-09-19 11:12:59.0 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3991.129,NAD83(2011) / North Carolina
135,2335019.117,102012.968,-115.381,T05_19,-77.89446445,34.02515460,-115.381,0.033,0.033,0.049,0.046,6.345,ft,FIX,2022-09-19 11:13:14.8 UTC-04:00,2022-09-19 11:13:14.8 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3989.867,NAD83(2011) / North Carolina
136,2335027.696,102010.513,-115.203,T05_20,-77.89443623,34.02514759,-115.203,0.033,0.033,0.046,0.046,6.345,ft,FIX,2022-09-19 11:13:30.6 UTC-04:00,2022-09-19 11:13:30.6 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3989.283,NAD83(2011) / North Carolina
137,2335035.522,102008.521,-115.035,T05_21,-77.89441048,34.02514188,-115.035,0.033,0.033,0.046,0.046,6.345,ft,FIX,2022-09-19 11:13:45.8 UTC-04:00,2022-09-19 11:13:45.8 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3988.535,NAD83(2011) / North Carolina
138,2335042.940,102004.208,-116.041,T05_22,-77.89438616,34.02512980,-116.041,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 11:13:57.8 UTC-04:00,2022-09-19 11:13:57.8 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3990.123,NAD83(2011) / North Carolina
139,2335050.940,102001.301,-116.844,T05_23,-77.89435987,34.02512157,-116.844,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 11:14:07.8 UTC-04:00,2022-09-19 11:14:07.8 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3990.211,NAD83(2011) / North Carolina
140,2335060.327,101998.422,-117.885,T05_24,-77.89432900,34.02511337,-117.885,0.033,0.033,0.046,0.046,6.345,ft,FIX,2022-09-19 11:14:20.8 UTC-04:00,2022-09-19 11:14:20.8 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3989.836,NAD83(2011) / North Carolina
141,2335071.107,101995.185,-119.010,T05_25,-77.89429355,34.02510415,-119.010,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 11:14:32.4 UTC-04:00,2022-09-19 11:14:32.4 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3989.369,NAD83(2011) / North Carolina
142,2335082.764,101991.671,-120.071,T05_26,-77.89425522,34.02509414,-120.071,0.033,0.033,0.046,0.046,6.345,ft,FIX,2022-09-19 11:14:55.8 UTC-04:00,2022-09-19 11:14:55.8 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3988.914,NAD83(2011) / North Carolina
143,2335092.123,101988.050,-120.849,T05_27,-77.89422447,34.02508391,-120.849,0.033,0.033,0.046,0.046,6.345,ft,FIX,2022-09-19 11:15:08.6 UTC-04:00,2022-09-19 11:15:08.6 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3989.332,NAD83(2011) / North Carolina
144,2335106.499,101983.700,-121.984,T05_28_WL,-77.89417719,34.02507151,-121.984,0.033,0.033,0.056,0.046,6.345,ft,FIX,2022-09-19 11:15:30.2 UTC-04:00,2022-09-19 11:15:30.2 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3988.875,NAD83(2011) / North Carolina
145,2335116.904,101979.871,-123.003,T05_29,-77.89414300,34.02506068,-123.003,0.033,0.033,0.059,0.046,6.345,ft,FIX,2022-09-19 11:15:44.4 UTC-04:00,2022-09-19 11:15:44.4 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3989.226,NAD83(2011) / North Carolina
146,2335133.003,101973.396,-123.983,T05_30,-77.89409012,34.02504239,-123.983,0.033,0.033,0.059,0.046,6.345,ft,FIX,2022-09-19 11:15:54.6 UTC-04:00,2022-09-19 11:15:54.6 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3990.353,NAD83(2011) / North Carolina
147,2335145.804,101967.896,-124.714,T05_31,-77.89404808,34.02502689,-124.714,0.033,0.033,0.059,0.046,6.345,ft,FIX,2022-09-19 11:16:07.2 UTC-04:00,2022-09-19 11:16:07.2 UTC-04:00,1,1.4,2336370.035,105767.597,-119.324,-77.88986829,34.03542870,-119.324,3991.638,NAD83(2011) / North Carolina
148,2333652.858,98261.473,-111.467,T06_01,-77.89910996,34.01488942,-111.467,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 11:27:39.0 UTC-04:00,2022-09-19 11:27:39.0 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,201.497,NAD83(2011) / North Carolina
149,2333657.083,98260.173,-111.241,T06_02,-77.89909606,34.01488572,-111.241,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 11:27:52.2 UTC-04:00,2022-09-19 11:27:52.2 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,204.389,NAD83(2011) / North Carolina
150,2333658.922,98256.913,-113.378,T06_03,-77.89909012,34.01487671,-113.378,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 11:28:10.8 UTC-04:00,2022-09-19 11:28:10.8 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,208.086,NAD83(2011) / North Carolina
151,2333662.169,98256.639,-114.362,T06_04,-77.89907941,34.01487586,-114.362,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 11:28:21.6 UTC-04:00,2022-09-19 11:28:21.6 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,209.681,NAD83(2011) / North Carolina
152,2333676.349,98251.913,-115.305,T06_05,-77.89903280,34.01486244,-115.305,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 11:28:39.0 UTC-04:00,2022-09-19 11:28:39.0 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,220.226,NAD83(2011) / North Carolina
153,2333694.953,98246.025,-115.658,T06_06,-77.89897164,34.01484570,-115.658,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 11:28:53.6 UTC-04:00,2022-09-19 11:28:53.6 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,234.521,NAD83(2011) / North Carolina
154,2333707.841,98241.641,-116.125,T06_07,-77.89892928,34.01483326,-116.125,0.033,0.033,0.043,0.046,6.345,ft,FIX,2022-09-19 11:29:04.0 UTC-04:00,2022-09-19 11:29:04.0 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,245.103,NAD83(2011) / North Carolina
155,2333718.392,98239.056,-116.795,T06_08,-77.89889456,34.01482584,-116.795,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 11:29:16.8 UTC-04:00,2022-09-19 11:29:16.8 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,253.160,NAD83(2011) / North Carolina
156,2333727.098,98236.355,-117.558,T06_09,-77.89886594,34.01481815,-117.558,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 11:29:27.4 UTC-04:00,2022-09-19 11:29:27.4 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,260.422,NAD83(2011) / North Carolina
157,2333733.871,98234.433,-117.117,T06_10,-77.89884366,34.01481266,-117.117,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 11:29:36.8 UTC-04:00,2022-09-19 11:29:36.8 UTC-04:00,1,1.4,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,266.000,NAD83(2011) / North Carolina
158,2333743.396,98232.742,-116.548,T06_11,-77.89881230,34.01480773,-116.548,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:29:49.0 UTC-04:00,2022-09-19 11:29:49.0 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,273.167,NAD83(2011) / North Carolina
159,2333754.811,98230.369,-116.106,T06_12,-77.89877472,34.01480086,-116.106,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:30:03.8 UTC-04:00,2022-09-19 11:30:03.8 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,282.221,NAD83(2011) / North Carolina
160,2333766.683,98227.025,-115.767,T06_13,-77.89873568,34.01479131,-115.767,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:30:14.2 UTC-04:00,2022-09-19 11:30:14.2 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,292.491,NAD83(2011) / North Carolina
161,2333777.088,98224.976,-115.662,T06_14,-77.89870142,34.01478536,-115.662,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:30:28.2 UTC-04:00,2022-09-19 11:30:28.2 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,300.970,NAD83(2011) / North Carolina
162,2333785.918,98222.289,-115.875,T06_15,-77.89867239,34.01477771,-115.875,0.033,0.033,0.039,0.046,6.345,ft,FIX,2022-09-19 11:30:44.4 UTC-04:00,2022-09-19 11:30:44.4 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,308.957,NAD83(2011) / North Carolina
163,2333795.662,98218.880,-116.876,T06_16,-77.89864037,34.01476805,-116.876,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:30:55.4 UTC-04:00,2022-09-19 11:30:55.4 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,318.170,NAD83(2011) / North Carolina
164,2333806.905,98215.881,-118.315,T06_17,-77.89860338,34.01475947,-118.315,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:31:10.0 UTC-04:00,2022-09-19 11:31:10.0 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,328.231,NAD83(2011) / North Carolina
165,2333817.418,98211.823,-119.220,T06_18,-77.89856885,34.01474800,-119.220,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:31:29.8 UTC-04:00,2022-09-19 11:31:29.8 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,338.597,NAD83(2011) / North Carolina
166,2333829.411,98208.231,-119.944,T06_19,-77.89852941,34.01473776,-119.944,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:31:42.6 UTC-04:00,2022-09-19 11:31:42.6 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,349.783,NAD83(2011) / North Carolina
167,2333840.043,98206.239,-120.479,T06_20,-77.89849440,34.01473197,-120.479,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:31:58.0 UTC-04:00,2022-09-19 11:31:58.0 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,358.973,NAD83(2011) / North Carolina
168,2333853.731,98201.397,-121.262,T06_21_WL,-77.89844942,34.01471825,-121.262,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:32:21.2 UTC-04:00,2022-09-19 11:32:21.2 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,372.430,NAD83(2011) / North Carolina
169,2333866.055,98197.062,-122.541,T06_22,-77.89840892,34.01470596,-122.541,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:32:38.8 UTC-04:00,2022-09-19 11:32:38.8 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,384.609,NAD83(2011) / North Carolina
170,2333885.098,98190.607,-124.536,T06_23,-77.89834633,34.01468765,-124.536,0.033,0.033,0.033,0.046,6.345,ft,FIX,2022-09-19 11:32:50.6 UTC-04:00,2022-09-19 11:32:50.6 UTC-04:00,1,1.2,2333573.477,98446.663,-108.819,-77.89936508,34.01540063,-108.819,403.391,NAD83(2011) / North Carolina
