Location,Profile,Method,Date,Time_UTC,X,Y,Z_NAVD88,DBL
Carolina Beach,CB_05,Hydro,20200512,15:07:42,2340071.33,111801.24,-27.7,1732.44
Carolina Beach,CB_05,Hydro,20200512,15:07:42,2340075.9,111799.66,-27.76,1737.26
Carolina Beach,CB_05,Hydro,20200512,15:07:41,2340080.43,111796.97,-27.82,1742.47
Carolina Beach,CB_05,Hydro,20200512,15:07:41,2340085.03,111795.21,-27.9,1747.4
Carolina Beach,CB_05,Hydro,20200512,15:07:40,2340089.81,111793.69,-27.98,1752.4
Carolina Beach,CB_05,Hydro,20200512,15:07:40,2340094.21,111791.95,-28.08,1757.13
Carolina Beach,CB_05,Hydro,20200512,15:07:39,2340098.79,111789.64,-28.19,1762.24
Carolina Beach,CB_05,Hydro,20200512,15:07:39,2340103.54,111788.53,-28.29,1767.06
Carolina Beach,CB_05,Hydro,20200512,15:07:38,2340108.69,111786.98,-28.35,1772.42
Carolina Beach,CB_05,Hydro,20200512,15:07:38,2340113.26,111785.62,-28.41,1777.16
Carolina Beach,CB_05,Hydro,20200512,15:07:37,2340117.85,111783.96,-28.45,1782.04
Carolina Beach,CB_05,Hydro,20200512,15:07:37,2340122.84,111781.86,-28.5,1787.45
Carolina Beach,CB_05,Hydro,20200512,15:07:36,2340127.44,111779.94,-28.58,1792.44
Carolina Beach,CB_05,Hydro,20200512,15:07:36,2340131.88,111778.2,-28.66,1797.21
Carolina Beach,CB_05,Hydro,20200512,15:07:35,2340136.65,111776.42,-28.73,1802.3
Carolina Beach,CB_05,Hydro,20200512,15:07:35,2340141.08,111774.19,-28.77,1807.24
Carolina Beach,CB_05,Hydro,20200512,15:07:34,2340145.53,111771.65,-28.84,1812.32
Carolina Beach,CB_05,Hydro,20200512,15:07:34,2340150.24,111769.52,-28.91,1817.48
Carolina Beach,CB_05,Hydro,20200512,15:07:33,2340154.98,111767.63,-29,1822.59
Carolina Beach,CB_05,Hydro,20200512,15:07:32,2340159.37,111765.8,-29.05,1827.34
Carolina Beach,CB_05,Hydro,20200512,15:07:32,2340163.66,111763.21,-29.15,1832.29
Carolina Beach,CB_05,Hydro,20200512,15:07:32,2340167.85,111761.17,-29.22,1836.94
Carolina Beach,CB_05,Hydro,20200512,15:07:31,2340172.8,111760,-29.24,1841.97
Carolina Beach,CB_05,Hydro,20200512,15:07:31,2340177.73,111758.65,-29.29,1847.04
Carolina Beach,CB_05,Hydro,20200512,15:07:31,2340183.29,111757.77,-29.41,1852.53
Carolina Beach,CB_05,Hydro,20200512,15:07:30,2340188.11,111756.75,-29.49,1857.38
Carolina Beach,CB_05,Hydro,20200512,15:07:30,2340192.88,111754.98,-29.5,1862.46
Carolina Beach,CB_05,Hydro,20200512,15:07:30,2340197.47,111753.51,-29.51,1867.27
Carolina Beach,CB_05,Hydro,20200512,15:07:29,2340201.63,111750.41,-29.52,1872.29
Carolina Beach,CB_05,Hydro,20200512,15:07:28,2340206.13,111747.4,-29.57,1877.59
Carolina Beach,CB_05,Hydro,20200512,15:07:28,2340211.3,111747.01,-29.71,1882.53
Carolina Beach,CB_05,Hydro,20200512,15:07:27,2340216.02,111745.76,-29.74,1887.37
Carolina Beach,CB_05,Hydro,20200512,15:07:26,2340220.99,111745.15,-29.81,1892.21
Carolina Beach,CB_05,Hydro,20200512,15:07:26,2340226.1,111744.25,-29.84,1897.28
Carolina Beach,CB_05,Hydro,20200512,15:07:25,2340231.08,111743.57,-29.9,1902.16
Carolina Beach,CB_05,Hydro,20200512,15:07:25,2340236.1,111741.75,-29.93,1907.49
Carolina Beach,CB_05,Hydro,20200512,15:07:24,2340240.71,111739.82,-29.98,1912.49
Carolina Beach,CB_05,Hydro,20200512,15:07:24,2340244.9,111737.63,-30.01,1917.2
Carolina Beach,CB_05,Hydro,20200512,15:07:24,2340250.02,111736,-30.08,1922.55
Carolina Beach,CB_05,Hydro,20200512,15:07:23,2340254.71,111734.59,-30.15,1927.43
Carolina Beach,CB_05,Hydro,20200512,15:07:23,2340259.85,111734.44,-30.19,1932.25
Carolina Beach,CB_05,Hydro,20200512,15:07:23,2340265.44,111734.07,-30.2,1937.57
Carolina Beach,CB_05,Hydro,20200512,15:07:22,2340269.5,111731.85,-30.19,1942.17
Carolina Beach,CB_05,Hydro,20200512,15:07:22,2340273.47,111727.87,-30.19,1947.34
Carolina Beach,CB_05,Hydro,20200512,15:07:21,2340277.67,111725.93,-30.24,1951.96
Carolina Beach,CB_05,Hydro,20200512,15:07:21,2340282.85,111724.7,-30.31,1957.23
Carolina Beach,CB_05,Hydro,20200512,15:07:21,2340287.82,111723.98,-30.35,1962.1
Carolina Beach,CB_05,Hydro,20200512,15:07:20,2340291.35,111719.23,-30.37,1967.16
Carolina Beach,CB_05,Hydro,20200512,15:07:20,2340295.68,111715.85,-30.46,1972.44
Carolina Beach,CB_05,Hydro,20200512,15:07:19,2340300.11,111714.14,-30.53,1977.19
Carolina Beach,CB_05,Hydro,20200512,15:07:18,2340304.75,111712.37,-30.58,1982.15
Carolina Beach,CB_05,Hydro,20200512,15:07:18,2340309.74,111710.92,-30.65,1987.32
Carolina Beach,CB_05,Hydro,20200512,15:07:17,2340314.44,111709.33,-30.72,1992.27
Carolina Beach,CB_05,Hydro,20200512,15:07:17,2340319.06,111707.22,-30.71,1997.35
Carolina Beach,CB_05,Hydro,20200512,15:07:16,2340323.96,111706.19,-30.75,2002.28
Carolina Beach,CB_05,Hydro,20200512,15:07:16,2340329.24,111705.5,-30.79,2007.43
Carolina Beach,CB_05,Hydro,20200512,15:07:15,2340334.48,111704.93,-30.8,2012.5
Carolina Beach,CB_05,Hydro,20200512,15:07:15,2340339.41,111704.06,-30.81,2017.4
Carolina Beach,CB_05,Hydro,20200512,15:07:15,2340344.44,111703.61,-30.84,2022.23
Carolina Beach,CB_05,Hydro,20200512,15:07:14,2340349.44,111701.64,-30.87,2027.61
Carolina Beach,CB_05,Hydro,20200512,15:07:14,2340353.56,111698.71,-30.91,2032.52
Carolina Beach,CB_05,Hydro,20200512,15:07:13,2340357.56,111696.16,-30.93,2037.19
Carolina Beach,CB_05,Hydro,20200512,15:07:13,2340361.94,111693.29,-31.02,2042.32
Carolina Beach,CB_05,Hydro,20200512,15:07:12,2340366.09,111690.55,-31.08,2047.2
Carolina Beach,CB_05,Hydro,20200512,15:07:11,2340370.51,111687.49,-31.1,2052.44
Carolina Beach,CB_05,Hydro,20200512,15:07:11,2340374.35,111684.37,-31.17,2057.17
Carolina Beach,CB_05,Hydro,20200512,15:07:10,2340378.62,111682.16,-31.22,2061.96
Carolina Beach,CB_05,Hydro,20200512,15:07:10,2340383.85,111680.56,-31.25,2067.41
Carolina Beach,CB_05,Hydro,20200512,15:07:10,2340388.1,111678.81,-31.25,2072
Carolina Beach,CB_05,Hydro,20200512,15:07:09,2340392.51,111676.39,-31.25,2077
Carolina Beach,CB_05,Hydro,20200512,15:07:09,2340397.06,111673.95,-31.3,2082.13
Carolina Beach,CB_05,Hydro,20200512,15:07:09,2340401.92,111672.21,-31.35,2087.29
Carolina Beach,CB_05,Hydro,20200512,15:07:08,2340406.94,111671.27,-31.36,2092.3
Carolina Beach,CB_05,Hydro,20200512,15:07:08,2340411.31,111669.11,-31.37,2097.16
Carolina Beach,CB_05,Hydro,20200512,15:07:07,2340416.02,111666.77,-31.44,2102.4
Carolina Beach,CB_05,Hydro,20200512,15:07:07,2340420.89,111665.12,-31.47,2107.53
Carolina Beach,CB_05,Hydro,20200512,15:07:06,2340425.47,111663.38,-31.48,2112.43
Carolina Beach,CB_05,Hydro,20200512,15:07:05,2340429.63,111660.7,-31.65,2117.29
Carolina Beach,CB_05,Hydro,20200512,15:07:05,2340434.77,111660.31,-31.77,2122.2
Carolina Beach,CB_05,Hydro,20200512,15:07:04,2340439.51,111658.54,-31.68,2127.26
Carolina Beach,CB_05,Hydro,20200512,15:07:04,2340443.88,111656.42,-31.61,2132.11
Carolina Beach,CB_05,Hydro,20200512,15:07:03,2340448.33,111654.15,-31.56,2137.09
Carolina Beach,CB_05,Hydro,20200512,15:07:03,2340453.28,111651.82,-31.66,2142.55
Carolina Beach,CB_05,Hydro,20200512,15:07:02,2340458.1,111650.46,-31.81,2147.53
Carolina Beach,CB_05,Hydro,20200512,15:07:02,2340463.18,111650.46,-31.91,2152.24
Carolina Beach,CB_05,Hydro,20200512,15:07:01,2340467.84,111647.66,-31.96,2157.61
Carolina Beach,CB_05,Hydro,20200512,15:07:01,2340471.35,111644.02,-31.91,2162.22
Carolina Beach,CB_05,Hydro,20200512,0.629861111,2340476.24,111642.62,-31.97,2167.28
Carolina Beach,CB_05,Hydro,20200512,0.629861111,2340480.69,111640.71,-32.03,2172.12
Carolina Beach,CB_05,Hydro,20200512,15:06:59,2340485.44,111638.6,-32.08,2177.32
Carolina Beach,CB_05,Hydro,20200512,15:06:59,2340490.23,111636.63,-32.12,2182.5
Carolina Beach,CB_05,Hydro,20200512,15:06:58,2340494.75,111635.14,-32.16,2187.25
Carolina Beach,CB_05,Hydro,20200512,15:06:58,2340499.17,111633.13,-32.18,2192.1
Carolina Beach,CB_05,Hydro,20200512,15:06:57,2340503.58,111630.95,-32.21,2197
Carolina Beach,CB_05,Hydro,20200512,15:06:57,2340508.3,111629.23,-32.23,2202.02
Carolina Beach,CB_05,Hydro,20200512,15:06:57,2340513.46,111627.75,-32.26,2207.36
Carolina Beach,CB_05,Hydro,20200512,15:06:56,2340518.37,111626.58,-32.32,2212.35
Carolina Beach,CB_05,Hydro,20200512,15:06:56,2340522.65,111624.58,-32.34,2217.07
Carolina Beach,CB_05,Hydro,20200512,15:06:55,2340527.28,111622.53,-32.26,2222.13
Carolina Beach,CB_05,Hydro,20200512,15:06:55,2340532.3,111620.65,-32.23,2227.49
Carolina Beach,CB_05,Hydro,20200512,15:06:55,2340537.38,111619.77,-32.25,2232.53
Carolina Beach,CB_05,Hydro,20200512,15:06:54,2340542.06,111619.11,-32.27,2237.12
Carolina Beach,CB_05,Hydro,20200512,15:06:54,2340547.13,111617.69,-32.26,2242.35
Carolina Beach,CB_05,Hydro,20200512,15:06:53,2340551.8,111615.98,-32.31,2247.32
Carolina Beach,CB_05,Hydro,20200512,15:06:52,2340556.78,111615.44,-32.33,2252.14
Carolina Beach,CB_05,Hydro,20200512,15:06:52,2340562.15,111614.21,-32.35,2257.58
Carolina Beach,CB_05,Hydro,20200512,15:06:51,2340566.8,111612.6,-32.42,2262.49
Carolina Beach,CB_05,Hydro,20200512,15:06:51,2340571.04,111610.87,-32.49,2267.07
Carolina Beach,CB_05,Hydro,20200512,15:06:50,2340575.96,111609.79,-32.52,2272.04
Carolina Beach,CB_05,Hydro,20200512,15:06:50,2340581.05,111608.62,-32.49,2277.2
Carolina Beach,CB_05,Hydro,20200512,15:06:50,2340586.9,111608.81,-32.57,2282.55
Carolina Beach,CB_05,Hydro,20200512,15:06:49,2340590.72,111605.34,-32.54,2287.39
Carolina Beach,CB_05,Hydro,20200512,15:06:48,2340594.38,111600.89,-32.56,2292.45
Carolina Beach,CB_05,Hydro,20200512,15:06:48,2340598.38,111598.22,-32.58,2297.16
Carolina Beach,CB_05,Hydro,20200512,15:06:47,2340603.23,111595.7,-32.59,2302.6
Carolina Beach,CB_05,Hydro,20200512,15:06:47,2340607.81,111594.18,-32.61,2307.42
Carolina Beach,CB_05,Hydro,20200512,15:06:46,2340612.9,111593.21,-32.6,2312.5
Carolina Beach,CB_05,Hydro,20200512,15:06:45,2340617.48,111592.11,-32.65,2317.16
Carolina Beach,CB_05,Hydro,20200512,15:06:45,2340622.09,111589.76,-32.74,2322.31
Carolina Beach,CB_05,Hydro,20200512,15:06:44,2340627.24,111589.32,-32.74,2327.25
Carolina Beach,CB_05,Hydro,20200512,15:06:44,2340632.73,111589.89,-32.69,2332.13
Carolina Beach,CB_05,Hydro,20200512,15:06:44,2340638.12,111590.22,-32.71,2337
Carolina Beach,CB_05,Hydro,20200512,15:06:43,2340643.55,111589.97,-32.77,2342.13
Carolina Beach,CB_05,Hydro,20200512,15:06:43,2340648.22,111587.48,-32.76,2347.39
Carolina Beach,CB_05,Hydro,20200512,15:06:43,2340653.28,111586.11,-32.76,2352.6
Carolina Beach,CB_05,Hydro,20200512,15:06:42,2340658.13,111585.5,-32.76,2357.32
Carolina Beach,CB_05,Hydro,20200512,15:06:42,2340663.49,111585.47,-32.71,2362.31
Carolina Beach,CB_05,Hydro,20200512,15:06:41,2340668.65,111584.65,-32.71,2367.4
Carolina Beach,CB_05,Hydro,20200512,15:06:41,2340673.55,111584,-32.7,2372.18
Carolina Beach,CB_05,Hydro,20200512,15:06:40,2340679.11,111583.38,-32.75,2377.57
Carolina Beach,CB_05,Hydro,20200512,15:06:39,2340683.98,111582.47,-32.83,2382.43
Carolina Beach,CB_05,Hydro,20200512,15:06:39,2340688.73,111580.99,-32.84,2387.39
Carolina Beach,CB_05,Hydro,20200512,15:06:38,2340693.01,111578.25,-32.87,2392.38
Carolina Beach,CB_05,Hydro,20200512,15:06:38,2340697.88,111576.93,-32.88,2397.39
Carolina Beach,CB_05,Hydro,20200512,15:06:37,2340702.2,111574.38,-32.86,2402.35
Carolina Beach,CB_05,Hydro,20200512,15:06:37,2340706.36,111571.77,-32.88,2407.19
Carolina Beach,CB_05,Hydro,20200512,15:06:36,2340710.6,111568.61,-32.88,2412.3
Carolina Beach,CB_05,Hydro,20200512,15:06:36,2340714.87,111565.98,-32.93,2417.25
Carolina Beach,CB_05,Hydro,20200512,15:06:36,2340719.86,111564.87,-32.96,2422.29
Carolina Beach,CB_05,Hydro,20200512,15:06:35,2340724.96,111563.65,-33,2427.47
Carolina Beach,CB_05,Hydro,20200512,15:06:34,2340728.62,111559.36,-33.06,2432.47
Carolina Beach,CB_05,Hydro,20200512,15:06:34,2340731.98,111554.91,-33,2437.26
Carolina Beach,CB_05,Hydro,20200512,15:06:33,2340735.9,111551.36,-33.04,2442.22
Carolina Beach,CB_05,Hydro,20200512,15:06:33,2340740.57,111549.88,-33.07,2447.11
Carolina Beach,CB_05,Hydro,20200512,15:06:32,2340745.25,111547.25,-33.09,2452.43
Carolina Beach,CB_05,Hydro,20200512,15:06:32,2340749.59,111544.8,-33.1,2457.37
Carolina Beach,CB_05,Hydro,20200512,15:06:31,2340753.81,111542.06,-33.13,2462.31
Carolina Beach,CB_05,Hydro,20200512,15:06:31,2340758.36,111539.34,-33.17,2467.55
Carolina Beach,CB_05,Hydro,20200512,15:06:31,2340762.36,111536.79,-33.21,2472.21
Carolina Beach,CB_05,Hydro,20200512,15:06:30,2340766.6,111534.06,-33.25,2477.17
Carolina Beach,CB_05,Hydro,20200512,15:06:30,2340770.7,111531.24,-33.23,2482.02
Carolina Beach,CB_05,Hydro,20200512,15:06:29,2340775.9,111529.57,-33.22,2487.47
Carolina Beach,CB_05,Hydro,20200512,15:06:29,2340780.01,111527.17,-33.24,2492.18
Carolina Beach,CB_05,Hydro,20200512,15:06:28,2340783.14,111520.93,-33.27,2497.42
Carolina Beach,CB_05,Hydro,20200512,15:06:28,2340786.74,111517.01,-33.31,2502.23
Carolina Beach,CB_05,Hydro,20200512,15:06:27,2340791.81,111516.28,-33.36,2507.2
Carolina Beach,CB_05,Hydro,20200512,15:06:27,2340796.65,111514.61,-33.37,2512.31
Carolina Beach,CB_05,Hydro,20200512,15:06:26,2340800.58,111511.02,-33.37,2517.3
Carolina Beach,CB_05,Hydro,20200512,15:06:26,2340804.83,111508.19,-33.37,2522.3
Carolina Beach,CB_05,Hydro,20200512,15:06:25,2340809.36,111505.32,-33.43,2527.58
Carolina Beach,CB_05,Hydro,20200512,15:06:25,2340813.31,111502.92,-33.45,2532.14
Carolina Beach,CB_05,Hydro,20200512,15:06:24,2340817.8,111500.58,-33.41,2537.18
Carolina Beach,CB_05,Hydro,20200512,15:06:24,2340823.05,111499.74,-33.47,2542.36
Carolina Beach,CB_05,Hydro,20200512,15:06:23,2340827.1,111496.46,-33.47,2547.35
Carolina Beach,CB_05,Hydro,20200512,15:06:22,2340830.56,111492.07,-33.49,2552.2
Carolina Beach,CB_05,Hydro,20200512,15:06:22,2340836.02,111492.08,-33.49,2557.26
Carolina Beach,CB_05,Hydro,20200512,15:06:22,2340841.26,111491.72,-33.52,2562.25
Carolina Beach,CB_05,Hydro,20200512,15:06:21,2340844.8,111490.67,-33.55,2565.93
Carolina Beach,CB_05,Hydro,20200512,15:06:21,2340850.31,111488.06,-33.57,2572.01
Carolina Beach,CB_05,Hydro,20200512,15:06:20,2340855.03,111485.81,-33.61,2577.23
Carolina Beach,CB_05,Hydro,20200512,15:06:20,2340859.88,111484.2,-33.63,2582.33
Carolina Beach,CB_05,Hydro,20200512,15:06:20,2340864.85,111483.35,-33.67,2587.26
Carolina Beach,CB_05,Hydro,20200512,15:06:19,2340868.85,111479.64,-33.66,2592.36
Carolina Beach,CB_05,Hydro,20200512,15:06:19,2340873.06,111477.07,-33.63,2597.22
Carolina Beach,CB_05,Hydro,20200512,15:06:18,2340877.83,111474.77,-33.67,2602.51
Carolina Beach,CB_05,Hydro,20200512,15:06:17,2340881.91,111471.66,-33.73,2607.46
Carolina Beach,CB_05,Hydro,20200512,15:06:17,2340886.1,111469.1,-33.76,2612.3
Carolina Beach,CB_05,Hydro,20200512,15:06:16,2340890.74,111467.02,-33.74,2617.38
Carolina Beach,CB_05,Hydro,20200512,15:06:16,2340894.88,111464.85,-33.73,2622.03
Carolina Beach,CB_05,Hydro,20200512,15:06:16,2340899.76,111462.4,-33.74,2627.47
Carolina Beach,CB_05,Hydro,20200512,15:06:15,2340904.44,111460.83,-33.77,2632.4
Carolina Beach,CB_05,Hydro,20200512,15:06:15,2340908.74,111459.08,-33.78,2637.04
Carolina Beach,CB_05,Hydro,20200512,15:06:14,2340913.46,111456.53,-33.8,2642.38
Carolina Beach,CB_05,Hydro,20200512,15:06:14,2340918.1,111455.49,-33.81,2647.07
Carolina Beach,CB_05,Hydro,20200512,15:06:13,2340923.29,111453.62,-33.8,2652.58
Carolina Beach,CB_05,Hydro,20200512,15:06:13,2340927.5,111451.6,-33.8,2657.24
Carolina Beach,CB_05,Hydro,20200512,15:06:12,2340932.02,111449.14,-33.82,2662.35
Carolina Beach,CB_05,Hydro,20200512,15:06:12,2340936.25,111446.48,-33.86,2667.27
Carolina Beach,CB_05,Hydro,20200512,15:06:11,2340940.7,111444.56,-33.88,2672.12
Carolina Beach,CB_05,Hydro,20200512,15:06:11,2340945.92,111444.02,-33.93,2677.16
Carolina Beach,CB_05,Hydro,20200512,15:06:10,2340950.29,111441.29,-33.92,2682.23
Carolina Beach,CB_05,Hydro,20200512,15:06:10,2340954.84,111438.46,-33.91,2687.51
Carolina Beach,CB_05,Hydro,20200512,15:06:09,2340959.33,111436.84,-33.89,2692.28
Carolina Beach,CB_05,Hydro,20200512,15:06:09,2340964.11,111435.5,-33.92,2697.22
Carolina Beach,CB_05,Hydro,20200512,15:06:08,2340969.1,111434.15,-33.99,2702.35
Carolina Beach,CB_05,Hydro,20200512,15:06:08,2340973.58,111432.04,-33.97,2707.29
Carolina Beach,CB_05,Hydro,20200512,15:06:07,2340978.53,111430.49,-34,2712.46
Carolina Beach,CB_05,Hydro,20200512,15:06:06,2340983.28,111428.84,-34.04,2717.48
Carolina Beach,CB_05,Hydro,20200512,15:06:06,2340986.9,111425.46,-34.07,2722.11
Carolina Beach,CB_05,Hydro,20200512,15:06:05,2340991.56,111423.78,-34.08,2727.06
Carolina Beach,CB_05,Hydro,20200512,15:06:05,2340997.48,111424.8,-34.13,2732.16
Carolina Beach,CB_05,Hydro,20200512,15:06:05,2341002.05,111423.86,-34.21,2736.75
Carolina Beach,CB_05,Hydro,20200512,15:06:04,2341007.96,111423.14,-34.32,2742.5
Carolina Beach,CB_05,Hydro,20200512,15:06:04,2341012.66,111421.7,-34.35,2747.4
Carolina Beach,CB_05,Hydro,20200512,15:06:04,2341016.98,111420.21,-34.32,2751.96
Carolina Beach,CB_05,Hydro,20200512,15:06:03,2341022.59,111419.81,-34.32,2757.31
Carolina Beach,CB_05,Hydro,20200512,15:06:03,2341027.84,111419.92,-34.31,2762.14
Carolina Beach,CB_05,Hydro,20200512,15:06:02,2341032.45,111417.25,-34.2,2767.42
Carolina Beach,CB_05,Hydro,20200512,15:06:02,2341036.3,111413.57,-34.22,2772.36
Carolina Beach,CB_05,Hydro,20200512,15:06:01,2341040.31,111409.69,-34.27,2777.54
Carolina Beach,CB_05,Hydro,20200512,15:06:01,2341044.91,111408.63,-34.36,2782.2
Carolina Beach,CB_05,Hydro,20200512,0.629166667,2341050.27,111408.35,-34.32,2787.27
Carolina Beach,CB_05,Hydro,20200512,0.629166667,2341054.59,111406.91,-34.35,2791.82
Carolina Beach,CB_05,Hydro,20200512,0.629166667,2341059.28,111405.19,-34.34,2796.81
Carolina Beach,CB_05,Hydro,20200512,15:05:59,2341064.12,111403.37,-34.34,2801.98
Carolina Beach,CB_05,Hydro,20200512,15:05:59,2341068.92,111401.82,-34.33,2807.01
Carolina Beach,CB_05,Hydro,20200512,15:05:58,2341074.62,111401,-34.36,2812.6
Carolina Beach,CB_05,Hydro,20200512,15:05:58,2341079.46,111400.78,-34.4,2817.17
Carolina Beach,CB_05,Hydro,20200512,15:05:58,2341084.71,111399.89,-34.41,2822.37
Carolina Beach,CB_05,Hydro,20200512,15:05:57,2341088.74,111396.53,-34.38,2827.37
Carolina Beach,CB_05,Hydro,20200512,15:05:57,2341093.31,111394.05,-34.4,2832.54
Carolina Beach,CB_05,Hydro,20200512,15:05:56,2341097.81,111392.49,-34.44,2837.29
Carolina Beach,CB_05,Hydro,20200512,15:05:55,2341102.75,111391.08,-34.48,2842.4
Carolina Beach,CB_05,Hydro,20200512,15:05:55,2341107.16,111389.2,-34.52,2847.19
Carolina Beach,CB_05,Hydro,20200512,15:05:54,2341111.34,111385.84,-34.62,2852.33
Carolina Beach,CB_05,Hydro,20200512,15:05:54,2341115.86,111384.42,-34.6,2857.05
Carolina Beach,CB_05,Hydro,20200512,15:05:53,2341121.69,111384.33,-34.65,2862.49
Carolina Beach,CB_05,Hydro,20200512,15:05:53,2341126.54,111383.39,-34.62,2867.34
Carolina Beach,CB_05,Hydro,20200512,15:05:52,2341129.83,111378.88,-34.61,2872.08
Carolina Beach,CB_05,Hydro,20200512,15:05:52,2341134.31,111376.21,-34.6,2877.23
Carolina Beach,CB_05,Hydro,20200512,15:05:51,2341139.47,111375.42,-34.61,2882.31
Carolina Beach,CB_05,Hydro,20200512,15:05:51,2341143.22,111372.03,-34.64,2887.06
Carolina Beach,CB_05,Hydro,20200512,15:05:51,2341147.35,111367.85,-34.64,2892.45
Carolina Beach,CB_05,Hydro,20200512,15:05:50,2341152.32,111367.12,-34.66,2897.34
Carolina Beach,CB_05,Hydro,20200512,15:05:50,2341156.94,111365.67,-34.72,2902.16
Carolina Beach,CB_05,Hydro,20200512,15:05:49,2341161,111362.85,-34.73,2906.98
Carolina Beach,CB_05,Hydro,20200512,15:05:49,2341165.79,111360.35,-34.72,2912.36
Carolina Beach,CB_05,Hydro,20200512,15:05:49,2341170.24,111358.39,-34.7,2917.22
Carolina Beach,CB_05,Hydro,20200512,15:05:48,2341174.79,111356.76,-34.75,2922.05
Carolina Beach,CB_05,Hydro,20200512,15:05:48,2341180.45,111356.13,-34.77,2927.54
Carolina Beach,CB_05,Hydro,20200512,15:05:47,2341184.77,111353.58,-34.78,2932.5
Carolina Beach,CB_05,Hydro,20200512,15:05:47,2341188.95,111350.68,-34.78,2937.46
Carolina Beach,CB_05,Hydro,20200512,15:05:46,2341193.52,111348.53,-34.78,2942.5
Carolina Beach,CB_05,Hydro,20200512,15:05:46,2341197.55,111345.85,-34.84,2947.24
Carolina Beach,CB_05,Hydro,20200512,15:05:45,2341202.38,111343.49,-34.87,2952.6
Carolina Beach,CB_05,Hydro,20200512,15:05:45,2341207.14,111342.87,-34.91,2957.25
Carolina Beach,CB_05,Hydro,20200512,15:05:44,2341212.15,111341.01,-35,2962.59
Carolina Beach,CB_05,Hydro,20200512,15:05:44,2341216.63,111339.14,-35.02,2967.45
Carolina Beach,CB_05,Hydro,20200512,15:05:44,2341220.6,111337.02,-34.99,2971.92
Carolina Beach,CB_05,Hydro,20200512,15:05:43,2341225.99,111335.21,-34.99,2977.6
Carolina Beach,CB_05,Hydro,20200512,15:05:43,2341231.19,111334.71,-35.04,2982.6
Carolina Beach,CB_05,Hydro,20200512,15:05:42,2341235.78,111333.73,-35.1,2987.23
Carolina Beach,CB_05,Hydro,20200512,15:05:42,2341239.83,111330.53,-35.08,2992.18
Carolina Beach,CB_05,Hydro,20200512,15:05:41,2341244.01,111327.63,-34.99,2997.14
Carolina Beach,CB_05,Hydro,20200512,15:05:41,2341249.01,111326.2,-35.01,3002.31
Carolina Beach,CB_05,Hydro,20200512,15:05:40,2341253.31,111323.31,-35.04,3007.38
Carolina Beach,CB_05,Hydro,20200512,15:05:39,2341257.52,111319.99,-35.06,3012.53
Carolina Beach,CB_05,Hydro,20200512,15:05:39,2341262.67,111319.35,-35.09,3017.55
Carolina Beach,CB_05,Hydro,20200512,15:05:38,2341267.15,111317.95,-35.07,3022.22
Carolina Beach,CB_05,Hydro,20200512,15:05:38,2341272.16,111317.2,-35.06,3027.15
Carolina Beach,CB_05,Hydro,20200512,15:05:38,2341277.26,111316,-35.09,3032.33
Carolina Beach,CB_05,Hydro,20200512,15:05:37,2341282.95,111316.14,-35.14,3037.55
Carolina Beach,CB_05,Hydro,20200512,15:05:37,2341286.84,111312.36,-35.16,3042.57
Carolina Beach,CB_05,Hydro,20200512,15:05:37,2341291.14,111311.27,-35.17,3046.97
Carolina Beach,CB_05,Hydro,20200512,15:05:36,2341296.06,111308.54,-35.15,3052.55
Carolina Beach,CB_05,Hydro,20200512,15:05:36,2341300.94,111308.09,-35.13,3057.25
Carolina Beach,CB_05,Hydro,20200512,15:05:36,2341306.63,111308.65,-35.18,3062.31
Carolina Beach,CB_05,Hydro,20200512,15:05:35,2341311.1,111306.62,-35.22,3067.22
Carolina Beach,CB_05,Hydro,20200512,15:05:35,2341314.93,111302.07,-35.15,3072.47
Carolina Beach,CB_05,Hydro,20200512,15:05:34,2341319.52,111300.72,-35.13,3077.24
Carolina Beach,CB_05,Hydro,20200512,15:05:33,2341325.86,111302.34,-35.18,3082.51
Carolina Beach,CB_05,Hydro,20200512,15:05:33,2341329.77,111299.37,-35.2,3087.24
Carolina Beach,CB_05,Hydro,20200512,15:05:32,2341333.58,111294.79,-35.26,3092.49
Carolina Beach,CB_05,Hydro,20200512,15:05:32,2341339.82,111296.74,-35.27,3097.55
Carolina Beach,CB_05,Hydro,20200512,15:05:31,2341345.31,111297.94,-35.32,3102.19
Carolina Beach,CB_05,Hydro,20200512,15:05:31,2341350.41,111297.55,-35.35,3107.06
Carolina Beach,CB_05,Hydro,20200512,15:05:31,2341354.44,111293.7,-35.38,3112.24
Carolina Beach,CB_05,Hydro,20200512,15:05:30,2341359.23,111291.83,-35.35,3117.38
Carolina Beach,CB_05,Hydro,20200512,15:05:30,2341363.58,111289.95,-35.27,3122.12
Carolina Beach,CB_05,Hydro,20200512,15:05:29,2341369.48,111290.29,-35.28,3127.46
Carolina Beach,CB_05,Hydro,20200512,15:05:29,2341374.96,111291.13,-35.36,3132.23
Carolina Beach,CB_05,Hydro,20200512,15:05:29,2341378.7,111287.1,-35.39,3137.21
Carolina Beach,CB_05,Hydro,20200512,15:05:28,2341383.18,111283.8,-35.33,3142.6
Carolina Beach,CB_05,Hydro,20200512,15:05:28,2341388.06,111282.73,-35.36,3147.52
Carolina Beach,CB_05,Hydro,20200512,15:05:27,2341392.51,111280.29,-35.38,3152.56
