Location,Profile,Method,Date,Time_UTC,X,Y,Z_NAVD88,DBL
Carolina Beach,CB_01,Topo,20190604,11:49:53,2338875.39,114382.71,11.7,58.66
Carolina Beach,CB_01,Topo,20190604,11:49:54,2338878.45,114381.85,10.75,61.84
Carolina Beach,CB_01,Topo,20190604,11:49:55,2338881.41,114380.88,9.89,64.94
Carolina Beach,CB_01,Topo,20190604,11:49:56,2338884.08,114380.33,9.57,67.67
Carolina Beach,CB_01,Topo,20190604,11:49:57,2338887.19,114379.87,9.23,70.8
Carolina Beach,CB_01,Topo,20190604,11:49:57,2338890.23,114379.52,9.1,73.83
Carolina Beach,CB_01,Topo,20190604,11:49:58,2338893.24,114378.74,9.18,76.94
Carolina Beach,CB_01,Topo,20190604,11:49:59,2338895.77,114377.77,9.26,79.63
Carolina Beach,CB_01,Topo,20190604,11:50:00,2338898.82,114376.68,9.52,82.85
Carolina Beach,CB_01,Topo,20190604,11:50:01,2338901.43,114374.95,9.61,85.8
Carolina Beach,CB_01,Topo,20190604,11:50:02,2338904.07,114373.59,9.58,88.69
Carolina Beach,CB_01,Topo,20190604,11:50:03,2338906.96,114372.7,9.29,91.71
Carolina Beach,CB_01,Topo,20190604,11:50:04,2338909.96,114371.96,9.12,94.8
Carolina Beach,CB_01,Topo,20190604,11:50:04,2338912.77,114370.93,8.95,97.78
Carolina Beach,CB_01,Topo,20190604,11:50:05,2338915.79,114370.1,8.86,100.91
Carolina Beach,CB_01,Topo,20190604,11:50:06,2338918.55,114369.71,8.85,103.68
Carolina Beach,CB_01,Topo,20190604,11:50:07,2338921.63,114369.75,8.86,106.66
Carolina Beach,CB_01,Topo,20190604,11:50:08,2338925.11,114370.71,8.91,109.81
Carolina Beach,CB_01,Topo,20190604,11:50:08,2338928.3,114371.36,8.99,112.74
Carolina Beach,CB_01,Topo,20190604,11:34:56,2338933.22,114367.64,7.4,118.42
Carolina Beach,CB_01,Topo,20190604,11:34:55,2338936.12,114366.76,7.08,121.44
Carolina Beach,CB_01,Topo,20190604,11:34:54,2338939.03,114365.99,6.77,124.45
Carolina Beach,CB_01,Topo,20190604,11:34:53,2338941.9,114365.46,6.52,127.37
Carolina Beach,CB_01,Topo,20190604,11:34:52,2338945,114364.79,6.41,130.54
Carolina Beach,CB_01,Topo,20190604,11:34:51,2338947.79,114363.62,6.25,133.53
Carolina Beach,CB_01,Topo,20190604,11:34:50,2338950.83,114363.08,6.16,136.61
Carolina Beach,CB_01,Topo,20190604,11:34:49,2338953.68,114362.5,5.95,139.51
Carolina Beach,CB_01,Topo,20190604,11:34:48,2338956.53,114361.44,5.9,142.54
Carolina Beach,CB_01,Topo,20190604,11:34:48,2338957.23,114361.66,5.84,143.16
Carolina Beach,CB_01,Topo,20190604,11:50:19,2338959.77,114360.34,5.62,145.95
Carolina Beach,CB_01,Topo,20190604,11:50:19,2338962.94,114360.86,5.4,148.9
Carolina Beach,CB_01,Topo,20190604,11:50:20,2338965.92,114360.78,5.14,151.81
Carolina Beach,CB_01,Topo,20190604,11:50:21,2338968.86,114360.68,4.82,154.68
Carolina Beach,CB_01,Topo,20190604,11:50:22,2338972.14,114360.52,4.44,157.9
Carolina Beach,CB_01,Laser,20190604,15:00:00,2338975.5,114358.5,4.26,161.65
Carolina Beach,CB_01,Laser,20190604,15:00:00,2338978.5,114358.5,4.35,164.56
Carolina Beach,CB_01,Laser,20190604,15:00:00,2338981.5,114355.5,4.54,168.2
Carolina Beach,CB_01,Laser,20190604,15:00:00,2338984.5,114355.5,4.76,171.11
Carolina Beach,CB_01,Laser,20190604,15:00:00,2338987.5,114355.5,4.98,174.02
Carolina Beach,CB_01,Laser,20190604,15:00:00,2338990.5,114355.5,5.17,176.93
Carolina Beach,CB_01,Laser,20190604,15:00:00,2338993.5,114352.5,5.29,180.57
Carolina Beach,CB_01,Laser,20190604,15:00:00,2338996.5,114352.5,5.42,183.48
Carolina Beach,CB_01,Laser,20190604,15:00:00,2338999.5,114352.5,5.55,186.39
Carolina Beach,CB_01,Laser,20190604,15:00:00,2339002.5,114352.5,5.61,189.3
Carolina Beach,CB_01,Laser,20190604,15:00:00,2339005.5,114349.5,5.77,192.94
Carolina Beach,CB_01,Laser,20190604,15:00:00,2339008.5,114349.5,5.86,195.85
Carolina Beach,CB_01,Laser,20190604,15:00:00,2339011.5,114349.5,5.92,198.76
Carolina Beach,CB_01,Laser,20190604,15:00:00,2339014.5,114349.5,6.02,201.67
Carolina Beach,CB_01,Laser,20190604,15:00:00,2339017.5,114346.5,6.11,205.31
Carolina Beach,CB_01,Laser,20190604,15:00:00,2339020.5,114346.5,6.2,208.22
Carolina Beach,CB_01,Topo,20190604,13:57:10,2339023.01,114344.68,6.25,211.1
Carolina Beach,CB_01,Topo,20190604,13:57:12,2339023.65,114344.99,6.27,211.64
Carolina Beach,CB_01,Topo,20190604,13:57:13,2339026.62,114344.1,6.3,214.74
Carolina Beach,CB_01,Topo,20190604,13:57:14,2339029.65,114343.48,5.45,217.83
Carolina Beach,CB_01,Topo,20190604,13:57:16,2339032.46,114342.83,4.48,220.71
Carolina Beach,CB_01,Topo,20190604,13:57:17,2339035.65,114342.52,3.96,223.88
Carolina Beach,CB_01,Topo,20190604,13:57:17,2339038.48,114342.35,3.6,226.67
Carolina Beach,CB_01,Topo,20190604,13:57:18,2339041.48,114341.95,3.24,229.68
Carolina Beach,CB_01,Topo,20190604,13:57:19,2339044.81,114341.42,2.94,233.04
Carolina Beach,CB_01,Topo,20190604,13:57:19,2339047.76,114341.16,2.67,235.96
Carolina Beach,CB_01,Topo,20190604,13:57:20,2339050.78,114340.68,2.37,239.01
Carolina Beach,CB_01,Topo,20190604,13:57:21,2339053.57,114340.25,2.09,241.82
Carolina Beach,CB_01,Topo,20190604,13:57:21,2339056.44,114339.72,1.91,244.73
Carolina Beach,CB_01,Topo,20190604,13:57:22,2339059.55,114338.62,1.7,248.02
Carolina Beach,CB_01,Topo,20190604,13:57:23,2339062.25,114337.66,1.49,250.87
Carolina Beach,CB_01,Topo,20190604,13:57:23,2339064.84,114336.3,1.3,253.71
Carolina Beach,CB_01,Topo,20190604,13:57:24,2339067.85,114335.13,1.13,256.91
Carolina Beach,CB_01,Topo,20190604,13:57:24,2339070.65,114334.09,1,259.88
Carolina Beach,CB_01,Topo,20190604,13:57:25,2339073.43,114332.98,0.91,262.85
Carolina Beach,CB_01,Topo,20190604,13:57:26,2339076.25,114332.05,0.88,265.81
Carolina Beach,CB_01,Topo,20190604,13:57:26,2339079.21,114330.87,0.75,268.97
Carolina Beach,CB_01,Topo,20190604,13:57:27,2339081.79,114330.08,0.75,271.66
Carolina Beach,CB_01,Topo,20190604,13:57:28,2339085.19,114329.49,0.68,275.1
Carolina Beach,CB_01,Topo,20190604,13:57:28,2339087.97,114328.67,0.58,278
Carolina Beach,CB_01,Topo,20190604,13:57:29,2339090.64,114328.22,0.48,280.7
Carolina Beach,CB_01,Topo,20190604,13:57:30,2339093.77,114327.46,0.39,283.92
Carolina Beach,CB_01,Topo,20190604,13:57:30,2339096.46,114326.9,0.34,286.66
Carolina Beach,CB_01,Topo,20190604,13:57:31,2339099.77,114326.04,0.33,290.08
Carolina Beach,CB_01,Topo,20190604,13:57:32,2339102.53,114325.23,0.29,292.96
Carolina Beach,CB_01,Topo,20190604,13:57:32,2339105.32,114324.53,0.21,295.84
Carolina Beach,CB_01,Topo,20190604,13:57:33,2339108.15,114323.76,0.12,298.77
Carolina Beach,CB_01,Topo,20190604,13:57:33,2339111,114323.23,0.01,301.66
Carolina Beach,CB_01,Topo,20190604,13:57:34,2339114.18,114322.57,-0.11,304.91
Carolina Beach,CB_01,Topo,20190604,13:57:35,2339116.91,114321.87,-0.19,307.72
Carolina Beach,CB_01,Topo,20190604,13:57:35,2339120.14,114321.02,-0.27,311.06
Carolina Beach,CB_01,Topo,20190604,13:57:36,2339122.88,114320.14,-0.37,313.94
Carolina Beach,CB_01,Topo,20190604,13:57:37,2339125.64,114319.48,-0.47,316.77
Carolina Beach,CB_01,Topo,20190604,13:57:37,2339128.81,114318.66,-0.58,320.05
Carolina Beach,CB_01,Topo,20190604,13:57:38,2339131.48,114318.08,-0.65,322.78
Carolina Beach,CB_01,Topo,20190604,13:57:39,2339134.32,114317.44,-0.73,325.69
Carolina Beach,CB_01,Topo,20190604,13:57:39,2339137.5,114316.57,-0.83,328.98
Carolina Beach,CB_01,Topo,20190604,13:57:40,2339140.21,114315.97,-0.93,331.76
Carolina Beach,CB_01,Topo,20190604,13:57:41,2339143.4,114315.15,-1.03,335.05
Carolina Beach,CB_01,Topo,20190604,13:57:41,2339146.11,114314.63,-1.14,337.81
Carolina Beach,CB_01,Topo,20190604,13:57:42,2339149.28,114313.89,-1.26,341.06
Carolina Beach,CB_01,Topo,20190604,13:57:42,2339151.91,114313.16,-1.35,343.79
Carolina Beach,CB_01,Topo,20190604,13:57:43,2339155.05,114312.51,-1.46,347
Carolina Beach,CB_01,Topo,20190604,13:57:44,2339157.7,114311.79,-1.56,349.74
Carolina Beach,CB_01,Topo,20190604,13:57:44,2339160.77,114311.19,-1.69,352.87
Carolina Beach,CB_01,Topo,20190604,13:57:45,2339163.88,114310.7,-1.79,356
Carolina Beach,CB_01,Topo,20190604,13:57:46,2339166.67,114310.08,-1.85,358.86
Carolina Beach,CB_01,Topo,20190604,13:57:46,2339169.84,114309.32,-1.95,362.12
Carolina Beach,CB_01,Topo,20190604,13:57:47,2339172.45,114308.22,-2.02,364.92
Carolina Beach,CB_01,Topo,20190604,13:57:48,2339175.51,114307.58,-2.13,368.04
Carolina Beach,CB_01,Topo,20190604,13:57:48,2339178.38,114306.72,-2.22,371.03
Carolina Beach,CB_01,Topo,20190604,13:57:49,2339181.15,114305.84,-2.31,373.93
Carolina Beach,CB_01,Topo,20190604,13:57:50,2339184.07,114305.16,-2.47,376.93
Carolina Beach,CB_01,Topo,20190604,13:57:51,2339186.65,114304.22,-2.56,379.66
Carolina Beach,CB_01,Topo,20190604,13:57:51,2339189.78,114303.45,-2.44,382.89
Carolina Beach,CB_01,Topo,20190604,13:57:52,2339192.71,114302.14,-2.54,386.05
Carolina Beach,CB_01,Topo,20190604,13:57:53,2339195.25,114301.1,-2.62,388.76
Carolina Beach,CB_01,Topo,20190604,13:57:54,2339198.19,114300.05,-2.61,391.87
Carolina Beach,CB_01,Topo,20190604,13:57:55,2339200.96,114299.14,-2.68,394.78
Carolina Beach,CB_01,Topo,20190604,13:57:55,2339204.14,114298.88,-2.71,397.93
Carolina Beach,CB_01,Topo,20190604,13:57:56,2339207.24,114298.86,-2.7,400.94
Carolina Beach,CB_01,Topo,20190604,13:57:57,2339209.97,114298.37,-2.7,403.71
Carolina Beach,CB_01,Hydro,20190603,13:49:08,2339210.48,114296.48,-2.83,404.66
Carolina Beach,CB_01,Topo,20190604,13:57:58,2339213.24,114298.05,-2.86,406.96
Carolina Beach,CB_01,Hydro,20190603,13:49:07,2339215.82,114296.81,-2.79,409.76
Carolina Beach,CB_01,Topo,20190604,13:57:59,2339216.13,114297.33,-2.87,409.93
Carolina Beach,CB_01,Topo,20190604,13:57:59,2339218.94,114296.98,-2.79,412.75
Carolina Beach,CB_01,Hydro,20190603,13:49:06,2339220.83,114296.09,-2.78,414.79
Carolina Beach,CB_01,Topo,20190604,13:58:00,2339221.9,114296.34,-2.76,415.77
Carolina Beach,CB_01,Topo,20190604,13:58:01,2339224.86,114296.29,-2.8,418.66
Carolina Beach,CB_01,Hydro,20190603,13:49:06,2339225.61,114294.7,-2.8,419.77
Carolina Beach,CB_01,Topo,20190604,13:58:02,2339227.87,114296.04,-2.86,421.64
Carolina Beach,CB_01,Hydro,20190603,13:49:05,2339230.09,114293.21,-2.89,424.48
Carolina Beach,CB_01,Topo,20190604,13:58:03,2339231.05,114295.48,-2.98,424.86
Carolina Beach,CB_01,Topo,20190604,13:58:04,2339233.98,114294.84,-3.01,427.86
Carolina Beach,CB_01,Topo,20190604,13:58:05,2339236.78,114293.16,-3.1,430.98
Carolina Beach,CB_01,Topo,20190604,13:58:06,2339239.34,114291.65,-3.17,433.83
Carolina Beach,CB_01,Topo,20190604,13:58:07,2339241.98,114290.31,-3.21,436.71
Carolina Beach,CB_01,Topo,20190604,13:58:08,2339244.77,114289.27,-3.28,439.67
Carolina Beach,CB_01,Topo,20190604,13:58:09,2339247.77,114288.08,-3.37,442.87
Carolina Beach,CB_01,Topo,20190604,13:58:10,2339250.57,114286.43,-3.47,445.99
Carolina Beach,CB_01,Topo,20190604,13:58:11,2339253.09,114285.04,-3.54,448.77
Carolina Beach,CB_01,Topo,20190604,13:58:12,2339256.17,114284.2,-3.56,451.96
Carolina Beach,CB_01,Topo,20190604,13:58:13,2339258.81,114283.57,-3.65,454.67
Carolina Beach,CB_01,Topo,20190604,13:58:14,2339261.92,114283.02,-3.73,457.83
Carolina Beach,CB_01,Topo,20190604,13:58:15,2339264.6,114281.84,-3.9,460.71
Carolina Beach,CB_01,Topo,20190604,13:58:16,2339267.58,114281.46,-3.95,463.69
Carolina Beach,CB_01,Topo,20190604,13:58:17,2339270.75,114281.3,-4.02,466.81
Carolina Beach,CB_01,Topo,20190604,13:58:18,2339273.73,114281.58,-4.04,469.63
Carolina Beach,CB_01,Topo,20190604,13:58:22,2339276.96,114281.96,-4.15,472.68
Carolina Beach,CB_01,Hydro,20190603,13:49:00,2339278.43,114279.42,-4.28,474.72
Carolina Beach,CB_01,Topo,20190604,13:58:23,2339279.91,114280.96,-4.25,475.78
Carolina Beach,CB_01,Topo,20190604,13:58:24,2339282.8,114280.52,-4.3,478.69
Carolina Beach,CB_01,Hydro,20190603,13:48:59,2339283.25,114278.3,-4.57,479.66
Carolina Beach,CB_01,Hydro,20190603,13:48:58,2339287.98,114277.41,-4.79,484.47
Carolina Beach,CB_01,Hydro,20190603,13:48:58,2339292.99,114276.28,-4.93,489.6
Carolina Beach,CB_01,Hydro,20190603,13:48:57,2339297.82,114274.9,-5.16,494.62
Carolina Beach,CB_01,Hydro,20190603,13:48:56,2339302.61,114273.45,-5.32,499.62
Carolina Beach,CB_01,Hydro,20190603,13:48:55,2339307.47,114271.89,-5.58,504.72
Carolina Beach,CB_01,Hydro,20190603,13:48:54,2339312.1,114270.48,-5.81,509.55
Carolina Beach,CB_01,Hydro,20190603,13:48:54,2339316.98,114268.94,-5.98,514.66
Carolina Beach,CB_01,Hydro,20190603,13:48:53,2339321.88,114267.32,-6.17,519.8
Carolina Beach,CB_01,Hydro,20190603,13:48:53,2339326.45,114265.79,-6.34,524.61
Carolina Beach,CB_01,Hydro,20190603,13:48:52,2339331.17,114264.22,-6.59,529.57
Carolina Beach,CB_01,Hydro,20190603,13:48:52,2339335.89,114262.63,-6.74,534.53
Carolina Beach,CB_01,Hydro,20190603,13:48:52,2339340.62,114261.07,-6.9,539.5
Carolina Beach,CB_01,Hydro,20190603,13:48:51,2339345.23,114259.54,-7.05,544.34
Carolina Beach,CB_01,Hydro,20190603,13:48:51,2339350.29,114257.82,-7.23,549.67
Carolina Beach,CB_01,Hydro,20190603,13:48:50,2339355.16,114256.21,-7.42,554.78
Carolina Beach,CB_01,Hydro,20190603,13:48:50,2339360.01,114254.69,-7.58,559.86
Carolina Beach,CB_01,Hydro,20190603,13:48:49,2339364.35,114253.41,-7.72,564.38
Carolina Beach,CB_01,Hydro,20190603,13:48:49,2339369.56,114251.9,-7.9,569.8
Carolina Beach,CB_01,Hydro,20190603,13:48:48,2339374.35,114250.6,-8.11,574.76
Carolina Beach,CB_01,Hydro,20190603,13:48:48,2339378.95,114249.48,-8.3,579.49
Carolina Beach,CB_01,Hydro,20190603,13:48:48,2339383.76,114248.16,-8.41,584.48
Carolina Beach,CB_01,Hydro,20190603,13:48:47,2339388.44,114246.77,-8.6,589.36
Carolina Beach,CB_01,Hydro,20190603,13:48:47,2339393.26,114245.48,-8.77,594.35
Carolina Beach,CB_01,Hydro,20190603,13:48:46,2339398.3,114244.52,-8.96,599.47
Carolina Beach,CB_01,Hydro,20190603,13:48:46,2339403,114243.46,-9.14,604.29
Carolina Beach,CB_01,Hydro,20190603,13:48:45,2339408.35,114242.27,-9.28,609.76
Carolina Beach,CB_01,Hydro,20190603,13:48:45,2339413.1,114241.2,-9.45,614.63
Carolina Beach,CB_01,Hydro,20190603,13:48:44,2339417.94,114240.11,-9.61,619.59
Carolina Beach,CB_01,Hydro,20190603,13:48:44,2339422.73,114238.99,-9.78,624.51
Carolina Beach,CB_01,Hydro,20190603,13:48:44,2339427.57,114237.74,-9.94,629.51
Carolina Beach,CB_01,Hydro,20190603,13:48:43,2339432.27,114236.48,-10.1,634.37
Carolina Beach,CB_01,Hydro,20190603,13:48:43,2339437.5,114235.42,-10.27,639.71
Carolina Beach,CB_01,Hydro,20190603,13:48:42,2339442.19,114234.68,-10.43,644.44
Carolina Beach,CB_01,Hydro,20190603,13:48:42,2339447.38,114233.79,-10.61,649.69
Carolina Beach,CB_01,Hydro,20190603,13:48:41,2339452.43,114232.96,-10.81,654.79
Carolina Beach,CB_01,Hydro,20190603,13:48:41,2339457.42,114232.2,-10.95,659.81
Carolina Beach,CB_01,Hydro,20190603,13:48:41,2339461.93,114231.46,-11.06,664.37
Carolina Beach,CB_01,Hydro,20190603,13:48:40,2339467.2,114230.53,-11.22,669.71
Carolina Beach,CB_01,Hydro,20190603,13:48:40,2339472.18,114229.53,-11.38,674.78
Carolina Beach,CB_01,Hydro,20190603,13:48:39,2339476.87,114228.44,-11.52,679.59
Carolina Beach,CB_01,Hydro,20190603,13:48:39,2339481.55,114227.15,-11.72,684.45
Carolina Beach,CB_01,Hydro,20190603,13:48:39,2339486.17,114225.72,-11.86,689.28
Carolina Beach,CB_01,Hydro,20190603,13:48:38,2339490.95,114224.19,-12.04,694.28
Carolina Beach,CB_01,Hydro,20190603,13:48:38,2339495.79,114222.54,-12.22,699.38
Carolina Beach,CB_01,Hydro,20190603,13:48:38,2339500.59,114220.85,-12.41,704.45
Carolina Beach,CB_01,Hydro,20190603,13:48:37,2339505.25,114218.93,-12.57,709.43
Carolina Beach,CB_01,Hydro,20190603,13:48:37,2339509.83,114216.87,-12.77,714.37
Carolina Beach,CB_01,Hydro,20190603,13:48:36,2339514.62,114214.95,-13.05,719.49
Carolina Beach,CB_01,Hydro,20190603,13:48:36,2339519.56,114212.93,-13.18,724.77
Carolina Beach,CB_01,Hydro,20190603,13:48:36,2339524.27,114210.9,-13.41,729.83
Carolina Beach,CB_01,Hydro,20190603,13:48:35,2339528.74,114209.01,-13.59,734.62
Carolina Beach,CB_01,Hydro,20190603,13:48:35,2339533.38,114207.11,-13.81,739.59
Carolina Beach,CB_01,Hydro,20190603,13:48:35,2339537.8,114205.39,-13.98,744.29
Carolina Beach,CB_01,Hydro,20190603,13:48:34,2339542.59,114203.47,-14.18,749.4
Carolina Beach,CB_01,Hydro,20190603,13:48:34,2339547.13,114201.64,-14.38,754.25
Carolina Beach,CB_01,Hydro,20190603,13:48:34,2339551.29,114200.41,-14.6,758.59
Carolina Beach,CB_01,Hydro,20190603,13:48:33,2339557.1,114198.89,-14.77,764.59
Carolina Beach,CB_01,Hydro,20190603,13:48:33,2339561.64,114197.56,-15,769.32
Carolina Beach,CB_01,Hydro,20190603,13:48:32,2339566.95,114196.01,-15.19,774.84
Carolina Beach,CB_01,Hydro,20190603,13:48:32,2339571.55,114194.71,-15.38,779.62
Carolina Beach,CB_01,Hydro,20190603,13:48:31,2339576.19,114193.45,-15.55,784.43
Carolina Beach,CB_01,Hydro,20190603,13:48:31,2339581.18,114192.3,-15.77,789.55
Carolina Beach,CB_01,Hydro,20190603,13:48:30,2339586.07,114191.19,-15.99,794.56
Carolina Beach,CB_01,Hydro,20190603,13:48:30,2339591.18,114189.98,-16.15,799.81
Carolina Beach,CB_01,Hydro,20190603,13:48:29,2339595.54,114188.93,-16.32,804.3
Carolina Beach,CB_01,Hydro,20190603,13:48:29,2339600.41,114187.7,-16.51,809.32
Carolina Beach,CB_01,Hydro,20190603,13:48:28,2339605.4,114186.38,-16.63,814.48
Carolina Beach,CB_01,Hydro,20190603,13:48:28,2339610.54,114185.05,-16.83,819.79
Carolina Beach,CB_01,Hydro,20190603,13:48:28,2339615.09,114183.98,-16.95,824.46
Carolina Beach,CB_01,Hydro,20190603,13:48:27,2339618.51,114183.27,-17.02,827.96
Carolina Beach,CB_01,Hydro,20190603,13:48:27,2339621.84,114182.67,-17.07,831.33
Carolina Beach,CB_01,Hydro,20190603,14:29:40,2339626.22,114181.22,-17.36,835.93
Carolina Beach,CB_01,Hydro,20190603,14:29:40,2339631.37,114180.14,-17.46,841.19
Carolina Beach,CB_01,Hydro,20190603,14:29:40,2339636.28,114179.03,-17.59,846.22
Carolina Beach,CB_01,Hydro,20190603,14:29:40,2339640.5,114178.01,-17.73,850.56
Carolina Beach,CB_01,Hydro,20190603,14:29:41,2339645.51,114176.8,-17.9,855.72
Carolina Beach,CB_01,Hydro,20190603,14:29:41,2339650.23,114175.73,-18.07,860.56
Carolina Beach,CB_01,Hydro,20190603,14:29:42,2339654.89,114174.69,-18.22,865.33
Carolina Beach,CB_01,Hydro,20190603,14:29:42,2339660.08,114173.68,-18.38,870.61
Carolina Beach,CB_01,Hydro,20190603,14:29:42,2339665.38,114172.94,-18.54,875.93
Carolina Beach,CB_01,Hydro,20190603,14:29:43,2339670.49,114172.2,-18.67,881.07
Carolina Beach,CB_01,Hydro,20190603,14:29:43,2339674.45,114170.49,-18.77,885.33
Carolina Beach,CB_01,Hydro,20190603,14:29:44,2339679.81,114168.21,-18.92,891.08
Carolina Beach,CB_01,Hydro,20190603,14:29:44,2339683.52,114166.59,-19.03,895.07
Carolina Beach,CB_01,Hydro,20190603,14:29:44,2339688.94,114165.31,-19.13,900.64
Carolina Beach,CB_01,Hydro,20190603,14:29:45,2339694.42,114164.34,-19.24,906.19
Carolina Beach,CB_01,Hydro,20190603,14:29:45,2339698.54,114163.84,-19.32,910.31
Carolina Beach,CB_01,Hydro,20190603,14:29:45,2339702.95,114162.55,-19.39,914.9
Carolina Beach,CB_01,Hydro,20190603,14:29:46,2339708.02,114160.44,-19.49,920.33
Carolina Beach,CB_01,Hydro,20190603,14:29:46,2339712.49,114159,-19.6,925.01
Carolina Beach,CB_01,Hydro,20190603,14:29:47,2339717.68,114157.73,-19.74,930.36
Carolina Beach,CB_01,Hydro,20190603,14:29:47,2339723.27,114156.58,-19.86,936.06
Carolina Beach,CB_01,Hydro,20190603,14:29:47,2339728.02,114155.94,-19.9,940.82
Carolina Beach,CB_01,Hydro,20190603,14:29:48,2339732.09,114154.75,-19.91,945.06
Carolina Beach,CB_01,Hydro,20190603,14:29:48,2339737.41,114152.77,-19.97,950.7
Carolina Beach,CB_01,Hydro,20190603,14:29:48,2339742.2,114151.51,-20.09,955.65
Carolina Beach,CB_01,Hydro,20190603,14:29:49,2339746.53,114149.99,-20.23,960.22
Carolina Beach,CB_01,Hydro,20190603,14:29:49,2339751.86,114149.59,-20.31,965.49
Carolina Beach,CB_01,Hydro,20190603,14:29:50,2339756.85,114149.26,-20.42,970.41
Carolina Beach,CB_01,Hydro,20190603,14:29:50,2339761.98,114148.54,-20.53,975.57
Carolina Beach,CB_01,Hydro,20190603,14:29:50,2339767.37,114146.61,-20.56,981.26
Carolina Beach,CB_01,Hydro,20190603,14:29:51,2339771.65,114145.3,-20.63,985.73
Carolina Beach,CB_01,Hydro,20190603,14:29:51,2339776.44,114144.02,-20.71,990.69
Carolina Beach,CB_01,Hydro,20190603,14:29:52,2339781.71,114142.78,-20.78,996.1
Carolina Beach,CB_01,Hydro,20190603,14:29:52,2339785.8,114141.77,-20.88,1000.32
Carolina Beach,CB_01,Hydro,20190603,14:29:52,2339791.29,114140.51,-20.99,1005.95
Carolina Beach,CB_01,Hydro,20190603,14:29:53,2339795.83,114139.53,-21,1010.59
Carolina Beach,CB_01,Hydro,20190603,14:29:53,2339801,114138.5,-21.05,1015.86
Carolina Beach,CB_01,Hydro,20190603,14:29:53,2339805.76,114137.55,-21.09,1020.7
Carolina Beach,CB_01,Hydro,20190603,14:29:54,2339810.19,114136.74,-21.15,1025.2
Carolina Beach,CB_01,Hydro,20190603,14:29:54,2339814.84,114135.91,-21.2,1029.91
Carolina Beach,CB_01,Hydro,20190603,14:29:54,2339820.84,114134.91,-21.31,1035.97
