Location,Profile,Date,Time_UTC,Method,X,Y,Z_NAVD88,DBL
Carolina Beach,CB_01,20180313,20:39:01,Topo,2338933.77,114368.16,9.4,118.83
Carolina Beach,CB_01,20180313,20:39:03,Topo,2338936.54,114367.4,10.55,121.7
Carolina Beach,CB_01,20180313,20:39:05,Topo,2338939.48,114366.79,12.18,124.7
Carolina Beach,CB_01,20180313,20:39:07,Topo,2338942.33,114365.85,13.21,127.69
Carolina Beach,CB_01,20180313,20:39:08,Topo,2338945.29,114365.84,14.47,130.56
Carolina Beach,CB_01,20180313,20:39:10,Topo,2338948.3,114364.8,15.14,133.74
Carolina Beach,CB_01,20180313,20:39:11,Topo,2338951.18,114364.55,14.63,136.59
Carolina Beach,CB_01,20180313,20:39:13,Topo,2338954.31,114363.94,12.65,139.78
Carolina Beach,CB_01,20180313,20:39:14,Topo,2338957.18,114363.13,11.35,142.76
Carolina Beach,CB_01,20180313,20:39:14,Topo,2338960.03,114361.59,9.93,145.9
Carolina Beach,CB_01,20180313,20:39:15,Topo,2338962.63,114360.79,9.19,148.61
Carolina Beach,CB_01,20180313,20:39:16,Topo,2338965.9,114360.23,8.75,151.92
Carolina Beach,CB_01,20180313,20:39:17,Topo,2338968.44,114359.34,8.35,154.6
Carolina Beach,CB_01,20180313,20:39:18,Topo,2338971.79,114359.21,8.05,157.88
Carolina Beach,CB_01,20180313,20:39:18,Topo,2338974.76,114359.15,7.71,160.78
Carolina Beach,CB_01,20180313,20:39:19,Topo,2338977.68,114358.51,7.47,163.77
Carolina Beach,CB_01,20180313,20:39:20,Topo,2338981.27,114357.23,7.16,167.56
Carolina Beach,CB_01,20180313,20:39:21,Topo,2338983.29,114355.84,6.92,169.86
Carolina Beach,CB_01,20180313,20:39:22,Topo,2338985.96,114354.67,6.7,172.73
Carolina Beach,CB_01,20180313,20:39:23,Topo,2338988.73,114354.02,6.42,175.57
Carolina Beach,CB_01,20180313,20:39:24,Topo,2338991.84,114353.01,6.16,178.84
Carolina Beach,CB_01,20180313,20:39:24,Topo,2338994.62,114352.23,5.92,181.72
Carolina Beach,CB_01,20180313,20:39:25,Topo,2338997.66,114351.48,5.63,184.85
Carolina Beach,CB_01,20180313,20:39:26,Topo,2339000.31,114350.84,5.32,187.58
Carolina Beach,CB_01,20180313,20:39:27,Topo,2339003.22,114349.94,4.95,190.62
Carolina Beach,CB_01,20180313,15:15:17,Topo,2339006.15,114349.1,4.75,193.67
Carolina Beach,CB_01,20180313,15:15:18,Topo,2339009.15,114348.69,4.4,196.68
Carolina Beach,CB_01,20180313,15:15:19,Topo,2339012.37,114348.1,4.1,199.94
Carolina Beach,CB_01,20180313,15:15:20,Topo,2339015.19,114346.94,3.8,202.96
Carolina Beach,CB_01,20180313,15:15:21,Topo,2339018.05,114346.07,3.59,205.95
Carolina Beach,CB_01,20180313,15:15:21,Topo,2339020.65,114345.66,3.45,208.57
Carolina Beach,CB_01,20180313,15:15:22,Topo,2339023.75,114345.13,3.23,211.7
Carolina Beach,CB_01,20180313,15:15:22,Topo,2339027.07,114344.7,3.02,215.03
Carolina Beach,CB_01,20180313,15:15:23,Topo,2339029.73,114344.04,2.9,217.77
Carolina Beach,CB_01,20180313,15:15:24,Topo,2339032.72,114343.31,2.71,220.85
Carolina Beach,CB_01,20180313,15:15:24,Topo,2339035.52,114342.92,2.53,223.66
Carolina Beach,CB_01,20180313,15:15:25,Topo,2339038.38,114342.38,2.34,226.57
Carolina Beach,CB_01,20180313,15:15:26,Topo,2339041.69,114341.85,2.12,229.91
Carolina Beach,CB_01,20180313,15:15:26,Topo,2339044.27,114340.76,1.88,232.67
Carolina Beach,CB_01,20180313,15:15:27,Topo,2339047.06,114339.84,1.64,235.6
Carolina Beach,CB_01,20180313,15:15:28,Topo,2339050.21,114339.05,1.39,238.85
Carolina Beach,CB_01,20180313,15:15:28,Topo,2339052.84,114338.07,1.19,241.64
Carolina Beach,CB_01,20180313,15:15:29,Topo,2339056.11,114337.28,0.93,245
Carolina Beach,CB_01,20180313,15:15:29,Topo,2339058.74,114336.45,0.69,247.76
Carolina Beach,CB_01,20180313,15:15:30,Topo,2339061.63,114335.87,0.44,250.7
Carolina Beach,CB_01,20180313,15:15:31,Topo,2339064.44,114335.27,0.18,253.57
Carolina Beach,CB_01,20180313,15:15:31,Topo,2339067.76,114334.65,-0.08,256.94
Carolina Beach,CB_01,20180313,15:15:32,Topo,2339070.54,114334.33,-0.23,259.72
Carolina Beach,CB_01,20180313,15:15:33,Topo,2339073.48,114333.49,-0.46,262.77
Carolina Beach,CB_01,20180313,15:15:33,Topo,2339076.27,114332.83,-0.72,265.64
Carolina Beach,CB_01,20180313,15:15:34,Topo,2339079.51,114331.89,-1,269.01
Carolina Beach,CB_01,20180313,15:15:34,Topo,2339082.21,114331.1,-1.18,271.82
Carolina Beach,CB_01,20180313,15:15:35,Topo,2339085.24,114330.17,-1.41,274.99
Carolina Beach,CB_01,20180313,15:15:36,Topo,2339087.8,114328.99,-1.51,277.76
Carolina Beach,CB_01,20180313,15:15:36,Topo,2339090.77,114328.29,-1.58,280.81
Carolina Beach,CB_01,20180313,15:15:37,Topo,2339093.77,114327.54,-1.55,283.9
Carolina Beach,CB_01,20180313,15:15:38,Topo,2339096.78,114326.85,-1.51,286.99
Carolina Beach,CB_01,20180313,15:15:39,Topo,2339099.44,114325.92,-1.55,289.79
Carolina Beach,CB_01,20180313,15:15:39,Topo,2339102.41,114325.43,-1.6,292.79
Carolina Beach,CB_01,20180313,15:15:40,Topo,2339105.44,114325.02,-1.61,295.83
Carolina Beach,CB_01,20180313,15:15:41,Topo,2339108.95,114324.02,-1.59,299.48
Carolina Beach,CB_01,20180313,15:15:41,Topo,2339111.26,114323.8,-1.65,301.78
Carolina Beach,CB_01,20180313,15:15:42,Topo,2339114.15,114322.84,-1.72,304.81
Carolina Beach,CB_01,20180313,15:15:43,Topo,2339116.97,114322.49,-1.74,307.63
Carolina Beach,CB_01,20180313,15:15:44,Topo,2339120.02,114321.7,-1.8,310.78
Carolina Beach,CB_01,20180313,15:15:45,Topo,2339122.67,114320.78,-1.81,313.58
Carolina Beach,CB_01,20180313,15:15:46,Topo,2339125.73,114319.98,-1.9,316.74
Carolina Beach,CB_01,20180313,15:15:46,Topo,2339128.49,114318.94,-1.99,319.67
Carolina Beach,CB_01,20180313,15:15:47,Topo,2339131.42,114318.17,-2.06,322.7
Carolina Beach,CB_01,20180313,15:15:48,Topo,2339134.39,114317.73,-2.25,325.69
Carolina Beach,CB_01,20180313,15:15:49,Topo,2339137.14,114316.82,-2.2,328.58
Carolina Beach,CB_01,20180313,15:15:50,Topo,2339140.31,114315.93,-2.16,331.87
Carolina Beach,CB_01,20180313,15:15:51,Topo,2339143.23,114315.08,-2.2,334.91
Carolina Beach,CB_01,20180313,15:15:52,Topo,2339145.95,114314.12,-2.43,337.78
Carolina Beach,CB_01,20180313,15:15:52,Topo,2339148.77,114313.37,-2.46,340.69
Carolina Beach,CB_01,20180313,15:15:53,Topo,2339151.57,114312.38,-2.29,343.65
Carolina Beach,CB_01,20180313,15:15:54,Topo,2339154.74,114311.61,-2.31,346.91
Carolina Beach,CB_01,20180313,15:15:55,Topo,2339157.29,114310.58,-2.37,349.64
Carolina Beach,CB_01,20180313,15:15:56,Topo,2339160.3,114309.74,-2.38,352.76
Carolina Beach,CB_01,20180313,15:15:56,Topo,2339162.98,114308.86,-2.44,355.57
Carolina Beach,CB_01,20180313,15:15:57,Topo,2339165.99,114307.62,-2.43,358.79
Carolina Beach,CB_01,20180313,15:15:58,Topo,2339169.05,114307.46,-2.53,361.8
Carolina Beach,CB_01,20180313,15:15:59,Topo,2339171.9,114307.1,-2.61,364.65
Carolina Beach,CB_01,20180313,15:16:00,Topo,2339174.9,114306.88,-2.69,367.62
Carolina Beach,CB_01,20180313,15:16:01,Topo,2339177.78,114305.63,-2.75,370.72
Carolina Beach,CB_01,20180313,15:16:02,Topo,2339180.74,114305.01,-2.71,373.74
Carolina Beach,CB_01,20180313,15:16:02,Topo,2339183.79,114304.44,-2.74,376.83
Carolina Beach,CB_01,20180313,15:16:03,Topo,2339186.75,114303.73,-2.75,379.88
Carolina Beach,CB_01,20180313,15:16:04,Topo,2339189.56,114303.49,-2.81,382.66
Carolina Beach,CB_01,20180313,15:16:05,Topo,2339192.35,114302.59,-2.81,385.59
Carolina Beach,CB_01,20180313,15:16:06,Topo,2339195.37,114301.92,-2.91,388.68
Carolina Beach,CB_01,20180313,15:16:07,Topo,2339198.03,114300.54,-2.87,391.59
Carolina Beach,CB_01,20180313,15:16:08,Topo,2339201.33,114300.04,-2.86,394.92
Carolina Beach,CB_01,20180313,15:16:09,Topo,2339204.11,114299.91,-2.89,397.65
Carolina Beach,CB_01,20180313,15:16:10,Topo,2339207.21,114299,-2.87,400.87
Carolina Beach,CB_01,20180313,15:16:10,Topo,2339209.96,114298.63,-2.93,403.63
Carolina Beach,CB_01,20180313,15:16:18,Topo,2339212.8,114297.91,-2.94,406.56
Carolina Beach,CB_01,20180313,15:16:40,Topo,2339215.91,114297.9,-2.98,409.58
Carolina Beach,CB_01,20180313,15:16:43,Topo,2339218.94,114296.55,-3.14,412.85
Carolina Beach,CB_01,20180313,15:16:44,Topo,2339221.72,114295.27,-3.17,415.86
Carolina Beach,CB_01,20180313,15:16:44,Topo,2339224.5,114294.04,-3.18,418.85
Carolina Beach,CB_01,20180313,15:16:46,Topo,2339227.25,114293.39,-3.3,421.68
Carolina Beach,CB_01,20180313,15:16:47,Topo,2339230.05,114292.37,-3.47,424.64
Carolina Beach,CB_01,20180313,15:16:48,Topo,2339233,114291.58,-3.57,427.69
Carolina Beach,CB_01,20180313,15:16:49,Topo,2339236.1,114291.56,-3.73,430.71
Carolina Beach,CB_01,20180313,15:16:50,Topo,2339239.13,114290.74,-3.91,433.84
Carolina Beach,CB_01,20180313,15:16:51,Topo,2339241.99,114290.09,-3.98,436.78
Carolina Beach,CB_01,20180313,15:16:52,Topo,2339244.85,114289.2,-4.08,439.77
Carolina Beach,CB_01,20180313,15:16:53,Topo,2339247.81,114288.11,-4.16,442.9
Carolina Beach,CB_01,20180313,15:16:54,Topo,2339250.53,114287.86,-4.24,445.6
Carolina Beach,CB_01,20180313,21:03:15,Hydro,2339255.92,114291.27,-4.82,450.01
Carolina Beach,CB_01,20180313,21:03:14,Hydro,2339260.83,114290.36,-5,454.99
Carolina Beach,CB_01,20180313,21:03:14,Hydro,2339266.02,114289.31,-5.16,460.28
Carolina Beach,CB_01,20180313,21:03:13,Hydro,2339270.73,114288.18,-5.3,465.13
Carolina Beach,CB_01,20180313,21:03:13,Hydro,2339275.42,114286.99,-5.44,469.96
Carolina Beach,CB_01,20180313,21:03:12,Hydro,2339280.19,114285.72,-5.6,474.9
Carolina Beach,CB_01,20180313,21:03:12,Hydro,2339284.85,114284.34,-5.73,479.76
Carolina Beach,CB_01,20180313,21:03:12,Hydro,2339289.7,114282.72,-5.94,484.85
Carolina Beach,CB_01,20180313,21:03:11,Hydro,2339294.32,114280.85,-6.16,489.79
Carolina Beach,CB_01,20180313,21:03:11,Hydro,2339299.12,114278.76,-6.39,494.95
Carolina Beach,CB_01,20180313,21:03:10,Hydro,2339303.6,114276.97,-6.66,499.73
Carolina Beach,CB_01,20180313,21:03:10,Hydro,2339308.55,114275.17,-6.98,504.97
Carolina Beach,CB_01,20180313,21:03:09,Hydro,2339313.18,114273.62,-7.28,509.84
Carolina Beach,CB_01,20180313,21:03:09,Hydro,2339318.33,114272.02,-7.61,515.22
Carolina Beach,CB_01,20180313,21:03:08,Hydro,2339323.24,114270.64,-7.89,520.32
Carolina Beach,CB_01,20180313,21:03:08,Hydro,2339327.98,114269.51,-8.14,525.19
Carolina Beach,CB_01,20180313,21:03:07,Hydro,2339332.58,114268.62,-8.32,529.87
Carolina Beach,CB_01,20180313,21:03:07,Hydro,2339337.83,114267.84,-8.49,535.15
Carolina Beach,CB_01,20180313,21:03:06,Hydro,2339342.75,114267.29,-8.64,540.06
Carolina Beach,CB_01,20180313,21:03:05,Hydro,2339348.01,114266.68,-8.79,545.31
Carolina Beach,CB_01,20180313,21:03:05,Hydro,2339352.81,114266.04,-8.96,550.12
Carolina Beach,CB_01,20180313,21:03:04,Hydro,2339357.95,114265.21,-9.1,555.31
Carolina Beach,CB_01,20180313,21:03:03,Hydro,2339362.79,114264.27,-9.24,560.24
Carolina Beach,CB_01,20180313,21:03:02,Hydro,2339367.53,114263.3,-9.38,565.07
Carolina Beach,CB_01,20180313,21:03:02,Hydro,2339372.45,114262.14,-9.53,570.12
Carolina Beach,CB_01,20180313,21:03:01,Hydro,2339377.43,114260.98,-9.68,575.24
Carolina Beach,CB_01,20180313,21:03:00,Hydro,2339382.3,114259.91,-9.87,580.22
Carolina Beach,CB_01,20180313,21:02:59,Hydro,2339387.25,114258.68,-10.05,585.32
Carolina Beach,CB_01,20180313,21:02:58,Hydro,2339391.85,114257.42,-10.22,590.09
Carolina Beach,CB_01,20180313,21:02:57,Hydro,2339396.63,114255.85,-10.41,595.11
Carolina Beach,CB_01,20180313,21:02:56,Hydro,2339401.43,114254.29,-10.59,600.14
Carolina Beach,CB_01,20180313,21:02:55,Hydro,2339406.26,114252.8,-10.79,605.19
Carolina Beach,CB_01,20180313,21:02:55,Hydro,2339411.02,114251.41,-11,610.14
Carolina Beach,CB_01,20180313,21:02:54,Hydro,2339416,114250.07,-11.19,615.3
Carolina Beach,CB_01,20180313,21:02:54,Hydro,2339420.83,114248.72,-11.38,620.31
Carolina Beach,CB_01,20180313,21:02:53,Hydro,2339425.57,114247.43,-11.55,625.22
Carolina Beach,CB_01,20180313,21:02:52,Hydro,2339430.37,114246.28,-11.73,630.16
Carolina Beach,CB_01,20180313,21:02:52,Hydro,2339435.27,114244.99,-11.9,635.23
Carolina Beach,CB_01,20180313,21:02:51,Hydro,2339439.9,114243.75,-12.06,640.02
Carolina Beach,CB_01,20180313,21:02:50,Hydro,2339445.01,114242.42,-12.25,645.3
Carolina Beach,CB_01,20180313,21:02:50,Hydro,2339449.5,114241.23,-12.41,649.94
Carolina Beach,CB_01,20180313,21:02:49,Hydro,2339454.61,114239.86,-12.63,655.23
Carolina Beach,CB_01,20180313,21:02:49,Hydro,2339459.45,114238.52,-12.8,660.25
Carolina Beach,CB_01,20180313,21:02:48,Hydro,2339464.12,114237.06,-12.94,665.14
Carolina Beach,CB_01,20180313,21:02:47,Hydro,2339468.94,114235.36,-13.13,670.23
Carolina Beach,CB_01,20180313,21:02:47,Hydro,2339473.41,114233.87,-13.29,674.92
Carolina Beach,CB_01,20180313,21:02:46,Hydro,2339478.37,114232.36,-13.5,680.1
Carolina Beach,CB_01,20180313,21:02:46,Hydro,2339483.17,114230.88,-13.67,685.12
Carolina Beach,CB_01,20180313,21:02:45,Hydro,2339487.64,114229.64,-13.79,689.75
Carolina Beach,CB_01,20180313,21:02:45,Hydro,2339492.46,114228.44,-13.93,694.72
Carolina Beach,CB_01,20180313,21:02:44,Hydro,2339497.47,114227.21,-14.09,699.88
Carolina Beach,CB_01,20180313,21:02:44,Hydro,2339502.34,114226.01,-14.24,704.9
Carolina Beach,CB_01,20180313,21:02:43,Hydro,2339507.01,114224.94,-14.39,709.69
Carolina Beach,CB_01,20180313,21:02:43,Hydro,2339512.5,114223.72,-14.59,715.31
Carolina Beach,CB_01,20180313,21:02:43,Hydro,2339516.79,114222.76,-14.73,719.7
Carolina Beach,CB_01,20180313,21:02:42,Hydro,2339521.73,114221.62,-14.85,724.77
Carolina Beach,CB_01,20180313,21:02:42,Hydro,2339526.79,114220.44,-15.01,729.97
Carolina Beach,CB_01,20180313,21:02:41,Hydro,2339531.81,114219.29,-15.15,735.12
Carolina Beach,CB_01,20180313,21:02:41,Hydro,2339536.76,114218.25,-15.34,740.17
Carolina Beach,CB_01,20180313,21:02:41,Hydro,2339541.72,114217.32,-15.45,745.21
Carolina Beach,CB_01,20180313,12:59:05,Hydro,2339545.7,114213.24,-15.63,750.06
Carolina Beach,CB_01,20180313,12:59:04,Hydro,2339550.29,114212.07,-15.78,754.79
Carolina Beach,CB_01,20180313,12:59:04,Hydro,2339555.53,114210.76,-15.9,760.2
Carolina Beach,CB_01,20180313,12:59:03,Hydro,2339560.18,114209.6,-16.02,764.99
Carolina Beach,CB_01,20180313,12:59:03,Hydro,2339564.85,114208.44,-16.16,769.8
Carolina Beach,CB_01,20180313,12:59:03,Hydro,2339570.01,114207.12,-16.28,775.13
Carolina Beach,CB_01,20180313,12:59:02,Hydro,2339574.7,114205.89,-16.43,779.97
Carolina Beach,CB_01,20180313,12:59:02,Hydro,2339579.36,114204.7,-16.57,784.78
Carolina Beach,CB_01,20180313,12:59:01,Hydro,2339584.44,114203.53,-16.67,790
Carolina Beach,CB_01,20180313,12:59:01,Hydro,2339589.21,114202.45,-16.78,794.89
Carolina Beach,CB_01,20180313,12:59:00,Hydro,2339594.02,114201.29,-16.96,799.83
Carolina Beach,CB_01,20180313,12:59:00,Hydro,2339598.89,114200.04,-17.11,804.86
Carolina Beach,CB_01,20180313,12:59:00,Hydro,2339603.81,114198.79,-17.22,809.94
Carolina Beach,CB_01,20180313,12:58:59,Hydro,2339608.84,114197.59,-17.36,815.11
Carolina Beach,CB_01,20180313,12:58:59,Hydro,2339613.9,114196.37,-17.49,820.31
Carolina Beach,CB_01,20180313,12:58:59,Hydro,2339618.44,114195.27,-17.62,824.98
Carolina Beach,CB_01,20180313,12:58:58,Hydro,2339623.11,114194.12,-17.74,829.79
Carolina Beach,CB_01,20180313,12:58:58,Hydro,2339628.22,114192.86,-17.84,835.06
Carolina Beach,CB_01,20180313,12:58:57,Hydro,2339632.86,114191.69,-17.96,839.84
Carolina Beach,CB_01,20180313,12:58:57,Hydro,2339638.1,114190.33,-18.09,845.26
Carolina Beach,CB_01,20180313,12:58:57,Hydro,2339642.58,114189.14,-18.21,849.89
Carolina Beach,CB_01,20180313,12:58:56,Hydro,2339647.66,114187.84,-18.31,855.13
Carolina Beach,CB_01,20180313,12:58:56,Hydro,2339652.2,114186.74,-18.41,859.8
Carolina Beach,CB_01,20180313,12:58:55,Hydro,2339657.43,114185.44,-18.53,865.19
Carolina Beach,CB_01,20180313,12:58:55,Hydro,2339661.81,114184.34,-18.61,869.71
Carolina Beach,CB_01,20180313,12:58:55,Hydro,2339667.21,114183.01,-18.75,875.27
Carolina Beach,CB_01,20180313,12:58:54,Hydro,2339672.11,114181.83,-18.9,880.31
Carolina Beach,CB_01,20180313,12:58:54,Hydro,2339676.56,114180.76,-18.96,884.89
Carolina Beach,CB_01,20180313,12:58:53,Hydro,2339681.36,114179.58,-19.04,889.83
Carolina Beach,CB_01,20180313,12:58:53,Hydro,2339686.57,114178.26,-19.17,895.21
Carolina Beach,CB_01,20180313,12:58:53,Hydro,2339691.3,114177.01,-19.31,900.1
Carolina Beach,CB_01,20180313,12:58:52,Hydro,2339696.19,114175.72,-19.43,905.15
Carolina Beach,CB_01,20180313,12:58:52,Hydro,2339700.85,114174.46,-19.51,909.98
Carolina Beach,CB_01,20180313,12:58:51,Hydro,2339705.47,114173.23,-19.55,914.76
Carolina Beach,CB_01,20180313,12:58:51,Hydro,2339710.6,114171.8,-19.64,920.08
Carolina Beach,CB_01,20180313,12:58:50,Hydro,2339715.26,114170.46,-19.69,924.93
Carolina Beach,CB_01,20180313,12:58:50,Hydro,2339719.91,114169.14,-19.73,929.76
Carolina Beach,CB_01,20180313,12:58:50,Hydro,2339725.07,114167.69,-19.85,935.12
Carolina Beach,CB_01,20180313,12:58:49,Hydro,2339729.67,114166.38,-19.96,939.9
Carolina Beach,CB_01,20180313,12:58:49,Hydro,2339734.57,114165.05,-20.01,944.98
Carolina Beach,CB_01,20180313,12:58:48,Hydro,2339739.51,114163.69,-20.06,950.1
Carolina Beach,CB_01,20180313,12:58:48,Hydro,2339744.49,114162.31,-20.18,955.26
Carolina Beach,CB_01,20180313,12:58:47,Hydro,2339748.86,114161.09,-20.26,959.8
Carolina Beach,CB_01,20180313,12:58:47,Hydro,2339754.14,114159.63,-20.38,965.28
Carolina Beach,CB_01,20180313,12:58:46,Hydro,2339758.91,114158.38,-20.51,970.21
Carolina Beach,CB_01,20180313,12:58:46,Hydro,2339763.75,114157.09,-20.59,975.21
Carolina Beach,CB_01,20180313,12:58:45,Hydro,2339768.53,114155.83,-20.59,980.16
Carolina Beach,CB_01,20180313,12:58:45,Hydro,2339773.29,114154.59,-20.56,985.08
Carolina Beach,CB_01,20180313,12:58:45,Hydro,2339778.02,114153.37,-20.65,989.96
Carolina Beach,CB_01,20180313,12:58:44,Hydro,2339782.8,114152.16,-20.75,994.89
Carolina Beach,CB_01,20180313,12:58:44,Hydro,2339787.57,114151.01,-20.81,999.8
Carolina Beach,CB_01,20180313,12:58:43,Hydro,2339791.73,114150.13,-20.86,1004.05
Carolina Beach,CB_01,20180313,21:02:16,Hydro,2339800.94,114161.26,-20.91,1010.29
Carolina Beach,CB_01,20180313,21:02:15,Hydro,2339805.68,114160.2,-20.95,1015.15
Carolina Beach,CB_01,20180313,21:02:15,Hydro,2339810.38,114159.24,-21,1019.94
Carolina Beach,CB_01,20180313,12:58:41,Hydro,2339810.04,114146.96,-21.03,1022.58
Carolina Beach,CB_01,20180313,21:02:14,Hydro,2339820.3,114157.03,-21.17,1030.1
Carolina Beach,CB_01,20180313,21:02:13,Hydro,2339825,114155.97,-21.25,1034.92
Carolina Beach,CB_01,20180313,12:58:40,Hydro,2339827.62,114144.9,-21.25,1040.14
Carolina Beach,CB_01,20180313,12:58:39,Hydro,2339832.55,114144.59,-21.3,1044.99
Carolina Beach,CB_01,20180313,12:58:39,Hydro,2339837.82,114144.24,-21.37,1050.19
Carolina Beach,CB_01,20180313,12:58:39,Hydro,2339842.54,114143.89,-21.43,1054.86
Carolina Beach,CB_01,20180313,12:58:38,Hydro,2339847.85,114143.45,-21.49,1060.12
Carolina Beach,CB_01,20180313,12:58:38,Hydro,2339852.74,114143.04,-21.56,1064.96
Carolina Beach,CB_01,20180313,12:58:37,Hydro,2339857.59,114142.62,-21.65,1069.77
Carolina Beach,CB_01,20180313,12:58:37,Hydro,2339863.11,114142.05,-21.72,1075.26
Carolina Beach,CB_01,20180313,12:58:36,Hydro,2339867.58,114141.56,-21.75,1079.72
Carolina Beach,CB_01,20180313,12:58:36,Hydro,2339872.79,114140.99,-21.81,1084.91
Carolina Beach,CB_01,20180313,12:58:36,Hydro,2339877.94,114140.38,-21.85,1090.05
