Location,Profile,Date,Time_UTC,Method,X,Y,Z_NAVD88,DBL
Carolina Beach,CB_01,20170508,19:56:38.38,Topo,2338868.27,114381.10,11.82,52.14
Carolina Beach,CB_01,20170508,19:56:39.39,Topo,2338871.21,114380.44,11.53,55.15
Carolina Beach,CB_01,20170508,19:56:40.40,Topo,2338874.13,114379.93,10.70,58.11
Carolina Beach,CB_01,20170508,19:56:41.41,Topo,2338877.61,114380.06,10.46,61.46
Carolina Beach,CB_01,20170508,19:56:42.42,Topo,2338880.69,114380.95,10.10,64.23
Carolina Beach,CB_01,20170508,19:56:42.42,Topo,2338883.73,114381.09,9.66,67.14
Carolina Beach,CB_01,20170508,19:56:43.43,Topo,2338887.05,114380.73,9.27,70.45
Carolina Beach,CB_01,20170508,19:56:44.44,Topo,2338889.89,114379.88,9.16,73.41
Carolina Beach,CB_01,20170508,19:56:44.44,Topo,2338892.59,114379.18,9.18,76.2
Carolina Beach,CB_01,20170508,19:56:45.45,Topo,2338895.29,114377.88,9.24,79.14
Carolina Beach,CB_01,20170508,19:56:46.46,Topo,2338898.15,114376.97,9.43,82.13
Carolina Beach,CB_01,20170508,19:56:47.47,Topo,2338901.22,114375.82,9.76,85.39
Carolina Beach,CB_01,20170508,19:56:47.47,Topo,2338903.94,114375.07,9.85,88.21
Carolina Beach,CB_01,20170508,19:56:48.48,Topo,2338907.16,114374.57,9.65,91.46
Carolina Beach,CB_01,20170508,19:56:49.49,Topo,2338910.16,114374.37,9.50,94.41
Carolina Beach,CB_01,20170508,19:56:50.50,Topo,2338912.91,114373.88,9.42,97.2
Carolina Beach,CB_01,20170508,19:56:50.50,Topo,2338916.21,114373.64,9.44,100.46
Carolina Beach,CB_01,20170508,19:56:51.51,Topo,2338919.11,114373.55,9.25,103.3
Carolina Beach,CB_01,20170508,19:56:52.52,Topo,2338922.01,114373.18,8.95,106.2
Carolina Beach,CB_01,20170508,19:56:53.53,Topo,2338924.90,114372.25,8.76,109.23
Carolina Beach,CB_01,20170508,19:56:53.53,Topo,2338927.72,114371.23,8.67,112.21
Carolina Beach,CB_01,20170508,19:56:54.54,Topo,2338930.88,114370.94,8.79,115.35
Carolina Beach,CB_01,20170508,19:56:55.55,Topo,2338933.60,114369.91,9.32,118.24
Carolina Beach,CB_01,20170508,19:56:56.56,Topo,2338936.68,114368.96,10.38,121.46
Carolina Beach,CB_01,20170508,19:56:57.57,Topo,2338939.24,114367.91,11.66,124.19
Carolina Beach,CB_01,20170508,19:56:57.57,Topo,2338942.02,114366.95,13.16,127.12
Carolina Beach,CB_01,20170508,19:56:59.59,Topo,2338944.88,114365.91,14.38,130.15
Carolina Beach,CB_01,20170508,19:57:00.0,Topo,2338947.74,114364.61,14.91,133.24
Carolina Beach,CB_01,20170508,19:57:01.1,Topo,2338950.63,114364.07,14.39,136.17
Carolina Beach,CB_01,20170508,19:57:02.2,Topo,2338953.70,114363.33,12.65,139.33
Carolina Beach,CB_01,20170508,19:57:03.3,Topo,2338956.43,114362.57,11.20,142.17
Carolina Beach,CB_01,20170508,19:57:04.4,Topo,2338959.56,114361.86,9.74,145.37
Carolina Beach,CB_01,20170508,19:57:05.5,Topo,2338962.48,114361.11,8.78,148.39
Carolina Beach,CB_01,20170508,19:57:06.6,Topo,2338965.43,114360.34,8.19,151.44
Carolina Beach,CB_01,20170508,19:57:06.6,Topo,2338967.98,114359.21,7.87,154.18
Carolina Beach,CB_01,20170508,19:57:07.7,Topo,2338970.97,114358.67,7.63,157.22
Carolina Beach,CB_01,20170508,19:57:08.8,Topo,2338973.92,114357.84,7.42,160.28
Carolina Beach,CB_01,20170508,19:57:08.8,Topo,2338976.69,114356.72,7.17,163.24
Carolina Beach,CB_01,20170508,19:57:09.9,Topo,2338979.46,114355.85,6.91,166.14
Carolina Beach,CB_01,20170508,19:57:10.10,Topo,2338982.46,114354.82,6.56,169.3
Carolina Beach,CB_01,20170508,19:57:11.11,Topo,2338985.30,114354.06,6.29,172.24
Carolina Beach,CB_01,20170508,19:57:11.11,Topo,2338988.25,114353.00,5.96,175.36
Carolina Beach,CB_01,20170508,19:57:12.12,Topo,2338991.03,114352.13,5.74,178.26
Carolina Beach,CB_01,20170508,19:57:13.13,Topo,2338993.88,114351.79,5.47,181.11
Carolina Beach,CB_01,20170508,19:57:14.14,Topo,2338997.06,114351.21,5.15,184.34
Carolina Beach,CB_01,20170508,19:57:14.14,Topo,2338999.90,114350.57,4.83,187.25
Carolina Beach,CB_01,20170508,19:57:15.15,Topo,2339002.86,114350.35,4.51,190.17
Carolina Beach,CB_01,20170508,19:57:16.16,Topo,2339006.03,114349.88,4.18,193.36
Carolina Beach,CB_01,20170508,19:57:16.16,Topo,2339009.05,114349.36,3.88,196.42
Carolina Beach,CB_01,20170508,19:57:17.17,Topo,2339011.99,114348.94,3.65,199.37
Carolina Beach,CB_01,20170508,19:57:18.18,Topo,2339014.87,114348.27,3.41,202.33
Carolina Beach,CB_01,20170508,19:57:19.19,Topo,2339017.88,114347.74,3.24,205.38
Carolina Beach,CB_01,20170508,19:57:19.19,Topo,2339020.76,114346.95,3.01,208.36
Carolina Beach,CB_01,20170508,19:57:20.20,Topo,2339023.43,114346.40,2.87,211.09
Carolina Beach,CB_01,20170508,19:57:20.20,Topo,2339026.37,114345.76,2.69,214.09
Carolina Beach,CB_01,20170508,19:57:21.21,Topo,2339029.40,114344.60,2.46,217.31
Carolina Beach,CB_01,20170508,19:57:22.22,Topo,2339032.17,114343.76,2.24,220.21
Carolina Beach,CB_01,20170508,19:57:23.23,Topo,2339035.26,114343.03,2.08,223.38
Carolina Beach,CB_01,20170508,19:57:24.24,Topo,2339037.81,114342.13,1.91,226.07
Carolina Beach,CB_01,20170508,18:10:48.48,Topo,2339040.65,114340.71,1.85,229.17
Carolina Beach,CB_01,20170508,18:10:49.49,Topo,2339043.85,114339.83,1.70,232.49
Carolina Beach,CB_01,20170508,18:10:50.50,Topo,2339046.62,114339.03,1.56,235.37
Carolina Beach,CB_01,20170508,18:10:50.50,Topo,2339049.43,114338.20,1.43,238.3
Carolina Beach,CB_01,20170508,18:10:51.51,Topo,2339052.28,114337.54,1.29,241.22
Carolina Beach,CB_01,20170508,18:10:51.51,Topo,2339055.16,114336.76,1.16,244.21
Carolina Beach,CB_01,20170508,18:10:52.52,Topo,2339058.03,114336.07,1.04,247.16
Carolina Beach,CB_01,20170508,18:10:52.52,Topo,2339060.94,114335.45,0.94,250.13
Carolina Beach,CB_01,20170508,18:10:53.53,Topo,2339063.91,114334.71,0.83,253.19
Carolina Beach,CB_01,20170508,18:10:54.54,Topo,2339066.95,114334.24,0.71,256.26
Carolina Beach,CB_01,20170508,18:10:54.54,Topo,2339069.97,114333.64,0.61,259.33
Carolina Beach,CB_01,20170508,18:10:55.55,Topo,2339072.92,114333.10,0.54,262.32
Carolina Beach,CB_01,20170508,18:10:56.56,Topo,2339075.92,114332.56,0.46,265.37
Carolina Beach,CB_01,20170508,18:10:56.56,Topo,2339078.85,114331.62,0.37,268.44
Carolina Beach,CB_01,20170508,18:10:57.57,Topo,2339081.83,114330.73,0.28,271.54
Carolina Beach,CB_01,20170508,18:10:57.57,Topo,2339084.26,114329.82,0.22,274.12
Carolina Beach,CB_01,20170508,18:10:58.58,Topo,2339087.20,114328.86,0.15,277.21
Carolina Beach,CB_01,20170508,18:10:58.58,Topo,2339090.07,114327.77,0.11,280.25
Carolina Beach,CB_01,20170508,18:10:59.59,Topo,2339093.42,114326.55,0.04,283.8
Carolina Beach,CB_01,20170508,18:11:00.0,Topo,2339095.92,114325.85,-0.01,286.39
Carolina Beach,CB_01,20170508,18:11:00.0,Topo,2339098.81,114324.84,-0.10,289.44
Carolina Beach,CB_01,20170508,18:11:01.1,Topo,2339101.78,114324.06,-0.15,292.51
Carolina Beach,CB_01,20170508,18:11:01.1,Topo,2339104.72,114323.16,-0.18,295.58
Carolina Beach,CB_01,20170508,18:11:02.2,Topo,2339107.10,114322.36,-0.23,298.09
Carolina Beach,CB_01,20170508,18:11:02.2,Topo,2339110.03,114321.53,-0.23,301.13
Carolina Beach,CB_01,20170508,18:11:03.3,Topo,2339112.89,114320.51,-0.26,304.15
Carolina Beach,CB_01,20170508,18:11:04.4,Topo,2339115.84,114319.80,-0.31,307.19
Carolina Beach,CB_01,20170508,18:11:04.4,Topo,2339118.69,114318.84,-0.37,310.18
Carolina Beach,CB_01,20170508,18:11:05.5,Topo,2339121.54,114318.26,-0.43,313.09
Carolina Beach,CB_01,20170508,18:11:06.6,Topo,2339124.97,114317.61,-0.47,316.58
Carolina Beach,CB_01,20170508,18:11:06.6,Topo,2339127.42,114317.00,-0.53,319.1
Carolina Beach,CB_01,20170508,18:11:07.7,Topo,2339130.44,114316.49,-0.58,322.15
Carolina Beach,CB_01,20170508,18:11:07.7,Topo,2339133.43,114315.85,-0.66,325.21
Carolina Beach,CB_01,20170508,18:11:08.8,Topo,2339136.52,114315.47,-0.73,328.3
Carolina Beach,CB_01,20170508,18:11:09.9,Topo,2339139.49,114315.02,-0.77,331.29
Carolina Beach,CB_01,20170508,18:11:09.9,Topo,2339142.49,114314.36,-0.82,334.36
Carolina Beach,CB_01,20170508,18:11:10.10,Topo,2339145.52,114313.86,-0.90,337.42
Carolina Beach,CB_01,20170508,18:11:10.10,Topo,2339148.45,114313.11,-0.98,340.45
Carolina Beach,CB_01,20170508,18:11:11.11,Topo,2339151.48,114312.74,-1.06,343.48
Carolina Beach,CB_01,20170508,18:11:11.11,Topo,2339154.45,114312.25,-1.14,346.48
Carolina Beach,CB_01,20170508,18:11:12.12,Topo,2339157.38,114311.61,-1.20,349.47
Carolina Beach,CB_01,20170508,18:11:13.13,Topo,2339160.32,114311.02,-1.25,352.47
Carolina Beach,CB_01,20170508,18:11:13.13,Topo,2339163.21,114310.16,-1.32,355.48
Carolina Beach,CB_01,20170508,18:11:14.14,Topo,2339166.23,114309.45,-1.44,358.58
Carolina Beach,CB_01,20170508,18:11:14.14,Topo,2339168.69,114308.79,-1.54,361.13
Carolina Beach,CB_01,20170508,18:11:15.15,Topo,2339171.64,114308.13,-1.67,364.15
Carolina Beach,CB_01,20170508,18:11:16.16,Topo,2339174.62,114307.58,-1.76,367.18
Carolina Beach,CB_01,20170508,18:11:16.16,Topo,2339177.57,114306.78,-1.83,370.23
Carolina Beach,CB_01,20170508,18:11:17.17,Topo,2339180.56,114306.37,-1.92,373.23
Carolina Beach,CB_01,20170508,18:11:17.17,Topo,2339183.36,114305.63,-2.03,376.13
Carolina Beach,CB_01,20170508,18:11:18.18,Topo,2339186.38,114305.17,-2.13,379.17
Carolina Beach,CB_01,20170508,18:11:19.19,Topo,2339189.48,114304.71,-2.22,382.29
Carolina Beach,CB_01,20170508,18:11:19.19,Topo,2339192.55,114304.35,-2.29,385.36
Carolina Beach,CB_01,20170508,18:11:20.20,Topo,2339195.40,114303.96,-2.35,388.22
Carolina Beach,CB_01,20170508,18:11:21.21,Topo,2339198.47,114303.05,-2.47,391.41
Carolina Beach,CB_01,20170508,18:11:22.22,Topo,2339201.06,114302.39,-2.52,394.09
Carolina Beach,CB_01,20170508,18:11:22.22,Topo,2339204.21,114301.33,-2.62,397.4
Carolina Beach,CB_01,20170508,18:11:23.23,Topo,2339207.03,114300.83,-2.73,400.26
Carolina Beach,CB_01,20170508,18:11:24.24,Topo,2339209.84,114300.33,-2.76,403.1
Carolina Beach,CB_01,20170508,18:11:25.25,Topo,2339212.92,114299.61,-2.79,406.27
Carolina Beach,CB_01,20170508,18:11:25.25,Topo,2339215.99,114299.27,-2.91,409.33
Carolina Beach,CB_01,20170508,18:11:26.26,Topo,2339218.84,114298.60,-3.02,412.26
Carolina Beach,CB_01,20170508,18:11:27.27,Topo,2339221.83,114298.36,-3.14,415.22
Carolina Beach,CB_01,20170508,18:11:28.28,Topo,2339224.83,114297.56,-3.25,418.32
Carolina Beach,CB_01,20170508,18:11:29.29,Topo,2339227.50,114296.32,-3.39,421.21
Carolina Beach,CB_01,20170508,18:11:31.31,Topo,2339230.41,114295.63,-3.37,424.2
Carolina Beach,CB_01,20170508,18:11:32.32,Topo,2339233.37,114294.80,-3.51,427.27
Carolina Beach,CB_01,20170508,18:11:33.33,Topo,2339236.19,114293.78,-3.61,430.26
Carolina Beach,CB_01,20170509,11:03:21.21,Hydro,2339231.72,114271.99,-3.78,431.19
Carolina Beach,CB_01,20170508,18:11:34.34,Topo,2339238.97,114293.20,-3.70,433.09
Carolina Beach,CB_01,20170508,18:11:35.35,Topo,2339241.63,114291.07,-3.87,436.19
Carolina Beach,CB_01,20170508,18:11:36.36,Topo,2339244.54,114289.74,-3.89,439.34
Carolina Beach,CB_01,20170508,18:11:38.38,Topo,2339247.48,114288.82,-4.01,442.41
Carolina Beach,CB_01,20170508,18:11:39.39,Topo,2339250.13,114287.84,-4.09,445.22
Carolina Beach,CB_01,20170508,18:11:39.39,Topo,2339252.92,114287.21,-4.18,448.08
Carolina Beach,CB_01,20170508,18:11:41.41,Topo,2339255.95,114286.50,-4.32,451.19
Carolina Beach,CB_01,20170508,18:11:42.42,Topo,2339259.14,114286.71,-4.31,454.24
Carolina Beach,CB_01,20170508,18:11:44.44,Topo,2339262.03,114286.49,-4.45,457.09
Carolina Beach,CB_01,20170508,18:11:46.46,Topo,2339264.83,114285.26,-4.80,460.11
Carolina Beach,CB_01,20170509,11:03:18.18,Hydro,2339265.18,114282.33,-4.87,461.16
Carolina Beach,CB_01,20170508,18:11:47.47,Topo,2339267.64,114283.92,-4.86,463.16
Carolina Beach,CB_01,20170509,11:03:18.18,Hydro,2339270.46,114282.76,-5.02,466.17
Carolina Beach,CB_01,20170509,11:03:17.17,Hydro,2339275.35,114282.60,-5.16,470.96
Carolina Beach,CB_01,20170509,11:03:17.17,Hydro,2339280.28,114282.03,-5.26,475.88
Carolina Beach,CB_01,20170509,11:03:17.17,Hydro,2339285.79,114281.15,-5.38,481.44
Carolina Beach,CB_01,20170509,11:03:16.16,Hydro,2339290.56,114280.32,-5.50,486.27
Carolina Beach,CB_01,20170509,11:03:16.16,Hydro,2339295.14,114279.44,-5.60,490.92
Carolina Beach,CB_01,20170509,11:03:15.15,Hydro,2339300.20,114278.34,-5.70,496.1
Carolina Beach,CB_01,20170509,11:03:15.15,Hydro,2339305.15,114277.17,-5.81,501.19
Carolina Beach,CB_01,20170509,11:03:14.14,Hydro,2339309.81,114276.14,-5.86,505.96
Carolina Beach,CB_01,20170509,11:03:14.14,Hydro,2339314.77,114275.06,-5.87,511.03
Carolina Beach,CB_01,20170509,11:03:13.13,Hydro,2339319.94,114273.90,-5.82,516.33
Carolina Beach,CB_01,20170509,11:03:13.13,Hydro,2339324.83,114272.81,-5.84,521.34
Carolina Beach,CB_01,20170509,11:03:12.12,Hydro,2339329.73,114271.86,-5.77,526.32
Carolina Beach,CB_01,20170509,11:03:12.12,Hydro,2339334.30,114271.03,-5.79,530.96
Carolina Beach,CB_01,20170509,11:03:11.11,Hydro,2339339.62,114270.05,-5.67,536.36
Carolina Beach,CB_01,20170509,11:03:11.11,Hydro,2339344.58,114269.05,-5.63,541.41
Carolina Beach,CB_01,20170509,11:03:10.10,Hydro,2339349.06,114268.08,-5.59,545.99
Carolina Beach,CB_01,20170509,11:03:10.10,Hydro,2339354.27,114266.94,-5.57,551.32
Carolina Beach,CB_01,20170509,11:03:09.9,Hydro,2339359.03,114265.94,-5.62,556.18
Carolina Beach,CB_01,20170509,11:03:09.9,Hydro,2339363.92,114264.98,-5.75,561.16
Carolina Beach,CB_01,20170509,11:03:08.8,Hydro,2339368.79,114264.09,-5.94,566.1
Carolina Beach,CB_01,20170509,11:03:08.8,Hydro,2339373.68,114263.17,-6.11,571.07
Carolina Beach,CB_01,20170509,11:03:07.7,Hydro,2339378.67,114262.19,-6.23,576.15
Carolina Beach,CB_01,20170509,11:03:07.7,Hydro,2339383.71,114261.23,-6.35,581.27
Carolina Beach,CB_01,20170509,11:03:06.6,Hydro,2339388.81,114260.36,-6.47,586.43
Carolina Beach,CB_01,20170509,11:03:06.6,Hydro,2339393.41,114259.54,-6.73,591.09
Carolina Beach,CB_01,20170509,11:03:05.5,Hydro,2339398.60,114258.53,-6.85,596.37
Carolina Beach,CB_01,20170509,11:03:05.5,Hydro,2339403.19,114257.52,-6.97,601.07
Carolina Beach,CB_01,20170509,11:03:05.5,Hydro,2339408.30,114256.25,-7.12,606.33
Carolina Beach,CB_01,20170509,11:03:04.4,Hydro,2339412.85,114255.15,-7.29,611.01
Carolina Beach,CB_01,20170509,11:03:04.4,Hydro,2339417.94,114254.01,-7.55,616.23
Carolina Beach,CB_01,20170509,11:03:03.3,Hydro,2339422.96,114252.85,-7.71,621.38
Carolina Beach,CB_01,20170509,11:03:03.3,Hydro,2339427.41,114251.65,-7.85,625.99
Carolina Beach,CB_01,20170509,11:03:02.2,Hydro,2339432.42,114250.17,-8.05,631.21
Carolina Beach,CB_01,20170509,11:03:02.2,Hydro,2339437.46,114248.83,-8.29,636.42
Carolina Beach,CB_01,20170509,11:03:02.2,Hydro,2339441.94,114247.95,-8.58,640.98
Carolina Beach,CB_01,20170509,11:03:01.1,Hydro,2339447.01,114247.07,-8.90,646.11
Carolina Beach,CB_01,20170509,11:03:01.1,Hydro,2339452.07,114246.06,-9.23,651.27
Carolina Beach,CB_01,20170509,11:03:00.0,Hydro,2339456.77,114244.90,-9.48,656.11
Carolina Beach,CB_01,20170509,11:03:00.0,Hydro,2339461.52,114243.58,-9.77,661.04
Carolina Beach,CB_01,20170509,11:02:59.59,Hydro,2339466.22,114242.12,-10.07,665.95
Carolina Beach,CB_01,20170509,11:02:59.59,Hydro,2339470.86,114240.48,-10.38,670.85
Carolina Beach,CB_01,20170509,11:02:59.59,Hydro,2339476.02,114238.56,-10.70,676.32
Carolina Beach,CB_01,20170509,11:02:58.58,Hydro,2339480.48,114236.90,-10.96,681.05
Carolina Beach,CB_01,20170509,11:02:58.58,Hydro,2339485.39,114235.04,-11.25,686.26
Carolina Beach,CB_01,20170509,11:02:57.57,Hydro,2339490.25,114233.15,-11.55,691.44
Carolina Beach,CB_01,20170509,11:02:57.57,Hydro,2339494.59,114231.50,-11.81,696.05
Carolina Beach,CB_01,20170509,11:02:56.56,Hydro,2339499.36,114229.67,-12.11,701.12
Carolina Beach,CB_01,20170509,11:02:56.56,Hydro,2339504.14,114227.82,-12.34,706.2
Carolina Beach,CB_01,20170509,11:02:55.55,Hydro,2339509.04,114225.90,-12.62,711.42
Carolina Beach,CB_01,20170509,11:02:55.55,Hydro,2339513.42,114224.28,-12.84,716.07
Carolina Beach,CB_01,20170509,11:02:55.55,Hydro,2339518.37,114222.61,-13.12,721.27
Carolina Beach,CB_01,20170509,11:02:54.54,Hydro,2339522.80,114221.15,-13.32,725.92
Carolina Beach,CB_01,20170509,11:02:54.54,Hydro,2339527.96,114219.51,-13.55,731.33
Carolina Beach,CB_01,20170509,11:02:53.53,Hydro,2339532.58,114218.06,-13.80,736.16
Carolina Beach,CB_01,20170509,11:02:53.53,Hydro,2339537.14,114216.71,-14.04,740.91
Carolina Beach,CB_01,20170509,11:02:52.52,Hydro,2339542.25,114215.32,-14.28,746.21
Carolina Beach,CB_01,20170509,11:02:52.52,Hydro,2339547.13,114214.06,-14.50,751.25
Carolina Beach,CB_01,20170509,11:02:51.51,Hydro,2339551.83,114212.90,-14.69,756.09
Carolina Beach,CB_01,20170509,11:02:51.51,Hydro,2339556.87,114211.61,-14.93,761.29
Carolina Beach,CB_01,20170509,11:02:50.50,Hydro,2339561.39,114210.53,-15.13,765.94
Carolina Beach,CB_01,20170509,11:02:50.50,Hydro,2339566.66,114209.39,-15.38,771.33
Carolina Beach,CB_01,20170509,11:02:50.50,Hydro,2339571.57,114208.25,-15.58,776.37
Carolina Beach,CB_01,20170509,11:02:49.49,Hydro,2339576.02,114207.08,-15.78,780.97
Carolina Beach,CB_01,20170509,11:02:49.49,Hydro,2339581.06,114205.73,-15.97,786.18
Carolina Beach,CB_01,20170509,11:02:48.48,Hydro,2339585.60,114204.58,-16.17,790.87
Carolina Beach,CB_01,20170509,11:02:48.48,Hydro,2339590.67,114203.09,-16.38,796.15
Carolina Beach,CB_01,20170509,11:02:47.47,Hydro,2339595.55,114201.59,-16.55,801.25
Carolina Beach,CB_01,20170509,11:02:47.47,Hydro,2339600.42,114200.31,-16.76,806.28
Carolina Beach,CB_01,20170509,11:02:46.46,Hydro,2339604.90,114199.29,-16.95,810.87
Carolina Beach,CB_01,20170509,11:02:46.46,Hydro,2339610.08,114198.22,-17.20,816.16
Carolina Beach,CB_01,20170509,11:02:46.46,Hydro,2339615.25,114197.20,-17.47,821.42
Carolina Beach,CB_01,20170509,11:02:45.45,Hydro,2339619.85,114196.26,-17.63,826.11
Carolina Beach,CB_01,20170509,11:02:45.45,Hydro,2339625.06,114195.17,-17.82,831.43
Carolina Beach,CB_01,20170509,11:02:44.44,Hydro,2339629.78,114194.24,-18.02,836.24
Carolina Beach,CB_01,20170509,11:02:44.44,Hydro,2339634.55,114193.42,-18.18,841.06
Carolina Beach,CB_01,20170509,11:02:43.43,Hydro,2339639.28,114192.59,-18.39,845.85
Carolina Beach,CB_01,20170509,11:02:43.43,Hydro,2339644.68,114191.41,-18.57,851.38
Carolina Beach,CB_01,20170509,11:02:43.43,Hydro,2339648.96,114190.27,-18.72,855.81
Carolina Beach,CB_01,20170509,11:02:42.42,Hydro,2339653.87,114188.70,-18.98,860.95
Carolina Beach,CB_01,20170509,11:02:42.42,Hydro,2339658.67,114186.90,-19.17,866.04
Carolina Beach,CB_01,20170509,11:02:41.41,Hydro,2339663.52,114184.88,-19.30,871.24
Carolina Beach,CB_01,20170509,11:02:41.41,Hydro,2339668.18,114182.87,-19.32,876.25
Carolina Beach,CB_01,20170509,11:02:41.41,Hydro,2339672.68,114180.92,-19.40,881.08
Carolina Beach,CB_01,20170509,11:02:40.40,Hydro,2339677.51,114178.74,-19.53,886.3
Carolina Beach,CB_01,20170509,11:02:40.40,Hydro,2339681.71,114176.59,-19.56,890.89
Carolina Beach,CB_01,20170509,11:02:39.39,Hydro,2339686.37,114174.33,-19.63,895.96
Carolina Beach,CB_01,20170509,11:02:39.39,Hydro,2339691.18,114172.17,-19.68,901.15
Carolina Beach,CB_01,20170509,11:02:38.38,Hydro,2339695.67,114170.33,-19.70,905.95
Carolina Beach,CB_01,20170509,11:02:38.38,Hydro,2339700.27,114168.56,-19.77,910.85
Carolina Beach,CB_01,20170509,11:02:37.37,Hydro,2339705.45,114166.33,-19.87,916.41
Carolina Beach,CB_01,20170509,11:02:37.37,Hydro,2339710.03,114164.24,-19.97,921.36
Carolina Beach,CB_01,20170509,11:02:37.37,Hydro,2339714.71,114162.30,-20.05,926.37
Carolina Beach,CB_01,20170509,11:02:36.36,Hydro,2339719.26,114160.63,-20.09,931.19
Carolina Beach,CB_01,20170509,11:02:36.36,Hydro,2339724.26,114159.05,-20.12,936.42
Carolina Beach,CB_01,20170509,11:02:35.35,Hydro,2339728.98,114157.84,-20.15,941.3
Carolina Beach,CB_01,20170509,11:02:35.35,Hydro,2339733.59,114156.89,-20.22,946
Carolina Beach,CB_01,20170509,11:02:34.34,Hydro,2339738.52,114156.02,-20.28,950.99
Carolina Beach,CB_01,20170509,11:02:34.34,Hydro,2339743.46,114155.18,-20.27,955.99
Carolina Beach,CB_01,20170509,11:02:33.33,Hydro,2339748.54,114154.02,-20.30,961.2
Carolina Beach,CB_01,20170509,11:02:33.33,Hydro,2339753.36,114152.88,-20.38,966.15
Carolina Beach,CB_01,20170509,11:02:32.32,Hydro,2339758.31,114151.74,-20.46,971.23
Carolina Beach,CB_01,20170509,11:02:32.32,Hydro,2339763.30,114150.66,-20.53,976.33
Carolina Beach,CB_01,20170509,11:02:31.31,Hydro,2339768.32,114149.69,-20.61,981.44
Carolina Beach,CB_01,20170509,11:02:31.31,Hydro,2339772.76,114148.73,-20.64,985.98
Carolina Beach,CB_01,20170509,11:02:31.31,Hydro,2339777.84,114147.58,-20.67,991.19
Carolina Beach,CB_01,20170509,11:02:30.30,Hydro,2339782.43,114146.46,-20.63,995.91
Carolina Beach,CB_01,20170509,11:02:30.30,Hydro,2339787.68,114145.14,-20.72,1001.32
Carolina Beach,CB_01,20170509,11:02:29.29,Hydro,2339792.46,114143.92,-20.79,1006.26
