%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Mean wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),BHI-E Mean wave direction (deg N),BHI-E Mean wave direction (deg N) quality
2021-09-22 00:09,108.23,not evaluated
2021-09-22 00:39,109.31,not evaluated
2021-09-22 01:09,109.43,not evaluated
2021-09-22 01:39,110.01,not evaluated
2021-09-22 02:09,111.74,not evaluated
2021-09-22 02:39,115.24,not evaluated
2021-09-22 03:09,112.14,not evaluated
2021-09-22 03:39,114.25,not evaluated
2021-09-22 04:09,111.36,not evaluated
2021-09-22 04:39,110.25,not evaluated
2021-09-22 05:09,113.13,not evaluated
2021-09-22 05:39,112.82,not evaluated
2021-09-22 06:09,112.62,not evaluated
2021-09-22 06:39,114.04,not evaluated
2021-09-22 07:09,112.63,not evaluated
2021-09-22 07:39,109.26,not evaluated
2021-09-22 08:09,113.35,not evaluated
2021-09-22 08:39,113.47,not evaluated
2021-09-22 09:09,115.48,not evaluated
2021-09-22 09:39,114.17,not evaluated
2021-09-22 10:09,111.51,not evaluated
2021-09-22 10:39,107.09,not evaluated
2021-09-22 11:09,120.37,not evaluated
2021-09-22 11:39,117.81,not evaluated
2021-09-22 12:09,122.53,not evaluated
2021-09-22 12:39,121.00,not evaluated
2021-09-22 13:09,120.67,not evaluated
2021-09-22 13:39,118.00,not evaluated
2021-09-22 14:09,119.22,not evaluated
2021-09-22 14:39,119.36,not evaluated
2021-09-22 15:09,118.46,not evaluated
2021-09-22 15:39,115.98,not evaluated
2021-09-22 16:09,116.11,not evaluated
2021-09-22 16:39,112.91,not evaluated
2021-09-22 17:09,113.01,not evaluated
2021-09-22 17:39,112.29,not evaluated
2021-09-22 18:09,111.34,not evaluated
2021-09-22 18:39,109.48,not evaluated
2021-09-22 19:09,110.34,not evaluated
2021-09-22 19:39,112.14,not evaluated
2021-09-22 20:09,113.92,not evaluated
2021-09-22 20:39,113.17,not evaluated
2021-09-22 21:09,113.88,not evaluated
2021-09-22 21:39,115.86,not evaluated
2021-09-22 22:09,115.27,not evaluated
2021-09-22 22:39,119.75,not evaluated
2021-09-22 23:09,119.19,not evaluated
2021-09-22 23:39,121.02,not evaluated
2021-09-23 00:09,121.62,not evaluated
2021-09-23 00:39,121.54,not evaluated
2021-09-23 01:09,118.59,not evaluated
2021-09-23 01:39,116.53,not evaluated
2021-09-23 02:09,116.01,not evaluated
2021-09-23 02:39,119.87,not evaluated
2021-09-23 03:09,120.11,not evaluated
2021-09-23 03:39,116.67,not evaluated
2021-09-23 04:09,113.97,not evaluated
2021-09-23 04:39,118.02,not evaluated
2021-09-23 05:09,117.61,not evaluated
2021-09-23 05:39,115.07,not evaluated
2021-09-23 06:09,116.12,not evaluated
2021-09-23 06:39,112.69,not evaluated
2021-09-23 07:09,113.95,not evaluated
2021-09-23 07:39,114.29,not evaluated
2021-09-23 08:09,114.48,not evaluated
2021-09-23 08:39,114.81,not evaluated
2021-09-23 09:09,116.71,not evaluated
2021-09-23 09:39,118.34,not evaluated
2021-09-23 10:09,117.71,not evaluated
2021-09-23 10:39,115.73,not evaluated
2021-09-23 11:09,117.55,not evaluated
2021-09-23 11:39,116.80,not evaluated
2021-09-23 12:09,112.61,not evaluated
2021-09-23 12:39,110.35,not evaluated
2021-09-23 13:09,106.10,not evaluated
2021-09-23 13:39,106.10,not evaluated
2021-09-23 14:09,104.47,not evaluated
2021-09-23 14:39,102.78,not evaluated
2021-09-23 15:09,104.68,not evaluated
2021-09-23 15:39,103.35,not evaluated
2021-09-23 16:09,104.92,not evaluated
2021-09-23 16:39,105.68,not evaluated
2021-09-23 17:09,106.56,not evaluated
2021-09-23 17:39,108.35,not evaluated
2021-09-23 18:09,110.73,not evaluated
2021-09-23 18:39,108.27,not evaluated
2021-09-23 19:09,106.01,not evaluated
2021-09-23 19:39,105.45,not evaluated
2021-09-23 20:09,105.39,not evaluated
2021-09-23 20:39,100.70,not evaluated
2021-09-23 21:09,100.05,not evaluated
2021-09-23 21:39,98.05,not evaluated
2021-09-23 22:09,99.52,not evaluated
2021-09-23 22:39,99.89,not evaluated
2021-09-23 23:09,100.15,not evaluated
2021-09-23 23:39,101.22,not evaluated
2021-09-24 00:09,97.60,not evaluated
2021-09-24 00:39,96.03,not evaluated
2021-09-24 01:09,94.70,not evaluated
2021-09-24 01:39,95.42,not evaluated
2021-09-24 02:09,89.58,not evaluated
2021-09-24 02:39,88.99,not evaluated
2021-09-24 03:09,84.82,not evaluated
2021-09-24 03:39,89.32,not evaluated
2021-09-24 04:09,83.46,not evaluated
2021-09-24 04:39,84.01,not evaluated
2021-09-24 05:09,77.47,not evaluated
2021-09-24 05:39,79.33,not evaluated
2021-09-24 06:09,80.67,not evaluated
2021-09-24 06:39,79.55,not evaluated
2021-09-24 07:09,81.95,not evaluated
2021-09-24 07:39,84.41,not evaluated
2021-09-24 08:09,83.18,not evaluated
2021-09-24 08:39,84.42,not evaluated
2021-09-24 09:09,83.47,not evaluated
2021-09-24 09:39,83.00,not evaluated
2021-09-24 10:09,82.89,not evaluated
2021-09-24 10:39,79.89,not evaluated
2021-09-24 11:09,82.78,not evaluated
2021-09-24 11:39,82.77,not evaluated
2021-09-24 12:09,83.23,not evaluated
2021-09-24 12:39,84.55,not evaluated
2021-09-24 13:09,83.87,not evaluated
2021-09-24 13:39,86.53,not evaluated
2021-09-24 14:09,89.92,not evaluated
2021-09-24 14:39,89.61,not evaluated
2021-09-24 15:09,89.92,not evaluated
2021-09-24 15:39,93.65,not evaluated
2021-09-24 16:09,94.06,not evaluated
2021-09-24 16:39,97.29,not evaluated
2021-09-24 17:09,96.87,not evaluated
2021-09-24 17:39,96.75,not evaluated
2021-09-24 18:09,95.73,not evaluated
2021-09-24 18:39,99.67,not evaluated
2021-09-24 19:09,98.63,not evaluated
2021-09-24 19:39,98.32,not evaluated
2021-09-24 20:09,98.50,not evaluated
2021-09-24 20:39,96.89,not evaluated
2021-09-24 21:09,96.44,not evaluated
2021-09-24 21:39,93.69,not evaluated
2021-09-24 22:09,94.65,not evaluated
2021-09-24 22:39,93.91,not evaluated
2021-09-24 23:09,90.90,not evaluated
2021-09-24 23:39,89.22,not evaluated
2021-09-25 00:09,88.37,not evaluated
2021-09-25 00:39,87.09,not evaluated
2021-09-25 01:09,86.78,not evaluated
2021-09-25 01:39,86.32,not evaluated
2021-09-25 02:09,89.91,not evaluated
2021-09-25 02:39,88.44,not evaluated
2021-09-25 03:09,89.77,not evaluated
2021-09-25 03:39,90.78,not evaluated
2021-09-25 04:09,91.23,not evaluated
2021-09-25 04:39,91.86,not evaluated
2021-09-25 05:09,93.87,not evaluated
2021-09-25 05:39,92.32,not evaluated
2021-09-25 06:09,94.48,not evaluated
2021-09-25 06:39,95.02,not evaluated
2021-09-25 07:09,95.78,not evaluated
2021-09-25 07:39,95.66,not evaluated
2021-09-25 08:09,92.22,not evaluated
2021-09-25 08:39,97.00,not evaluated
2021-09-25 09:09,94.78,not evaluated
2021-09-25 09:39,95.92,not evaluated
2021-09-25 10:09,93.32,not evaluated
2021-09-25 10:39,91.37,not evaluated
2021-09-25 11:09,90.30,not evaluated
2021-09-25 11:39,89.63,not evaluated
2021-09-25 12:09,90.37,not evaluated
2021-09-25 12:39,91.98,not evaluated
2021-09-25 13:09,95.39,not evaluated
2021-09-25 13:39,95.33,not evaluated
2021-09-25 14:09,96.62,not evaluated
2021-09-25 14:39,98.07,not evaluated
2021-09-25 15:09,95.94,not evaluated
2021-09-25 15:39,95.28,not evaluated
2021-09-25 16:09,98.82,not evaluated
2021-09-25 16:39,99.05,not evaluated
2021-09-25 17:09,99.50,not evaluated
2021-09-25 17:39,97.10,not evaluated
2021-09-25 18:09,96.36,not evaluated
2021-09-25 18:39,95.56,not evaluated
2021-09-25 19:09,97.05,not evaluated
2021-09-25 19:39,97.62,not evaluated
2021-09-25 20:09,98.54,not evaluated
2021-09-25 20:39,99.38,not evaluated
2021-09-25 21:09,99.50,not evaluated
2021-09-25 21:39,101.20,not evaluated
2021-09-25 22:09,98.55,not evaluated
2021-09-25 22:39,97.90,not evaluated
2021-09-25 23:09,96.83,not evaluated
2021-09-25 23:39,98.47,not evaluated
2021-09-26 00:09,97.59,not evaluated
2021-09-26 00:39,98.71,not evaluated
2021-09-26 01:09,95.73,not evaluated
2021-09-26 01:39,98.89,not evaluated
2021-09-26 02:09,98.63,not evaluated
2021-09-26 02:39,96.03,not evaluated
2021-09-26 03:09,99.59,not evaluated
2021-09-26 03:39,98.20,not evaluated
2021-09-26 04:09,95.19,not evaluated
2021-09-26 04:39,97.37,not evaluated
2021-09-26 05:09,97.87,not evaluated
2021-09-26 05:39,99.23,not evaluated
2021-09-26 06:09,97.39,not evaluated
2021-09-26 06:39,100.46,not evaluated
2021-09-26 07:09,99.69,not evaluated
2021-09-26 07:39,100.20,not evaluated
2021-09-26 08:09,101.43,not evaluated
2021-09-26 08:39,98.13,not evaluated
2021-09-26 09:09,93.02,not evaluated
2021-09-26 09:39,90.68,not evaluated
2021-09-26 10:09,88.51,not evaluated
2021-09-26 10:39,89.48,not evaluated
2021-09-26 11:09,92.10,not evaluated
2021-09-26 11:39,89.67,not evaluated
2021-09-26 12:09,88.46,not evaluated
2021-09-26 12:39,91.47,not evaluated
2021-09-26 13:09,95.58,not evaluated
2021-09-26 13:39,92.94,not evaluated
2021-09-26 14:09,95.65,not evaluated
2021-09-26 14:39,93.20,not evaluated
2021-09-26 15:09,98.22,not evaluated
2021-09-26 15:39,96.77,not evaluated
2021-09-26 16:09,98.68,not evaluated
2021-09-26 16:39,100.29,not evaluated
2021-09-26 17:09,98.10,not evaluated
2021-09-26 17:39,94.64,not evaluated
2021-09-26 18:09,99.45,not evaluated
2021-09-26 18:39,92.37,not evaluated
2021-09-26 19:09,95.45,not evaluated
2021-09-26 19:39,97.71,not evaluated
2021-09-26 20:09,98.33,not evaluated
2021-09-26 20:39,96.68,not evaluated
2021-09-26 21:09,98.06,not evaluated
2021-09-26 21:39,101.13,not evaluated
2021-09-26 22:09,96.48,not evaluated
2021-09-26 22:39,96.57,not evaluated
2021-09-26 23:09,97.72,not evaluated
2021-09-26 23:39,98.11,not evaluated
2021-09-27 00:09,99.03,not evaluated
2021-09-27 00:39,97.82,not evaluated
2021-09-27 01:09,99.14,not evaluated
2021-09-27 01:39,95.41,not evaluated
2021-09-27 02:09,98.76,not evaluated
2021-09-27 02:39,96.20,not evaluated
2021-09-27 03:09,95.48,not evaluated
2021-09-27 03:39,96.10,not evaluated
2021-09-27 04:09,95.41,not evaluated
2021-09-27 04:39,95.66,not evaluated
2021-09-27 05:09,94.32,not evaluated
2021-09-27 05:39,92.55,not evaluated
2021-09-27 06:09,94.62,not evaluated
2021-09-27 06:39,96.20,not evaluated
2021-09-27 07:09,97.00,not evaluated
2021-09-27 07:39,97.07,not evaluated
2021-09-27 08:09,98.92,not evaluated
2021-09-27 08:39,100.61,not evaluated
2021-09-27 09:09,102.67,not evaluated
2021-09-27 09:39,101.10,not evaluated
2021-09-27 10:09,98.09,not evaluated
2021-09-27 10:39,96.64,not evaluated
2021-09-27 11:09,101.86,not evaluated
2021-09-27 11:39,97.60,not evaluated
2021-09-27 12:09,97.11,not evaluated
2021-09-27 12:39,99.97,not evaluated
2021-09-27 13:09,98.23,not evaluated
2021-09-27 13:39,97.70,not evaluated
2021-09-27 14:09,104.42,not evaluated
2021-09-27 14:39,101.16,not evaluated
2021-09-27 15:09,97.97,not evaluated
2021-09-27 15:39,101.33,not evaluated
2021-09-27 16:09,106.74,not evaluated
2021-09-27 16:39,101.28,not evaluated
2021-09-27 17:09,104.24,not evaluated
2021-09-27 17:39,105.24,not evaluated
2021-09-27 18:09,105.19,not evaluated
2021-09-27 18:39,103.54,not evaluated
2021-09-27 19:09,105.06,not evaluated
2021-09-27 19:39,104.93,not evaluated
2021-09-27 20:09,106.58,not evaluated
2021-09-27 20:39,104.85,not evaluated
2021-09-27 21:09,108.97,not evaluated
2021-09-27 21:39,111.33,not evaluated
2021-09-27 22:09,115.15,not evaluated
2021-09-27 22:39,110.95,not evaluated
2021-09-27 23:09,109.56,not evaluated
2021-09-27 23:39,108.80,not evaluated
2021-09-28 00:09,114.21,not evaluated
2021-09-28 00:39,110.67,not evaluated
2021-09-28 01:09,112.63,not evaluated
2021-09-28 01:39,113.37,not evaluated
2021-09-28 02:09,113.14,not evaluated
2021-09-28 02:39,110.83,not evaluated
2021-09-28 03:09,112.27,not evaluated
2021-09-28 03:39,109.06,not evaluated
2021-09-28 04:09,115.53,not evaluated
2021-09-28 04:39,115.29,not evaluated
2021-09-28 05:09,111.75,not evaluated
2021-09-28 05:39,110.85,not evaluated
2021-09-28 06:09,109.42,not evaluated
2021-09-28 06:39,112.76,not evaluated
2021-09-28 07:09,112.53,not evaluated
2021-09-28 07:39,107.79,not evaluated
2021-09-28 08:09,109.79,not evaluated
2021-09-28 08:39,110.28,not evaluated
2021-09-28 09:09,110.70,not evaluated
2021-09-28 09:39,113.57,not evaluated
2021-09-28 10:09,114.82,not evaluated
2021-09-28 10:39,117.34,not evaluated
2021-09-28 11:09,115.25,not evaluated
2021-09-28 11:39,116.45,not evaluated
2021-09-28 12:09,121.24,not evaluated
2021-09-28 12:39,118.00,not evaluated
2021-09-28 13:09,125.07,not evaluated
2021-09-28 13:39,127.72,not evaluated
2021-09-28 14:09,123.40,not evaluated
2021-09-28 14:39,125.12,not evaluated
2021-09-28 15:09,124.74,not evaluated
2021-09-28 15:39,125.84,not evaluated
2021-09-28 16:09,129.81,not evaluated
2021-09-28 16:39,129.18,not evaluated
2021-09-28 17:09,127.83,not evaluated
2021-09-28 17:39,126.24,not evaluated
2021-09-28 18:09,129.36,not evaluated
2021-09-28 18:39,125.57,not evaluated
2021-09-28 19:09,131.83,not evaluated
2021-09-28 19:39,129.64,not evaluated
2021-09-28 20:09,133.86,not evaluated
2021-09-28 20:39,129.30,not evaluated
2021-09-28 21:09,129.47,not evaluated
2021-09-28 21:39,132.16,not evaluated
2021-09-28 22:09,131.29,not evaluated
2021-09-28 22:39,130.78,not evaluated
2021-09-28 23:09,132.65,not evaluated
2021-09-28 23:39,129.95,not evaluated
2021-09-29 00:09,130.79,not evaluated
2021-09-29 00:39,131.87,not evaluated
2021-09-29 01:09,133.03,not evaluated
2021-09-29 01:39,132.97,not evaluated
2021-09-29 02:09,127.90,not evaluated
2021-09-29 02:39,128.09,not evaluated
2021-09-29 03:09,135.07,not evaluated
2021-09-29 03:39,132.95,not evaluated
2021-09-29 04:09,132.81,not evaluated
2021-09-29 04:39,138.56,not evaluated
2021-09-29 05:09,132.17,not evaluated
2021-09-29 05:39,140.59,not evaluated
2021-09-29 06:09,133.01,not evaluated
2021-09-29 06:39,136.10,not evaluated
2021-09-29 07:09,129.46,not evaluated
2021-09-29 07:39,132.10,not evaluated
2021-09-29 08:09,126.98,not evaluated
2021-09-29 08:39,126.46,not evaluated
2021-09-29 09:09,126.85,not evaluated
2021-09-29 09:39,129.59,not evaluated
2021-09-29 10:09,127.86,not evaluated
2021-09-29 10:39,127.33,not evaluated
2021-09-29 11:09,128.20,not evaluated
2021-09-29 11:39,125.06,not evaluated
2021-09-29 12:09,127.12,not evaluated
2021-09-29 12:39,129.85,not evaluated
2021-09-29 13:09,129.20,not evaluated
2021-09-29 13:39,129.02,not evaluated
2021-09-29 14:09,130.44,not evaluated
2021-09-29 14:39,129.98,not evaluated
2021-09-29 15:09,132.50,not evaluated
2021-09-29 15:39,130.51,not evaluated
2021-09-29 16:09,129.73,not evaluated
2021-09-29 16:39,127.75,not evaluated
2021-09-29 17:09,125.57,not evaluated
2021-09-29 17:39,129.00,not evaluated
2021-09-29 18:09,125.48,not evaluated
2021-09-29 18:39,121.49,not evaluated
2021-09-29 19:09,118.80,not evaluated
2021-09-29 19:39,116.77,not evaluated
2021-09-29 20:09,115.99,not evaluated
2021-09-29 20:39,118.46,not evaluated
2021-09-29 21:09,112.59,not evaluated
2021-09-29 21:39,114.28,not evaluated
2021-09-29 22:09,116.86,not evaluated
2021-09-29 22:39,118.13,not evaluated
2021-09-29 23:09,114.70,not evaluated
2021-09-29 23:39,117.65,not evaluated
2021-09-30 00:09,115.56,not evaluated
2021-09-30 00:39,116.15,not evaluated
2021-09-30 01:09,113.69,not evaluated
2021-09-30 01:39,86.59,not evaluated
2021-09-30 02:09,86.17,not evaluated
2021-09-30 02:39,87.10,not evaluated
2021-09-30 03:09,81.92,not evaluated
2021-09-30 03:39,84.39,not evaluated
2021-09-30 04:09,81.13,not evaluated
2021-09-30 04:39,84.57,not evaluated
2021-09-30 05:09,87.69,not evaluated
2021-09-30 05:39,88.21,not evaluated
2021-09-30 06:09,89.10,not evaluated
2021-09-30 06:39,89.23,not evaluated
2021-09-30 07:09,91.82,not evaluated
2021-09-30 07:39,94.69,not evaluated
2021-09-30 08:09,96.00,not evaluated
2021-09-30 08:39,91.33,not evaluated
2021-09-30 09:09,88.51,not evaluated
2021-09-30 09:39,87.75,not evaluated
2021-09-30 10:09,90.00,not evaluated
2021-09-30 10:39,90.43,not evaluated
2021-09-30 11:09,84.94,not evaluated
2021-09-30 11:39,87.66,not evaluated
2021-09-30 12:09,82.19,not evaluated
2021-09-30 12:39,83.16,not evaluated
2021-09-30 13:09,83.96,not evaluated
2021-09-30 13:39,89.22,not evaluated
2021-09-30 14:09,84.47,not evaluated
2021-09-30 14:39,84.37,not evaluated
2021-09-30 15:09,79.31,not evaluated
2021-09-30 15:39,81.00,not evaluated
2021-09-30 16:09,80.64,not evaluated
2021-09-30 16:39,84.08,not evaluated
2021-09-30 17:09,85.80,not evaluated
2021-09-30 17:39,79.55,not evaluated
2021-09-30 18:09,85.81,not evaluated
2021-09-30 18:39,88.64,not evaluated
2021-09-30 19:09,85.75,not evaluated
2021-09-30 19:39,91.87,not evaluated
2021-09-30 20:09,94.67,not evaluated
2021-09-30 20:39,94.39,not evaluated
2021-09-30 21:09,93.06,not evaluated
2021-09-30 21:39,95.14,not evaluated
2021-09-30 22:09,94.67,not evaluated
2021-09-30 22:39,93.20,not evaluated
2021-09-30 23:09,95.50,not evaluated
2021-09-30 23:39,96.75,not evaluated
2021-10-01 00:09,96.38,not evaluated
2021-10-01 00:39,95.09,not evaluated
2021-10-01 01:09,95.91,not evaluated
2021-10-01 01:39,97.57,not evaluated
2021-10-01 02:09,97.57,not evaluated
2021-10-01 02:39,96.31,not evaluated
2021-10-01 03:09,94.22,not evaluated
2021-10-01 03:39,90.97,not evaluated
2021-10-01 04:09,93.60,not evaluated
2021-10-01 04:39,91.66,not evaluated
2021-10-01 05:09,89.75,not evaluated
2021-10-01 05:39,92.91,not evaluated
2021-10-01 06:09,87.79,not evaluated
2021-10-01 06:39,88.25,not evaluated
2021-10-01 07:09,92.23,not evaluated
2021-10-01 07:39,90.00,not evaluated
2021-10-01 08:09,92.81,not evaluated
2021-10-01 08:39,93.13,not evaluated
2021-10-01 09:09,93.83,not evaluated
2021-10-01 09:39,97.22,not evaluated
2021-10-01 10:09,98.85,not evaluated
2021-10-01 10:39,97.88,not evaluated
2021-10-01 11:09,97.58,not evaluated
2021-10-01 11:39,100.05,not evaluated
2021-10-01 12:09,101.88,not evaluated
2021-10-01 12:39,101.23,not evaluated
2021-10-01 13:09,99.10,not evaluated
2021-10-01 13:39,97.28,not evaluated
2021-10-01 14:09,97.77,not evaluated
2021-10-01 14:39,97.27,not evaluated
2021-10-01 15:09,89.62,not evaluated
2021-10-01 15:39,93.26,not evaluated
2021-10-01 16:09,91.50,not evaluated
2021-10-01 16:39,95.63,not evaluated
2021-10-01 17:09,91.65,not evaluated
2021-10-01 17:39,91.90,not evaluated
2021-10-01 18:09,93.26,not evaluated
2021-10-01 18:39,94.46,not evaluated
2021-10-01 19:09,99.56,not evaluated
2021-10-01 19:39,97.10,not evaluated
2021-10-01 20:09,103.33,not evaluated
2021-10-01 20:39,102.75,not evaluated
2021-10-01 21:09,105.67,not evaluated
2021-10-01 21:39,106.30,not evaluated
2021-10-01 22:09,106.78,not evaluated
2021-10-01 22:39,107.75,not evaluated
2021-10-01 23:09,109.16,not evaluated
2021-10-01 23:39,105.93,not evaluated
2021-10-02 00:09,111.99,not evaluated
2021-10-02 00:39,108.97,not evaluated
2021-10-02 01:09,110.56,not evaluated
2021-10-02 01:39,113.76,not evaluated
2021-10-02 02:09,111.13,not evaluated
2021-10-02 02:39,110.31,not evaluated
2021-10-02 03:09,110.22,not evaluated
2021-10-02 03:39,109.29,not evaluated
2021-10-02 04:09,110.18,not evaluated
2021-10-02 04:39,109.47,not evaluated
2021-10-02 05:09,110.08,not evaluated
2021-10-02 05:39,106.91,not evaluated
2021-10-02 06:09,110.12,not evaluated
2021-10-02 06:39,109.03,not evaluated
2021-10-02 07:09,109.01,not evaluated
2021-10-02 07:39,110.46,not evaluated
2021-10-02 08:09,111.20,not evaluated
2021-10-02 08:39,108.84,not evaluated
2021-10-02 09:09,110.19,not evaluated
2021-10-02 09:39,109.36,not evaluated
2021-10-02 10:09,108.26,not evaluated
2021-10-02 10:39,109.61,not evaluated
2021-10-02 11:09,109.49,not evaluated
2021-10-02 11:39,105.66,not evaluated
2021-10-02 12:09,108.03,not evaluated
2021-10-02 12:39,109.97,not evaluated
2021-10-02 13:09,108.13,not evaluated
2021-10-02 13:39,110.99,not evaluated
2021-10-02 14:09,109.90,not evaluated
2021-10-02 14:39,107.41,not evaluated
2021-10-02 15:09,113.05,not evaluated
2021-10-02 15:39,115.06,not evaluated
2021-10-02 16:09,112.63,not evaluated
2021-10-02 16:39,112.21,not evaluated
2021-10-02 17:09,112.34,not evaluated
2021-10-02 17:39,108.36,not evaluated
2021-10-02 18:09,112.01,not evaluated
2021-10-02 18:39,111.96,not evaluated
2021-10-02 19:09,109.32,not evaluated
2021-10-02 19:39,109.72,not evaluated
2021-10-02 20:09,109.86,not evaluated
2021-10-02 20:39,111.88,not evaluated
2021-10-02 21:09,113.58,not evaluated
2021-10-02 21:39,109.09,not evaluated
2021-10-02 22:09,107.08,not evaluated
2021-10-02 22:39,109.98,not evaluated
2021-10-02 23:09,108.50,not evaluated
2021-10-02 23:39,111.88,not evaluated
2021-10-03 00:09,108.37,not evaluated
2021-10-03 00:39,107.01,not evaluated
2021-10-03 01:09,109.55,not evaluated
2021-10-03 01:39,107.37,not evaluated
2021-10-03 02:09,106.84,not evaluated
2021-10-03 02:39,108.82,not evaluated
2021-10-03 03:09,106.83,not evaluated
2021-10-03 03:39,111.44,not evaluated
2021-10-03 04:09,108.25,not evaluated
2021-10-03 04:39,105.64,not evaluated
2021-10-03 05:09,108.53,not evaluated
2021-10-03 05:39,107.69,not evaluated
2021-10-03 06:09,107.60,not evaluated
2021-10-03 06:39,105.54,not evaluated
2021-10-03 07:09,107.50,not evaluated
2021-10-03 07:39,107.44,not evaluated
2021-10-03 08:09,108.34,not evaluated
2021-10-03 08:39,108.64,not evaluated
2021-10-03 09:09,109.85,not evaluated
2021-10-03 09:39,107.17,not evaluated
2021-10-03 10:09,108.30,not evaluated
2021-10-03 10:39,107.21,not evaluated
2021-10-03 11:09,108.89,not evaluated
2021-10-03 11:39,107.49,not evaluated
2021-10-03 12:09,107.29,not evaluated
2021-10-03 12:39,107.27,not evaluated
2021-10-03 13:09,104.02,not evaluated
2021-10-03 13:39,110.04,not evaluated
2021-10-03 14:09,108.08,not evaluated
2021-10-03 14:39,108.27,not evaluated
2021-10-03 15:09,107.97,not evaluated
2021-10-03 15:39,111.50,not evaluated
2021-10-03 16:09,109.27,not evaluated
2021-10-03 16:39,107.32,not evaluated
2021-10-03 17:09,109.68,not evaluated
2021-10-03 17:39,109.91,not evaluated
2021-10-03 18:09,107.35,not evaluated
2021-10-03 18:39,109.43,not evaluated
2021-10-03 19:09,111.78,not evaluated
2021-10-03 19:39,110.63,not evaluated
2021-10-03 20:09,109.44,not evaluated
2021-10-03 20:39,109.66,not evaluated
2021-10-03 21:09,111.15,not evaluated
2021-10-03 21:39,109.60,not evaluated
2021-10-03 22:09,113.83,not evaluated
2021-10-03 22:39,108.75,not evaluated
2021-10-03 23:09,113.61,not evaluated
2021-10-03 23:39,115.52,not evaluated
2021-10-04 00:09,117.98,not evaluated
2021-10-04 00:39,121.97,not evaluated
2021-10-04 01:09,121.24,not evaluated
2021-10-04 01:39,118.14,not evaluated
2021-10-04 02:09,116.12,not evaluated
2021-10-04 02:39,117.75,not evaluated
2021-10-04 03:09,116.28,not evaluated
2021-10-04 03:39,130.03,not evaluated
2021-10-04 04:09,126.53,not evaluated
2021-10-04 04:39,129.45,not evaluated
2021-10-04 05:09,125.87,not evaluated
2021-10-04 05:39,126.36,not evaluated
2021-10-04 06:09,123.69,not evaluated
2021-10-04 06:39,127.88,not evaluated
2021-10-04 07:09,121.20,not evaluated
2021-10-04 07:39,122.69,not evaluated
2021-10-04 08:09,128.35,not evaluated
2021-10-04 08:39,136.47,not evaluated
2021-10-04 09:09,133.10,not evaluated
2021-10-04 09:39,128.73,not evaluated
2021-10-04 10:09,125.42,not evaluated
2021-10-04 10:39,129.02,not evaluated
2021-10-04 11:09,126.02,not evaluated
2021-10-04 11:39,114.21,not evaluated
2021-10-04 12:09,117.09,not evaluated
2021-10-04 12:39,116.53,not evaluated
2021-10-04 13:09,113.89,not evaluated
2021-10-04 13:39,111.95,not evaluated
2021-10-04 14:09,111.09,not evaluated
2021-10-04 14:39,110.29,not evaluated
2021-10-04 15:09,111.66,not evaluated
2021-10-04 15:39,112.79,not evaluated
2021-10-04 16:09,120.27,not evaluated
2021-10-04 16:39,122.30,not evaluated
2021-10-04 17:09,118.36,not evaluated
2021-10-04 17:39,116.76,not evaluated
2021-10-04 18:09,117.80,not evaluated
2021-10-04 18:39,114.44,not evaluated
2021-10-04 19:09,114.68,not evaluated
2021-10-04 19:39,114.65,not evaluated
2021-10-04 20:09,117.17,not evaluated
2021-10-04 20:39,118.73,not evaluated
2021-10-04 21:09,115.26,not evaluated
2021-10-04 21:39,112.01,not evaluated
2021-10-04 22:09,112.95,not evaluated
2021-10-04 22:39,114.17,not evaluated
2021-10-04 23:09,112.00,not evaluated
2021-10-04 23:39,114.70,not evaluated
2021-10-05 00:09,113.86,not evaluated
2021-10-05 00:39,115.51,not evaluated
2021-10-05 01:09,113.37,not evaluated
2021-10-05 01:39,110.96,not evaluated
2021-10-05 02:09,111.41,not evaluated
2021-10-05 02:39,111.24,not evaluated
2021-10-05 03:09,108.93,not evaluated
2021-10-05 03:39,110.93,not evaluated
2021-10-05 04:09,108.48,not evaluated
2021-10-05 04:39,109.57,not evaluated
2021-10-05 05:09,108.53,not evaluated
2021-10-05 05:39,110.34,not evaluated
2021-10-05 06:09,108.46,not evaluated
2021-10-05 06:39,109.02,not evaluated
2021-10-05 07:09,106.16,not evaluated
2021-10-05 07:39,106.92,not evaluated
2021-10-05 08:09,107.34,not evaluated
2021-10-05 08:39,108.25,not evaluated
2021-10-05 09:09,106.15,not evaluated
2021-10-05 09:39,103.57,not evaluated
2021-10-05 10:09,103.45,not evaluated
2021-10-05 10:39,104.28,not evaluated
2021-10-05 11:09,107.30,not evaluated
2021-10-05 11:39,109.93,not evaluated
2021-10-05 12:09,107.42,not evaluated
2021-10-05 12:39,111.91,not evaluated
