%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Mean wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),BHI-E Mean wave direction (deg N),BHI-E Mean wave direction (deg N) quality
2022-04-12 17:20,148.73,not evaluated
2022-04-12 17:50,146.82,not evaluated
2022-04-12 18:20,136.96,not evaluated
2022-04-12 18:50,145.69,not evaluated
2022-04-12 19:20,145.62,not evaluated
2022-04-12 19:50,143.97,not evaluated
2022-04-12 20:20,145.34,not evaluated
2022-04-12 20:50,137.50,not evaluated
2022-04-12 21:20,140.05,not evaluated
2022-04-12 21:50,141.27,not evaluated
2022-04-12 22:20,136.52,not evaluated
2022-04-12 22:50,137.36,not evaluated
2022-04-12 23:20,140.05,not evaluated
2022-04-12 23:50,131.03,not evaluated
2022-04-13 00:20,132.69,not evaluated
2022-04-13 00:50,129.19,not evaluated
2022-04-13 01:20,132.24,not evaluated
2022-04-13 01:50,134.23,not evaluated
2022-04-13 02:20,135.93,not evaluated
2022-04-13 02:50,136.48,not evaluated
2022-04-13 03:20,135.31,not evaluated
2022-04-13 03:50,137.60,not evaluated
2022-04-13 04:20,141.18,not evaluated
2022-04-13 04:50,139.26,not evaluated
2022-04-13 05:20,140.10,not evaluated
2022-04-13 05:50,139.37,not evaluated
2022-04-13 06:20,140.56,not evaluated
2022-04-13 06:50,139.65,not evaluated
2022-04-13 07:20,139.78,not evaluated
2022-04-13 07:50,137.98,not evaluated
2022-04-13 08:20,137.32,not evaluated
2022-04-13 08:50,134.52,not evaluated
2022-04-13 09:20,131.85,not evaluated
2022-04-13 09:50,128.14,not evaluated
2022-04-13 10:20,128.79,not evaluated
2022-04-13 10:50,130.97,not evaluated
2022-04-13 11:20,131.33,not evaluated
2022-04-13 11:50,129.43,not evaluated
2022-04-13 12:20,129.92,not evaluated
2022-04-13 12:50,130.54,not evaluated
2022-04-13 13:20,127.01,not evaluated
2022-04-13 13:50,129.70,not evaluated
2022-04-13 14:20,130.50,not evaluated
2022-04-13 14:50,132.08,not evaluated
2022-04-13 15:20,131.94,not evaluated
2022-04-13 15:50,135.95,not evaluated
2022-04-13 16:20,135.77,not evaluated
2022-04-13 16:50,138.00,not evaluated
2022-04-13 17:20,142.19,not evaluated
2022-04-13 17:50,140.66,not evaluated
2022-04-13 18:20,141.07,not evaluated
2022-04-13 18:50,139.77,not evaluated
2022-04-13 19:20,138.42,not evaluated
2022-04-13 19:50,140.01,not evaluated
2022-04-13 20:20,139.62,not evaluated
2022-04-13 20:50,136.49,not evaluated
2022-04-13 21:20,135.50,not evaluated
2022-04-13 21:50,134.88,not evaluated
2022-04-13 22:20,134.78,not evaluated
2022-04-13 22:50,132.75,not evaluated
2022-04-13 23:20,133.64,not evaluated
2022-04-13 23:50,131.01,not evaluated
2022-04-14 00:20,130.07,not evaluated
2022-04-14 00:50,130.39,not evaluated
2022-04-14 01:20,130.89,not evaluated
2022-04-14 01:50,133.15,not evaluated
2022-04-14 02:20,134.89,not evaluated
2022-04-14 02:50,135.17,not evaluated
2022-04-14 03:20,136.10,not evaluated
2022-04-14 03:50,136.18,not evaluated
2022-04-14 04:20,136.55,not evaluated
2022-04-14 04:50,139.48,not evaluated
2022-04-14 05:20,137.64,not evaluated
2022-04-14 05:50,134.52,not evaluated
2022-04-14 06:20,138.98,not evaluated
2022-04-14 06:50,136.72,not evaluated
2022-04-14 07:20,140.18,not evaluated
2022-04-14 07:50,139.52,not evaluated
2022-04-14 08:20,137.94,not evaluated
2022-04-14 08:50,140.32,not evaluated
2022-04-14 09:20,137.96,not evaluated
2022-04-14 09:50,137.52,not evaluated
2022-04-14 10:20,137.06,not evaluated
2022-04-14 10:50,133.35,not evaluated
2022-04-14 11:20,131.34,not evaluated
2022-04-14 11:50,134.63,not evaluated
2022-04-14 12:20,134.21,not evaluated
2022-04-14 12:50,134.15,not evaluated
2022-04-14 13:20,133.56,not evaluated
2022-04-14 13:50,133.45,not evaluated
2022-04-14 14:20,132.85,not evaluated
2022-04-14 14:50,137.48,not evaluated
2022-04-14 15:20,135.83,not evaluated
2022-04-14 15:50,136.13,not evaluated
2022-04-14 16:20,137.52,not evaluated
2022-04-14 16:50,138.35,not evaluated
2022-04-14 17:20,138.65,not evaluated
2022-04-14 17:50,137.69,not evaluated
2022-04-14 18:20,137.84,not evaluated
2022-04-14 18:50,139.68,not evaluated
2022-04-14 19:20,141.54,not evaluated
2022-04-14 19:50,141.78,not evaluated
2022-04-14 20:20,142.13,not evaluated
2022-04-14 20:50,139.60,not evaluated
2022-04-14 21:20,139.30,not evaluated
2022-04-14 21:50,142.12,not evaluated
2022-04-14 22:20,139.51,not evaluated
2022-04-14 22:50,138.06,not evaluated
2022-04-14 23:20,138.20,not evaluated
2022-04-14 23:50,136.14,not evaluated
2022-04-15 00:20,134.37,not evaluated
2022-04-15 00:50,133.54,not evaluated
2022-04-15 01:20,130.76,not evaluated
2022-04-15 01:50,133.79,not evaluated
2022-04-15 02:20,131.74,not evaluated
2022-04-15 02:50,131.86,not evaluated
2022-04-15 03:20,133.97,not evaluated
2022-04-15 03:50,134.44,not evaluated
2022-04-15 04:20,135.87,not evaluated
2022-04-15 04:50,134.01,not evaluated
2022-04-15 05:20,127.63,not evaluated
2022-04-15 05:50,120.58,not evaluated
2022-04-15 06:20,98.20,not evaluated
2022-04-15 06:50,64.69,not evaluated
2022-04-15 07:20,54.45,not evaluated
2022-04-15 07:50,61.49,not evaluated
2022-04-15 08:20,61.67,not evaluated
2022-04-15 08:50,61.40,not evaluated
2022-04-15 09:20,63.23,not evaluated
2022-04-15 09:50,64.88,not evaluated
2022-04-15 10:20,64.47,not evaluated
2022-04-15 10:50,69.03,not evaluated
2022-04-15 11:20,69.44,not evaluated
2022-04-15 11:50,72.61,not evaluated
2022-04-15 12:20,71.07,not evaluated
2022-04-15 12:50,75.53,not evaluated
2022-04-15 13:20,73.97,not evaluated
2022-04-15 13:50,76.92,not evaluated
2022-04-15 14:20,79.62,not evaluated
2022-04-15 14:50,78.39,not evaluated
2022-04-15 15:20,81.20,not evaluated
2022-04-15 15:50,82.77,not evaluated
2022-04-15 16:20,84.29,not evaluated
2022-04-15 16:50,85.03,not evaluated
2022-04-15 17:20,85.40,not evaluated
2022-04-15 17:50,84.37,not evaluated
2022-04-15 18:20,84.38,not evaluated
2022-04-15 18:50,84.78,not evaluated
2022-04-15 19:20,83.95,not evaluated
2022-04-15 19:50,81.42,not evaluated
2022-04-15 20:20,81.45,not evaluated
2022-04-15 20:50,83.80,not evaluated
2022-04-15 21:20,80.03,not evaluated
2022-04-15 21:50,81.58,not evaluated
2022-04-15 22:20,83.68,not evaluated
2022-04-15 22:50,87.32,not evaluated
2022-04-15 23:20,87.49,not evaluated
2022-04-15 23:50,90.22,not evaluated
2022-04-16 00:20,94.73,not evaluated
2022-04-16 00:50,93.68,not evaluated
2022-04-16 01:20,95.39,not evaluated
2022-04-16 01:50,96.15,not evaluated
2022-04-16 02:20,99.81,not evaluated
2022-04-16 02:50,100.91,not evaluated
2022-04-16 03:20,100.27,not evaluated
2022-04-16 03:50,102.62,not evaluated
2022-04-16 04:20,106.50,not evaluated
2022-04-16 04:50,104.09,not evaluated
2022-04-16 05:20,104.72,not evaluated
2022-04-16 05:50,105.16,not evaluated
2022-04-16 06:20,103.98,not evaluated
2022-04-16 06:50,105.94,not evaluated
2022-04-16 07:20,106.72,not evaluated
2022-04-16 07:50,108.80,not evaluated
2022-04-16 08:20,105.91,not evaluated
2022-04-16 08:50,105.05,not evaluated
2022-04-16 09:20,104.47,not evaluated
2022-04-16 09:50,106.90,not evaluated
2022-04-16 10:20,106.17,not evaluated
2022-04-16 10:50,105.23,not evaluated
2022-04-16 11:20,104.96,not evaluated
2022-04-16 11:50,105.54,not evaluated
2022-04-16 12:20,106.93,not evaluated
2022-04-16 12:50,107.72,not evaluated
2022-04-16 13:20,108.72,not evaluated
2022-04-16 13:50,109.74,not evaluated
2022-04-16 14:20,108.41,not evaluated
2022-04-16 14:50,106.27,not evaluated
2022-04-16 15:20,108.65,not evaluated
2022-04-16 15:50,109.32,not evaluated
2022-04-16 16:20,106.73,not evaluated
2022-04-16 16:50,110.15,not evaluated
2022-04-16 17:20,112.61,not evaluated
2022-04-16 17:50,114.53,not evaluated
2022-04-16 18:20,113.66,not evaluated
2022-04-16 18:50,116.63,not evaluated
2022-04-16 19:20,118.08,not evaluated
2022-04-16 19:50,115.18,not evaluated
2022-04-16 20:20,118.39,not evaluated
2022-04-16 20:50,120.51,not evaluated
2022-04-16 21:20,115.61,not evaluated
2022-04-16 21:50,117.25,not evaluated
2022-04-16 22:20,117.97,not evaluated
2022-04-16 22:50,118.19,not evaluated
2022-04-16 23:20,116.07,not evaluated
2022-04-16 23:50,116.28,not evaluated
2022-04-17 00:20,116.27,not evaluated
2022-04-17 00:50,118.15,not evaluated
2022-04-17 01:20,119.49,not evaluated
2022-04-17 01:50,122.85,not evaluated
2022-04-17 02:20,123.18,not evaluated
2022-04-17 02:50,121.26,not evaluated
2022-04-17 03:20,124.51,not evaluated
2022-04-17 03:50,122.99,not evaluated
2022-04-17 04:20,122.26,not evaluated
2022-04-17 04:50,121.49,not evaluated
2022-04-17 05:20,124.20,not evaluated
2022-04-17 05:50,127.40,not evaluated
2022-04-17 06:20,131.24,not evaluated
2022-04-17 06:50,127.96,not evaluated
2022-04-17 07:20,130.40,not evaluated
2022-04-17 07:50,129.22,not evaluated
2022-04-17 08:20,130.79,not evaluated
2022-04-17 08:50,130.90,not evaluated
2022-04-17 09:20,131.55,not evaluated
2022-04-17 09:50,131.33,not evaluated
2022-04-17 10:20,129.57,not evaluated
2022-04-17 10:50,127.75,not evaluated
2022-04-17 11:20,126.83,not evaluated
2022-04-17 11:50,126.34,not evaluated
2022-04-17 12:20,125.87,not evaluated
2022-04-17 12:50,124.22,not evaluated
2022-04-17 13:20,118.80,not evaluated
2022-04-17 13:50,115.22,not evaluated
2022-04-17 14:20,104.44,not evaluated
2022-04-17 14:50,91.98,not evaluated
2022-04-17 15:20,83.85,not evaluated
2022-04-17 15:50,82.58,not evaluated
2022-04-17 16:20,83.64,not evaluated
2022-04-17 16:50,83.22,not evaluated
2022-04-17 17:20,80.79,not evaluated
2022-04-17 17:50,79.55,not evaluated
2022-04-17 18:20,82.21,not evaluated
2022-04-17 18:50,80.10,not evaluated
2022-04-17 19:20,78.46,not evaluated
2022-04-17 19:50,75.43,not evaluated
2022-04-17 20:20,76.88,not evaluated
2022-04-17 20:50,78.19,not evaluated
2022-04-17 21:20,78.25,not evaluated
2022-04-17 21:50,77.67,not evaluated
2022-04-17 22:20,76.69,not evaluated
2022-04-17 22:50,76.79,not evaluated
2022-04-17 23:20,78.05,not evaluated
2022-04-17 23:50,75.77,not evaluated
2022-04-18 00:20,77.95,not evaluated
2022-04-18 00:50,80.60,not evaluated
2022-04-18 01:20,77.50,not evaluated
2022-04-18 01:50,77.71,not evaluated
2022-04-18 02:20,80.11,not evaluated
2022-04-18 02:50,82.70,not evaluated
2022-04-18 03:20,79.95,not evaluated
2022-04-18 03:50,81.96,not evaluated
2022-04-18 04:20,81.69,not evaluated
2022-04-18 04:50,81.43,not evaluated
2022-04-18 05:20,81.40,not evaluated
2022-04-18 05:50,84.35,not evaluated
2022-04-18 06:20,81.94,not evaluated
2022-04-18 06:50,85.56,not evaluated
2022-04-18 07:20,89.25,not evaluated
2022-04-18 07:50,90.51,not evaluated
2022-04-18 08:20,94.14,not evaluated
2022-04-18 08:50,93.80,not evaluated
2022-04-18 09:20,96.64,not evaluated
2022-04-18 09:50,97.34,not evaluated
2022-04-18 10:20,103.09,not evaluated
2022-04-18 10:50,99.85,not evaluated
2022-04-18 11:20,97.09,not evaluated
2022-04-18 11:50,96.38,not evaluated
2022-04-18 12:20,97.47,not evaluated
2022-04-18 12:50,97.64,not evaluated
2022-04-18 13:20,99.56,not evaluated
2022-04-18 13:50,100.00,not evaluated
2022-04-18 14:20,96.86,not evaluated
2022-04-18 14:50,98.03,not evaluated
2022-04-18 15:20,98.37,not evaluated
2022-04-18 15:50,98.06,not evaluated
2022-04-18 16:20,98.11,not evaluated
2022-04-18 16:50,99.55,not evaluated
2022-04-18 17:20,97.56,not evaluated
2022-04-18 17:50,99.85,not evaluated
2022-04-18 18:20,101.19,not evaluated
2022-04-18 18:50,104.52,not evaluated
2022-04-18 19:20,106.90,not evaluated
2022-04-18 19:50,106.58,not evaluated
2022-04-18 20:20,109.02,not evaluated
2022-04-18 20:50,115.25,not evaluated
2022-04-18 21:20,113.78,not evaluated
2022-04-18 21:50,109.64,not evaluated
2022-04-18 22:20,106.72,not evaluated
2022-04-18 22:50,112.83,not evaluated
2022-04-18 23:20,112.43,not evaluated
2022-04-18 23:50,108.81,not evaluated
2022-04-19 00:20,109.07,not evaluated
2022-04-19 00:50,110.18,not evaluated
2022-04-19 01:20,107.56,not evaluated
2022-04-19 01:50,104.78,not evaluated
2022-04-19 02:20,105.40,not evaluated
2022-04-19 02:50,101.72,not evaluated
2022-04-19 03:20,102.35,not evaluated
2022-04-19 03:50,104.13,not evaluated
2022-04-19 04:20,105.63,not evaluated
2022-04-19 04:50,103.29,not evaluated
2022-04-19 05:20,104.95,not evaluated
2022-04-19 05:50,102.35,not evaluated
2022-04-19 06:20,108.94,not evaluated
2022-04-19 06:50,105.04,not evaluated
2022-04-19 07:20,106.20,not evaluated
2022-04-19 07:50,110.96,not evaluated
2022-04-19 08:20,110.60,not evaluated
2022-04-19 08:50,106.68,not evaluated
2022-04-19 09:20,100.40,not evaluated
2022-04-19 09:50,101.12,not evaluated
2022-04-19 10:20,99.82,not evaluated
2022-04-19 10:50,101.59,not evaluated
2022-04-19 11:20,102.28,not evaluated
2022-04-19 11:50,103.42,not evaluated
2022-04-19 12:20,105.49,not evaluated
2022-04-19 12:50,109.39,not evaluated
2022-04-19 13:20,104.55,not evaluated
2022-04-19 13:50,105.70,not evaluated
2022-04-19 14:20,107.44,not evaluated
2022-04-19 14:50,108.68,not evaluated
2022-04-19 15:20,106.25,not evaluated
2022-04-19 15:50,102.82,not evaluated
2022-04-19 16:20,104.87,not evaluated
2022-04-19 16:50,106.02,not evaluated
2022-04-19 17:20,104.34,not evaluated
2022-04-19 17:50,106.35,not evaluated
2022-04-19 18:20,105.07,not evaluated
2022-04-19 18:50,106.77,not evaluated
2022-04-19 19:20,106.75,not evaluated
2022-04-19 19:50,107.96,not evaluated
2022-04-19 20:20,108.82,not evaluated
2022-04-19 20:50,108.86,not evaluated
2022-04-19 21:20,106.31,not evaluated
2022-04-19 21:50,108.79,not evaluated
2022-04-19 22:20,95.64,not evaluated
2022-04-19 22:50,92.67,not evaluated
2022-04-19 23:20,90.50,not evaluated
2022-04-19 23:50,82.99,not evaluated
2022-04-20 00:20,81.83,not evaluated
2022-04-20 00:50,78.65,not evaluated
2022-04-20 01:20,91.21,not evaluated
2022-04-20 01:50,87.06,not evaluated
2022-04-20 02:20,88.40,not evaluated
2022-04-20 02:50,86.43,not evaluated
2022-04-20 03:20,90.34,not evaluated
2022-04-20 03:50,89.45,not evaluated
2022-04-20 04:20,89.74,not evaluated
2022-04-20 04:50,92.47,not evaluated
2022-04-20 05:20,84.05,not evaluated
2022-04-20 05:50,72.85,not evaluated
2022-04-20 06:20,67.21,not evaluated
2022-04-20 06:50,69.34,not evaluated
2022-04-20 07:20,66.93,not evaluated
2022-04-20 07:50,64.88,not evaluated
2022-04-20 08:20,68.84,not evaluated
2022-04-20 08:50,64.90,not evaluated
2022-04-20 09:20,71.81,not evaluated
2022-04-20 09:50,66.92,not evaluated
2022-04-20 10:20,67.38,not evaluated
2022-04-20 10:50,75.66,not evaluated
2022-04-20 11:20,74.73,not evaluated
2022-04-20 11:50,73.74,not evaluated
2022-04-20 12:20,76.93,not evaluated
2022-04-20 12:50,79.59,not evaluated
2022-04-20 13:20,78.29,not evaluated
2022-04-20 13:50,80.29,not evaluated
2022-04-20 14:20,83.75,not evaluated
2022-04-20 14:50,85.13,not evaluated
2022-04-20 15:20,89.44,not evaluated
2022-04-20 15:50,88.10,not evaluated
2022-04-20 16:20,93.93,not evaluated
2022-04-20 16:50,95.18,not evaluated
2022-04-20 17:20,94.28,not evaluated
2022-04-20 17:50,97.00,not evaluated
2022-04-20 18:20,97.14,not evaluated
2022-04-20 18:50,97.31,not evaluated
2022-04-20 19:20,96.42,not evaluated
2022-04-20 19:50,96.08,not evaluated
2022-04-20 20:20,99.80,not evaluated
2022-04-20 20:50,101.45,not evaluated
2022-04-20 21:20,100.33,not evaluated
2022-04-20 21:50,95.04,not evaluated
2022-04-20 22:20,94.22,not evaluated
2022-04-20 22:50,97.87,not evaluated
2022-04-20 23:20,100.40,not evaluated
2022-04-20 23:50,95.86,not evaluated
2022-04-21 00:20,98.02,not evaluated
2022-04-21 00:50,99.36,not evaluated
2022-04-21 01:20,98.45,not evaluated
2022-04-21 01:50,95.49,not evaluated
2022-04-21 02:20,98.63,not evaluated
2022-04-21 02:50,97.73,not evaluated
2022-04-21 03:20,102.04,not evaluated
2022-04-21 03:50,100.14,not evaluated
2022-04-21 04:20,103.67,not evaluated
2022-04-21 04:50,101.90,not evaluated
2022-04-21 05:20,102.41,not evaluated
2022-04-21 05:50,102.69,not evaluated
2022-04-21 06:20,104.55,not evaluated
2022-04-21 06:50,104.35,not evaluated
2022-04-21 07:20,105.37,not evaluated
2022-04-21 07:50,106.12,not evaluated
2022-04-21 08:20,106.50,not evaluated
2022-04-21 08:50,106.46,not evaluated
2022-04-21 09:20,105.57,not evaluated
2022-04-21 09:50,107.29,not evaluated
2022-04-21 10:20,106.21,not evaluated
2022-04-21 10:50,103.79,not evaluated
2022-04-21 11:20,105.04,not evaluated
2022-04-21 11:50,106.20,not evaluated
2022-04-21 12:20,105.47,not evaluated
2022-04-21 12:50,106.91,not evaluated
2022-04-21 13:20,109.56,not evaluated
2022-04-21 13:50,109.96,not evaluated
2022-04-21 14:20,105.37,not evaluated
2022-04-21 14:50,108.00,not evaluated
2022-04-21 15:20,108.72,not evaluated
2022-04-21 15:50,108.32,not evaluated
2022-04-21 16:20,109.03,not evaluated
2022-04-21 16:50,106.83,not evaluated
2022-04-21 17:20,109.54,not evaluated
2022-04-21 17:50,110.59,not evaluated
2022-04-21 18:20,113.23,not evaluated
2022-04-21 18:50,113.02,not evaluated
2022-04-21 19:20,113.15,not evaluated
2022-04-21 19:50,115.78,not evaluated
2022-04-21 20:20,112.86,not evaluated
2022-04-21 20:50,113.63,not evaluated
2022-04-21 21:20,115.75,not evaluated
2022-04-21 21:50,114.52,not evaluated
2022-04-21 22:20,115.77,not evaluated
2022-04-21 22:50,116.50,not evaluated
2022-04-21 23:20,119.04,not evaluated
2022-04-21 23:50,117.06,not evaluated
2022-04-22 00:20,117.45,not evaluated
2022-04-22 00:50,115.98,not evaluated
2022-04-22 01:20,117.55,not evaluated
2022-04-22 01:50,120.44,not evaluated
2022-04-22 02:20,117.45,not evaluated
2022-04-22 02:50,117.46,not evaluated
2022-04-22 03:20,116.08,not evaluated
2022-04-22 03:50,117.97,not evaluated
2022-04-22 04:20,117.16,not evaluated
2022-04-22 04:50,114.70,not evaluated
2022-04-22 05:20,114.47,not evaluated
2022-04-22 05:50,111.58,not evaluated
2022-04-22 06:20,113.17,not evaluated
2022-04-22 06:50,111.35,not evaluated
2022-04-22 07:20,114.27,not evaluated
2022-04-22 07:50,114.38,not evaluated
2022-04-22 08:20,114.67,not evaluated
2022-04-22 08:50,114.93,not evaluated
2022-04-22 09:20,116.56,not evaluated
2022-04-22 09:50,117.45,not evaluated
2022-04-22 10:20,119.53,not evaluated
2022-04-22 10:50,120.08,not evaluated
2022-04-22 11:20,116.71,not evaluated
2022-04-22 11:50,119.96,not evaluated
2022-04-22 12:20,118.40,not evaluated
2022-04-22 12:50,116.91,not evaluated
2022-04-22 13:20,114.36,not evaluated
2022-04-22 13:50,114.87,not evaluated
2022-04-22 14:20,114.22,not evaluated
2022-04-22 14:50,113.81,not evaluated
2022-04-22 15:20,118.22,not evaluated
2022-04-22 15:50,116.79,not evaluated
2022-04-22 16:20,113.74,not evaluated
2022-04-22 16:50,115.11,not evaluated
2022-04-22 17:20,117.11,not evaluated
2022-04-22 17:50,113.92,not evaluated
2022-04-22 18:20,113.13,not evaluated
2022-04-22 18:50,113.81,not evaluated
2022-04-22 19:20,111.10,not evaluated
2022-04-22 19:50,113.34,not evaluated
2022-04-22 20:20,113.12,not evaluated
2022-04-22 20:50,114.53,not evaluated
2022-04-22 21:20,113.02,not evaluated
2022-04-22 21:50,115.59,not evaluated
2022-04-22 22:20,115.33,not evaluated
2022-04-22 22:50,115.47,not evaluated
2022-04-22 23:20,117.27,not evaluated
2022-04-22 23:50,114.92,not evaluated
2022-04-23 00:20,113.68,not evaluated
2022-04-23 00:50,118.83,not evaluated
2022-04-23 01:20,114.75,not evaluated
2022-04-23 01:50,118.03,not evaluated
2022-04-23 02:20,114.10,not evaluated
2022-04-23 02:50,114.50,not evaluated
2022-04-23 03:20,112.21,not evaluated
2022-04-23 03:50,112.22,not evaluated
2022-04-23 04:20,110.64,not evaluated
2022-04-23 04:50,109.07,not evaluated
2022-04-23 05:20,110.83,not evaluated
2022-04-23 05:50,113.19,not evaluated
2022-04-23 06:20,111.80,not evaluated
2022-04-23 06:50,114.44,not evaluated
2022-04-23 07:20,113.36,not evaluated
2022-04-23 07:50,113.72,not evaluated
2022-04-23 08:20,111.77,not evaluated
2022-04-23 08:50,112.03,not evaluated
2022-04-23 09:20,110.40,not evaluated
2022-04-23 09:50,113.17,not evaluated
2022-04-23 10:20,111.40,not evaluated
2022-04-23 10:50,112.25,not evaluated
2022-04-23 11:20,113.39,not evaluated
2022-04-23 11:50,111.03,not evaluated
2022-04-23 12:20,113.87,not evaluated
2022-04-23 12:50,113.59,not evaluated
2022-04-23 13:20,114.67,not evaluated
2022-04-23 13:50,112.30,not evaluated
2022-04-23 14:20,109.27,not evaluated
2022-04-23 14:50,110.35,not evaluated
2022-04-23 15:20,110.56,not evaluated
2022-04-23 15:50,110.16,not evaluated
2022-04-23 16:20,110.42,not evaluated
2022-04-23 16:50,110.60,not evaluated
2022-04-23 17:20,110.55,not evaluated
2022-04-23 17:50,111.56,not evaluated
2022-04-23 18:20,109.84,not evaluated
2022-04-23 18:50,107.80,not evaluated
2022-04-23 19:20,107.72,not evaluated
2022-04-23 19:50,110.55,not evaluated
2022-04-23 20:20,110.01,not evaluated
2022-04-23 20:50,111.53,not evaluated
2022-04-23 21:20,110.66,not evaluated
2022-04-23 21:50,112.52,not evaluated
2022-04-23 22:20,115.07,not evaluated
2022-04-23 22:50,113.83,not evaluated
2022-04-23 23:20,115.17,not evaluated
2022-04-23 23:50,116.66,not evaluated
2022-04-24 00:20,117.00,not evaluated
2022-04-24 00:50,116.35,not evaluated
2022-04-24 01:20,116.63,not evaluated
2022-04-24 01:50,115.85,not evaluated
2022-04-24 02:20,113.82,not evaluated
2022-04-24 02:50,114.17,not evaluated
2022-04-24 03:20,116.05,not evaluated
2022-04-24 03:50,113.92,not evaluated
2022-04-24 04:20,113.67,not evaluated
2022-04-24 04:50,113.14,not evaluated
2022-04-24 05:20,113.44,not evaluated
2022-04-24 05:50,112.44,not evaluated
2022-04-24 06:20,112.29,not evaluated
2022-04-24 06:50,112.32,not evaluated
2022-04-24 07:20,114.33,not evaluated
2022-04-24 07:50,113.28,not evaluated
2022-04-24 08:20,114.15,not evaluated
2022-04-24 08:50,113.98,not evaluated
2022-04-24 09:20,115.71,not evaluated
2022-04-24 09:50,111.85,not evaluated
2022-04-24 10:20,113.04,not evaluated
2022-04-24 10:50,115.48,not evaluated
2022-04-24 11:20,114.70,not evaluated
2022-04-24 11:50,116.13,not evaluated
2022-04-24 12:20,116.22,not evaluated
2022-04-24 12:50,116.60,not evaluated
2022-04-24 13:20,117.26,not evaluated
2022-04-24 13:50,114.71,not evaluated
2022-04-24 14:20,118.78,not evaluated
2022-04-24 14:50,117.65,not evaluated
2022-04-24 15:20,116.73,not evaluated
2022-04-24 15:50,116.77,not evaluated
2022-04-24 16:20,121.27,not evaluated
2022-04-24 16:50,120.38,not evaluated
2022-04-24 17:20,118.86,not evaluated
2022-04-24 17:50,116.56,not evaluated
2022-04-24 18:20,118.53,not evaluated
2022-04-24 18:50,118.13,not evaluated
2022-04-24 19:20,114.88,not evaluated
2022-04-24 19:50,114.31,not evaluated
2022-04-24 20:20,113.64,not evaluated
2022-04-24 20:50,117.06,not evaluated
2022-04-24 21:20,114.46,not evaluated
2022-04-24 21:50,114.86,not evaluated
2022-04-24 22:20,114.91,not evaluated
2022-04-24 22:50,114.86,not evaluated
2022-04-24 23:20,114.81,not evaluated
2022-04-24 23:50,117.80,not evaluated
2022-04-25 00:20,119.23,not evaluated
2022-04-25 00:50,121.41,not evaluated
2022-04-25 01:20,122.64,not evaluated
2022-04-25 01:50,123.58,not evaluated
2022-04-25 02:20,119.45,not evaluated
2022-04-25 02:50,117.52,not evaluated
2022-04-25 03:20,120.63,not evaluated
2022-04-25 03:50,116.63,not evaluated
2022-04-25 04:20,117.14,not evaluated
2022-04-25 04:50,116.11,not evaluated
2022-04-25 05:20,118.29,not evaluated
2022-04-25 05:50,116.35,not evaluated
2022-04-25 06:20,117.00,not evaluated
2022-04-25 06:50,115.64,not evaluated
2022-04-25 07:20,116.06,not evaluated
2022-04-25 07:50,117.34,not evaluated
2022-04-25 08:20,117.36,not evaluated
2022-04-25 08:50,116.97,not evaluated
2022-04-25 09:20,117.86,not evaluated
2022-04-25 09:50,115.70,not evaluated
2022-04-25 10:20,117.20,not evaluated
2022-04-25 10:50,120.13,not evaluated
2022-04-25 11:20,117.79,not evaluated
2022-04-25 11:50,119.50,not evaluated
2022-04-25 12:20,123.20,not evaluated
2022-04-25 12:50,120.94,not evaluated
2022-04-25 13:20,121.52,not evaluated
2022-04-25 13:50,121.82,not evaluated
2022-04-25 14:20,121.66,not evaluated
2022-04-25 14:50,125.28,not evaluated
2022-04-25 15:20,124.97,not evaluated
2022-04-25 15:50,123.54,not evaluated
2022-04-25 16:20,122.31,not evaluated
2022-04-25 16:50,123.17,not evaluated
2022-04-25 17:20,122.98,not evaluated
2022-04-25 17:50,126.42,not evaluated
2022-04-25 18:20,128.04,not evaluated
2022-04-25 18:50,125.55,not evaluated
2022-04-25 19:20,124.77,not evaluated
2022-04-25 19:50,127.97,not evaluated
2022-04-25 20:20,126.49,not evaluated
2022-04-25 20:50,121.31,not evaluated
2022-04-25 21:20,122.38,not evaluated
2022-04-25 21:50,121.54,not evaluated
2022-04-25 22:20,121.10,not evaluated
2022-04-25 22:50,121.64,not evaluated
2022-04-25 23:20,120.01,not evaluated
2022-04-25 23:50,118.65,not evaluated
2022-04-26 00:20,117.15,not evaluated
2022-04-26 00:50,122.83,not evaluated
2022-04-26 01:20,119.23,not evaluated
2022-04-26 01:50,120.70,not evaluated
2022-04-26 02:20,120.82,not evaluated
2022-04-26 02:50,123.87,not evaluated
2022-04-26 03:20,123.93,not evaluated
2022-04-26 03:50,121.14,not evaluated
2022-04-26 04:20,130.47,not evaluated
2022-04-26 04:50,126.25,not evaluated
2022-04-26 05:20,124.88,not evaluated
2022-04-26 05:50,126.77,not evaluated
