%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave period (s) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave period (s),BHI-E Peak wave period (s) quality
2021-12-30 10:39,6.40,not evaluated
2021-12-30 11:09,6.02,not evaluated
2021-12-30 11:39,6.40,not evaluated
2021-12-30 12:09,6.40,not evaluated
2021-12-30 12:39,5.68,not evaluated
2021-12-30 13:09,6.02,not evaluated
2021-12-30 13:39,6.02,not evaluated
2021-12-30 14:09,5.68,not evaluated
2021-12-30 14:39,5.68,not evaluated
2021-12-30 15:09,5.68,not evaluated
2021-12-30 15:39,6.40,not evaluated
2021-12-30 16:09,6.40,not evaluated
2021-12-30 16:39,6.02,not evaluated
2021-12-30 17:09,6.02,not evaluated
2021-12-30 17:39,6.02,not evaluated
2021-12-30 18:09,6.02,not evaluated
2021-12-30 18:39,6.02,not evaluated
2021-12-30 19:09,5.12,not evaluated
2021-12-30 19:39,5.38,not evaluated
2021-12-30 20:09,6.40,not evaluated
2021-12-30 20:39,6.02,not evaluated
2021-12-30 21:09,6.40,not evaluated
2021-12-30 21:39,6.02,not evaluated
2021-12-30 22:09,6.02,not evaluated
2021-12-30 22:39,5.68,not evaluated
2021-12-30 23:09,6.40,not evaluated
2021-12-30 23:39,6.02,not evaluated
2021-12-31 00:09,5.68,not evaluated
2021-12-31 00:39,5.38,not evaluated
2021-12-31 01:09,6.02,not evaluated
2021-12-31 01:39,5.68,not evaluated
2021-12-31 02:09,5.68,not evaluated
2021-12-31 02:39,5.68,not evaluated
2021-12-31 03:09,5.68,not evaluated
2021-12-31 03:39,6.02,not evaluated
2021-12-31 04:09,5.68,not evaluated
2021-12-31 04:39,6.02,not evaluated
2021-12-31 05:09,6.02,not evaluated
2021-12-31 05:39,5.68,not evaluated
2021-12-31 06:09,5.68,not evaluated
2021-12-31 06:39,5.68,not evaluated
2021-12-31 07:09,6.02,not evaluated
2021-12-31 07:39,6.02,not evaluated
2021-12-31 08:09,6.02,not evaluated
2021-12-31 08:39,6.02,not evaluated
2021-12-31 09:09,6.02,not evaluated
2021-12-31 09:39,6.40,not evaluated
2021-12-31 10:09,14.62,not evaluated
2021-12-31 10:39,14.62,not evaluated
2021-12-31 11:09,14.62,not evaluated
2021-12-31 11:39,14.62,not evaluated
2021-12-31 12:09,14.62,not evaluated
2021-12-31 12:39,14.62,not evaluated
2021-12-31 13:09,12.80,not evaluated
2021-12-31 13:39,12.80,not evaluated
2021-12-31 14:09,6.02,not evaluated
2021-12-31 14:39,6.02,not evaluated
2021-12-31 15:09,5.68,not evaluated
2021-12-31 15:39,6.02,not evaluated
2021-12-31 16:09,6.02,not evaluated
2021-12-31 16:39,12.80,not evaluated
2021-12-31 17:09,6.02,not evaluated
2021-12-31 17:39,6.02,not evaluated
2021-12-31 18:09,6.02,not evaluated
2021-12-31 18:39,6.02,not evaluated
2021-12-31 19:09,6.02,not evaluated
2021-12-31 19:39,6.40,not evaluated
2021-12-31 20:09,5.68,not evaluated
2021-12-31 20:39,6.40,not evaluated
2021-12-31 21:09,6.02,not evaluated
2021-12-31 21:39,6.40,not evaluated
2021-12-31 22:09,12.80,not evaluated
2021-12-31 22:39,6.40,not evaluated
2021-12-31 23:09,6.02,not evaluated
2021-12-31 23:39,6.40,not evaluated
2022-01-01 00:09,5.68,not evaluated
2022-01-01 00:39,12.80,not evaluated
