%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave direction (deg N),BHI-E Peak wave direction (deg N) quality
2021-09-22 00:09,110.11,not evaluated
2021-09-22 00:39,107.66,not evaluated
2021-09-22 01:09,111.85,not evaluated
2021-09-22 01:39,108.89,not evaluated
2021-09-22 02:09,101.62,not evaluated
2021-09-22 02:39,111.85,not evaluated
2021-09-22 03:09,104.38,not evaluated
2021-09-22 03:39,113.73,not evaluated
2021-09-22 04:09,106.76,not evaluated
2021-09-22 04:39,108.53,not evaluated
2021-09-22 05:09,108.66,not evaluated
2021-09-22 05:39,107.04,not evaluated
2021-09-22 06:09,113.22,not evaluated
2021-09-22 06:39,112.45,not evaluated
2021-09-22 07:09,116.97,not evaluated
2021-09-22 07:39,107.51,not evaluated
2021-09-22 08:09,114.09,not evaluated
2021-09-22 08:39,111.47,not evaluated
2021-09-22 09:09,110.99,not evaluated
2021-09-22 09:39,111.50,not evaluated
2021-09-22 10:09,108.15,not evaluated
2021-09-22 10:39,54.22,not evaluated
2021-09-22 11:09,107.66,not evaluated
2021-09-22 11:39,110.64,not evaluated
2021-09-22 12:09,120.72,not evaluated
2021-09-22 12:39,119.89,not evaluated
2021-09-22 13:09,116.56,not evaluated
2021-09-22 13:39,110.79,not evaluated
2021-09-22 14:09,115.92,not evaluated
2021-09-22 14:39,111.93,not evaluated
2021-09-22 15:09,116.42,not evaluated
2021-09-22 15:39,114.80,not evaluated
2021-09-22 16:09,114.23,not evaluated
2021-09-22 16:39,110.78,not evaluated
2021-09-22 17:09,110.66,not evaluated
2021-09-22 17:39,114.74,not evaluated
2021-09-22 18:09,109.67,not evaluated
2021-09-22 18:39,112.75,not evaluated
2021-09-22 19:09,106.81,not evaluated
2021-09-22 19:39,109.13,not evaluated
2021-09-22 20:09,113.06,not evaluated
2021-09-22 20:39,106.87,not evaluated
2021-09-22 21:09,103.17,not evaluated
2021-09-22 21:39,110.25,not evaluated
2021-09-22 22:09,108.19,not evaluated
2021-09-22 22:39,109.20,not evaluated
2021-09-22 23:09,107.23,not evaluated
2021-09-22 23:39,106.81,not evaluated
2021-09-23 00:09,106.59,not evaluated
2021-09-23 00:39,106.93,not evaluated
2021-09-23 01:09,108.36,not evaluated
2021-09-23 01:39,108.42,not evaluated
2021-09-23 02:09,106.08,not evaluated
2021-09-23 02:39,106.78,not evaluated
2021-09-23 03:09,109.27,not evaluated
2021-09-23 03:39,103.47,not evaluated
2021-09-23 04:09,103.25,not evaluated
2021-09-23 04:39,104.91,not evaluated
2021-09-23 05:09,103.59,not evaluated
2021-09-23 05:39,107.29,not evaluated
2021-09-23 06:09,108.25,not evaluated
2021-09-23 06:39,105.83,not evaluated
2021-09-23 07:09,106.79,not evaluated
2021-09-23 07:39,111.68,not evaluated
2021-09-23 08:09,109.89,not evaluated
2021-09-23 08:39,118.57,not evaluated
2021-09-23 09:09,110.45,not evaluated
2021-09-23 09:39,113.06,not evaluated
2021-09-23 10:09,108.02,not evaluated
2021-09-23 10:39,110.23,not evaluated
2021-09-23 11:09,110.23,not evaluated
2021-09-23 11:39,108.73,not evaluated
2021-09-23 12:09,107.04,not evaluated
2021-09-23 12:39,103.82,not evaluated
2021-09-23 13:09,101.86,not evaluated
2021-09-23 13:39,104.35,not evaluated
2021-09-23 14:09,102.94,not evaluated
2021-09-23 14:39,102.42,not evaluated
2021-09-23 15:09,97.79,not evaluated
2021-09-23 15:39,101.21,not evaluated
2021-09-23 16:09,106.42,not evaluated
2021-09-23 16:39,106.66,not evaluated
2021-09-23 17:09,106.27,not evaluated
2021-09-23 17:39,106.79,not evaluated
2021-09-23 18:09,113.37,not evaluated
2021-09-23 18:39,108.57,not evaluated
2021-09-23 19:09,107.47,not evaluated
2021-09-23 19:39,111.18,not evaluated
2021-09-23 20:09,109.77,not evaluated
2021-09-23 20:39,106.43,not evaluated
2021-09-23 21:09,105.34,not evaluated
2021-09-23 21:39,104.56,not evaluated
2021-09-23 22:09,106.05,not evaluated
2021-09-23 22:39,102.10,not evaluated
2021-09-23 23:09,104.91,not evaluated
2021-09-23 23:39,108.32,not evaluated
2021-09-24 00:09,108.44,not evaluated
2021-09-24 00:39,106.01,not evaluated
2021-09-24 01:09,106.90,not evaluated
2021-09-24 01:39,109.75,not evaluated
2021-09-24 02:09,104.66,not evaluated
2021-09-24 02:39,108.29,not evaluated
2021-09-24 03:09,105.33,not evaluated
2021-09-24 03:39,109.67,not evaluated
2021-09-24 04:09,107.94,not evaluated
2021-09-24 04:39,106.45,not evaluated
2021-09-24 05:09,100.79,not evaluated
2021-09-24 05:39,61.86,not evaluated
2021-09-24 06:09,74.92,not evaluated
2021-09-24 06:39,68.67,not evaluated
2021-09-24 07:09,76.12,not evaluated
2021-09-24 07:39,73.53,not evaluated
2021-09-24 08:09,72.35,not evaluated
2021-09-24 08:39,80.79,not evaluated
2021-09-24 09:09,105.37,not evaluated
2021-09-24 09:39,69.59,not evaluated
2021-09-24 10:09,101.83,not evaluated
2021-09-24 10:39,101.85,not evaluated
2021-09-24 11:09,99.58,not evaluated
2021-09-24 11:39,106.91,not evaluated
2021-09-24 12:09,100.70,not evaluated
2021-09-24 12:39,107.60,not evaluated
2021-09-24 13:09,101.87,not evaluated
2021-09-24 13:39,108.91,not evaluated
2021-09-24 14:09,105.24,not evaluated
2021-09-24 14:39,103.69,not evaluated
2021-09-24 15:09,107.69,not evaluated
2021-09-24 15:39,105.10,not evaluated
2021-09-24 16:09,110.61,not evaluated
2021-09-24 16:39,109.18,not evaluated
2021-09-24 17:09,105.90,not evaluated
2021-09-24 17:39,108.87,not evaluated
2021-09-24 18:09,103.86,not evaluated
2021-09-24 18:39,107.79,not evaluated
2021-09-24 19:09,111.56,not evaluated
2021-09-24 19:39,106.98,not evaluated
2021-09-24 20:09,109.98,not evaluated
2021-09-24 20:39,105.15,not evaluated
2021-09-24 21:09,107.81,not evaluated
2021-09-24 21:39,108.88,not evaluated
2021-09-24 22:09,101.87,not evaluated
2021-09-24 22:39,111.01,not evaluated
2021-09-24 23:09,98.28,not evaluated
2021-09-24 23:39,99.11,not evaluated
2021-09-25 00:09,97.43,not evaluated
2021-09-25 00:39,101.96,not evaluated
2021-09-25 01:09,93.09,not evaluated
2021-09-25 01:39,94.71,not evaluated
2021-09-25 02:09,105.48,not evaluated
2021-09-25 02:39,102.81,not evaluated
2021-09-25 03:09,99.35,not evaluated
2021-09-25 03:39,104.75,not evaluated
2021-09-25 04:09,101.42,not evaluated
2021-09-25 04:39,95.21,not evaluated
2021-09-25 05:09,105.20,not evaluated
2021-09-25 05:39,104.61,not evaluated
2021-09-25 06:09,102.56,not evaluated
2021-09-25 06:39,106.57,not evaluated
2021-09-25 07:09,115.14,not evaluated
2021-09-25 07:39,106.72,not evaluated
2021-09-25 08:09,105.98,not evaluated
2021-09-25 08:39,111.48,not evaluated
2021-09-25 09:09,107.99,not evaluated
2021-09-25 09:39,109.70,not evaluated
2021-09-25 10:09,106.20,not evaluated
2021-09-25 10:39,104.65,not evaluated
2021-09-25 11:09,106.14,not evaluated
2021-09-25 11:39,101.49,not evaluated
2021-09-25 12:09,103.75,not evaluated
2021-09-25 12:39,103.96,not evaluated
2021-09-25 13:09,108.57,not evaluated
2021-09-25 13:39,105.35,not evaluated
2021-09-25 14:09,105.20,not evaluated
2021-09-25 14:39,104.12,not evaluated
2021-09-25 15:09,100.66,not evaluated
2021-09-25 15:39,106.74,not evaluated
2021-09-25 16:09,105.04,not evaluated
2021-09-25 16:39,99.39,not evaluated
2021-09-25 17:09,103.42,not evaluated
2021-09-25 17:39,99.89,not evaluated
2021-09-25 18:09,101.64,not evaluated
2021-09-25 18:39,96.95,not evaluated
2021-09-25 19:09,100.59,not evaluated
2021-09-25 19:39,101.91,not evaluated
2021-09-25 20:09,99.23,not evaluated
2021-09-25 20:39,103.14,not evaluated
2021-09-25 21:09,101.65,not evaluated
2021-09-25 21:39,100.89,not evaluated
2021-09-25 22:09,97.99,not evaluated
2021-09-25 22:39,106.56,not evaluated
2021-09-25 23:09,99.75,not evaluated
2021-09-25 23:39,100.39,not evaluated
2021-09-26 00:09,103.14,not evaluated
2021-09-26 00:39,101.16,not evaluated
2021-09-26 01:09,97.13,not evaluated
2021-09-26 01:39,104.38,not evaluated
2021-09-26 02:09,103.11,not evaluated
2021-09-26 02:39,96.01,not evaluated
2021-09-26 03:09,102.06,not evaluated
2021-09-26 03:39,105.24,not evaluated
2021-09-26 04:09,91.46,not evaluated
2021-09-26 04:39,98.98,not evaluated
2021-09-26 05:09,102.20,not evaluated
2021-09-26 05:39,101.58,not evaluated
2021-09-26 06:09,98.27,not evaluated
2021-09-26 06:39,98.98,not evaluated
2021-09-26 07:09,98.03,not evaluated
2021-09-26 07:39,101.70,not evaluated
2021-09-26 08:09,102.70,not evaluated
2021-09-26 08:39,98.53,not evaluated
2021-09-26 09:09,101.46,not evaluated
2021-09-26 09:39,99.77,not evaluated
2021-09-26 10:09,98.09,not evaluated
2021-09-26 10:39,100.97,not evaluated
2021-09-26 11:09,99.74,not evaluated
2021-09-26 11:39,95.36,not evaluated
2021-09-26 12:09,89.05,not evaluated
2021-09-26 12:39,97.53,not evaluated
2021-09-26 13:09,98.46,not evaluated
2021-09-26 13:39,96.25,not evaluated
2021-09-26 14:09,97.87,not evaluated
2021-09-26 14:39,92.12,not evaluated
2021-09-26 15:09,99.71,not evaluated
2021-09-26 15:39,91.36,not evaluated
2021-09-26 16:09,98.28,not evaluated
2021-09-26 16:39,100.80,not evaluated
2021-09-26 17:09,100.80,not evaluated
2021-09-26 17:39,93.61,not evaluated
2021-09-26 18:09,98.22,not evaluated
2021-09-26 18:39,90.18,not evaluated
2021-09-26 19:09,94.19,not evaluated
2021-09-26 19:39,97.93,not evaluated
2021-09-26 20:09,99.87,not evaluated
2021-09-26 20:39,94.97,not evaluated
2021-09-26 21:09,99.61,not evaluated
2021-09-26 21:39,103.86,not evaluated
2021-09-26 22:09,94.53,not evaluated
2021-09-26 22:39,90.61,not evaluated
2021-09-26 23:09,94.82,not evaluated
2021-09-26 23:39,95.96,not evaluated
2021-09-27 00:09,96.04,not evaluated
2021-09-27 00:39,92.37,not evaluated
2021-09-27 01:09,97.58,not evaluated
2021-09-27 01:39,90.58,not evaluated
2021-09-27 02:09,98.06,not evaluated
2021-09-27 02:39,93.60,not evaluated
2021-09-27 03:09,94.96,not evaluated
2021-09-27 03:39,89.07,not evaluated
2021-09-27 04:09,92.73,not evaluated
2021-09-27 04:39,93.12,not evaluated
2021-09-27 05:09,87.88,not evaluated
2021-09-27 05:39,88.21,not evaluated
2021-09-27 06:09,93.52,not evaluated
2021-09-27 06:39,94.68,not evaluated
2021-09-27 07:09,96.20,not evaluated
2021-09-27 07:39,93.23,not evaluated
2021-09-27 08:09,97.45,not evaluated
2021-09-27 08:39,93.81,not evaluated
2021-09-27 09:09,98.09,not evaluated
2021-09-27 09:39,94.34,not evaluated
2021-09-27 10:09,94.26,not evaluated
2021-09-27 10:39,96.06,not evaluated
2021-09-27 11:09,102.74,not evaluated
2021-09-27 11:39,95.81,not evaluated
2021-09-27 12:09,92.81,not evaluated
2021-09-27 12:39,100.33,not evaluated
2021-09-27 13:09,98.11,not evaluated
2021-09-27 13:39,92.62,not evaluated
2021-09-27 14:09,107.55,not evaluated
2021-09-27 14:39,101.30,not evaluated
2021-09-27 15:09,88.97,not evaluated
2021-09-27 15:39,98.78,not evaluated
2021-09-27 16:09,108.77,not evaluated
2021-09-27 16:39,99.92,not evaluated
2021-09-27 17:09,101.61,not evaluated
2021-09-27 17:39,102.27,not evaluated
2021-09-27 18:09,102.84,not evaluated
2021-09-27 18:39,102.49,not evaluated
2021-09-27 19:09,100.44,not evaluated
2021-09-27 19:39,98.93,not evaluated
2021-09-27 20:09,107.01,not evaluated
2021-09-27 20:39,98.77,not evaluated
2021-09-27 21:09,100.45,not evaluated
2021-09-27 21:39,107.65,not evaluated
2021-09-27 22:09,107.44,not evaluated
2021-09-27 22:39,105.25,not evaluated
2021-09-27 23:09,100.53,not evaluated
2021-09-27 23:39,101.30,not evaluated
2021-09-28 00:09,105.75,not evaluated
2021-09-28 00:39,105.78,not evaluated
2021-09-28 01:09,107.57,not evaluated
2021-09-28 01:39,105.38,not evaluated
2021-09-28 02:09,101.37,not evaluated
2021-09-28 02:39,102.70,not evaluated
2021-09-28 03:09,103.92,not evaluated
2021-09-28 03:39,102.33,not evaluated
2021-09-28 04:09,106.77,not evaluated
2021-09-28 04:39,109.23,not evaluated
2021-09-28 05:09,97.81,not evaluated
2021-09-28 05:39,101.71,not evaluated
2021-09-28 06:09,100.69,not evaluated
2021-09-28 06:39,107.62,not evaluated
2021-09-28 07:09,108.55,not evaluated
2021-09-28 07:39,99.00,not evaluated
2021-09-28 08:09,104.74,not evaluated
2021-09-28 08:39,105.38,not evaluated
2021-09-28 09:09,104.56,not evaluated
2021-09-28 09:39,109.40,not evaluated
2021-09-28 10:09,102.26,not evaluated
2021-09-28 10:39,108.09,not evaluated
2021-09-28 11:09,100.88,not evaluated
2021-09-28 11:39,102.69,not evaluated
2021-09-28 12:09,109.14,not evaluated
2021-09-28 12:39,108.76,not evaluated
2021-09-28 13:09,111.04,not evaluated
2021-09-28 13:39,106.58,not evaluated
2021-09-28 14:09,108.12,not evaluated
2021-09-28 14:39,107.54,not evaluated
2021-09-28 15:09,108.55,not evaluated
2021-09-28 15:39,107.75,not evaluated
2021-09-28 16:09,115.44,not evaluated
2021-09-28 16:39,108.75,not evaluated
2021-09-28 17:09,109.77,not evaluated
2021-09-28 17:39,109.76,not evaluated
2021-09-28 18:09,110.30,not evaluated
2021-09-28 18:39,109.71,not evaluated
2021-09-28 19:09,107.91,not evaluated
2021-09-28 19:39,102.78,not evaluated
2021-09-28 20:09,105.14,not evaluated
2021-09-28 20:39,111.21,not evaluated
2021-09-28 21:09,105.30,not evaluated
2021-09-28 21:39,107.22,not evaluated
2021-09-28 22:09,113.49,not evaluated
2021-09-28 22:39,113.75,not evaluated
2021-09-28 23:09,111.85,not evaluated
2021-09-28 23:39,107.64,not evaluated
2021-09-29 00:09,111.86,not evaluated
2021-09-29 00:39,111.10,not evaluated
2021-09-29 01:09,111.65,not evaluated
2021-09-29 01:39,109.12,not evaluated
2021-09-29 02:09,112.12,not evaluated
2021-09-29 02:39,106.05,not evaluated
2021-09-29 03:09,110.95,not evaluated
2021-09-29 03:39,108.17,not evaluated
2021-09-29 04:09,112.65,not evaluated
2021-09-29 04:39,111.80,not evaluated
2021-09-29 05:09,103.13,not evaluated
2021-09-29 05:39,112.50,not evaluated
2021-09-29 06:09,108.27,not evaluated
2021-09-29 06:39,109.72,not evaluated
2021-09-29 07:09,112.33,not evaluated
2021-09-29 07:39,112.35,not evaluated
2021-09-29 08:09,105.20,not evaluated
2021-09-29 08:39,113.43,not evaluated
2021-09-29 09:09,107.52,not evaluated
2021-09-29 09:39,112.99,not evaluated
2021-09-29 10:09,107.07,not evaluated
2021-09-29 10:39,114.20,not evaluated
2021-09-29 11:09,115.96,not evaluated
2021-09-29 11:39,115.15,not evaluated
2021-09-29 12:09,114.17,not evaluated
2021-09-29 12:39,115.03,not evaluated
2021-09-29 13:09,114.36,not evaluated
2021-09-29 13:39,112.08,not evaluated
2021-09-29 14:09,115.65,not evaluated
2021-09-29 14:39,116.73,not evaluated
2021-09-29 15:09,114.19,not evaluated
2021-09-29 15:39,113.58,not evaluated
2021-09-29 16:09,118.37,not evaluated
2021-09-29 16:39,114.68,not evaluated
2021-09-29 17:09,115.00,not evaluated
2021-09-29 17:39,118.81,not evaluated
2021-09-29 18:09,116.94,not evaluated
2021-09-29 18:39,112.81,not evaluated
2021-09-29 19:09,110.36,not evaluated
2021-09-29 19:39,110.30,not evaluated
2021-09-29 20:09,106.16,not evaluated
2021-09-29 20:39,114.52,not evaluated
2021-09-29 21:09,104.19,not evaluated
2021-09-29 21:39,110.97,not evaluated
2021-09-29 22:09,114.02,not evaluated
2021-09-29 22:39,117.34,not evaluated
2021-09-29 23:09,110.33,not evaluated
2021-09-29 23:39,115.47,not evaluated
2021-09-30 00:09,110.22,not evaluated
2021-09-30 00:39,109.23,not evaluated
2021-09-30 01:09,111.66,not evaluated
2021-09-30 01:39,116.03,not evaluated
2021-09-30 02:09,114.10,not evaluated
2021-09-30 02:39,118.65,not evaluated
2021-09-30 03:09,48.37,not evaluated
2021-09-30 03:39,109.67,not evaluated
2021-09-30 04:09,58.60,not evaluated
2021-09-30 04:39,57.88,not evaluated
2021-09-30 05:09,63.01,not evaluated
2021-09-30 05:39,107.33,not evaluated
2021-09-30 06:09,68.57,not evaluated
2021-09-30 06:39,108.59,not evaluated
2021-09-30 07:09,109.95,not evaluated
2021-09-30 07:39,110.66,not evaluated
2021-09-30 08:09,112.55,not evaluated
2021-09-30 08:39,110.81,not evaluated
2021-09-30 09:09,112.65,not evaluated
2021-09-30 09:39,75.09,not evaluated
2021-09-30 10:09,112.95,not evaluated
2021-09-30 10:39,113.31,not evaluated
2021-09-30 11:09,62.75,not evaluated
2021-09-30 11:39,108.38,not evaluated
2021-09-30 12:09,64.34,not evaluated
2021-09-30 12:39,61.99,not evaluated
2021-09-30 13:09,65.65,not evaluated
2021-09-30 13:39,65.98,not evaluated
2021-09-30 14:09,70.32,not evaluated
2021-09-30 14:39,110.22,not evaluated
2021-09-30 15:09,105.08,not evaluated
2021-09-30 15:39,110.41,not evaluated
2021-09-30 16:09,64.34,not evaluated
2021-09-30 16:39,112.49,not evaluated
2021-09-30 17:09,110.78,not evaluated
2021-09-30 17:39,110.75,not evaluated
2021-09-30 18:09,103.48,not evaluated
2021-09-30 18:39,109.81,not evaluated
2021-09-30 19:09,107.30,not evaluated
2021-09-30 19:39,106.56,not evaluated
2021-09-30 20:09,110.29,not evaluated
2021-09-30 20:39,111.75,not evaluated
2021-09-30 21:09,108.12,not evaluated
2021-09-30 21:39,110.05,not evaluated
2021-09-30 22:09,107.78,not evaluated
2021-09-30 22:39,102.46,not evaluated
2021-09-30 23:09,113.96,not evaluated
2021-09-30 23:39,108.05,not evaluated
2021-10-01 00:09,105.47,not evaluated
2021-10-01 00:39,106.84,not evaluated
2021-10-01 01:09,106.72,not evaluated
2021-10-01 01:39,108.97,not evaluated
2021-10-01 02:09,109.47,not evaluated
2021-10-01 02:39,105.66,not evaluated
2021-10-01 03:09,108.41,not evaluated
2021-10-01 03:39,105.88,not evaluated
2021-10-01 04:09,105.12,not evaluated
2021-10-01 04:39,107.31,not evaluated
2021-10-01 05:09,107.47,not evaluated
2021-10-01 05:39,108.34,not evaluated
2021-10-01 06:09,106.30,not evaluated
2021-10-01 06:39,102.83,not evaluated
2021-10-01 07:09,105.78,not evaluated
2021-10-01 07:39,105.81,not evaluated
2021-10-01 08:09,104.72,not evaluated
2021-10-01 08:39,105.73,not evaluated
2021-10-01 09:09,107.17,not evaluated
2021-10-01 09:39,108.11,not evaluated
2021-10-01 10:09,111.70,not evaluated
2021-10-01 10:39,106.75,not evaluated
2021-10-01 11:09,106.97,not evaluated
2021-10-01 11:39,109.40,not evaluated
2021-10-01 12:09,109.48,not evaluated
2021-10-01 12:39,108.73,not evaluated
2021-10-01 13:09,106.20,not evaluated
2021-10-01 13:39,111.34,not evaluated
2021-10-01 14:09,107.90,not evaluated
2021-10-01 14:39,107.16,not evaluated
2021-10-01 15:09,111.18,not evaluated
2021-10-01 15:39,105.62,not evaluated
2021-10-01 16:09,107.94,not evaluated
2021-10-01 16:39,113.00,not evaluated
2021-10-01 17:09,80.28,not evaluated
2021-10-01 17:39,82.66,not evaluated
2021-10-01 18:09,114.78,not evaluated
2021-10-01 18:39,81.48,not evaluated
2021-10-01 19:09,115.45,not evaluated
2021-10-01 19:39,108.52,not evaluated
2021-10-01 20:09,114.20,not evaluated
2021-10-01 20:39,121.15,not evaluated
2021-10-01 21:09,116.24,not evaluated
2021-10-01 21:39,111.41,not evaluated
2021-10-01 22:09,113.11,not evaluated
2021-10-01 22:39,113.61,not evaluated
2021-10-01 23:09,115.88,not evaluated
2021-10-01 23:39,105.81,not evaluated
2021-10-02 00:09,117.77,not evaluated
2021-10-02 00:39,109.00,not evaluated
2021-10-02 01:09,113.28,not evaluated
2021-10-02 01:39,117.81,not evaluated
2021-10-02 02:09,111.92,not evaluated
2021-10-02 02:39,113.38,not evaluated
2021-10-02 03:09,114.00,not evaluated
2021-10-02 03:39,112.13,not evaluated
2021-10-02 04:09,112.68,not evaluated
2021-10-02 04:39,113.56,not evaluated
2021-10-02 05:09,113.80,not evaluated
2021-10-02 05:39,107.03,not evaluated
2021-10-02 06:09,118.77,not evaluated
2021-10-02 06:39,112.50,not evaluated
2021-10-02 07:09,109.15,not evaluated
2021-10-02 07:39,110.03,not evaluated
2021-10-02 08:09,112.60,not evaluated
2021-10-02 08:39,111.54,not evaluated
2021-10-02 09:09,108.01,not evaluated
2021-10-02 09:39,112.91,not evaluated
2021-10-02 10:09,105.66,not evaluated
2021-10-02 10:39,108.30,not evaluated
2021-10-02 11:09,108.04,not evaluated
2021-10-02 11:39,101.45,not evaluated
2021-10-02 12:09,103.75,not evaluated
2021-10-02 12:39,110.36,not evaluated
2021-10-02 13:09,106.12,not evaluated
2021-10-02 13:39,113.32,not evaluated
2021-10-02 14:09,113.29,not evaluated
2021-10-02 14:39,109.03,not evaluated
2021-10-02 15:09,115.29,not evaluated
2021-10-02 15:39,117.88,not evaluated
2021-10-02 16:09,115.89,not evaluated
2021-10-02 16:39,115.29,not evaluated
2021-10-02 17:09,112.27,not evaluated
2021-10-02 17:39,107.09,not evaluated
2021-10-02 18:09,114.73,not evaluated
2021-10-02 18:39,112.45,not evaluated
2021-10-02 19:09,111.52,not evaluated
2021-10-02 19:39,111.52,not evaluated
2021-10-02 20:09,111.38,not evaluated
2021-10-02 20:39,114.94,not evaluated
2021-10-02 21:09,119.20,not evaluated
2021-10-02 21:39,109.04,not evaluated
2021-10-02 22:09,108.53,not evaluated
2021-10-02 22:39,115.25,not evaluated
2021-10-02 23:09,113.05,not evaluated
2021-10-02 23:39,113.06,not evaluated
2021-10-03 00:09,111.02,not evaluated
2021-10-03 00:39,109.67,not evaluated
2021-10-03 01:09,111.28,not evaluated
2021-10-03 01:39,105.71,not evaluated
2021-10-03 02:09,102.89,not evaluated
2021-10-03 02:39,107.81,not evaluated
2021-10-03 03:09,105.57,not evaluated
2021-10-03 03:39,106.85,not evaluated
2021-10-03 04:09,106.43,not evaluated
2021-10-03 04:39,104.05,not evaluated
2021-10-03 05:09,106.75,not evaluated
2021-10-03 05:39,106.34,not evaluated
2021-10-03 06:09,106.55,not evaluated
2021-10-03 06:39,103.80,not evaluated
2021-10-03 07:09,105.80,not evaluated
2021-10-03 07:39,111.95,not evaluated
2021-10-03 08:09,105.61,not evaluated
2021-10-03 08:39,111.56,not evaluated
2021-10-03 09:09,109.13,not evaluated
2021-10-03 09:39,105.81,not evaluated
2021-10-03 10:09,105.93,not evaluated
2021-10-03 10:39,105.51,not evaluated
2021-10-03 11:09,110.56,not evaluated
2021-10-03 11:39,104.57,not evaluated
2021-10-03 12:09,103.64,not evaluated
2021-10-03 12:39,103.86,not evaluated
2021-10-03 13:09,96.50,not evaluated
2021-10-03 13:39,107.76,not evaluated
2021-10-03 14:09,106.14,not evaluated
2021-10-03 14:39,107.66,not evaluated
2021-10-03 15:09,105.96,not evaluated
2021-10-03 15:39,111.39,not evaluated
2021-10-03 16:09,109.49,not evaluated
2021-10-03 16:39,103.70,not evaluated
2021-10-03 17:09,106.92,not evaluated
2021-10-03 17:39,105.61,not evaluated
2021-10-03 18:09,98.65,not evaluated
2021-10-03 18:39,108.22,not evaluated
2021-10-03 19:09,106.12,not evaluated
2021-10-03 19:39,104.97,not evaluated
2021-10-03 20:09,106.46,not evaluated
2021-10-03 20:39,104.88,not evaluated
2021-10-03 21:09,100.10,not evaluated
2021-10-03 21:39,100.37,not evaluated
2021-10-03 22:09,108.61,not evaluated
2021-10-03 22:39,99.96,not evaluated
2021-10-03 23:09,104.80,not evaluated
2021-10-03 23:39,108.39,not evaluated
2021-10-04 00:09,104.31,not evaluated
2021-10-04 00:39,103.58,not evaluated
2021-10-04 01:09,106.01,not evaluated
2021-10-04 01:39,107.38,not evaluated
2021-10-04 02:09,106.11,not evaluated
2021-10-04 02:39,105.62,not evaluated
2021-10-04 03:09,99.14,not evaluated
2021-10-04 03:39,105.38,not evaluated
2021-10-04 04:09,103.81,not evaluated
2021-10-04 04:39,101.19,not evaluated
2021-10-04 05:09,103.40,not evaluated
2021-10-04 05:39,103.12,not evaluated
2021-10-04 06:09,108.19,not evaluated
2021-10-04 06:39,103.49,not evaluated
2021-10-04 07:09,100.48,not evaluated
2021-10-04 07:39,99.35,not evaluated
2021-10-04 08:09,108.95,not evaluated
2021-10-04 08:39,103.79,not evaluated
2021-10-04 09:09,99.07,not evaluated
2021-10-04 09:39,106.59,not evaluated
2021-10-04 10:09,101.56,not evaluated
2021-10-04 10:39,104.47,not evaluated
2021-10-04 11:09,103.90,not evaluated
2021-10-04 11:39,96.60,not evaluated
2021-10-04 12:09,99.53,not evaluated
2021-10-04 12:39,106.96,not evaluated
2021-10-04 13:09,100.55,not evaluated
2021-10-04 13:39,101.38,not evaluated
2021-10-04 14:09,99.69,not evaluated
2021-10-04 14:39,99.34,not evaluated
2021-10-04 15:09,95.39,not evaluated
2021-10-04 15:39,99.77,not evaluated
2021-10-04 16:09,105.39,not evaluated
2021-10-04 16:39,104.34,not evaluated
2021-10-04 17:09,101.49,not evaluated
2021-10-04 17:39,98.66,not evaluated
2021-10-04 18:09,105.32,not evaluated
2021-10-04 18:39,99.62,not evaluated
2021-10-04 19:09,101.68,not evaluated
2021-10-04 19:39,102.76,not evaluated
2021-10-04 20:09,103.76,not evaluated
2021-10-04 20:39,104.83,not evaluated
2021-10-04 21:09,102.24,not evaluated
2021-10-04 21:39,97.33,not evaluated
2021-10-04 22:09,94.85,not evaluated
2021-10-04 22:39,100.02,not evaluated
2021-10-04 23:09,99.03,not evaluated
2021-10-04 23:39,102.19,not evaluated
2021-10-05 00:09,103.95,not evaluated
2021-10-05 00:39,105.84,not evaluated
2021-10-05 01:09,102.75,not evaluated
2021-10-05 01:39,105.18,not evaluated
2021-10-05 02:09,105.40,not evaluated
2021-10-05 02:39,100.25,not evaluated
2021-10-05 03:09,101.62,not evaluated
2021-10-05 03:39,101.33,not evaluated
2021-10-05 04:09,98.73,not evaluated
2021-10-05 04:39,100.78,not evaluated
2021-10-05 05:09,100.71,not evaluated
2021-10-05 05:39,101.54,not evaluated
2021-10-05 06:09,99.61,not evaluated
2021-10-05 06:39,97.66,not evaluated
2021-10-05 07:09,97.73,not evaluated
2021-10-05 07:39,99.06,not evaluated
2021-10-05 08:09,101.89,not evaluated
2021-10-05 08:39,102.88,not evaluated
2021-10-05 09:09,100.69,not evaluated
2021-10-05 09:39,97.67,not evaluated
2021-10-05 10:09,97.63,not evaluated
2021-10-05 10:39,100.68,not evaluated
2021-10-05 11:09,104.52,not evaluated
2021-10-05 11:39,104.57,not evaluated
2021-10-05 12:09,101.78,not evaluated
2021-10-05 12:39,107.44,not evaluated
