%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave direction (deg N),BHI-E Peak wave direction (deg N) quality
2021-12-08 12:39,99.75,not evaluated
2021-12-08 13:09,101.86,not evaluated
2021-12-08 13:39,108.83,not evaluated
2021-12-08 14:09,107.01,not evaluated
2021-12-08 14:39,104.76,not evaluated
2021-12-08 15:09,103.10,not evaluated
2021-12-08 15:39,102.54,not evaluated
2021-12-08 16:09,109.09,not evaluated
2021-12-08 16:39,106.97,not evaluated
2021-12-08 17:09,103.45,not evaluated
2021-12-08 17:39,107.80,not evaluated
2021-12-08 18:09,108.06,not evaluated
2021-12-08 18:39,109.46,not evaluated
2021-12-08 19:09,119.59,not evaluated
2021-12-08 19:39,112.36,not evaluated
2021-12-08 20:09,101.77,not evaluated
2021-12-08 20:39,121.40,not evaluated
2021-12-08 21:09,125.14,not evaluated
2021-12-08 21:39,125.51,not evaluated
2021-12-08 22:09,129.65,not evaluated
2021-12-08 22:39,142.57,not evaluated
2021-12-08 23:09,109.48,not evaluated
2021-12-08 23:39,120.33,not evaluated
2021-12-09 00:09,111.73,not evaluated
2021-12-09 00:39,128.13,not evaluated
2021-12-09 01:09,110.15,not evaluated
2021-12-09 01:39,129.55,not evaluated
2021-12-09 02:09,120.67,not evaluated
2021-12-09 02:39,117.04,not evaluated
2021-12-09 03:09,115.01,not evaluated
2021-12-09 03:39,116.59,not evaluated
2021-12-09 04:09,107.49,not evaluated
2021-12-09 04:39,108.97,not evaluated
2021-12-09 05:09,97.30,not evaluated
2021-12-09 05:39,111.40,not evaluated
2021-12-09 06:09,67.19,not evaluated
2021-12-09 06:39,69.95,not evaluated
2021-12-09 07:09,75.07,not evaluated
2021-12-09 07:39,72.45,not evaluated
2021-12-09 08:09,74.75,not evaluated
2021-12-09 08:39,77.47,not evaluated
2021-12-09 09:09,63.35,not evaluated
2021-12-09 09:39,63.64,not evaluated
2021-12-09 10:09,64.39,not evaluated
2021-12-09 10:39,64.54,not evaluated
2021-12-09 11:09,66.74,not evaluated
2021-12-09 11:39,65.70,not evaluated
2021-12-09 12:09,67.34,not evaluated
2021-12-09 12:39,70.62,not evaluated
2021-12-09 13:09,80.30,not evaluated
2021-12-09 13:39,71.39,not evaluated
2021-12-09 14:09,73.88,not evaluated
2021-12-09 14:39,95.46,not evaluated
2021-12-09 15:09,102.24,not evaluated
2021-12-09 15:39,77.30,not evaluated
2021-12-09 16:09,83.69,not evaluated
2021-12-09 16:39,97.55,not evaluated
2021-12-09 17:09,80.70,not evaluated
2021-12-09 17:39,96.69,not evaluated
2021-12-09 18:09,93.07,not evaluated
2021-12-09 18:39,97.50,not evaluated
2021-12-09 19:09,95.07,not evaluated
2021-12-09 19:39,93.82,not evaluated
2021-12-09 20:09,97.69,not evaluated
2021-12-09 20:39,90.00,not evaluated
2021-12-09 21:09,101.72,not evaluated
2021-12-09 21:39,93.75,not evaluated
2021-12-09 22:09,93.58,not evaluated
2021-12-09 22:39,98.92,not evaluated
2021-12-09 23:09,92.76,not evaluated
2021-12-09 23:39,92.76,not evaluated
2021-12-10 00:09,94.05,not evaluated
2021-12-10 00:39,94.11,not evaluated
2021-12-10 01:09,101.02,not evaluated
2021-12-10 01:39,99.67,not evaluated
2021-12-10 02:09,104.07,not evaluated
2021-12-10 02:39,98.26,not evaluated
2021-12-10 03:09,96.98,not evaluated
2021-12-10 03:39,99.67,not evaluated
2021-12-10 04:09,95.00,not evaluated
2021-12-10 04:39,97.20,not evaluated
2021-12-10 05:09,100.17,not evaluated
2021-12-10 05:39,124.03,not evaluated
2021-12-10 06:09,136.74,not evaluated
2021-12-10 06:39,97.87,not evaluated
2021-12-10 07:09,96.98,not evaluated
2021-12-10 07:39,106.52,not evaluated
2021-12-10 08:09,139.46,not evaluated
2021-12-10 08:39,139.09,not evaluated
2021-12-10 09:09,141.58,not evaluated
2021-12-10 09:39,142.04,not evaluated
2021-12-10 10:09,140.29,not evaluated
2021-12-10 10:39,140.65,not evaluated
2021-12-10 11:09,135.66,not evaluated
2021-12-10 11:39,131.77,not evaluated
2021-12-10 12:09,128.16,not evaluated
2021-12-10 12:39,130.39,not evaluated
2021-12-10 13:09,123.46,not evaluated
2021-12-10 13:39,128.66,not evaluated
2021-12-10 14:09,142.58,not evaluated
2021-12-10 14:39,135.00,not evaluated
2021-12-10 15:09,132.90,not evaluated
2021-12-10 15:39,125.86,not evaluated
2021-12-10 16:09,126.56,not evaluated
2021-12-10 16:39,127.38,not evaluated
2021-12-10 17:09,130.28,not evaluated
2021-12-10 17:39,127.11,not evaluated
2021-12-10 18:09,121.49,not evaluated
2021-12-10 18:39,125.29,not evaluated
2021-12-10 19:09,127.60,not evaluated
2021-12-10 19:39,123.62,not evaluated
2021-12-10 20:09,127.73,not evaluated
2021-12-10 20:39,135.54,not evaluated
2021-12-10 21:09,130.16,not evaluated
2021-12-10 21:39,125.80,not evaluated
2021-12-10 22:09,129.75,not evaluated
2021-12-10 22:39,131.01,not evaluated
2021-12-10 23:09,130.26,not evaluated
2021-12-10 23:39,133.68,not evaluated
2021-12-11 00:09,132.84,not evaluated
2021-12-11 00:39,129.99,not evaluated
2021-12-11 01:09,126.42,not evaluated
2021-12-11 01:39,132.88,not evaluated
2021-12-11 02:09,130.13,not evaluated
2021-12-11 02:39,126.56,not evaluated
2021-12-11 03:09,122.11,not evaluated
2021-12-11 03:39,126.83,not evaluated
2021-12-11 04:09,128.68,not evaluated
2021-12-11 04:39,124.64,not evaluated
2021-12-11 05:09,123.53,not evaluated
2021-12-11 05:39,126.31,not evaluated
2021-12-11 06:09,124.69,not evaluated
2021-12-11 06:39,117.63,not evaluated
2021-12-11 07:09,126.64,not evaluated
2021-12-11 07:39,123.40,not evaluated
2021-12-11 08:09,127.66,not evaluated
2021-12-11 08:39,128.52,not evaluated
2021-12-11 09:09,128.21,not evaluated
2021-12-11 09:39,129.89,not evaluated
2021-12-11 10:09,133.73,not evaluated
2021-12-11 10:39,127.69,not evaluated
2021-12-11 11:09,129.10,not evaluated
2021-12-11 11:39,119.08,not evaluated
2021-12-11 12:09,123.74,not evaluated
2021-12-11 12:39,121.55,not evaluated
2021-12-11 13:09,119.98,not evaluated
2021-12-11 13:39,123.14,not evaluated
2021-12-11 14:09,125.10,not evaluated
2021-12-11 14:39,127.94,not evaluated
2021-12-11 15:09,129.82,not evaluated
2021-12-11 15:39,129.24,not evaluated
2021-12-11 16:09,126.23,not evaluated
2021-12-11 16:39,126.77,not evaluated
2021-12-11 17:09,128.81,not evaluated
2021-12-11 17:39,133.31,not evaluated
2021-12-11 18:09,125.39,not evaluated
2021-12-11 18:39,129.43,not evaluated
2021-12-11 19:09,128.25,not evaluated
2021-12-11 19:39,127.05,not evaluated
2021-12-11 20:09,127.53,not evaluated
2021-12-11 20:39,121.77,not evaluated
2021-12-11 21:09,105.05,not evaluated
2021-12-11 21:39,128.35,not evaluated
2021-12-11 22:09,120.94,not evaluated
2021-12-11 22:39,126.11,not evaluated
2021-12-11 23:09,126.83,not evaluated
2021-12-11 23:39,114.80,not evaluated
2021-12-12 00:09,130.80,not evaluated
2021-12-12 00:39,130.86,not evaluated
2021-12-12 01:09,132.72,not evaluated
2021-12-12 01:39,131.90,not evaluated
2021-12-12 02:09,134.82,not evaluated
2021-12-12 02:39,144.56,not evaluated
2021-12-12 03:09,112.36,not evaluated
2021-12-12 03:39,136.91,not evaluated
2021-12-12 04:09,135.50,not evaluated
2021-12-12 04:39,110.63,not evaluated
2021-12-12 05:09,113.58,not evaluated
2021-12-12 05:39,119.68,not evaluated
2021-12-12 06:09,105.17,not evaluated
2021-12-12 06:39,111.98,not evaluated
2021-12-12 07:09,112.86,not evaluated
2021-12-12 07:39,107.80,not evaluated
2021-12-12 08:09,112.69,not evaluated
2021-12-12 08:39,118.08,not evaluated
2021-12-12 09:09,103.85,not evaluated
2021-12-12 09:39,50.84,not evaluated
2021-12-12 10:09,41.92,not evaluated
2021-12-12 10:39,47.78,not evaluated
2021-12-12 11:09,48.61,not evaluated
2021-12-12 11:39,53.66,not evaluated
2021-12-12 12:09,55.83,not evaluated
2021-12-12 12:39,63.88,not evaluated
2021-12-12 13:09,65.56,not evaluated
2021-12-12 13:39,69.44,not evaluated
2021-12-12 14:09,67.53,not evaluated
2021-12-12 14:39,66.79,not evaluated
2021-12-12 15:09,63.88,not evaluated
2021-12-12 15:39,63.49,not evaluated
2021-12-12 16:09,61.38,not evaluated
2021-12-12 16:39,105.33,not evaluated
2021-12-12 17:09,112.73,not evaluated
2021-12-12 17:39,79.14,not evaluated
2021-12-12 18:09,107.35,not evaluated
2021-12-12 18:39,108.74,not evaluated
2021-12-12 19:09,90.96,not evaluated
2021-12-12 19:39,94.91,not evaluated
2021-12-12 20:09,109.59,not evaluated
2021-12-12 20:39,113.08,not evaluated
2021-12-12 21:09,112.35,not evaluated
2021-12-12 21:39,107.13,not evaluated
2021-12-12 22:09,105.27,not evaluated
2021-12-12 22:39,106.78,not evaluated
2021-12-12 23:09,100.52,not evaluated
2021-12-12 23:39,112.43,not evaluated
2021-12-13 00:09,112.58,not evaluated
2021-12-13 00:39,103.90,not evaluated
2021-12-13 01:09,102.80,not evaluated
2021-12-13 01:39,96.98,not evaluated
2021-12-13 02:09,96.10,not evaluated
2021-12-13 02:39,99.42,not evaluated
2021-12-13 03:09,101.88,not evaluated
2021-12-13 03:39,105.51,not evaluated
2021-12-13 04:09,100.70,not evaluated
2021-12-13 04:39,103.30,not evaluated
2021-12-13 05:09,109.47,not evaluated
2021-12-13 05:39,112.72,not evaluated
2021-12-13 06:09,108.09,not evaluated
2021-12-13 06:39,100.16,not evaluated
2021-12-13 07:09,100.34,not evaluated
2021-12-13 07:39,105.00,not evaluated
2021-12-13 08:09,104.26,not evaluated
2021-12-13 08:39,105.29,not evaluated
2021-12-13 09:09,105.88,not evaluated
2021-12-13 09:39,111.37,not evaluated
2021-12-13 10:09,97.95,not evaluated
2021-12-13 10:39,113.28,not evaluated
2021-12-13 11:09,112.16,not evaluated
2021-12-13 11:39,109.58,not evaluated
2021-12-13 12:09,107.24,not evaluated
2021-12-13 12:39,111.79,not evaluated
2021-12-13 13:09,108.88,not evaluated
2021-12-13 13:39,112.96,not evaluated
2021-12-13 14:09,108.94,not evaluated
2021-12-13 14:39,113.98,not evaluated
2021-12-13 15:09,111.26,not evaluated
2021-12-13 15:39,119.56,not evaluated
2021-12-13 16:09,112.28,not evaluated
2021-12-13 16:39,113.08,not evaluated
2021-12-13 17:09,108.67,not evaluated
2021-12-13 17:39,106.39,not evaluated
2021-12-13 18:09,113.87,not evaluated
2021-12-13 18:39,107.15,not evaluated
2021-12-13 19:09,108.04,not evaluated
2021-12-13 19:39,110.06,not evaluated
2021-12-13 20:09,106.17,not evaluated
2021-12-13 20:39,112.68,not evaluated
2021-12-13 21:09,109.65,not evaluated
2021-12-13 21:39,111.44,not evaluated
2021-12-13 22:09,107.50,not evaluated
2021-12-13 22:39,108.75,not evaluated
2021-12-13 23:09,103.39,not evaluated
2021-12-13 23:39,109.33,not evaluated
2021-12-14 00:09,115.00,not evaluated
2021-12-14 00:39,116.29,not evaluated
2021-12-14 01:09,109.80,not evaluated
2021-12-14 01:39,111.44,not evaluated
2021-12-14 02:09,110.19,not evaluated
2021-12-14 02:39,114.07,not evaluated
2021-12-14 03:09,111.80,not evaluated
2021-12-14 03:39,119.19,not evaluated
2021-12-14 04:09,111.93,not evaluated
2021-12-14 04:39,117.51,not evaluated
2021-12-14 05:09,114.00,not evaluated
2021-12-14 05:39,109.55,not evaluated
2021-12-14 06:09,104.52,not evaluated
2021-12-14 06:39,111.80,not evaluated
2021-12-14 07:09,112.44,not evaluated
2021-12-14 07:39,118.30,not evaluated
2021-12-14 08:09,111.12,not evaluated
2021-12-14 08:39,114.94,not evaluated
2021-12-14 09:09,114.07,not evaluated
2021-12-14 09:39,112.02,not evaluated
2021-12-14 10:09,110.89,not evaluated
2021-12-14 10:39,110.17,not evaluated
2021-12-14 11:09,112.06,not evaluated
2021-12-14 11:39,112.03,not evaluated
2021-12-14 12:09,109.88,not evaluated
2021-12-14 12:39,114.78,not evaluated
2021-12-14 13:09,115.67,not evaluated
2021-12-14 13:39,112.04,not evaluated
2021-12-14 14:09,114.38,not evaluated
2021-12-14 14:39,111.84,not evaluated
2021-12-14 15:09,118.23,not evaluated
2021-12-14 15:39,113.77,not evaluated
2021-12-14 16:09,113.21,not evaluated
2021-12-14 16:39,115.85,not evaluated
2021-12-14 17:09,109.86,not evaluated
2021-12-14 17:39,111.85,not evaluated
2021-12-14 18:09,112.95,not evaluated
2021-12-14 18:39,108.71,not evaluated
2021-12-14 19:09,115.76,not evaluated
2021-12-14 19:39,112.11,not evaluated
2021-12-14 20:09,111.92,not evaluated
2021-12-14 20:39,112.49,not evaluated
2021-12-14 21:09,107.85,not evaluated
2021-12-14 21:39,113.41,not evaluated
2021-12-14 22:09,111.49,not evaluated
2021-12-14 22:39,109.28,not evaluated
2021-12-14 23:09,108.22,not evaluated
2021-12-14 23:39,116.65,not evaluated
2021-12-15 00:09,80.57,not evaluated
2021-12-15 00:39,79.92,not evaluated
2021-12-15 01:09,82.20,not evaluated
2021-12-15 01:39,72.90,not evaluated
2021-12-15 02:09,69.51,not evaluated
2021-12-15 02:39,68.23,not evaluated
2021-12-15 03:09,71.36,not evaluated
2021-12-15 03:39,77.24,not evaluated
2021-12-15 04:09,79.01,not evaluated
2021-12-15 04:39,68.29,not evaluated
2021-12-15 05:09,74.21,not evaluated
2021-12-15 05:39,74.67,not evaluated
2021-12-15 06:09,76.60,not evaluated
2021-12-15 06:39,77.69,not evaluated
2021-12-15 07:09,113.99,not evaluated
2021-12-15 07:39,117.13,not evaluated
2021-12-15 08:09,89.68,not evaluated
2021-12-15 08:39,106.16,not evaluated
2021-12-15 09:09,112.61,not evaluated
2021-12-15 09:39,102.33,not evaluated
2021-12-15 10:09,115.08,not evaluated
2021-12-15 10:39,107.02,not evaluated
2021-12-15 11:09,114.07,not evaluated
2021-12-15 11:39,113.67,not evaluated
2021-12-15 12:09,115.86,not evaluated
2021-12-15 12:39,108.04,not evaluated
2021-12-15 13:09,112.01,not evaluated
2021-12-15 13:39,112.88,not evaluated
2021-12-15 14:09,113.44,not evaluated
2021-12-15 14:39,109.97,not evaluated
2021-12-15 15:09,109.47,not evaluated
2021-12-15 15:39,106.23,not evaluated
2021-12-15 16:09,114.21,not evaluated
2021-12-15 16:39,111.95,not evaluated
2021-12-15 17:09,113.39,not evaluated
2021-12-15 17:39,109.04,not evaluated
2021-12-15 18:09,114.38,not evaluated
2021-12-15 18:39,109.30,not evaluated
2021-12-15 19:09,108.28,not evaluated
2021-12-15 19:39,112.23,not evaluated
2021-12-15 20:09,110.63,not evaluated
2021-12-15 20:39,109.00,not evaluated
2021-12-15 21:09,106.86,not evaluated
2021-12-15 21:39,106.92,not evaluated
2021-12-15 22:09,111.17,not evaluated
2021-12-15 22:39,113.32,not evaluated
2021-12-15 23:09,107.69,not evaluated
2021-12-15 23:39,111.79,not evaluated
2021-12-16 00:09,106.50,not evaluated
2021-12-16 00:39,111.61,not evaluated
2021-12-16 01:09,112.82,not evaluated
2021-12-16 01:39,107.65,not evaluated
2021-12-16 02:09,113.37,not evaluated
2021-12-16 02:39,109.28,not evaluated
2021-12-16 03:09,110.44,not evaluated
2021-12-16 03:39,104.56,not evaluated
2021-12-16 04:09,108.54,not evaluated
2021-12-16 04:39,107.66,not evaluated
2021-12-16 05:09,108.09,not evaluated
2021-12-16 05:39,112.79,not evaluated
2021-12-16 06:09,121.15,not evaluated
2021-12-16 06:39,111.14,not evaluated
2021-12-16 07:09,105.04,not evaluated
2021-12-16 07:39,109.05,not evaluated
2021-12-16 08:09,110.97,not evaluated
2021-12-16 08:39,111.02,not evaluated
2021-12-16 09:09,111.91,not evaluated
2021-12-16 09:39,112.41,not evaluated
2021-12-16 10:09,111.53,not evaluated
2021-12-16 10:39,108.36,not evaluated
2021-12-16 11:09,107.71,not evaluated
2021-12-16 11:39,108.59,not evaluated
2021-12-16 12:09,111.91,not evaluated
2021-12-16 12:39,109.79,not evaluated
2021-12-16 13:09,107.73,not evaluated
2021-12-16 13:39,111.34,not evaluated
2021-12-16 14:09,112.16,not evaluated
2021-12-16 14:39,106.34,not evaluated
2021-12-16 15:09,106.61,not evaluated
2021-12-16 15:39,112.03,not evaluated
2021-12-16 16:09,101.83,not evaluated
2021-12-16 16:39,106.77,not evaluated
2021-12-16 17:09,106.50,not evaluated
2021-12-16 17:39,106.95,not evaluated
2021-12-16 18:09,107.63,not evaluated
2021-12-16 18:39,109.66,not evaluated
2021-12-16 19:09,103.93,not evaluated
2021-12-16 19:39,105.17,not evaluated
2021-12-16 20:09,110.69,not evaluated
2021-12-16 20:39,106.10,not evaluated
2021-12-16 21:09,110.53,not evaluated
2021-12-16 21:39,98.15,not evaluated
2021-12-16 22:09,101.83,not evaluated
2021-12-16 22:39,105.64,not evaluated
2021-12-16 23:09,106.80,not evaluated
2021-12-16 23:39,108.90,not evaluated
2021-12-17 00:09,102.55,not evaluated
2021-12-17 00:39,100.61,not evaluated
2021-12-17 01:09,105.67,not evaluated
2021-12-17 01:39,105.51,not evaluated
2021-12-17 02:09,109.12,not evaluated
2021-12-17 02:39,106.81,not evaluated
2021-12-17 03:09,105.39,not evaluated
2021-12-17 03:39,104.64,not evaluated
2021-12-17 04:09,107.41,not evaluated
2021-12-17 04:39,102.13,not evaluated
2021-12-17 05:09,106.80,not evaluated
2021-12-17 05:39,109.91,not evaluated
2021-12-17 06:09,111.42,not evaluated
2021-12-17 06:39,106.40,not evaluated
2021-12-17 07:09,110.57,not evaluated
2021-12-17 07:39,111.99,not evaluated
2021-12-17 08:09,113.73,not evaluated
2021-12-17 08:39,108.47,not evaluated
2021-12-17 09:09,104.04,not evaluated
2021-12-17 09:39,109.96,not evaluated
2021-12-17 10:09,108.92,not evaluated
2021-12-17 10:39,108.78,not evaluated
2021-12-17 11:09,106.20,not evaluated
2021-12-17 11:39,106.93,not evaluated
2021-12-17 12:09,107.03,not evaluated
2021-12-17 12:39,106.44,not evaluated
2021-12-17 13:09,109.01,not evaluated
2021-12-17 13:39,114.25,not evaluated
2021-12-17 14:09,111.99,not evaluated
2021-12-17 14:39,111.47,not evaluated
2021-12-17 15:09,111.28,not evaluated
2021-12-17 15:39,108.36,not evaluated
2021-12-17 16:09,114.60,not evaluated
2021-12-17 16:39,109.80,not evaluated
2021-12-17 17:09,111.12,not evaluated
2021-12-17 17:39,111.06,not evaluated
2021-12-17 18:09,109.18,not evaluated
2021-12-17 18:39,110.02,not evaluated
2021-12-17 19:09,106.63,not evaluated
2021-12-17 19:39,110.02,not evaluated
2021-12-17 20:09,107.41,not evaluated
2021-12-17 20:39,109.18,not evaluated
2021-12-17 21:09,106.99,not evaluated
2021-12-17 21:39,106.41,not evaluated
2021-12-17 22:09,109.89,not evaluated
2021-12-17 22:39,111.61,not evaluated
2021-12-17 23:09,110.22,not evaluated
2021-12-17 23:39,108.78,not evaluated
2021-12-18 00:09,107.85,not evaluated
2021-12-18 00:39,107.80,not evaluated
2021-12-18 01:09,107.05,not evaluated
2021-12-18 01:39,108.95,not evaluated
2021-12-18 02:09,109.04,not evaluated
2021-12-18 02:39,112.34,not evaluated
2021-12-18 03:09,107.96,not evaluated
2021-12-18 03:39,110.25,not evaluated
2021-12-18 04:09,110.56,not evaluated
2021-12-18 04:39,106.35,not evaluated
2021-12-18 05:09,117.41,not evaluated
2021-12-18 05:39,115.36,not evaluated
2021-12-18 06:09,116.09,not evaluated
2021-12-18 06:39,115.07,not evaluated
2021-12-18 07:09,113.06,not evaluated
2021-12-18 07:39,111.29,not evaluated
2021-12-18 08:09,110.56,not evaluated
2021-12-18 08:39,112.44,not evaluated
2021-12-18 09:09,109.44,not evaluated
2021-12-18 09:39,110.52,not evaluated
2021-12-18 10:09,108.14,not evaluated
2021-12-18 10:39,113.37,not evaluated
2021-12-18 11:09,117.15,not evaluated
2021-12-18 11:39,114.65,not evaluated
2021-12-18 12:09,112.13,not evaluated
2021-12-18 12:39,108.94,not evaluated
2021-12-18 13:09,108.09,not evaluated
2021-12-18 13:39,109.96,not evaluated
2021-12-18 14:09,117.06,not evaluated
2021-12-18 14:39,111.12,not evaluated
2021-12-18 15:09,113.39,not evaluated
2021-12-18 15:39,107.35,not evaluated
2021-12-18 16:09,117.74,not evaluated
2021-12-18 16:39,110.06,not evaluated
2021-12-18 17:09,105.00,not evaluated
2021-12-18 17:39,108.12,not evaluated
2021-12-18 18:09,114.73,not evaluated
2021-12-18 18:39,112.40,not evaluated
2021-12-18 19:09,115.95,not evaluated
2021-12-18 19:39,110.51,not evaluated
2021-12-18 20:09,110.38,not evaluated
2021-12-18 20:39,108.76,not evaluated
2021-12-18 21:09,110.48,not evaluated
2021-12-18 21:39,113.38,not evaluated
2021-12-18 22:09,112.92,not evaluated
2021-12-18 22:39,117.67,not evaluated
2021-12-18 23:09,116.06,not evaluated
2021-12-18 23:39,112.95,not evaluated
2021-12-19 00:09,113.77,not evaluated
2021-12-19 00:39,108.70,not evaluated
2021-12-19 01:09,110.83,not evaluated
2021-12-19 01:39,115.05,not evaluated
2021-12-19 02:09,119.84,not evaluated
2021-12-19 02:39,108.97,not evaluated
2021-12-19 03:09,114.18,not evaluated
2021-12-19 03:39,111.30,not evaluated
2021-12-19 04:09,114.59,not evaluated
2021-12-19 04:39,118.27,not evaluated
2021-12-19 05:09,113.77,not evaluated
2021-12-19 05:39,117.46,not evaluated
2021-12-19 06:09,108.87,not evaluated
2021-12-19 06:39,111.81,not evaluated
2021-12-19 07:09,105.22,not evaluated
2021-12-19 07:39,117.13,not evaluated
2021-12-19 08:09,118.49,not evaluated
2021-12-19 08:39,118.96,not evaluated
2021-12-19 09:09,119.48,not evaluated
2021-12-19 09:39,119.65,not evaluated
2021-12-19 10:09,115.19,not evaluated
2021-12-19 10:39,115.45,not evaluated
2021-12-19 11:09,117.58,not evaluated
2021-12-19 11:39,119.11,not evaluated
2021-12-19 12:09,117.97,not evaluated
2021-12-19 12:39,118.78,not evaluated
2021-12-19 13:09,119.32,not evaluated
2021-12-19 13:39,113.16,not evaluated
2021-12-19 14:09,117.54,not evaluated
2021-12-19 14:39,127.02,not evaluated
2021-12-19 15:09,22.98,not evaluated
2021-12-19 15:39,48.07,not evaluated
2021-12-19 16:09,257.67,not evaluated
2021-12-19 16:39,58.75,not evaluated
2021-12-19 17:09,62.60,not evaluated
2021-12-19 17:39,71.86,not evaluated
2021-12-19 18:09,75.72,not evaluated
2021-12-19 18:39,73.61,not evaluated
2021-12-19 19:09,83.20,not evaluated
2021-12-19 19:39,82.76,not evaluated
2021-12-19 20:09,85.37,not evaluated
2021-12-19 20:39,89.11,not evaluated
2021-12-19 21:09,92.93,not evaluated
2021-12-19 21:39,82.73,not evaluated
2021-12-19 22:09,93.55,not evaluated
2021-12-19 22:39,90.58,not evaluated
2021-12-19 23:09,90.83,not evaluated
2021-12-19 23:39,91.15,not evaluated
2021-12-20 00:09,91.02,not evaluated
2021-12-20 00:39,86.70,not evaluated
2021-12-20 01:09,90.32,not evaluated
2021-12-20 01:39,81.71,not evaluated
2021-12-20 02:09,86.57,not evaluated
2021-12-20 02:39,83.64,not evaluated
2021-12-20 03:09,97.70,not evaluated
2021-12-20 03:39,86.67,not evaluated
2021-12-20 04:09,70.98,not evaluated
2021-12-20 04:39,343.60,not evaluated
2021-12-20 05:09,91.37,not evaluated
2021-12-20 05:39,82.43,not evaluated
2021-12-20 06:09,91.36,not evaluated
2021-12-20 06:39,93.34,not evaluated
2021-12-20 07:09,90.78,not evaluated
2021-12-20 07:39,86.54,not evaluated
2021-12-20 08:09,90.00,not evaluated
2021-12-20 08:39,90.69,not evaluated
2021-12-20 09:09,89.07,not evaluated
2021-12-20 09:39,84.63,not evaluated
2021-12-20 10:09,96.50,not evaluated
2021-12-20 10:39,86.67,not evaluated
2021-12-20 11:09,100.05,not evaluated
2021-12-20 11:39,97.74,not evaluated
2021-12-20 12:09,92.57,not evaluated
2021-12-20 12:39,88.64,not evaluated
2021-12-20 13:09,87.58,not evaluated
2021-12-20 13:39,99.37,not evaluated
2021-12-20 14:09,90.12,not evaluated
2021-12-20 14:39,92.47,not evaluated
2021-12-20 15:09,92.06,not evaluated
2021-12-20 15:39,99.11,not evaluated
2021-12-20 16:09,92.24,not evaluated
2021-12-20 16:39,90.31,not evaluated
2021-12-20 17:09,136.52,not evaluated
2021-12-20 17:39,90.31,not evaluated
2021-12-20 18:09,90.00,not evaluated
2021-12-20 18:39,87.37,not evaluated
2021-12-20 19:09,85.37,not evaluated
2021-12-20 19:39,92.71,not evaluated
2021-12-20 20:09,90.62,not evaluated
2021-12-20 20:39,89.52,not evaluated
2021-12-20 21:09,85.26,not evaluated
2021-12-20 21:39,96.54,not evaluated
2021-12-20 22:09,90.62,not evaluated
2021-12-20 22:39,91.42,not evaluated
2021-12-20 23:09,87.73,not evaluated
2021-12-20 23:39,298.80,not evaluated
2021-12-21 00:09,96.83,not evaluated
2021-12-21 00:39,90.38,not evaluated
2021-12-21 01:09,95.73,not evaluated
2021-12-21 01:39,86.00,not evaluated
2021-12-21 02:09,100.10,not evaluated
2021-12-21 02:39,89.18,not evaluated
2021-12-21 03:09,93.47,not evaluated
2021-12-21 03:39,98.56,not evaluated
2021-12-21 04:09,99.07,not evaluated
2021-12-21 04:39,98.09,not evaluated
2021-12-21 05:09,92.19,not evaluated
2021-12-21 05:39,99.90,not evaluated
2021-12-21 06:09,93.59,not evaluated
2021-12-21 06:39,95.26,not evaluated
2021-12-21 07:09,101.19,not evaluated
2021-12-21 07:39,93.60,not evaluated
2021-12-21 08:09,93.74,not evaluated
2021-12-21 08:39,90.13,not evaluated
2021-12-21 09:09,97.41,not evaluated
2021-12-21 09:39,94.75,not evaluated
2021-12-21 10:09,89.66,not evaluated
2021-12-21 10:39,95.55,not evaluated
2021-12-21 11:09,96.23,not evaluated
2021-12-21 11:39,87.77,not evaluated
2021-12-21 12:09,112.57,not evaluated
2021-12-21 12:39,103.24,not evaluated
2021-12-21 13:09,108.23,not evaluated
2021-12-21 13:39,95.69,not evaluated
2021-12-21 14:09,121.91,not evaluated
2021-12-21 14:39,121.21,not evaluated
2021-12-21 15:09,128.88,not evaluated
2021-12-21 15:39,124.94,not evaluated
2021-12-21 16:09,121.93,not evaluated
2021-12-21 16:39,122.04,not evaluated
2021-12-21 17:09,121.63,not evaluated
2021-12-21 17:39,122.71,not evaluated
2021-12-21 18:09,121.73,not evaluated
2021-12-21 18:39,118.13,not evaluated
2021-12-21 19:09,118.52,not evaluated
2021-12-21 19:39,111.43,not evaluated
2021-12-21 20:09,112.46,not evaluated
2021-12-21 20:39,105.89,not evaluated
2021-12-21 21:09,105.81,not evaluated
2021-12-21 21:39,116.28,not evaluated
2021-12-21 22:09,107.42,not evaluated
2021-12-21 22:39,12.65,not evaluated
2021-12-21 23:09,109.55,not evaluated
2021-12-21 23:39,104.10,not evaluated
2021-12-22 00:09,102.59,not evaluated
2021-12-22 00:39,121.04,not evaluated
2021-12-22 01:09,118.59,not evaluated
